sample	module	module_score	n_present	present_genes	donor	sirna	time	stimulation	plate
S68	stromal_retention_fibrosis	8.297312517682162	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	LIFR	1	TNF (1) + IL17 (1)	2
S69	stromal_retention_fibrosis	8.948055783754873	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	LIFR	6	TNF (1)	2
S70	stromal_retention_fibrosis	8.978031975277407	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	LIFR	6	TNF (1) + IL17 (1)	2
S71	stromal_retention_fibrosis	8.78619875174042	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	LIFR	16	TNF (1)	2
S72	stromal_retention_fibrosis	8.993676760301712	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	LIFR	16	TNF (1) + IL17 (1)	2
S73	stromal_retention_fibrosis	7.706664530309816	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	ELF3	0	None	2
S74	stromal_retention_fibrosis	7.752419822586346	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	ELF3	0	None	2
S75	stromal_retention_fibrosis	8.469634850376456	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	ELF3	1	TNF (1)	2
S76	stromal_retention_fibrosis	8.517576520038643	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	ELF3	1	TNF (1) + IL17 (1)	2
S77	stromal_retention_fibrosis	9.074652869695399	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	ELF3	6	TNF (1)	2
S78	stromal_retention_fibrosis	9.155819164682343	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	ELF3	6	TNF (1) + IL17 (1)	2
S79	stromal_retention_fibrosis	9.024234196398588	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	ELF3	16	TNF (1)	2
S80	stromal_retention_fibrosis	9.157861894990427	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	ELF3	16	TNF (1) + IL17 (1)	2
S81	stromal_retention_fibrosis	6.089590886799051	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	STAT3	0	None	2
S82	stromal_retention_fibrosis	6.642115315903044	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	STAT3	0	None	2
S83	stromal_retention_fibrosis	5.655657190222118	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	STAT3	1	TNF (1)	2
S84	stromal_retention_fibrosis	6.499856639188747	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	STAT3	1	TNF (1) + IL17 (1)	2
S85	stromal_retention_fibrosis	8.047428032068584	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	STAT3	6	TNF (1)	2
S86	stromal_retention_fibrosis	7.917206628182814	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	STAT3	6	TNF (1) + IL17 (1)	2
S87	stromal_retention_fibrosis	7.903563184805005	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	STAT3	16	TNF (1)	2
S88	stromal_retention_fibrosis	6.031422647487941	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	STAT3	16	TNF (1) + IL17 (1)	2
S89	stromal_retention_fibrosis	4.414484773834578	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	STAT4	0	None	2
S90	stromal_retention_fibrosis	7.167194332547986	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	STAT4	0	None	2
S91	stromal_retention_fibrosis	7.4936810468469055	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	STAT4	1	TNF (1)	2
S92	stromal_retention_fibrosis	8.497575952621172	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	STAT4	1	TNF (1) + IL17 (1)	2
S93	stromal_retention_fibrosis	8.288746162289058	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	STAT4	6	TNF (1)	2
S94	stromal_retention_fibrosis	7.1337622159638805	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	STAT4	6	TNF (1) + IL17 (1)	2
S95	stromal_retention_fibrosis	7.482044796749651	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	STAT4	16	TNF (1)	2
S96	stromal_retention_fibrosis	8.679735011856652	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA7	STAT4	16	TNF (1) + IL17 (1)	2
S97	stromal_retention_fibrosis	6.9891991314291255	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	Ctrl	0	None	1
S98	stromal_retention_fibrosis	7.838419130062398	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	Ctrl	0	None	1
S99	stromal_retention_fibrosis	8.238614381342837	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	Ctrl	1	TNF (1)	1
S100	stromal_retention_fibrosis	8.013899426406894	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	Ctrl	1	TNF (1) + IL17 (1)	1
S101	stromal_retention_fibrosis	8.51919873357245	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	Ctrl	6	TNF (1)	1
S102	stromal_retention_fibrosis	8.740611559982021	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	Ctrl	6	TNF (1) + IL17 (1)	1
S103	stromal_retention_fibrosis	8.540112176573437	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	Ctrl	16	TNF (1)	1
S104	stromal_retention_fibrosis	6.036716992172991	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	Ctrl	16	TNF (1) + IL17 (1)	1
S105	stromal_retention_fibrosis	7.629142700154205	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	CUX1	0	None	1
S106	stromal_retention_fibrosis	7.762579429286352	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	CUX1	0	None	1
S107	stromal_retention_fibrosis	7.894826158341377	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	CUX1	1	TNF (1)	1
S108	stromal_retention_fibrosis	7.8594748265986425	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	CUX1	1	TNF (1) + IL17 (1)	1
S109	stromal_retention_fibrosis	8.292073589692686	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	CUX1	6	TNF (1)	1
S110	stromal_retention_fibrosis	8.458074422815498	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	CUX1	6	TNF (1) + IL17 (1)	1
S111	stromal_retention_fibrosis	8.391501147310203	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	CUX1	16	TNF (1)	1
S112	stromal_retention_fibrosis	8.304655475820777	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	CUX1	16	TNF (1) + IL17 (1)	1
S113	stromal_retention_fibrosis	7.889132728667261	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	LIFR	0	None	1
S114	stromal_retention_fibrosis	7.750188708938033	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	LIFR	0	None	1
S115	stromal_retention_fibrosis	7.992851967814829	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	LIFR	1	TNF (1)	1
S116	stromal_retention_fibrosis	7.884152729255793	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	LIFR	1	TNF (1) + IL17 (1)	1
S117	stromal_retention_fibrosis	8.365748689791713	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	LIFR	6	TNF (1)	1
S118	stromal_retention_fibrosis	8.495586450780314	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	LIFR	6	TNF (1) + IL17 (1)	1
S119	stromal_retention_fibrosis	8.357472442940532	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	LIFR	16	TNF (1)	1
S120	stromal_retention_fibrosis	8.417865643128613	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	LIFR	16	TNF (1) + IL17 (1)	1
S121	stromal_retention_fibrosis	7.855325431224581	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	ELF3	0	None	1
S122	stromal_retention_fibrosis	7.787809800559143	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	ELF3	0	None	1
S123	stromal_retention_fibrosis	8.17340971276388	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	ELF3	1	TNF (1)	1
S124	stromal_retention_fibrosis	7.990987552569341	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	ELF3	1	TNF (1) + IL17 (1)	1
S125	stromal_retention_fibrosis	8.391257632495757	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	ELF3	6	TNF (1)	1
S126	stromal_retention_fibrosis	8.499961022907508	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	ELF3	6	TNF (1) + IL17 (1)	1
S127	stromal_retention_fibrosis	8.380815258213309	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	ELF3	16	TNF (1)	1
S128	stromal_retention_fibrosis	8.49004324486481	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	ELF3	16	TNF (1) + IL17 (1)	1
S129	stromal_retention_fibrosis	7.661556862012802	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	STAT3	0	None	1
S130	stromal_retention_fibrosis	7.611588551188622	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	STAT3	0	None	1
S131	stromal_retention_fibrosis	8.204273781577777	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	STAT3	1	TNF (1)	1
S132	stromal_retention_fibrosis	8.060383068080686	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	STAT3	1	TNF (1) + IL17 (1)	1
S133	stromal_retention_fibrosis	8.27583599038143	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	STAT3	6	TNF (1)	1
S134	stromal_retention_fibrosis	8.33996503508397	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	STAT3	6	TNF (1) + IL17 (1)	1
S135	stromal_retention_fibrosis	8.263568707933937	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	STAT3	16	TNF (1)	1
S136	stromal_retention_fibrosis	8.418998761682271	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	STAT3	16	TNF (1) + IL17 (1)	1
S137	stromal_retention_fibrosis	7.577777606907467	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	STAT4	0	None	1
S138	stromal_retention_fibrosis	7.626631225921848	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	STAT4	0	None	1
S139	stromal_retention_fibrosis	8.025608118036685	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	STAT4	1	TNF (1)	1
S140	stromal_retention_fibrosis	8.022149490295044	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	STAT4	1	TNF (1) + IL17 (1)	1
S141	stromal_retention_fibrosis	8.297423965922318	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	STAT4	6	TNF (1)	1
S142	stromal_retention_fibrosis	8.31133533468909	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	STAT4	6	TNF (1) + IL17 (1)	1
S143	stromal_retention_fibrosis	8.574353905208445	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	STAT4	16	TNF (1)	1
S144	stromal_retention_fibrosis	8.376781992409294	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA8	STAT4	16	TNF (1) + IL17 (1)	1
S145	stromal_retention_fibrosis	7.590721867201231	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	Ctrl	0	None	1
S146	stromal_retention_fibrosis	7.491710243684053	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	Ctrl	0	None	1
S147	stromal_retention_fibrosis	8.425639828257198	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	Ctrl	1	TNF (1)	1
S148	stromal_retention_fibrosis	8.345887458252221	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	Ctrl	1	TNF (1) + IL17 (1)	1
S149	stromal_retention_fibrosis	8.578180028650857	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	Ctrl	6	TNF (1)	1
S150	stromal_retention_fibrosis	8.768319898322508	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	Ctrl	6	TNF (1) + IL17 (1)	1
S151	stromal_retention_fibrosis	8.488079431684074	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	Ctrl	16	TNF (1)	1
S152	stromal_retention_fibrosis	8.668201961525769	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	Ctrl	16	TNF (1) + IL17 (1)	1
S153	stromal_retention_fibrosis	7.437284824072356	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	CUX1	0	None	1
S154	stromal_retention_fibrosis	7.196939018908121	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	CUX1	0	None	1
S155	stromal_retention_fibrosis	8.062437549042851	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	CUX1	1	TNF (1)	1
S156	stromal_retention_fibrosis	7.8776807992004505	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	CUX1	1	TNF (1) + IL17 (1)	1
S157	stromal_retention_fibrosis	8.325351378288934	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	CUX1	6	TNF (1)	1
S158	stromal_retention_fibrosis	8.324309482805447	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	CUX1	6	TNF (1) + IL17 (1)	1
S159	stromal_retention_fibrosis	8.383278129669659	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	CUX1	16	TNF (1)	1
S160	stromal_retention_fibrosis	8.287826179149027	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	CUX1	16	TNF (1) + IL17 (1)	1
S161	stromal_retention_fibrosis	7.333249065990067	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	LIFR	0	None	1
S162	stromal_retention_fibrosis	7.198964239492438	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	LIFR	0	None	1
S163	stromal_retention_fibrosis	8.019762522350534	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	LIFR	1	TNF (1)	1
S164	stromal_retention_fibrosis	8.023384124141687	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	LIFR	1	TNF (1) + IL17 (1)	1
S165	stromal_retention_fibrosis	8.58784387785855	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	LIFR	6	TNF (1)	1
S166	stromal_retention_fibrosis	8.573727768845687	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	LIFR	6	TNF (1) + IL17 (1)	1
S167	stromal_retention_fibrosis	8.648804612514501	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	LIFR	16	TNF (1)	1
S168	stromal_retention_fibrosis	8.581264891310104	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	LIFR	16	TNF (1) + IL17 (1)	1
S169	stromal_retention_fibrosis	7.469251334340169	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	ELF3	0	None	1
S170	stromal_retention_fibrosis	7.557399449322549	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	ELF3	0	None	1
S171	stromal_retention_fibrosis	8.346428355066616	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	ELF3	1	TNF (1)	1
S172	stromal_retention_fibrosis	8.19147362167745	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	ELF3	1	TNF (1) + IL17 (1)	1
S173	stromal_retention_fibrosis	8.803491415152648	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	ELF3	6	TNF (1)	1
S174	stromal_retention_fibrosis	8.804555410650487	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	ELF3	6	TNF (1) + IL17 (1)	1
S175	stromal_retention_fibrosis	8.757584550920207	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	ELF3	16	TNF (1)	1
S176	stromal_retention_fibrosis	8.536204691719728	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	ELF3	16	TNF (1) + IL17 (1)	1
S177	stromal_retention_fibrosis	6.666565149742154	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	STAT3	0	None	1
S178	stromal_retention_fibrosis	7.308405916720049	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	STAT3	0	None	1
S179	stromal_retention_fibrosis	8.088064713402826	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	STAT3	1	TNF (1)	1
S180	stromal_retention_fibrosis	7.813973921690898	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	STAT3	1	TNF (1) + IL17 (1)	1
S181	stromal_retention_fibrosis	8.223646516311502	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	STAT3	6	TNF (1)	1
S182	stromal_retention_fibrosis	8.395689415416395	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	STAT3	6	TNF (1) + IL17 (1)	1
S183	stromal_retention_fibrosis	8.481304672759089	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	STAT3	16	TNF (1)	1
S184	stromal_retention_fibrosis	7.792203620533718	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	STAT3	16	TNF (1) + IL17 (1)	1
S185	stromal_retention_fibrosis	5.721379892377822	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	STAT4	0	None	1
