gene	shadow_evidence_score	genetics_gate	cellstate_gate	ms_expression_trend	perturbation_trend	reachable_annotation	strong_l2g_disease_count	strong_l2g_diseases	strong_qtl_coloc_disease_count	strong_qtl_coloc_diseases	ms_max_l2g_score	ms_max_qtl_h4	c15_trend_positive_disease_count	c15_strict_positive_context_count	c15_myeloid_positive_context_count	positive_c15_contexts	best_c15_context	ms_delta_log2	ms_p	w37_contrast_lfc	w37_contrast_fdr	chembl_target_id	druggable_activity_count	wave82_evidence_channel_count	wave82_call	label_class_annotation	prior_annotation
UNC5CL	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_ductal_cell;t1d_endothelial_cell	t1d_ductal_cell	0.6874214027996848	0.334577672127843	0.5540847529722852	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
ZNF454	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	-0.9288114246315702	0.4099594210333357	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
UNG	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	-0.2035427427623632	0.8409494701730282	0.1289009104944543	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
CCDC150	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	-1.527701239073025	0.1761005351441263	-0.1489159222346459	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CCDC151	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	1.0	ibd_crohn_myeloid	ibd_crohn_myeloid	0.8348803393072428	0.2660112821808149	-0.0262889439450009	1.0		0.0	0.0		unlabeled_or_data_blocked	     
SPMIP4	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
YWHAG	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_acinar_cell;t1d_endothelial_cell	t1d_endothelial_cell	0.0544040849168627	0.7688084961948828	-0.1077574650699898	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CCDC157	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_ductal_cell;t1d_stellate_cell	t1d_stellate_cell	0.307376079208705	0.749409396409525	-0.1256084982927847	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
TUBG2	0.8	False	False	False	False	False	0.0		2.0	Crohn;Psoriasis	0.0	0.0	0.0	0.0	0.0			0.1701615724352256	0.4640183562336681	0.4488145504291285	1.0		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CCDC159	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_ductal_cell;t1d_stellate_cell	t1d_ductal_cell	-0.1436656109844722	0.7412150431948469	-0.2187161556539931	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
TMTC2	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	-1.2334300835272245	0.1009905402930082	0.2591591009205787	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
TRMT61B	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	-0.5551608719094885	0.503137965932709	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
ASB16-AS1	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_acinar_cell;t1d_stellate_cell	t1d_acinar_cell	-0.2691852653349071	0.763238728788482	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
SRBD1	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	-0.0397234362316041	0.909644372538132	-0.6523380187616115	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
STAC	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	1.0	ibd_uc_myeloid	ibd_uc_myeloid	0.0	1.0	0.162889701743748	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
SSH2	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	1.0	ibd_uc_myeloid	ibd_uc_myeloid	-0.3672844249250442	0.0782275139167228	-0.1223920517751582	0.9965506589785832		0.0	0.0		unlabeled_or_data_blocked	     
TFAP2A	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	0.2802206369690074	0.7961541266737775	0.0729948705441407	1.0		0.0	0.0		unlabeled_or_data_blocked	     
ARHGEF25	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	-0.734678941309955	0.5431908214930476	-0.0655463260128652	1.0		0.0	0.0		unlabeled_or_data_blocked	     
ARHGEF18-AS1	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CDIN1	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
ARHGEF17	0.8	False	False	False	False	False	1.0	Crohn	1.0	Crohn	0.0	0.0	0.0	0.0	0.0			-0.2403143472009743	0.5816762814902797	-0.505783576755844	0.9965506589785832		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SINHCAF	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	1.0	ibd_uc_myeloid	ibd_uc_myeloid	0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
ARHGEF10	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_ductal_cell;t1d_endothelial_cell	t1d_endothelial_cell	-0.533149734343044	0.3448858784831904	-0.4940069570499604	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CDK16	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	-0.4338208152817415	0.1094049767570546	0.120895499526184	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CDK2	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_ductal_cell;t1d_acinar_cell;t1d_endothelial_cell	t1d_acinar_cell	-0.2449906756394657	0.3624844082623435	0.0581248521541126	0.9971256078463696		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SSBP1	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_acinar_cell;t1d_stellate_cell	t1d_stellate_cell	0.3138898841477484	0.2667590394865815	0.1384954693663378	1.0		0.0	0.0		unlabeled_or_data_blocked	     
TTC8	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	-0.0483091462826044	0.8853706818760536	0.1666281269460597	0.9971256078463696		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CDK2AP2	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	-0.4648014713955657	0.0281103349218167	0.1941415530819943	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CDK5R1	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	-0.4641475715927647	0.1220432433146657	0.3769617941107052	0.9965506589785832		0.0	0.0		unlabeled_or_data_blocked	     
ARHGAP6	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	0.139215693676201	0.4900211405297406	0.1078601372421325	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
CDK6	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	-0.1229491624652148	0.3562123568221273	0.5258680856016424	1.0		0.0	0.0		unlabeled_or_data_blocked	     
TEX9	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_ductal_cell;t1d_stellate_cell	t1d_stellate_cell	-1.4687341324779672	0.2175687571936216	0.150031433147743	1.0		0.0	0.0		unlabeled_or_data_blocked	     
ARHGAP30	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	1.0	ibd_crohn_myeloid	ibd_crohn_myeloid	-0.2945633436796999	0.2389956219429223	-0.2592691173140981	0.9965506589785832		0.0	0.0		unlabeled_or_data_blocked	     
ZNF596	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	-0.4597900176040026	0.5378105279721033	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
ARHGEF28	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	-0.3380808950063811	0.7429489642671361	-0.107755627796558	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
ZNF585B	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	-0.0334653892379179	0.973336771302067	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
SRC	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	1.0	ibd_crohn_myeloid	ibd_crohn_myeloid	0.2090289331356878	0.4292206800209179	-0.0320921288834976	1.0		0.0	0.0		unlabeled_or_data_blocked	     
TFAP2C	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	-0.6589706287960597	0.3970466532967556	0.1803732557896052	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
CDC6	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	1.0	ibd_crohn_myeloid	ibd_crohn_myeloid	-0.9000889632954872	0.3828586062430899	0.3091909025166396	1.0		0.0	0.0		unlabeled_or_data_blocked	     
ZNF574	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_ductal_cell;t1d_stellate_cell	t1d_stellate_cell	-0.0622917066081587	0.8343361479825598	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
ARID5A	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	1.0	ibd_crohn_myeloid	ibd_crohn_myeloid	-0.1578866035436839	0.5508149123366561	0.0380558133168347	1.0		0.0	0.0		unlabeled_or_data_blocked	     
TOP6BL	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
TOR1A	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	1.0	ibd_crohn_myeloid	ibd_crohn_myeloid	-0.3521802186664846	0.2910228716302502	0.2238258040041598	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
ZNF582-AS1	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	1.0	ibd_uc_myeloid	ibd_uc_myeloid	-0.6269456685301771	0.5707603143253971	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
AKNA	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	-0.0792108420833681	0.6236339338268374	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
WNT9A	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_ductal_cell;t1d_stellate_cell	t1d_ductal_cell	-0.3099903051705133	0.7713027348511504	0.2251251833197408	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
SIRT6	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_acinar_cell;t1d_endothelial_cell	t1d_acinar_cell	-0.3558912480750171	0.309713256187331	-0.2107643335377312	0.9965506589785832		0.0	0.0		unlabeled_or_data_blocked	     
SIRPG	0.8	False	False	False	False	False	1.0	T1D	1.0	T1D	0.0	0.0	0.0	0.0	0.0			0.0	1.0	0.0	1.0		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
TTC9C	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_ductal_cell;t1d_endothelial_cell	t1d_endothelial_cell	0.0476187072438234	0.8382267911479258	-0.4024234472457738	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
CDH19	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	-0.6071392400585276	0.6279014164722102	0.0347085534961698	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CDH2	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	-0.7215942088230367	0.5442816598007393	-0.2222183161413758	0.9965506589785832		0.0	0.0		unlabeled_or_data_blocked	     
TOR1AIP2	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	0.0880561862559954	0.7365099970024735	0.0518001075689886	1.0		0.0	0.0		unlabeled_or_data_blocked	     
ARHGEF39	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	-0.4924063431061984	0.5431067496089702	0.3966717838492538	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
TFAP2A-AS2	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
ZNF584-DT	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_ductal_cell;t1d_endothelial_cell	t1d_endothelial_cell	0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
ZNF585A	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_ductal_cell;t1d_endothelial_cell	t1d_endothelial_cell	0.1191352340744895	0.6362572262684665	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
AKAP8L	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	1.0	ibd_crohn_myeloid	ibd_crohn_myeloid	-0.1916330926715321	0.1967641525722135	-0.5303117226813406	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CDKL3	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_ductal_cell;t1d_endothelial_cell	t1d_endothelial_cell	-0.6202985216709118	0.4633731514683176	0.0200099622438776	1.0		0.0	0.0		unlabeled_or_data_blocked	     
ARHGAP28	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	0.0	1.0	0.0687792941233544	1.0		0.0	0.0		unlabeled_or_data_blocked	     
ST6GALNAC4	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	0.3513812888093515	0.3488308655961766	0.4339453294652905	0.9965506589785832		0.0	0.0		unlabeled_or_data_blocked	     
ST3GAL6-AS1	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	-0.3258625151136125	0.7524598809675809	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
ST6GAL1	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_ductal_cell;t1d_endothelial_cell	t1d_endothelial_cell	-0.1079298687613405	0.7019644564486505	0.041851541255544	1.0		0.0	0.0		unlabeled_or_data_blocked	     
AL805961.2	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	1.0	ibd_crohn_myeloid	ibd_crohn_myeloid	0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
AQP1	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	-0.4839595373289151	0.6135982646589397	-0.1181199880102528	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
ST6GALNAC3	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	1.0	ibd_uc_myeloid	ibd_uc_myeloid	-0.3989068432392706	0.1422916790013315	-0.1633141367699671	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
ZNF626	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	-0.2586893489956585	0.4108933240846708	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
SHROOM2	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	-0.1044898752245	0.9335186331957548	-0.1519926789255642	1.0		0.0	0.0		unlabeled_or_data_blocked	     
SHROOM1	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_ductal_cell;t1d_stellate_cell	t1d_stellate_cell	-0.2700158340087712	0.6500696373770242	0.1220914103168542	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CELA3B	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	0.0	1.0	-0.2492768505678132	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
ZNF605	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	-0.3387096288341773	0.2279506706760539	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
AK1	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_acinar_cell;t1d_stellate_cell	t1d_stellate_cell	-0.2452272703854454	0.5853547779655485	0.2883575457695284	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
ZNF630	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	-0.010395355892105	0.989469668057807	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
WFDC2	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	0.0	1.0	-0.0568858535533481	1.0		0.0	0.0		unlabeled_or_data_blocked	     
APOOL	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	0.1701298288143791	0.556452763778395	-0.2106381547350118	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
APOL4	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	0.1805130106093218	0.8271761268860248	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
TEX26	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	0.2507726272823984	0.7978653573893297	0.1147684932577166	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
CENPBD1P	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
TEX2	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	0.2854131367930215	0.2890530820664107	-0.8008203009564618	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
AR	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	-1.026751031098164	0.3968479883221383	0.1092582676759331	1.0		0.0	0.0		unlabeled_or_data_blocked	     
ST3GAL3	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_ductal_cell;t1d_stellate_cell	t1d_ductal_cell	1.0111896235329842	0.2910649044704168	-0.0843561688143933	1.0		0.0	0.0		unlabeled_or_data_blocked	     
ZNF616	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	0.1502091173661544	0.677207358786979	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
AC239798.2	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	1.0	ibd_uc_myeloid	ibd_uc_myeloid	0.0	1.0	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
TOX3	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	0.0	1.0	0.0739309370939076	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CDKN2A	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	1.0	ibd_crohn_myeloid	ibd_crohn_myeloid	-0.9815212586442126	0.3545380175161702	-0.1459682766893769	0.9971256078463696		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ARHGAP22	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	-0.1447012951588373	0.6067397305973457	-0.6040796515858574	0.9965506589785832		0.0	0.0		unlabeled_or_data_blocked	     
WNK3	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	-0.6128972816939644	0.4629987255847992	0.2441784612432015	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
CDO1	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	-1.1990150231382022	0.3278710739870755	0.0991769316681039	1.0		0.0	0.0		unlabeled_or_data_blocked	     
SIGLEC9	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	1.0	ibd_uc_myeloid	ibd_uc_myeloid	-0.3667847184824708	0.3041560944096209	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
ZNF608	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	-0.8821661303941504	0.077195150223944	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
CDPF1	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	-0.9183994593896035	0.2368928553741953	0.1807375155977424	1.0		0.0	0.0		unlabeled_or_data_blocked	     
SIGLEC7	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	1.0	ibd_uc_myeloid	ibd_uc_myeloid	0.2373614702579454	0.6584560053362315	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
SSX2IP	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	1.0	ibd_crohn_myeloid	ibd_crohn_myeloid	-0.1558717709899513	0.7211991060087217	-0.220620336153853	1.0		0.0	0.0		unlabeled_or_data_blocked	     
ARHGAP15	0.8	False	False	False	False	False	1.0	SLE	1.0	SLE	0.0	0.0	0.0	0.0	0.0			-0.0402848748495792	0.8672154840945806	0.065668713778544	1.0		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ARG2	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	-0.1681618489274399	0.4986414068134306	-0.4313773535383652	0.9965506589785832		0.0	0.0		unlabeled_or_data_blocked	     
SIGLEC14	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	1.0	ibd_uc_myeloid	ibd_uc_myeloid	0.1223430175177036	0.898206122247553	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
ARFGEF3	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	-0.6517886247977085	0.4233314316927788	-0.3466098421810313	1.0		0.0	0.0		unlabeled_or_data_blocked	     
ARF6	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	1.0	ibd_crohn_myeloid	ibd_crohn_myeloid	0.1096875435236324	0.3401739825790778	-0.0123952586735401	1.0		0.0	0.0		unlabeled_or_data_blocked	     
ARF5	0.8	False	False	False	False	False	0.0		0.0		0.0	0.0	1.0	1.0	1.0	ibd_crohn_myeloid	ibd_crohn_myeloid	-0.2702562940934605	0.0954237225857277	-0.1322427393321914	1.0		0.0	0.0		unlabeled_or_data_blocked	     
