gene	shadow_evidence_score	genetics_gate	cellstate_gate	ms_expression_trend	perturbation_trend	reachable_annotation	strong_l2g_disease_count	strong_l2g_diseases	strong_qtl_coloc_disease_count	strong_qtl_coloc_diseases	ms_max_l2g_score	ms_max_qtl_h4	c15_trend_positive_disease_count	c15_strict_positive_context_count	c15_myeloid_positive_context_count	positive_c15_contexts	best_c15_context	ms_delta_log2	ms_p	w37_contrast_lfc	w37_contrast_fdr	chembl_target_id	druggable_activity_count	wave82_evidence_channel_count	wave82_call	label_class_annotation	prior_annotation
RGS1	7.199999999999999	True	False	False	False	False	4.0	Celiac;MS;Psoriasis;T1D	2.0	Celiac;MS	0.884235680103302	0.9856571406462532	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	-0.0425294777030735	0.8978310658595267	0.1126903539824349	1.0		0.0	0.0		prior_art_or_local_prior	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW | insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW   insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ETV7	7.1000000000000005	False	True	True	False	False	1.0	RA	1.0	RA	0.0737953037023544	0.0	3.0	1.0	2.0	ibd_crohn_myeloid;sjogren_gland_apc;t1d_acinar_cell	t1d_acinar_cell	1.2818765454897223	0.1865737416259766	0.0	1.0		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
LRRK2	7.1	False	True	True	True	False	0.0		0.0		0.0	0.0	2.0	2.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid	ibd_crohn_myeloid	0.6195523948131534	0.1043486548165995	-0.3228966709770039	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
ADSS	7.1	False	True	True	True	False	0.0		0.0		0.0	0.0	2.0	2.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid	ibd_crohn_myeloid	0.2644524594562565	0.1721732620617159	-0.69673734360004	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
ADM	7.1	False	True	True	True	False	0.0		0.0		0.0	0.0	2.0	2.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid	ibd_crohn_myeloid	0.4472306428657475	0.2265084165897911	-0.3606519701255484	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
MED25	7.1	False	True	True	True	False	0.0		0.0		0.0	0.0	2.0	2.0	1.0	ibd_crohn_myeloid;t1d_endothelial_cell	ibd_crohn_myeloid	0.4125659279239304	0.0981521022922135	-0.8476447872392048	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
LYST	7.1	False	True	True	True	False	0.0		0.0		0.0	0.0	2.0	2.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid	ibd_uc_myeloid	0.2753048913918388	0.0231677538025387	0.8638335766821179	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
ATF5	7.1	False	True	True	True	False	0.0		0.0		0.0	0.0	2.0	2.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid	ibd_uc_myeloid	0.5161155260346195	0.0307494520500533	-0.3848082523414436	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
ADGRE5	7.1	False	True	True	True	False	0.0		0.0		0.0	0.0	2.0	2.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid	ibd_crohn_myeloid	0.571541161686909	0.1229559631916381	-0.6113431833021592	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
OLR1	7.1	False	True	True	True	False	0.0		0.0		0.0	0.0	2.0	2.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid	ibd_uc_myeloid	0.3924586769368492	0.1370778985637552	-0.3671495780584581	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
LAMP3	7.1	False	True	True	True	False	0.0		0.0		0.0	0.0	2.0	2.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid	ibd_crohn_myeloid	1.112744457164954	0.1588852707263668	-0.801997805315049	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
GBP4	7.1	False	True	True	False	False	0.0		0.0		0.0	0.0	4.0	2.0	3.0	ibd_crohn_myeloid;ibd_uc_myeloid;sjogren_gland_apc;t1d_acinar_cell	ibd_uc_myeloid	0.405019017634137	0.0775354784129323	-0.1907462135089619	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
TNFSF15	7.1	False	True	False	False	False	3.0	Crohn;Psoriasis;UC	2.0	Crohn;UC	0.0	0.0	3.0	2.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_ductal_cell	ibd_uc_myeloid	0.3944092138441286	0.7556576392930524	-0.1762724265502284	0.9971256078463696		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
RIN2	7.1	False	True	True	True	False	0.0		0.0		0.0	0.0	2.0	2.0	1.0	ibd_uc_myeloid;t1d_ductal_cell;t1d_endothelial_cell	ibd_uc_myeloid	0.1806434304030535	0.2231052812421509	-0.4267286048305519	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
PPARG	7.1	False	True	True	True	False	0.0		0.0		0.0	0.0	2.0	2.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid	ibd_uc_myeloid	1.33861418076643	0.0023372069061631	-0.9775030223770492	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
IL15	7.1	False	True	True	False	False	0.0		0.0		0.0	0.0	4.0	2.0	3.0	ibd_crohn_myeloid;ibd_uc_myeloid;sjogren_gland_apc;t1d_ductal_cell;t1d_acinar_cell	ibd_crohn_myeloid	1.1957614008388182	0.1225512579945805	-0.2151726182472718	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
RAB30	7.1	False	True	True	True	False	0.0		0.0		0.0	0.0	2.0	2.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid	ibd_crohn_myeloid	0.5627855074065531	0.2033162300517361	-0.5313779324089196	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
LRIF1	7.1	False	True	True	True	False	0.0		0.0		0.0	0.0	2.0	2.0	1.0	sjogren_gland_apc;t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	0.4425924130297822	0.2038972660276511	-0.4594721239338404	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
RIPK2	7.1	False	True	True	True	False	0.0		0.0		0.0	0.0	2.0	2.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid	ibd_crohn_myeloid	0.3783281126157085	0.1975312514361822	0.2823114422074658	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
TYK2	7.0	False	False	False	False	True	6.0	Crohn;PBC;Psoriasis;RA;SLE;T1D	7.0	AS;Crohn;PBC;Psoriasis;RA;SLE;T1D	0.0	0.0	1.0	2.0	0.0	t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	-0.0976695299908261	0.5321339034622258	-0.2736605542448057	1.0	CHEMBL3553	17132.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | prior_art_autoimmune_kinase_class | prior_branch_blocker_or_directionality_unresolved | insufficient_cross_disease_ms_genetic_anchor;prior_or_local_no_go_blocker | prior_art_autoimmune_kinase_class prior_branch_blocker_or_directionality_unresolved NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;prior_or_local_no_go_blocker
VCAM1	7.0	False	True	True	False	False	1.0	Crohn	2.0	Crohn;RA	0.0	0.0	2.0	1.0	1.0	sjogren_gland_apc;t1d_ductal_cell;t1d_endothelial_cell	t1d_endothelial_cell	0.9685619760485976	0.2213737142984286	0.2303245124006974	0.9971256078463696		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
NUPR1	7.0	False	True	True	False	False	0.0		3.0	Crohn;Psoriasis;T1D	0.0	0.0	2.0	1.0	1.0	sjogren_gland_apc;t1d_endothelial_cell	t1d_endothelial_cell	1.3766310113599154	0.0030306017439894	-0.5189652364315117	0.9971256078463696		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CD80	7.0	True	False	False	True	False	0.0		3.0	MS;PBC;T1D	0.4205642342567444	0.9886715596851404	1.0	1.0	1.0	ibd_uc_myeloid	ibd_uc_myeloid	-0.2205636929543839	0.8621214280819472	0.6897024474259502	0.920009505703422		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
G0S2	6.9	False	True	True	False	False	0.0		0.0		0.0	0.0	3.0	3.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_endothelial_cell	ibd_uc_myeloid	0.7358708981907647	0.1173038510181446	0.4211299473152753	0.9965506589785832		0.0	0.0		unlabeled_or_data_blocked	     
TNFRSF14	6.9	True	False	False	False	False	2.0	Celiac;RA	4.0	Celiac;MS;RA;T1D	0.0652648583054542	0.9398596564252308	1.0	0.0	0.0	t1d_ductal_cell;t1d_acinar_cell	t1d_ductal_cell	0.1181719314021272	0.5322230065988012	-0.0490641513083276	1.0		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | HVEM_LIGHT_axis_directionality_prior_art | prior_branch_blocker_or_directionality_unresolved | insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker | HVEM_LIGHT_axis_directionality_prior_art prior_branch_blocker_or_directionality_unresolved NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
TNFSF14	6.9	False	True	True	False	False	1.0	MS	1.0	MS	0.9683961868286132	0.99996835676439	2.0	2.0	1.0	ibd_crohn_myeloid;t1d_ductal_cell;t1d_endothelial_cell	t1d_ductal_cell	0.4652328150134472	0.1529206114338398	0.0149499664943533	1.0		0.0	0.0		prior_art_or_local_prior	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE | HVEM_LIGHT_axis_directionality_prior_art | insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker | HVEM_LIGHT_axis_directionality_prior_art  PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE   insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
CRADD	6.9	False	True	True	False	False	0.0		0.0		0.0	0.0	3.0	3.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_ductal_cell;t1d_acinar_cell;t1d_endothelial_cell	t1d_endothelial_cell	0.6395780084188543	0.168070248819301	0.0913839534252852	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
IFITM3	6.9	False	True	False	True	False	0.0		0.0		0.0	0.0	4.0	3.0	3.0	ibd_crohn_myeloid;ibd_uc_myeloid;sjogren_gland_apc;t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell	t1d_acinar_cell	-0.4945365481899664	0.2965069179161008	-0.3334849163797474	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
SUB1	6.9	False	True	False	True	False	0.0		0.0		0.0	0.0	4.0	3.0	3.0	ibd_crohn_myeloid;ibd_uc_myeloid;sjogren_gland_apc;t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell	sjogren_gland_apc	0.0303632231526425	0.8461992617464025	-0.6216259635395017	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
CBX3	6.9	False	True	True	False	False	0.0		0.0		0.0	0.0	3.0	3.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell	t1d_stellate_cell	0.3505111291715241	0.0165873089490037	-0.3118552610209786	1.0		0.0	0.0		unlabeled_or_data_blocked	     
LITAF	6.9	False	True	True	False	False	0.0		0.0		0.0	0.0	3.0	3.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell	ibd_uc_myeloid	0.3084198322537244	0.1715754140954014	0.0487929518498577	0.9971256078463696		0.0	0.0		unlabeled_or_data_blocked	     
LYN	6.9	False	True	False	True	True	0.0		0.0		0.0	0.0	2.0	2.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid	ibd_uc_myeloid	0.1003572031246236	0.4510979646191576	-0.7373579923120679	0.920009505703422	CHEMBL3905;CHEMBL6066565	0.0	3.0	NO_GO_WAVE82_BLOCKED	unlabeled_or_data_blocked	      | no_ms_anchor;broad_src_family_kinase | broad_src_family_kinase
SDC4	6.9	False	True	True	False	False	0.0		0.0		0.0	0.0	3.0	3.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_endothelial_cell	t1d_endothelial_cell	0.9585668826117236	0.0249633235459631	0.1523448873002308	1.0		0.0	0.0		unlabeled_or_data_blocked	     
PEA15	6.9	False	True	True	False	False	0.0		0.0		0.0	0.0	3.0	3.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_endothelial_cell	t1d_endothelial_cell	0.3066247922032499	0.0547005265126087	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
GBP1	6.9	False	True	True	False	False	0.0		0.0		0.0	0.0	3.0	3.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_stellate_cell	ibd_uc_myeloid	0.491428502182563	0.0681848307220474	0.0	1.0		0.0	0.0		unlabeled_or_data_blocked	     
USP25	6.8999999999999995	False	True	True	False	False	2.0	Crohn;UC	0.0		0.0	0.0	2.0	2.0	1.0	ibd_crohn_myeloid;t1d_endothelial_cell	ibd_crohn_myeloid	0.1864601682828954	0.061236064466564	-0.2218586447477916	1.0		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CCRL2	6.8999999999999995	False	True	True	False	False	0.0		2.0	RA;UC	0.0	0.0	2.0	2.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid	ibd_uc_myeloid	0.4067269980500807	0.1033554316334461	0.0208274440426551	0.9971256078463696		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
RGS14	6.800000000000001	True	False	False	False	False	3.0	Crohn;MS;Psoriasis	3.0	Crohn;MS;Psoriasis	0.8030093312263489	0.9952074420704352	0.0	0.0	0.0			-0.5035394425450566	0.0463387063426136	0.6360901011615256	0.9971256078463696		0.0	2.0	PARK_READOUT_OR_PRECLINICAL_PROBE	prior_art_or_local_prior	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE | insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE   insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker | no_positive_perturbation_or_model_support;insufficient_cross_disease_state_breadth;no_direct_modality_or_accessible_route;no_direct_perturbation_or_modality | no_direct_perturbation_or_modality
PFKFB3	6.800000000000001	False	True	False	True	False	1.0	T1D	0.0		0.0	0.0	3.0	3.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_ductal_cell;t1d_acinar_cell;t1d_endothelial_cell	t1d_endothelial_cell	-0.4547133895238886	0.1560767838593739	-0.3960685878414689	0.920009505703422		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
TNFRSF1A	6.800000000000001	True	False	False	False	False	3.0	AS;MS;PBC	4.0	AS;Crohn;MS;PBC	0.9539542198181152	0.999796162305538	0.0	0.0	0.0			-0.1651855861386195	0.3190864538699107	-0.2614917985424763	0.9971256078463696		0.0	0.0		prior_art_or_local_prior	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE | TNF_axis_prior_art_and_MS_paradox_risk | TNF_axis_prior_art_and_MS_paradox_risk  PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE   
IL2RA	6.8	True	False	False	False	False	5.0	Crohn;MS;Psoriasis;RA;T1D	2.0	MS;RA	0.8340961933135986	0.8424868378351196	0.0	0.0	0.0			-0.9245064384447704	0.3809924198671314	0.1043766782222873	1.0		0.0	0.0		prior_art_or_local_prior	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW | CD25_IL2_axis_prior_art_directionality | prior_branch_blocker_or_directionality_unresolved | insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker | CD25_IL2_axis_prior_art_directionality prior_branch_blocker_or_directionality_unresolved PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW   insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
AVPI1	6.8	False	True	True	True	False	0.0		0.0		0.0	0.0	2.0	1.0	2.0	ibd_uc_myeloid;sjogren_gland_apc	sjogren_gland_apc	0.6057869702034608	0.1316033932304567	-0.5776165255658245	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
RMI2	6.8	True	False	False	False	False	2.0	MS;T1D	5.0	Crohn;MS;PBC;Psoriasis;T1D	0.7914115786552429	0.9780145044618388	0.0	0.0	0.0			-0.1232224541024011	0.9211488002094363	-0.3654910145888572	0.9971256078463696		0.0	0.0		prior_art_or_local_prior	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CCDC115	6.8	False	True	True	True	False	0.0		0.0		0.0	0.0	2.0	1.0	1.0	sjogren_gland_apc;t1d_endothelial_cell	sjogren_gland_apc	0.3915110657057585	0.1875047258084329	-0.9946039478105564	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
EIF3E	6.8	False	True	True	True	False	0.0		0.0		0.0	0.0	2.0	1.0	1.0	sjogren_gland_apc;t1d_ductal_cell;t1d_endothelial_cell	t1d_endothelial_cell	0.4446815913034569	0.0101902913790008	-0.7955022598888388	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
UBE2I	6.8	False	True	True	True	False	0.0		0.0		0.0	0.0	2.0	1.0	2.0	ibd_crohn_myeloid;sjogren_gland_apc	ibd_crohn_myeloid	0.3457286638792194	0.0098972882343006	-0.8561743110321409	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
ANKRD55	6.8	True	False	False	False	False	4.0	Crohn;MS;RA;T1D	3.0	Crohn;MS;RA	0.7806254625320435	0.9983304925105227	0.0	0.0	0.0			-0.248205733458104	0.8213839388878235	0.3774143877150928	0.9965506589785832		0.0	0.0		prior_art_or_local_prior	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW | insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW   insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
MMEL1	6.8	True	False	False	False	False	2.0	Celiac;MS	3.0	Celiac;MS;RA	0.8332656621932983	0.995917803854985	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	0.0	1.0	-0.2946123487985286	0.9971256078463696		0.0	0.0		prior_art_or_local_prior	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
TTC34	6.8	True	False	False	False	False	2.0	PBC;UC	5.0	Celiac;MS;PBC;RA;UC	0.3978502154350281	0.9674284461684486	0.0	0.0	0.0			-1.3941192396688022	0.1284532281054435	-0.1713699198264596	0.9971256078463696		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ATP2B1	6.7	False	True	False	True	False	0.0		0.0		0.0	0.0	3.0	4.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	0.207498755315111	0.3582221915705724	1.0420706753192803	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
SPP1	6.7	False	True	False	True	False	0.0		0.0		0.0	0.0	3.0	4.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	0.0019111874426158	0.994792495277153	-0.528272280070524	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
MTHFD2	6.7	False	True	False	True	False	0.0		0.0		0.0	0.0	3.0	4.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_stellate_cell;t1d_endothelial_cell	ibd_crohn_myeloid	0.0461599204982174	0.8145219094018459	0.3662339930086572	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
ACTB	6.7	False	True	False	True	False	0.0		0.0		0.0	0.0	3.0	4.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	-0.017332899542156	0.9505587046367484	-1.4013317621709889	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
ACTR3	6.7	False	True	False	True	False	0.0		0.0		0.0	0.0	3.0	4.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_stellate_cell;t1d_endothelial_cell	ibd_crohn_myeloid	0.1306483749433997	0.2916940617354693	-1.35448940278894	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
SLPI	6.7	False	True	False	True	False	0.0		0.0		0.0	0.0	3.0	4.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_acinar_cell	-2.815168367206164	0.017295664604268	-0.6516426913511727	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
TES	6.7	False	True	False	True	False	0.0		0.0		0.0	0.0	3.0	4.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_stellate_cell;t1d_endothelial_cell	ibd_uc_myeloid	-0.2425517793221505	0.4636553264375636	0.5180969874468526	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
TIMMDC1	6.6000000000000005	True	False	False	True	False	1.0	PBC	3.0	MS;PBC;SLE	0.4899875223636627	0.9897445585012262	0.0	0.0	0.0			-0.0586969543615243	0.7391838005033734	-0.8706362208008852	0.920009505703422		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
TRAF1	6.6000000000000005	False	True	False	True	False	1.0	RA	1.0	RA	0.0	0.0	3.0	1.0	2.0	ibd_crohn_myeloid;sjogren_gland_apc;t1d_acinar_cell	sjogren_gland_apc	-0.1130879043054875	0.7367002437914002	-0.6374638876297964	0.920009505703422		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
