gene	wave71_call	wave71_reason	meta_score	raw_channel_points	positive_channel_points	hard_no_channel_penalty	hard_block_penalty	soft_prior_penalty	text_prior_penalty	evidence_channel_count	positive_status_count	parked_status_count	hard_no_status_count	genetics_channel_count	perturbation_channel_count	modality_channel_count	expression_channel_count	reopener_channel_count	evidence_channels	hard_block_reason	soft_penalty_reason	top_calls	evidence_summary	blockers	source_waves	gene_norm
OBFC1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.104022	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; 0.9971256078463696	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38	OBFC1
PDCD6IP	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.295109	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 1.0; type 1 diabetes mellitus; 0.0525392734147782; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38	PDCD6IP
PLIN4	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.181467	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 1.0; Sjogren syndrome; -1.206250847650037; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38	PLIN4
PLLP	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.056739	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	inhibit_or_reduce; 0.0; -0.401151847235722; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38	PLLP
PTGS2	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.153519	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0; 2	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	wave25	PTGS2
PYDC3	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.14837	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38	PYDC3
RECQL4	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.433696	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 2.0; Crohn disease; psoriasis; -0.1913098158967807; 0.9971256078463696	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38	RECQL4
RYK	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.433696	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 2.0; Crohn disease; ulcerative colitis; 0.081309930835447; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38	RYK
SEMA4G	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.325761	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; 1.151461158958096; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38	SEMA4G
SLC38A9	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.165	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 1.0; psoriasis; -0.0138294648293957; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38	SLC38A9
TBX6	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.109565	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	inhibit_or_reduce; 1.0; type 1 diabetes mellitus; -1.999815513448889; 0.920009505703422; 0.0	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38	TBX6
TDRD1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.181467	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; -0.8082283949839004; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38	TDRD1
TIAL1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.298043	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; -0.1919977019666454; 0.9971256078463696	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38	TIAL1
TPX2	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.433696	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 2.0; Crohn disease; psoriasis; 0.388655050343254; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_chembl_target; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38	TPX2
TRIM46	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.159457	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	inhibit_or_reduce; 0.0; -0.6632328513969799; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38	TRIM46
TSC1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.153913	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	inhibit_or_reduce; 0.0; 0.0364246955213065; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38	TSC1
YTHDF2	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.181467	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; 0.1327571129098164; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38	YTHDF2
YWHAE	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.32837	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 1.0; type 1 diabetes mellitus; 0.114292112036793	too_few_guides; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38	YWHAE
ZCCHC6	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.142826	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38	ZCCHC6
ZFP385A	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.120652	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38	ZFP385A
ZSWIM7	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.192717	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; 0.080290570252691; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38	ZSWIM7
GAS6	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.8	0.010998	0.0	2.8	0.0	0.0	0.0	0	0	0	4	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED; PARK_BLOCKED_OR_DIRECTIONALLY_UNRESOLVED; DESCRIPTIVE_GENE_SIGNAL; null_or_weak; NO_GO_INSUFFICIENT_CONVERGENCE; NO_GO_LOW_TOKEN_SUPPORT	unresolved; 0.0; 1.0; Crohn disease; -0.3747614007199935; 0.920009505703422; null_or_weak; 1; TAM ligand; DESCRIPTIVE_GENE_SIGNAL; ...(+2)	screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant; Ligand restoration is modality-immature and pro-thrombotic/TAM-pleiotropy concerns remain unresolved.	wave38;wave70;wave70b;wave70c	GAS6
PROS1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.8	-0.162936	0.0	2.8	0.0	0.0	0.0	0	0	0	4	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY; NO_GO_LOW_TOKEN_SUPPORT; NO_GO_INSUFFICIENT_CONVERGENCE; PARK_BLOCKED_OR_DIRECTIONALLY_UNRESOLVED; DESCRIPTIVE_GENE_SIGNAL; null_or_weak	unresolved; 0.0; -0.2744612083561524; 0.9971256078463696; insufficient_token_support; GSE282122_DC_post_nonremission_to_remission; null_or_weak; 0; TAM ligand; DESCRIPTIVE_GENE_SIGNAL	screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant; Protein S biology is anticoagulation/TAM-pleiotropic; autoimmune delivery and directionality are unresolved.	wave38;wave70;wave70b;wave70c	PROS1
TYRO3	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.8	-0.280719	0.0	2.8	0.0	0.0	0.0	0	0	0	4	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY; NO_GO_INSUFFICIENT_CONVERGENCE; NO_GO_WAVE62_TARGET_RESOLUTION; NO_GO_LOW_TOKEN_SUPPORT; PARK_BLOCKED_OR_DIRECTIONALLY_UNRESOLVED; DESCRIPTIVE_GENE_SIGNAL; ...(+1)	unresolved; 0.0; -0.5221106413811212; 0.9971256078463696; TAM receptor; DESCRIPTIVE_GENE_SIGNAL; insufficient_token_support; GSE282122_DC_post_nonremission_to_remission; null_or_weak; 0	screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant; TAM biology likely requires agonism/restoration, while available small-molecule pharmacology is mostly kinase inhibition.	wave38;wave70;wave70b;wave70c	TYRO3
CTSD	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.9	-0.572847	0.0	1.4	0.0	0.0	1.5	0	0	0	2	0	0	0	0	0				NO_GO_CAUSAL_PROXY; NO_GO_CRISPR_RESCUE; UNRESOLVED	0; 1; unresolved; 0.0; 0.4931363740249406; 0.920009505703422	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.; screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave25;wave38	CTSD
CTSS	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.9	0.160193	0.0	1.4	0.0	0.0	1.5	0	0	0	2	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY; NO_GO_CAUSAL_PROXY	unresolved; 0.0; 1.0; type 1 diabetes mellitus; 0.189873422640673; 0; 3; 1	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.; screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave25;wave38	CTSS
DAP	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.9	0.718984	0.0	1.4	0.0	0.0	1.5	0	0	0	2	0	0	0	0	0				do_not_promote; NO_GO_CAUSAL_PROXY	death associated protein; Crohn; RA; UC; 0.0; 0.1322249484805276; 3; 0; 7	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	wave25;wave55	DAP
GSK3B	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.9	-0.084211	0.0	1.4	0.0	0.0	1.5	0	0	0	2	0	0	0	0	0				NO_GO_WAVE63_TRANSITION_CONTROLLER; PARK_SELECTIVE_PERTURBATION_BUT_TRANSLATION_BLOCKED; NO_GO_WAVE61_GUARDRAIL; NO_GO_CAUSAL_PROXY	prior_transition_controller_audit; 0.0; 1.0; 2.0; 0; 1	no_target_resolved_coloc_or_mr; no disease genetic locus evidence in supplied OT credible-set rows; GTEx cis-eQTL exists but full SNP-level eQTL summary stats were not downloaded; no paired disease GWAS summary stats and eQTL/pQTL summary files were available locally for multi-signal coloc; OpenGWAS endpoint returned auth barrier in this run; local GWAS Catalog parquet lacks an installed reader; pleiotropic kinase with no candidate-specific autoimmune genetics in supplied rows; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.; ms_target_resolved; cross_disease_target_resolved; ...(+11)	wave25;wave63	GSK3B
LIPA	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.9	0.507531	0.0	1.4	0.0	0.0	1.5	0	0	0	2	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED; NO_GO_CAUSAL_PROXY	unresolved; 0.0; 3.0; Crohn disease; psoriasis; type 1 diabetes mellitus; 0.4580110941773352; 1.0; 0; 2; ...(+1)	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.; screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave25;wave38	LIPA
LRRC61	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.9	0.861784	0.0	1.4	0.0	0.0	1.5	0	0	0	2	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR; NO_GO_CAUSAL_PROXY	inhibit_or_reduce; 4.0; Crohn disease; Sjogren syndrome; type 1 diabetes mellitus; ulcerative colitis; 0.697050672079687; 0; 4	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.; too_few_guides; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave25;wave38	LRRC61
LYN	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.9	0.397328	0.0	1.4	0.0	0.0	1.5	0	0	0	2	0	0	0	0	0				NO_GO_BLOCKED_OR_BROAD_CLASS; MODEL_OPPOSING_BUT_BLOCKED_COMPARATOR	SRC-family Fc receptor kinase comparator; DESCRIPTIVE_GENE_SIGNAL; token_deletion_moves_nonremission_cells_toward_remission_centroid; suppression_or_antagonism_direction; GSE282122_DC_post_nonremission_to_remission; GSE282122_DC_post_nonremission_to_remission_CD_only; GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	SRC_family_broad_selectivity_safety	wave70;wave70c	LYN
PPARG	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.9	-0.169491	0.0	1.4	0.0	0.0	1.5	0	0	0	2	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY; NO_GO_CAUSAL_PROXY	unresolved; 0.0; 1.0; ulcerative colitis; 1.33861418076643; 0.920009505703422; 0; 1	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.; screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave25;wave38	PPARG
RFX5	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.9	-0.45512	0.0	1.4	0.0	0.0	1.5	0	0	0	2	0	0	0	0	0				NO_GO_CAUSAL_PROXY; NO_GO_WAVE63_TRANSITION_CONTROLLER; NO_GO_DYNAMIC_CONTROLLER; NO_GO_WAVE61_GUARDRAIL	0; 1; prior_transition_controller_audit; 0.0; 1.0	no_target_resolved_coloc_or_mr; no disease genetic locus evidence in supplied OT credible-set rows; GTEx cis-eQTL exists but full SNP-level eQTL summary stats were not downloaded; no paired disease GWAS summary stats and eQTL/pQTL summary files were available locally for multi-signal coloc; OpenGWAS endpoint returned auth barrier in this run; local GWAS Catalog parquet lacks an installed reader; candidate is close to HLA-II state biology but lacks target-level disease genetics; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.; ms_target_resolved; cross_disease_target_resolved; ...(+11)	wave25;wave63	RFX5
PTPN11	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-3.14575	0.556289	0.45425	2.1	0.0	0.0	1.5	1	0	1	3	1	0	1	0	0	genetics_expression_druggability			PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE; PARK_BLOCKED_OR_DIRECTIONALLY_UNRESOLVED; DESCRIPTIVE_GENE_SIGNAL; null_or_weak; UNRESOLVED; MODEL_OPPOSING_BUT_BLOCKED_COMPARATOR; NO_GO_BLOCKED_OR_BROAD_CLASS; NO_GO_WAVE61_GUARDRAIL	4; 3.0; Crohn disease; psoriasis; ulcerative colitis; 0.0; null_or_weak; 3; token_deletion_moves_nonremission_cells_away_from_remission_centroid; restoration_or_agonism_direction; ...(+3)	gate_druggable_surface; gate_perturbation_or_model; SHP2_oncology_development_and_broad_signaling; SHP2 modulation is pleiotropic growth-factor/oncology biology; inhibition is unlikely to be a clean autoimmune-resolution intervention. Local broad h5ad recurrence is negative/contradictory.	wave34;wave70;wave70b;wave70c	PTPN11
CD300A	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-3.5	-0.25793	0.0	3.5	0.0	0.0	0.0	0	0	0	5	0	0	0	0	0				REOPEN_ONLY_IF_RECEPTOR_SPECIFIC_PERTURBATION_NOT_V3_PROMOTION; NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE; Plausible whitespace only if receptor-specific direction is proven; PARK_BLOCKED_OR_DIRECTIONALLY_UNRESOLVED; DESCRIPTIVE_GENE_SIGNAL; null_or_weak; UNRESOLVED; NO_GO_CRISPR_RESCUE; ...(+2)	CD300_RECEPTOR_SPECIFIC_TUNING; receptor-specific CD300 lipid/apoptotic-cell checkpoint tuning; CD300E direct positives=3.0 (Crohn disease; psoriasis; ulcerative colitis); CD300E Geneformer strong contexts=1.0; CD300A Wave37 median efficient-minus-noneater=1.3382347566762522, contrast_fdr=0.920009505703422; CD300LF Wave37 call=UNRESOLVED; strict MS positive anchors absent.; paired CD300A/CD300F/CD300E perturbation in human RA/IBD/MS myeloid cells with apoptotic-cell/myelin-debris uptake and cytokine readouts; ...(+10)	screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant; family-level CD300 direction remains biologically unsafe: CD300A/F/LF/E have different inhibitory/activating roles, local MS anchoring is absent or negative, and the only strong-looking CRISPR contrast is not significant after FDR.; local_breadth_at_least_5_or_strong_state_specific_4; state_coupling_not_density_only; genetic_or_real_perturbation_anchor; ...(+4)	wave38;wave48;wave70;wave70b;wave70c	CD300A
CIITA	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-3.6	0.124009	0.0	2.1	0.0	0.0	1.5	0	0	0	3	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY; NO_GO_CAUSAL_PROXY; do_not_promote	unresolved; 0.0; 2.0; Crohn disease; type 1 diabetes mellitus; -0.1592290360524426; 0.920009505703422; 0; 4; 2; ...(+5)	no_target_resolved_coloc_or_mr; GWAS Catalog top associations were seen, but no supplied Open Targets credible-set support was present; GTEx cis-eQTL exists but full SNP-level eQTL summary stats were not downloaded; no paired disease GWAS summary stats and eQTL/pQTL summary files were available locally for multi-signal coloc; OpenGWAS endpoint returned auth barrier in this run; local GWAS Catalog parquet lacks an installed reader; candidate is close to HLA-II state biology but lacks target-level disease genetics; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.; screen_direction_unresolved; insufficient_directional_cross_disease_state_support; ...(+4)	wave25;wave38;wave55	CIITA
CTSB	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-3.6	0.938424	0.0	2.1	0.0	0.0	1.5	0	0	0	3	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY; NO_GO_WAVE63_TRANSITION_CONTROLLER; NO_GO_WAVE62_TARGET_RESOLUTION; NO_GO_L1000_ONLY_CONTROLLER; NO_GO_MODEL_SCREEN; NO_GO_L1000_ONLY; ...(+1)	unresolved; 0.0; 2.0; psoriasis; ulcerative colitis; -0.0599954640789519; 0.920009505703422; prior_transition_controller_audit; 1.0; 1.5; ...(+5)	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.; screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant; ms_target_resolved; cross_disease_target_resolved; ...(+19)	wave25;wave38;wave63	CTSB
