gene	axis	priority_score	weighted_evidence_score	ms_anchor_score	positive_disease_count	negative_disease_count	positive_non_ms_disease_count	negative_non_ms_disease_count	ms_channels	ms_datasets	positive_diseases	negative_diseases	prior_flag
PSMB10	unassigned	1.4547764525419697	-0.045223547458030255	1.5	0	0	0	0	2	2			
CLIP1	unassigned	1.4547210636174266	-0.04527893638257352	1.5	0	0	0	0	2	2			
EEF1B2	unassigned	1.4545588883536655	-0.045441111646334464	1.5	0	0	0	0	2	2			
PGD	unassigned	1.4535496329771407	-0.04645036702285932	1.5	0	0	0	0	2	2			
STXBP3	unassigned	1.4522633736180843	-0.04773662638191556	1.5	0	0	0	0	2	2			
SEC62	unassigned	1.4520095096366088	-0.0479904903633912	1.5	0	0	0	0	2	2			
EXOC6B	unassigned	1.451777551701706	-0.04822244829829403	1.5	0	0	0	0	2	2			
UGP2	unassigned	1.4516101422893173	-0.048389857710682826	1.5	0	0	0	0	2	2			
BAX	unassigned	1.451297702948712	-0.048702297051287924	1.5	0	0	0	0	2	2			
NAA10	unassigned	1.4511844669615086	-0.04881553303849134	1.5	0	0	0	0	2	2			
MTX1	unassigned	1.4511528916791265	-0.04884710832087358	1.5	0	0	0	0	2	2			
UBE4A	unassigned	1.4511084435110122	-0.0488915564889878	1.5	0	0	0	0	2	2			
CBX1	unassigned	1.4506509684321331	-0.04934903156786696	1.5	0	0	0	0	2	2			
VAMP1	unassigned	1.450366773070189	-0.049633226929810925	1.5	0	0	0	0	2	2			
DPP9	unassigned	1.4501700411536487	-0.04982995884635133	1.5	0	0	0	0	2	2			
VTA1	unassigned	1.449991999004232	-0.050008000995767965	1.5	0	0	0	0	2	2			
DLG2	unassigned	1.4498433603228866	-0.05015663967711337	1.5	0	0	0	0	2	2			
CNRIP1	unassigned	1.4495849448394962	-0.05041505516050371	1.5	0	1	0	0	2	2		MS	
NPEPPS	unassigned	1.4494667396439196	-0.05053326035608047	1.5	0	0	0	0	2	2			
VASN	unassigned	1.4494143817231757	-0.05058561827682423	1.5	0	0	0	0	2	2			
CHMP7	unassigned	1.4494005202123426	-0.05059947978765744	1.5	0	0	0	0	2	2			
VCP	unassigned	1.4488470034167125	-0.051152996583287424	1.5	0	0	0	0	2	2			
APEH	unassigned	1.448844972287764	-0.051155027712235956	1.5	0	0	0	0	2	2			
SMARCC2	unassigned	1.447220646023605	-0.052779353976395105	1.5	0	0	0	0	2	2			
CYCS	unassigned	1.4469328840969116	-0.053067115903088546	1.5	0	0	0	0	2	2			
TJP2	unassigned	1.446869029075319	-0.053130970924681	1.5	0	0	0	0	2	2			
ALDH1B1	unassigned	1.4468557599835612	-0.053144240016438804	1.5	0	0	0	0	2	2			
THRAP3	unassigned	1.4467174988497509	-0.05328250115024907	1.5	0	0	0	0	2	2			
DHX9	unassigned	1.4460469816531218	-0.05395301834687816	1.5	0	0	0	0	2	2			
ANXA7	unassigned	1.4455538174167635	-0.054446182583236524	1.5	0	0	0	0	2	2			
EPS15L1	unassigned	1.445006606364149	-0.05499339363585115	1.5	0	0	0	0	2	2			
DCPS	unassigned	1.444815306540458	-0.05518469345954191	1.5	0	0	0	0	2	2			
AARSD1	unassigned	1.4442412731720191	-0.05575872682798089	1.5	0	0	0	0	2	2			
PTK2B	unassigned	1.4435165741565343	-0.05648342584346561	1.5	0	0	0	0	2	2			
ABI1	unassigned	1.442871794995614	-0.05712820500438598	1.5	0	0	0	0	2	2			
SCAMP4	unassigned	1.4425488691257349	-0.05745113087426512	1.5	1	0	0	0	2	2	MS		
ITPRID2	unassigned	1.442542024448228	-0.057457975551771956	1.5	0	0	0	0	2	2			
ATP6V1E1	unassigned	1.4425356135528156	-0.057464386447184435	1.5	0	0	0	0	2	2			
IFIT3	unassigned	1.4421790794781395	-0.05782092052186061	1.5	0	0	0	0	2	2			
PTBP2	unassigned	1.441259410432244	-0.05874058956775596	1.5	1	1	0	0	2	2	MS	MS	
TRIM2	unassigned	1.441122308191483	-0.058877691808517096	1.5	0	0	0	0	2	2			
MPST	unassigned	1.4404969949606536	-0.0595030050393463	1.5	0	0	0	0	2	2			
TUBA4A	unassigned	1.4397796032903325	-0.06022039670966761	1.5	0	0	0	0	2	2			
GMPS	unassigned	1.4391757678138837	-0.060824232186116434	1.5	0	0	0	0	2	2			
STX4	unassigned	1.4391422085164205	-0.06085779148357939	1.5	0	0	0	0	2	2			
RAB30	unassigned	1.4391184278453726	-0.06088157215462742	1.5	0	0	0	0	2	2			
LGI1	unassigned	1.4384175945563422	-0.06158240544365773	1.5	0	0	0	0	2	2			
PHYHIPL	unassigned	1.4382050958162507	-0.06179490418374933	1.5	0	0	0	0	2	2			
SRRT	unassigned	1.4379533826028674	-0.062046617397132686	1.5	0	0	0	0	2	2			
SNAP91	unassigned	1.437801628516915	-0.062198371483084935	1.5	0	0	0	0	2	2			
PPP3CA	unassigned	1.4374843793644523	-0.06251562063554783	1.5	0	0	0	0	2	2			
S100A10	unassigned	1.4369576072806596	-0.06304239271934048	1.5	0	0	0	0	2	2			
ACTN2	unassigned	1.4362313728537721	-0.063768627146228	1.5	0	0	0	0	2	2			
OGFR	unassigned	1.43619181788636	-0.06380818211364014	1.5	0	0	0	0	2	2			
DTNA	unassigned	1.4361236656041885	-0.06387633439581147	1.5	0	0	0	0	2	2			
ARF6	unassigned	1.4354278742412863	-0.0645721257587138	1.5	0	0	0	0	2	2			
MAST1	unassigned	1.4352535911451674	-0.06474640885483268	1.5	0	0	0	0	2	2			
CD9	unassigned	1.4349460147899868	-0.06505398521001315	1.5	1	1	0	0	2	2	MS	MS	
CRYL1	unassigned	1.4342113032143118	-0.0657886967856881	1.5	1	1	0	0	2	2	MS	MS	
CNDP2	unassigned	1.4337097401765142	-0.06629025982348585	1.5	0	0	0	0	2	2			
NPTN	unassigned	1.4330539895990393	-0.06694601040096082	1.5	0	0	0	0	2	2			
UFSP2	unassigned	1.4330480817425992	-0.06695191825740082	1.5	0	0	0	0	2	2			
SPARC	unassigned	1.4328563732682675	-0.06714362673173246	1.5	0	1	0	0	2	2		MS	
NBAS	unassigned	1.4325525815625295	-0.0674474184374706	1.5	0	0	0	0	2	2			
CAMK4	unassigned	1.4324362079544868	-0.06756379204551322	1.5	0	0	0	0	2	2			
LSAMP	unassigned	1.4324269859776513	-0.06757301402234872	1.5	0	0	0	0	2	2			
JMJD7	unassigned	1.4323441212182422	-0.06765587878175772	1.5	0	0	0	0	2	2			
TTBK1	unassigned	1.430591184611377	-0.06940881538862292	1.5	0	0	0	0	2	2			
GOT1	unassigned	1.4303187332560259	-0.06968126674397412	1.5	0	0	0	0	2	2			
PHKB	unassigned	1.4298325935415868	-0.07016740645841324	1.5	0	0	0	0	2	2			
MAPK3	unassigned	1.4295763729578317	-0.07042362704216842	1.5	0	0	0	0	2	2			
RPH3A	unassigned	1.429411378304354	-0.07058862169564584	1.5	0	0	0	0	2	2			
GABARAPL2	unassigned	1.4294015329172842	-0.07059846708271572	1.5	0	0	0	0	2	2			
CDC42	unassigned	1.428832204500426	-0.07116779549957403	1.5	0	0	0	0	2	2			
COX5B	unassigned	1.4286950036465658	-0.07130499635343424	1.5	0	1	0	0	2	2		MS	
CRKL	unassigned	1.4284303902937519	-0.0715696097062481	1.5	0	0	0	0	2	2			
GLYR1	unassigned	1.4282531609880298	-0.07174683901197021	1.5	1	0	0	0	2	2	MS		
CADM3	unassigned	1.4280791478513857	-0.07192085214861443	1.5	0	0	0	0	2	2			
TOMM40	unassigned	1.4278908067610236	-0.0721091932389763	1.5	0	0	0	0	2	2			
SNRNP70	unassigned	1.4278529551514083	-0.07214704484859158	1.5	0	0	0	0	2	2			
IPO9	unassigned	1.427750544892429	-0.07224945510757108	1.5	0	0	0	0	2	2			
MAOA	unassigned	1.4270489853078807	-0.0729510146921194	1.5	0	0	0	0	2	2			
LIMCH1	unassigned	1.4270245126855259	-0.07297548731447423	1.5	0	0	0	0	2	2			
MRPL49	unassigned	1.4265651271652096	-0.07343487283479055	1.5	0	0	0	0	2	2			
LAMC3	unassigned	1.425918480981842	-0.07408151901815813	1.5	0	1	0	0	2	2		MS	
RUFY2	unassigned	1.4258017907638303	-0.0741982092361696	1.5	1	0	0	0	2	2	MS		
RAB21	unassigned	1.4254163082322933	-0.07458369176770685	1.5	0	0	0	0	2	2			
CYC1	unassigned	1.4241031433687779	-0.07589685663122225	1.5	0	1	0	0	2	2		MS	
PRPF8	unassigned	1.4239173631484519	-0.07608263685154815	1.5	0	0	0	0	2	2			
ADD3	unassigned	1.4238871530545545	-0.07611284694544551	1.5	0	1	0	0	2	2		MS	
GCA	unassigned	1.4235333050818626	-0.07646669491813735	1.5	0	0	0	0	2	2			
MPRIP	unassigned	1.4222892773387654	-0.07771072266123469	1.5	0	0	0	0	2	2			
NADK2	unassigned	1.4221073408197746	-0.07789265918022525	1.5	0	0	0	0	2	2			
ATP2C1	unassigned	1.42209901309837	-0.07790098690163005	1.5	0	0	0	0	2	2			
ABCB1	unassigned	1.4218150073491849	-0.07818499265081524	1.5	0	0	0	0	2	2			
PDE1A	unassigned	1.4214343996750403	-0.07856560032495985	1.5	0	0	0	0	2	2			
GCSH	unassigned	1.4210532942353629	-0.07894670576463714	1.5	0	0	0	0	2	2			
CCDC22	unassigned	1.4209503651352011	-0.07904963486479877	1.5	1	0	0	0	2	2	MS		
ATG3	unassigned	1.4209172038646534	-0.07908279613534674	1.5	1	0	0	0	2	2	MS		
RNF170	unassigned	1.420836766128065	-0.07916323387193502	1.5	0	0	0	0	2	2			
AP2B1	unassigned	1.4202286977911316	-0.07977130220886847	1.5	0	0	0	0	2	2			
ACSS1	unassigned	1.4201623298727428	-0.07983767012725712	1.5	0	0	0	0	2	2			
HADH	unassigned	1.4198561953687654	-0.08014380463123472	1.5	0	0	0	0	2	2			
DSP	unassigned	1.4197484150002369	-0.0802515849997632	1.5	0	0	0	0	2	2			
CCDC6	unassigned	1.4191601368064317	-0.08083986319356828	1.5	0	0	0	0	2	2			
NEK7	unassigned	1.419040993757978	-0.08095900624202196	1.5	0	0	0	0	2	2			
CDC42BPB	unassigned	1.4189369604105684	-0.08106303958943162	1.5	0	0	0	0	2	2			
FLOT2	unassigned	1.4185458185675064	-0.08145418143249367	1.5	0	0	0	0	2	2			
ILK	unassigned	1.4179499182558783	-0.08205008174412165	1.5	1	0	0	0	2	2	MS		
RELCH	unassigned	1.4172566321997326	-0.08274336780026725	1.5	0	0	0	0	2	2			
PDIA6	unassigned	1.4163603892764867	-0.08363961072351334	1.5	0	0	0	0	2	2			
PPDPF	unassigned	1.4162470352632777	-0.08375296473672239	1.5	0	0	0	0	2	2			
UBE2V1	unassigned	1.416110896082453	-0.08388910391754695	1.5	0	0	0	0	2	2			
COX4I1	unassigned	1.4159332465559706	-0.08406675344402947	1.5	0	0	0	0	2	2			
HBB	unassigned	1.4157569248363076	-0.08424307516369234	1.5	0	0	0	0	2	2			
KIF5A	unassigned	1.4156632029676142	-0.08433679703238584	1.5	0	0	0	0	2	2			
STMN1	unassigned	1.4155929894093018	-0.08440701059069827	1.5	0	0	0	0	2	2			
TOR1AIP1	unassigned	1.4153619556759995	-0.08463804432400057	1.5	0	0	0	0	2	2			
DPP7	unassigned	1.415184023749752	-0.08481597625024806	1.5	0	0	0	0	2	2			
SRR	unassigned	1.4150005377471473	-0.08499946225285276	1.5	0	0	0	0	2	2			
PLEKHA7	unassigned	1.4148680590430764	-0.08513194095692367	1.5	0	0	0	0	2	2			
HDGF	unassigned	1.414265454697416	-0.08573454530258395	1.5	0	0	0	0	2	2			
RSU1	unassigned	1.413884895005948	-0.08611510499405217	1.5	0	0	0	0	2	2			
BASP1	unassigned	1.4138821758153204	-0.08611782418467956	1.5	0	0	0	0	2	2			
CSK	unassigned	1.4136512937259975	-0.08634870627400248	1.5	1	0	0	0	2	2	MS		
DOCK9	unassigned	1.4131404019714284	-0.08685959802857157	1.5	0	0	0	0	2	2			
PTPA	unassigned	1.4127356907746464	-0.0872643092253535	1.5	0	0	0	0	2	2			
SMARCA5	unassigned	1.4123560948160543	-0.08764390518394571	1.5	0	0	0	0	2	2			
AP1M1	unassigned	1.4119140670702395	-0.08808593292976058	1.5	0	0	0	0	2	2			
ARSA	unassigned	1.411601651906884	-0.08839834809311609	1.5	0	0	0	0	2	2			
NIBAN1	unassigned	1.411590951197186	-0.08840904880281397	1.5	0	0	0	0	2	2			
RILPL1	unassigned	1.4114417150248815	-0.08855828497511864	1.5	0	0	0	0	2	2			
NAPA	unassigned	1.411235471371629	-0.08876452862837098	1.5	0	0	0	0	2	2			
STX2	unassigned	1.4106964897723957	-0.08930351022760441	1.5	0	1	0	0	2	2		MS	
DCUN1D1	unassigned	1.4103869693340736	-0.08961303066592641	1.5	0	0	0	0	2	2			
HNMT	unassigned	1.4102025179560023	-0.08979748204399779	1.5	0	0	0	0	2	2			
GNAZ	unassigned	1.4097420550374786	-0.09025794496252143	1.5	0	0	0	0	2	2			
VPS37A	unassigned	1.4093453693793871	-0.09065463062061274	1.5	0	0	0	0	2	2			
NEGR1	unassigned	1.4083778508309646	-0.09162214916903555	1.5	0	0	0	0	2	2			
NDUFAF2	unassigned	1.4079630194517452	-0.09203698054825493	1.5	0	0	0	0	2	2			
SNX24	unassigned	1.407396128820432	-0.09260387117956814	1.5	0	0	0	0	2	2			
WDR13	unassigned	1.4067315265467657	-0.09326847345323425	1.5	0	0	0	0	2	2			
EPN2	unassigned	1.4066899061852327	-0.09331009381476729	1.5	0	0	0	0	2	2			
AKR1A1	unassigned	1.406416423346532	-0.09358357665346806	1.5	0	0	0	0	2	2			
ABCB6	unassigned	1.4062572062410692	-0.0937427937589308	1.5	0	0	0	0	2	2			
TBC1D24	unassigned	1.406183091960999	-0.093816908039001	1.5	0	0	0	0	2	2			
TARDBP	unassigned	1.4053569037051754	-0.09464309629482465	1.5	0	0	0	0	2	2			
MLEC	unassigned	1.403545564776085	-0.09645443522391495	1.5	1	0	0	0	2	2	MS		
HDAC6	unassigned	1.403136449670093	-0.0968635503299069	1.5	0	0	0	0	2	2			
VCL	unassigned	1.4029979037265632	-0.09700209627343681	1.5	1	1	0	0	2	2	MS	MS	
SLC1A2	unassigned	1.402912157542803	-0.09708784245719715	1.5	0	0	0	0	2	2			
LLGL1	unassigned	1.4028879279708124	-0.09711207202918748	1.5	0	0	0	0	2	2			
RECQL	unassigned	1.4027533799443188	-0.09724662005568119	1.5	0	0	0	0	2	2			
DOCK3	unassigned	1.4017988422645828	-0.09820115773541704	1.5	0	0	0	0	2	2			
CLIP2	unassigned	1.4016839900026161	-0.09831600999738388	1.5	0	0	0	0	2	2			
METTL26	unassigned	1.4003386183915563	-0.09966138160844368	1.5	0	0	0	0	2	2			
SUGT1	unassigned	1.400276891571468	-0.09972310842853205	1.5	0	0	0	0	2	2			
CUTA	unassigned	1.4002613092245464	-0.09973869077545372	1.5	0	0	0	0	2	2			
CNDP1	unassigned	1.4000909167996087	-0.09990908320039121	1.5	0	0	0	0	2	2			
HNRNPA2B1	unassigned	1.4000803351148199	-0.09991966488518012	1.5	0	0	0	0	2	2			
TRAP1	unassigned	1.399911409386325	-0.10008859061367503	1.5	0	0	0	0	2	2			
C19orf25	unassigned	1.3994122247054217	-0.1005877752945783	1.5	0	0	0	0	2	2			
LHPP	unassigned	1.3982561771894564	-0.10174382281054373	1.5	0	0	0	0	2	2			
VPS45	unassigned	1.3981272737273194	-0.10187272627268062	1.5	1	0	0	0	2	2	MS		
BPGM	unassigned	1.3977994999146934	-0.10220050008530662	1.5	0	0	0	0	2	2			
MAP1A	unassigned	1.3972901617855478	-0.10270983821445229	1.5	0	0	0	0	2	2			
SYP	unassigned	1.3971926098044778	-0.10280739019552215	1.5	0	0	0	0	2	2			
SYNPO	unassigned	1.396983714365628	-0.10301628563437182	1.5	0	0	0	0	2	2			
MGST3	unassigned	1.3968831332584186	-0.10311686674158138	1.5	0	0	0	0	2	2			
SFPQ	unassigned	1.3962279368247899	-0.10377206317521015	1.5	1	1	0	0	2	2	MS	MS	
ANK3	unassigned	1.396048223727217	-0.10395177627278301	1.5	0	0	0	0	2	2			
ABRAXAS2	unassigned	1.396035548404738	-0.10396445159526208	1.5	0	0	0	0	2	2			
BSN	unassigned	1.3958035710266783	-0.10419642897332182	1.5	0	0	0	0	2	2			
PSMC2	unassigned	1.3953348965543124	-0.10466510344568758	1.5	0	0	0	0	2	2			
CCDC124	unassigned	1.3948154013955982	-0.10518459860440182	1.5	0	0	0	0	2	2			
UBTF	unassigned	1.3926941757104325	-0.10730582428956759	1.5	0	1	0	0	2	2		MS	
GJA1	unassigned	1.3924670619822788	-0.10753293801772135	1.5	0	1	0	0	2	2		MS	
RTCA	unassigned	1.3920937501141657	-0.10790624988583436	1.5	0	0	0	0	2	2			
SRI	unassigned	1.3918218711207122	-0.1081781288792879	1.5	0	0	0	0	2	2			
GAPDH	unassigned	1.3917017471897761	-0.10829825281022393	1.5	0	0	0	0	2	2			
NCDN	unassigned	1.3916566323434565	-0.10834336765654351	1.5	0	0	0	0	2	2			
SAFB	unassigned	1.3909373926040507	-0.10906260739594931	1.5	0	0	0	0	2	2			
ARIH1	unassigned	1.3907349388820287	-0.10926506111797141	1.5	0	0	0	0	2	2			
SOGA3	unassigned	1.3904684285030675	-0.10953157149693243	1.5	0	0	0	0	2	2			
CADM4	unassigned	1.3899232962680832	-0.11007670373191686	1.5	0	0	0	0	2	2			
RDH11	unassigned	1.3897201666588967	-0.11027983334110325	1.5	1	0	0	0	2	2	MS		
SLC25A18	unassigned	1.3894299439756415	-0.11057005602435865	1.5	0	0	0	0	2	2			
COPS4	unassigned	1.3893690223641384	-0.11063097763586172	1.5	0	0	0	0	2	2			
LSM14A	unassigned	1.3891391666682542	-0.11086083333174579	1.5	0	0	0	0	2	2			
TBC1D17	unassigned	1.388654607763591	-0.11134539223640888	1.5	0	0	0	0	2	2			
GNL1	unassigned	1.3879197108712802	-0.1120802891287197	1.5	0	1	0	0	2	2		MS	
PPA2	unassigned	1.3879024378101044	-0.11209756218989564	1.5	0	0	0	0	2	2			
RNF11	unassigned	1.387684618883644	-0.11231538111635597	1.5	0	0	0	0	2	2			
NUTF2	unassigned	1.3871432013915599	-0.11285679860844006	1.5	0	0	0	0	2	2			
DNM3	unassigned	1.3863162826995403	-0.11368371730045967	1.5	0	0	0	0	2	2			
UQCRH	unassigned	1.385895995551326	-0.11410400444867397	1.5	0	1	0	0	2	2		MS	
ATP2B2	unassigned	1.3851853684719462	-0.11481463152805371	1.5	0	0	0	0	2	2			
TIGAR	unassigned	1.3851467978555423	-0.1148532021444576	1.5	0	0	0	0	2	2			
SLC25A11	unassigned	1.3850383744285277	-0.11496162557147233	1.5	0	0	0	0	2	2			
PREPL	unassigned	1.3845317800471597	-0.1154682199528404	1.5	0	0	0	0	2	2			
EIF3E	unassigned	1.3843618756762717	-0.11563812432372822	1.5	0	0	0	0	2	2			
COPB1	unassigned	1.3840460468847229	-0.11595395311527712	1.5	1	0	0	0	2	2	MS		
NEMF	unassigned	1.3836906491353356	-0.11630935086466437	1.5	0	0	0	0	2	2			
BCKDHA	unassigned	1.383148845289706	-0.11685115471029406	1.5	0	1	0	0	2	2		MS	
ACTR1B	unassigned	1.3825687004140725	-0.11743129958592746	1.5	0	0	0	0	2	2			
MTPN	unassigned	1.3823799005166644	-0.11762009948333563	1.5	0	0	0	0	2	2			
EIF2S1	unassigned	1.381993826875477	-0.11800617312452305	1.5	0	0	0	0	2	2			
ACOT7	unassigned	1.3808837581766493	-0.11911624182335079	1.5	0	0	0	0	2	2			
SLC44A1	unassigned	1.380816347939786	-0.11918365206021408	1.5	0	0	0	0	2	2			
SNAP25	unassigned	1.3801254623447656	-0.11987453765523426	1.5	0	0	0	0	2	2			
TPM3	unassigned	1.3801122584699823	-0.11988774153001758	1.5	1	0	0	0	2	2	MS		
XPO1	unassigned	1.3799847523476085	-0.12001524765239135	1.5	0	0	0	0	2	2			
BTF3	unassigned	1.3791064686980907	-0.12089353130190922	1.5	0	0	0	0	2	2			
MAP2K5	unassigned	1.3786615894312226	-0.12133841056877748	1.5	0	0	0	0	2	2			
HSD17B12	unassigned	1.3759750018544288	-0.12402499814557122	1.5	1	0	0	0	2	2	MS		
KLC1	unassigned	1.3753361321796533	-0.12466386782034677	1.5	0	0	0	0	2	2			
DBT	unassigned	1.373334799817874	-0.1266652001821259	1.5	0	0	0	0	2	2			
RAC3	unassigned	1.3733169312055633	-0.1266830687944367	1.5	0	0	0	0	2	2			
PTGR1	unassigned	1.3732954380864595	-0.12670456191354051	1.5	0	1	0	0	2	2		MS	
PEA15	unassigned	1.372295249677253	-0.12770475032274703	1.5	0	0	0	0	2	2			
CYB5B	unassigned	1.3720651911848223	-0.12793480881517771	1.5	0	0	0	0	2	2			
FNBP1	unassigned	1.3717600293001586	-0.1282399706998414	1.5	0	0	0	0	2	2			
PKN1	unassigned	1.3709315762239649	-0.1290684237760351	1.5	0	0	0	0	2	2			
GLUD1	unassigned	1.3699695834156849	-0.13003041658431513	1.5	0	0	0	0	2	2			
SDR39U1	unassigned	1.3686196217989441	-0.13138037820105597	1.5	0	0	0	0	2	2			
SERPINF1	unassigned	1.36842752833464	-0.1315724716653599	1.5	0	0	0	0	2	2			
CLIC1	unassigned	1.368383273685885	-0.13161672631411497	1.5	0	0	0	0	2	2			
ETFA	unassigned	1.3683712590463157	-0.13162874095368426	1.5	1	0	0	0	2	2	MS		
ANK2	unassigned	1.3681949211670517	-0.13180507883294834	1.5	0	0	0	0	2	2			
PSMB7	unassigned	1.368194414701983	-0.13180558529801695	1.5	0	0	0	0	2	2			
ZNRD2	unassigned	1.3679646701106611	-0.13203532988933886	1.5	0	0	0	0	2	2			
MRI1	unassigned	1.367874171797097	-0.13212582820290303	1.5	0	0	0	0	2	2			
ALDH7A1	unassigned	1.3674301859257247	-0.13256981407427515	1.5	0	1	0	0	2	2		MS	
GNA11	unassigned	1.367307849447907	-0.13269215055209316	1.5	0	0	0	0	2	2			
SLC20A2	unassigned	1.3670456547413365	-0.1329543452586635	1.5	0	0	0	0	2	2			
SP9	unassigned	1.3669904343384722	-0.13300956566152777	1.5	0	0	0	0	2	2			
CCAR1	unassigned	1.3647650378343714	-0.1352349621656287	1.5	0	0	0	0	2	2			
GSTP1	unassigned	1.3642197431146985	-0.1357802568853015	1.5	0	0	0	0	2	2			
NDUFB5	unassigned	1.3629512457426858	-0.13704875425731422	1.5	0	1	0	0	2	2		MS	
PPP2R5B	unassigned	1.3623601720468421	-0.13763982795315793	1.5	0	0	0	0	2	2			
VCAN	unassigned	1.3622881647399065	-0.13771183526009356	1.5	0	0	0	0	2	2			
SDHA	unassigned	1.3619318459372245	-0.13806815406277562	1.5	0	0	0	0	2	2			
CD2BP2	unassigned	1.3617591373178888	-0.13824086268211128	1.5	0	0	0	0	2	2			
NLGN3	unassigned	1.361699333967877	-0.13830066603212315	1.5	0	0	0	0	2	2			
ADAP1	unassigned	1.361033855112365	-0.13896614488763498	1.5	0	0	0	0	2	2			
SBF2	unassigned	1.359879170064415	-0.14012082993558495	1.5	0	0	0	0	2	2			
LLGL2	unassigned	1.3593558960013938	-0.14064410399860627	1.5	1	0	0	0	2	2	MS		
ACAD8	unassigned	1.3583928272961305	-0.14160717270386936	1.5	0	0	0	0	2	2			
MAP1S	unassigned	1.35809885024924	-0.14190114975075996	1.5	0	0	0	0	2	2			
PSMD11	unassigned	1.358019033006436	-0.141980966993564	1.5	0	0	0	0	2	2			
WBP2	unassigned	1.3578994343965949	-0.14210056560340512	1.5	0	0	0	0	2	2			
ATP8A1	unassigned	1.357097923090689	-0.142902076909311	1.5	0	0	0	0	2	2			
ALDH1L1	unassigned	1.3564970530881855	-0.14350294691181453	1.5	0	1	0	0	2	2		MS	
APOA1	unassigned	1.3562292189627971	-0.14377078103720298	1.5	0	0	0	0	2	2			
ESD	unassigned	1.355069539559609	-0.14493046044039087	1.5	0	0	0	0	2	2			
SCRN3	unassigned	1.3549809374255901	-0.14501906257440994	1.5	0	0	0	0	2	2			
S100A1	unassigned	1.3547016204987539	-0.14529837950124608	1.5	0	0	0	0	2	2			
FAM98A	unassigned	1.3542970132573897	-0.14570298674261034	1.5	0	0	0	0	2	2			
GRK2	unassigned	1.3540516976170474	-0.14594830238295253	1.5	0	0	0	0	2	2			
ATP1B1	unassigned	1.3536237907320077	-0.14637620926799233	1.5	0	0	0	0	2	2			
FARSB	unassigned	1.3529883016464834	-0.14701169835351652	1.5	0	0	0	0	2	2			
VGF	unassigned	1.3529032163110575	-0.14709678368894247	1.5	0	0	0	0	2	2			
PTPN6	unassigned	1.3526547551381103	-0.1473452448618897	1.5	1	0	0	0	2	2	MS		
ADSL	unassigned	1.3525183453099694	-0.1474816546900306	1.5	0	0	0	0	2	2			
CAB39L	unassigned	1.3520786976339756	-0.14792130236602452	1.5	0	0	0	0	2	2			
OGN	unassigned	1.3509651324019323	-0.14903486759806772	1.5	0	0	0	0	2	2			
PFN2	unassigned	1.349790511405863	-0.15020948859413707	1.5	0	1	0	0	2	2		MS	
SLC7A11	unassigned	1.3497278127032066	-0.15027218729679326	1.5	0	1	0	0	2	2		MS	
SUPT16H	unassigned	1.3484865666294874	-0.1515134333705126	1.5	1	1	0	0	2	2	MS	MS	
RAB5A	unassigned	1.347614082593722	-0.15238591740627805	1.5	0	0	0	0	2	2			
STOML2	unassigned	1.3473176980925246	-0.1526823019074754	1.5	0	0	0	0	2	2			
MOBP	unassigned	1.3463012009060193	-0.15369879909398076	1.5	0	0	0	0	2	2			
UBE3A	unassigned	1.3450779765702734	-0.15492202342972666	1.5	0	0	0	0	2	2			
SLC25A3	unassigned	1.3450350174682741	-0.15496498253172597	1.5	0	1	0	0	2	2		MS	
GFAP	unassigned	1.3445831394102858	-0.15541686058971416	1.5	0	1	0	0	2	2		MS	
CADM2	unassigned	1.3434996980561198	-0.15650030194388026	1.5	0	0	0	0	2	2			
PSME2	unassigned	1.3430672567355755	-0.1569327432644244	1.5	0	0	0	0	2	2			
BRSK1	unassigned	1.3421843187611555	-0.15781568123884449	1.5	0	1	0	0	2	2		MS	
EVI5L	unassigned	1.3412995209894358	-0.15870047901056428	1.5	0	0	0	0	2	2			
ACO2	unassigned	1.3411440321153019	-0.1588559678846982	1.5	0	0	0	0	2	2			
PGK1	unassigned	1.340213512082962	-0.1597864879170381	1.5	0	0	0	0	2	2			
LIN7C	unassigned	1.340168492294549	-0.15983150770545107	1.5	0	1	0	0	2	2		MS	
