gene	axis	priority_score	weighted_evidence_score	ms_anchor_score	positive_disease_count	negative_disease_count	positive_non_ms_disease_count	negative_non_ms_disease_count	ms_channels	ms_datasets	positive_diseases	negative_diseases	prior_flag
HARS2	unassigned	1.5853476598532867	0.042673829926643425	1.5426738299266434	0	0	0	0	2	2			
RENBP	unassigned	1.5845499121269158	0.04227495606345788	1.5422749560634579	1	1	0	0	2	2	MS	MS	
STX1A	unassigned	1.5844057317363607	0.04220286586818045	1.5422028658681803	0	0	0	0	2	2			
LDB3	unassigned	1.583986282975344	0.41699314148767197	1.166993141487672	0	0	0	0	1	1			
SPR	unassigned	1.582934433269299	0.04146721663464947	1.5414672166346495	0	0	0	0	2	2			
MAP7D2	unassigned	1.5818597500992522	0.040929875049626085	1.540929875049626	0	0	0	0	2	2			
MAP1LC3A	unassigned	1.5813186917297557	0.04065934586487796	1.5406593458648778	1	0	0	0	2	2	MS		
CTNNB1	unassigned	1.5796076606431049	0.03980383032155255	1.5398038303215524	0	0	0	0	2	2			
SIK3	unassigned	1.5795393085381115	0.03976965426905571	1.5397696542690558	0	0	0	0	2	2			
OXSR1	unassigned	1.579401385620745	0.03970069281037247	1.5397006928103725	0	0	0	0	2	2			
AGA	unassigned	1.5787628952156991	0.03938144760784956	1.5393814476078496	0	0	0	0	2	2			
SLC9A1	unassigned	1.5777881925302388	0.038894096265119305	1.5388940962651194	0	0	0	0	2	2			
SLC2A1	metabolic_licensing	1.5775231417933702	0.03876157089668514	1.538761570896685	0	0	0	0	2	2			
RP2	unassigned	1.5774728887992642	0.03873644439963203	1.538736444399632	0	0	0	0	2	2			
FAAH	unassigned	1.576021539305739	0.03801076965286948	1.5380107696528695	0	0	0	0	2	2			
RGS20	unassigned	1.5752323612015848	0.037616180600792304	1.5376161806007924	0	0	0	0	2	2			
DLST	unassigned	1.574747932106141	0.03737396605307053	1.5373739660530705	0	0	0	0	2	2			
CLASP1	unassigned	1.571803417927208	0.03590170896360395	1.535901708963604	0	0	0	0	2	2			
FAHD2A	unassigned	1.571751996954747	0.03587599847737344	1.5358759984773735	0	0	0	0	2	2			
NT5DC1	unassigned	1.5706959018045739	0.03534795090228693	1.535347950902287	0	0	0	0	2	2			
GNAI1	unassigned	1.5705951991727134	0.0352975995863567	1.5352975995863567	0	0	0	0	2	2			
RALGAPB	unassigned	1.5701439195548974	0.0350719597774487	1.5350719597774487	0	0	0	0	2	2			
SRP54	unassigned	1.5699096632087484	0.03495483160437407	1.5349548316043742	0	0	0	0	2	2			
CPT2	unassigned	1.565646867932434	0.03282343396621701	1.532823433966217	0	0	0	0	2	2			
RBP1	unassigned	1.5655705124677937	0.03278525623389672	1.5327852562338968	0	0	0	0	2	2			
MIEN1	unassigned	1.56318691807452	0.03159345903725996	1.53159345903726	0	0	0	0	2	2			
PSMC6	unassigned	1.5631371388425501	0.03156856942127512	1.531568569421275	0	0	0	0	2	2			
ITGAV	unassigned	1.5623900960076829	0.03119504800384143	1.5311950480038414	1	0	0	0	2	2	MS		
EEF1A2	unassigned	1.5623274032365027	0.031163701618251438	1.5311637016182513	0	0	0	0	2	2			
GSS	unassigned	1.562053732782394	0.031026866391197006	1.531026866391197	0	0	0	0	2	2			
ASMTL	unassigned	1.5618495362930012	0.03092476814650058	1.5309247681465006	0	0	0	0	2	2			
BAG6	unassigned	1.561683250386828	0.030841625193414046	1.530841625193414	0	0	0	0	2	2			
ARHGDIA	unassigned	1.5612665927482547	0.030633296374127372	1.5306332963741274	0	0	0	0	2	2			
PDE2A	unassigned	1.5612085634840658	0.03060428174203289	1.530604281742033	0	0	0	0	2	2			
ART3	unassigned	1.5604925549812139	0.030246277490606932	1.530246277490607	0	0	0	0	2	2			
LAP3	unassigned	1.5603960382123194	0.030198019106159824	1.5301980191061597	0	0	0	0	2	2			
CUL5	unassigned	1.5586047686235953	0.029302384311797713	1.5293023843117977	0	0	0	0	2	2			
PRKACB	unassigned	1.558153611843844	0.029076805921921967	1.529076805921922	0	0	0	0	2	2			
TRAPPC10	unassigned	1.5577864963288621	0.028893248164431062	1.528893248164431	0	0	0	0	2	2			
VWA1	unassigned	1.5570510754889888	0.02852553774449451	1.5285255377444944	0	0	0	0	2	2			
NMT1	unassigned	1.55589713452048	0.02794856726024003	1.52794856726024	0	0	0	0	2	2			
CAPNS1	unassigned	1.555894521408824	0.027947260704412114	1.527947260704412	0	0	0	0	2	2			
GAPVD1	unassigned	1.5543663945874604	0.02718319729373031	1.5271831972937302	1	0	0	0	2	2	MS		
KIAA0513	unassigned	1.5536345187331144	0.02681725936655721	1.5268172593665572	0	0	0	0	2	2			
AQP4	unassigned	1.553210407955496	0.026605203977748126	1.526605203977748	0	0	0	0	2	2			
FAM114A2	unassigned	1.5528583216004357	0.026429160800217955	1.5264291608002178	0	0	0	0	2	2			
ALDH1L2	unassigned	1.5510714734906088	0.025535736745304294	1.5255357367453044	0	1	0	0	2	2		MS	
MPC2	unassigned	1.5500845309015512	0.025042265450775703	1.5250422654507756	0	0	0	0	2	2			
DAD1	unassigned	1.5500541123152671	0.02502705615763351	1.5250270561576336	0	0	0	0	2	2			
RAB39B	unassigned	1.5492759882203595	0.02463799411017975	1.5246379941101798	0	0	0	0	2	2			
ARMCX3	unassigned	1.5481371834455597	0.024068591722779975	1.5240685917227799	0	0	0	0	2	2			
CAMK2A	unassigned	1.5480616099307625	0.024030804965381125	1.5240308049653812	0	0	0	0	2	2			
CYB5R1	unassigned	1.5473561935063387	0.02367809675316923	1.5236780967531693	0	0	0	0	2	2			
LMAN2	unassigned	1.5464511237893777	0.02322556189468883	1.5232255618946888	0	0	0	0	2	2			
LAMTOR2	unassigned	1.5461977379616738	0.023098868980836906	1.523098868980837	0	0	0	0	2	2			
KIF5C	unassigned	1.545367356983733	0.022683678491866477	1.5226836784918665	0	0	0	0	2	2			
METAP2	unassigned	1.5448691370317817	0.022434568515890985	1.5224345685158909	0	0	0	0	2	2			
SNCA	unassigned	1.544083812643695	0.02204190632184755	1.5220419063218475	0	0	0	0	2	2			
FXYD7	unassigned	1.5436541437586593	0.02182707187932953	1.5218270718793296	0	0	0	0	2	2			
ANXA5	unassigned	1.5436478393827624	0.02182391969138109	1.5218239196913812	0	0	0	0	2	2			
PPM1A	unassigned	1.5424936916214222	0.021246845810711124	1.5212468458107111	0	0	0	0	2	2			
HRNR	unassigned	1.5412459678354935	0.020622983917746862	1.5206229839177468	0	0	0	0	2	2			
MTDH	unassigned	1.5407931925845357	0.020396596292267866	1.5203965962922679	1	0	0	0	2	2	MS		
FDXR	unassigned	1.5405228268667388	0.020261413433369402	1.5202614134333694	0	0	0	0	2	2			
PEF1	unassigned	1.5396796709360707	0.01983983546803525	1.5198398354680354	0	0	0	0	2	2			
RPS4X	unassigned	1.5370340270302587	0.018517013515129355	1.5185170135151294	0	0	0	0	2	2			
STRAP	unassigned	1.5366282657911179	0.018314132895558943	1.518314132895559	0	0	0	0	2	2			
LANCL1	unassigned	1.5358154479510815	0.017907723975540746	1.5179077239755407	0	0	0	0	2	2			
STAT1	interferon_chemokine	1.5356964183101631	0.017848209155081673	1.5178482091550816	0	0	0	0	2	2			
PBLD	unassigned	1.5355856568901713	0.017792828445085673	1.5177928284450857	0	0	0	0	2	2			
WDR48	unassigned	1.5354433714582871	0.01772168572914351	1.5177216857291436	0	0	0	0	2	2			
NES	unassigned	1.534302516302009	0.01715125815100449	1.5171512581510045	0	0	0	0	2	2			
CAMK2B	unassigned	1.5341683477782944	0.01708417388914707	1.5170841738891472	0	0	0	0	2	2			
SLC35A4	unassigned	1.533461910757163	0.016730955378581436	1.5167309553785815	0	0	0	0	2	2			
CP	unassigned	1.5322103021027789	0.016105151051389488	1.5161051510513894	0	0	0	0	2	2			
CRYZ	unassigned	1.5321721914019486	0.016086095700974246	1.5160860957009743	0	0	0	0	2	2			
DKK3	unassigned	1.5319720191051056	0.015986009552552694	1.5159860095525528	0	0	0	0	2	2			
NIPSNAP3A	unassigned	1.53174002249758	0.01587001124878995	1.51587001124879	0	0	0	0	2	2			
EIF2AK2	unassigned	1.5313428777434863	0.01567143887174316	1.5156714388717432	0	0	0	0	2	2			
PADI2	unassigned	1.531341548362656	0.01567077418132795	1.515670774181328	0	0	0	0	2	2			
CBR1	unassigned	1.5312621769581236	0.015631088479061694	1.5156310884790618	0	1	0	0	2	2		MS	
ARHGAP44	unassigned	1.5310327704837015	0.015516385241850839	1.5155163852418507	0	1	0	0	2	2		MS	
NUDT21	unassigned	1.5292854567831204	0.014642728391560222	1.5146427283915602	0	0	0	0	2	2			
NINJ2	unassigned	1.5289736194883914	0.014486809744195694	1.5144868097441957	0	0	0	0	2	2			
CCT8	unassigned	1.5285547579176781	0.014277378958839071	1.514277378958839	0	0	0	0	2	2			
NAE1	unassigned	1.5258942954274346	0.012947147713717189	1.5129471477137173	0	0	0	0	2	2			
ALDH9A1	unassigned	1.5254097650465397	0.012704882523269734	1.5127048825232698	0	1	0	0	2	2		MS	
SGPL1	unassigned	1.5252012887337338	0.01260064436686692	1.512600644366867	0	0	0	0	2	2			
COQ9	unassigned	1.5241484711233269	0.012074235561663482	1.5120742355616634	0	0	0	0	2	2			
SEC23A	unassigned	1.5221969375971098	0.011098468798554861	1.511098468798555	0	0	0	0	2	2			
CRMP1	unassigned	1.521431174789138	0.010715587394569015	1.510715587394569	0	0	0	0	2	2			
EIF3B	unassigned	1.5210191280375494	0.01050956401877462	1.5105095640187747	0	0	0	0	2	2			
PSMD12	unassigned	1.5207893281737808	0.010394664086890382	1.5103946640868904	0	0	0	0	2	2			
CKMT1A	unassigned	1.519799395486773	0.009899697743386615	1.5098996977433865	0	0	0	0	2	2			
CHMP2B	unassigned	1.519042972160526	0.009521486080263042	1.509521486080263	0	0	0	0	2	2			
CCT2	unassigned	1.518826878754893	0.009413439377446542	1.5094134393774465	0	0	0	0	2	2			
JAM3	unassigned	1.5184715131179267	0.00923575655896347	1.5092357565589634	1	0	0	0	2	2	MS		
LRRC47	unassigned	1.5182714435873694	0.009135721793684715	1.5091357217936847	0	0	0	0	2	2			
ARL3	unassigned	1.516835717847563	0.008417858923781552	1.5084178589237816	0	0	0	0	2	2			
TOLLIP	unassigned	1.516788740226061	0.008394370113030347	1.5083943701130305	0	0	0	0	2	2			
UBE2D3	unassigned	1.5152458346041824	0.007622917302091303	1.5076229173020912	1	0	0	0	2	2	MS		
STRN3	unassigned	1.5143980134983623	0.007199006749181169	1.5071990067491812	0	0	0	0	2	2			
KAZN	unassigned	1.51377012860197	0.006885064300985011	1.506885064300985	0	0	0	0	2	2			
PSMA5	unassigned	1.5136697075882326	0.006834853794116358	1.5068348537941163	0	0	0	0	2	2			
SAMM50	unassigned	1.5135824440244567	0.00679122201222826	1.5067912220122284	0	0	0	0	2	2			
LIN7A	unassigned	1.512572975832418	0.006286487916209116	1.506286487916209	0	0	0	0	2	2			
VPS11	unassigned	1.512106810529168	0.0060534052645839775	1.506053405264584	1	0	0	0	2	2	MS		
CAMKV	unassigned	1.5120812620729867	0.006040631036493438	1.5060406310364933	0	0	0	0	2	2			
HSP90AA1	unassigned	1.5111391654663988	0.0055695827331994074	1.5055695827331994	0	0	0	0	2	2			
UBA6	unassigned	1.509553342192016	0.0047766710960079894	1.504776671096008	0	0	0	0	2	2			
PCDH10	unassigned	1.508988358628141	0.004494179314070479	1.5044941793140705	0	0	0	0	2	2			
RBM4B	unassigned	1.50869274157832	0.004346370789160003	1.50434637078916	1	0	0	0	2	2	MS		
UROD	unassigned	1.5082518397835338	0.004125919891766916	1.504125919891767	0	0	0	0	2	2			
FECH	unassigned	1.5072089325983065	0.0036044662991531196	1.5036044662991532	0	0	0	0	2	2			
PPFIA3	unassigned	1.5069969081574204	0.0034984540787103002	1.5034984540787102	0	0	0	0	2	2			
NID1	unassigned	1.5068847368578662	0.00344236842893314	1.503442368428933	0	0	0	0	2	2			
LBP	unassigned	1.5048135378010068	0.0024067689005035087	1.5024067689005034	0	0	0	0	2	2			
TXNL1	unassigned	1.504764613545999	0.002382306772999554	1.5023823067729996	0	0	0	0	2	2			
DCLK1	unassigned	1.5042058991565908	0.002102949578295321	1.5021029495782954	0	0	0	0	2	2			
PLG	unassigned	1.5041025403689923	0.0020512701844961345	1.5020512701844961	0	0	0	0	2	2			
BRK1	unassigned	1.502637182330031	0.0013185911650155924	1.5013185911650155	0	0	0	0	2	2			
TMEM192	unassigned	1.501762885041602	0.0008814425208011345	1.500881442520801	0	0	0	0	2	2			
UQCRB	unassigned	1.5008981796740661	0.0004490898370329566	1.500449089837033	0	1	0	0	2	2		MS	
COQ7	unassigned	1.4997556300476125	-0.00024436995238752424	1.5	0	0	0	0	2	2			
BLMH	unassigned	1.4993483045828273	-0.0006516954171726375	1.5	0	0	0	0	2	2			
EDC4	unassigned	1.4992974809558106	-0.0007025190441893869	1.5	0	0	0	0	2	2			
NSF	unassigned	1.4992206684827405	-0.0007793315172595072	1.5	0	0	0	0	2	2			
HINT1	unassigned	1.4992180702949316	-0.0007819297050682961	1.5	0	0	0	0	2	2			
BRSK2	unassigned	1.4989908636243103	-0.0010091363756896676	1.5	0	0	0	0	2	2			
TMEM30A	unassigned	1.4983744928663827	-0.00162550713361731	1.5	0	0	0	0	2	2			
SYT1	unassigned	1.4983188500524247	-0.001681149947575289	1.5	0	0	0	0	2	2			
NAPRT	unassigned	1.4982239645539503	-0.0017760354460496508	1.5	0	0	0	0	2	2			
SF3B1	unassigned	1.4979588969921656	-0.002041103007834333	1.5	0	0	0	0	2	2			
GMPPA	unassigned	1.4968110375469195	-0.003188962453080424	1.5	0	1	0	0	2	2		MS	
PSPC1	unassigned	1.4961927040642842	-0.003807295935715882	1.5	0	0	0	0	2	2			
FKBP4	unassigned	1.4959306843222109	-0.004069315677789231	1.5	0	0	0	0	2	2			
ATP5F1B	unassigned	1.4959173062635496	-0.004082693736450538	1.5	0	1	0	0	2	2		MS	
SEPTIN4	unassigned	1.495282877590958	-0.0047171224090420405	1.5	0	0	0	0	2	2			
PRKDC	unassigned	1.4946402221380648	-0.005359777861935311	1.5	0	0	0	0	2	2			
SYNRG	unassigned	1.494382560556367	-0.00561743944363291	1.5	0	0	0	0	2	2			
RNH1	unassigned	1.4940433292868454	-0.005956670713154755	1.5	0	0	0	0	2	2			
CLINT1	unassigned	1.4937756137275453	-0.006224386272454696	1.5	0	0	0	0	2	2			
HAGH	unassigned	1.4936516081515938	-0.0063483918484062984	1.5	0	0	0	0	2	2			
CFL2	unassigned	1.49302052222566	-0.006979477774339882	1.5	0	0	0	0	2	2			
PRODH	unassigned	1.4929632972010034	-0.007036702798996486	1.5	0	0	0	0	2	2			
USP9X	unassigned	1.4922605554261603	-0.007739444573839682	1.5	0	0	0	0	2	2			
FUBP3	unassigned	1.4922172998183365	-0.007782700181663549	1.5	0	0	0	0	2	2			
SLC25A42	unassigned	1.4915983493021971	-0.008401650697802854	1.5	0	0	0	0	2	2			
PIP4K2B	unassigned	1.4911518182264956	-0.008848181773504438	1.5	0	0	0	0	2	2			
SSR4	unassigned	1.4910603971785732	-0.008939602821426806	1.5	0	0	0	0	2	2			
FAH	unassigned	1.4907070708713521	-0.00929292912864782	1.5	0	0	0	0	2	2			
ANXA11	unassigned	1.4907038769465186	-0.009296123053481375	1.5	0	0	0	0	2	2			
VPS37B	unassigned	1.4906465412124983	-0.009353458787501823	1.5	0	0	0	0	2	2			
EHD3	unassigned	1.4905391757673612	-0.00946082423263872	1.5	0	0	0	0	2	2			
GCDH	unassigned	1.489654196798942	-0.010345803201057935	1.5	0	0	0	0	2	2			
PARVA	unassigned	1.4895870882525861	-0.010412911747413878	1.5	0	0	0	0	2	2			
PGM3	unassigned	1.4892395745701994	-0.010760425429800657	1.5	0	0	0	0	2	2			
MYL6B	unassigned	1.489025968175246	-0.010974031824753927	1.5	0	0	0	0	2	2			
OGA	unassigned	1.4887954296945707	-0.011204570305429207	1.5	0	0	0	0	2	2			
HNRNPM	unassigned	1.4886988803716306	-0.01130111962836955	1.5	0	0	0	0	2	2			
NIPSNAP2	unassigned	1.4886834899225074	-0.011316510077492625	1.5	0	0	0	0	2	2			
CTNNBL1	unassigned	1.4876157251792783	-0.012384274820721686	1.5	1	0	0	0	2	2	MS		
HSP90B1	unassigned	1.4875537684273685	-0.012446231572631583	1.5	1	1	0	0	2	2	MS	MS	
PSMD7	unassigned	1.4874886550581845	-0.012511344941815605	1.5	0	0	0	0	2	2			
SEC23B	unassigned	1.487397002484035	-0.012602997515964942	1.5	0	0	0	0	2	2			
ARPC4	unassigned	1.4873776153486844	-0.012622384651315488	1.5	0	0	0	0	2	2			
TUBB3	unassigned	1.486700587113398	-0.013299412886601969	1.5	0	0	0	0	2	2			
HSD17B8	unassigned	1.48662815221566	-0.01337184778434003	1.5	0	0	0	0	2	2			
FLNC	unassigned	1.4864201419314784	-0.013579858068521578	1.5	0	0	0	0	2	2			
HIKESHI	unassigned	1.48641822830645	-0.013581771693550015	1.5	0	0	0	0	2	2			
GAMT	unassigned	1.4864050903710395	-0.013594909628960372	1.5	0	1	0	0	2	2		MS	
HSPA4	unassigned	1.4863325444590687	-0.013667455540931295	1.5	0	0	0	0	2	2			
ITGB8	unassigned	1.48591484651784	-0.014085153482159996	1.5	0	1	0	0	2	2		MS	
INA	unassigned	1.4856027045108184	-0.014397295489181616	1.5	0	0	0	0	2	2			
HPCAL4	unassigned	1.4852886396901286	-0.014711360309871413	1.5	0	0	0	0	2	2			
TRIM28	unassigned	1.4849459270117833	-0.015054072988216705	1.5	0	0	0	0	2	2			
HSPA8	unassigned	1.4848030373718681	-0.01519696262813186	1.5	0	0	0	0	2	2			
MT1F	unassigned	1.4847425795334468	-0.015257420466553095	1.5	0	0	0	0	2	2			
PEX5L	unassigned	1.4846052029160872	-0.01539479708391267	1.5	0	0	0	0	2	2			
PFDN2	unassigned	1.4845602523505845	-0.015439747649415358	1.5	0	0	0	0	2	2			
PPAT	unassigned	1.4844809231926144	-0.015519076807385623	1.5	0	0	0	0	2	2			
VPS35	unassigned	1.4842973416395027	-0.015702658360497224	1.5	0	0	0	0	2	2			
CCDC47	unassigned	1.4840904125634542	-0.015909587436545913	1.5	0	0	0	0	2	2			
MAP6	unassigned	1.4833605535754661	-0.0166394464245338	1.5	0	0	0	0	2	2			
CRAT	unassigned	1.483010580121097	-0.0169894198789029	1.5	0	0	0	0	2	2			
TIMM44	unassigned	1.4827688819436362	-0.017231118056363792	1.5	0	0	0	0	2	2			
EPM2AIP1	unassigned	1.4822189167608677	-0.01778108323913219	1.5	0	0	0	0	2	2			
TUBB4A	unassigned	1.4815735366757106	-0.018426463324289544	1.5	0	0	0	0	2	2			
GOSR2	unassigned	1.481145071411893	-0.01885492858810711	1.5	0	0	0	0	2	2			
RAB35	unassigned	1.4811044230237422	-0.018895576976257766	1.5	0	0	0	0	2	2			
RABEP2	unassigned	1.4806427301373737	-0.019357269862626314	1.5	0	0	0	0	2	2			
ALYREF	unassigned	1.4805242453242593	-0.019475754675740697	1.5	1	0	0	0	2	2	MS		
C11orf54	unassigned	1.4802265139494426	-0.019773486050557454	1.5	0	0	0	0	2	2			
RPS24	unassigned	1.4799071006028164	-0.020092899397183617	1.5	0	0	0	0	2	2			
PACS1	unassigned	1.479614700103736	-0.02038529989626392	1.5	1	0	0	0	2	2	MS		
ABHD14B	unassigned	1.4792010325499545	-0.020798967450045502	1.5	0	0	0	0	2	2			
AKR7A2	unassigned	1.4791629118322693	-0.020837088167730777	1.5	0	0	0	0	2	2			
PPIB	unassigned	1.478944864244649	-0.021055135755351007	1.5	1	0	0	0	2	2	MS		
THY1	unassigned	1.4789362062160103	-0.02106379378398965	1.5	0	0	0	0	2	2			
MAP4	unassigned	1.4788254954995956	-0.021174504500404256	1.5	0	0	0	0	2	2			
PTGES3	unassigned	1.4788102202931515	-0.021189779706848544	1.5	0	0	0	0	2	2			
RTKN	unassigned	1.4788040576989496	-0.02119594230105032	1.5	0	0	0	0	2	2			
IFIT1	unassigned	1.4788000183734402	-0.021199981626559783	1.5	0	0	0	0	2	2			
NIF3L1	unassigned	1.4787816351975003	-0.021218364802499723	1.5	0	0	0	0	2	2			
RPN1	unassigned	1.4785340955889206	-0.021465904411079317	1.5	0	0	0	0	2	2			
DLD	unassigned	1.4778812784403046	-0.022118721559695298	1.5	0	0	0	0	2	2			
DNAJA2	unassigned	1.4777810563962623	-0.022218943603737662	1.5	0	0	0	0	2	2			
CST3	unassigned	1.4774253256479062	-0.02257467435209376	1.5	0	0	0	0	2	2			
AP1S1	unassigned	1.4774127391996288	-0.022587260800371267	1.5	0	0	0	0	2	2			
DPP10	unassigned	1.477209193482787	-0.022790806517213102	1.5	0	0	0	0	2	2			
H6PD	unassigned	1.4770755792138508	-0.022924420786149202	1.5	0	0	0	0	2	2			
VPS52	unassigned	1.4768260553021333	-0.023173944697866766	1.5	0	0	0	0	2	2			
PIP5K1C	unassigned	1.4766453109317017	-0.023354689068298184	1.5	0	0	0	0	2	2			
RTCB	unassigned	1.4766447506751201	-0.023355249324879812	1.5	0	0	0	0	2	2			
UQCRQ	unassigned	1.4765408266641666	-0.02345917333583336	1.5	0	0	0	0	2	2			
PACSIN1	unassigned	1.4761357360733172	-0.023864263926682783	1.5	0	0	0	0	2	2			
SLC25A6	unassigned	1.4759323523094647	-0.024067647690535265	1.5	0	0	0	0	2	2			
DLGAP4	unassigned	1.4752038193166903	-0.024796180683309743	1.5	0	0	0	0	2	2			
COL1A1	unassigned	1.4749440933443672	-0.02505590665563273	1.5	0	0	0	0	2	2			
ATP5PO	unassigned	1.4740014114600246	-0.025998588539975276	1.5	0	0	0	0	2	2			
VPS13D	unassigned	1.4739457417371216	-0.026054258262878327	1.5	0	0	0	0	2	2			
PSMB3	unassigned	1.4738389398664482	-0.026161060133551794	1.5	0	0	0	0	2	2			
DDX10	unassigned	1.4737496927928881	-0.026250307207111856	1.5	0	0	0	0	2	2			
TBCD	unassigned	1.4735261365291514	-0.02647386347084857	1.5	0	0	0	0	2	2			
DDAH1	unassigned	1.4732839824002522	-0.026716017599747732	1.5	0	0	0	0	2	2			
EIF2S2	unassigned	1.4731289555237903	-0.026871044476209582	1.5	0	0	0	0	2	2			
LASP1	unassigned	1.4727194195140816	-0.027280580485918415	1.5	0	0	0	0	2	2			
IDH3B	unassigned	1.472647487463616	-0.027352512536384044	1.5	0	1	0	0	2	2		MS	
MIF	unassigned	1.4723613164990113	-0.027638683500988637	1.5	0	0	0	0	2	2			
CPNE1	unassigned	1.4720984572368487	-0.027901542763151266	1.5	0	0	0	0	2	2			
PLXNB1	unassigned	1.472084988730994	-0.027915011269006085	1.5	0	0	0	0	2	2			
FSD1	unassigned	1.4712417950431602	-0.02875820495683984	1.5	0	0	0	0	2	2			
NID2	unassigned	1.4712030591936767	-0.028796940806323224	1.5	0	0	0	0	2	2			
MOSPD2	unassigned	1.4697938205250385	-0.03020617947496146	1.5	0	0	0	0	2	2			
TJP1	unassigned	1.46970903826678	-0.030290961733220045	1.5	0	0	0	0	2	2			
GMDS	unassigned	1.468015716609742	-0.03198428339025794	1.5	1	0	0	0	2	2	MS		
CHDH	unassigned	1.4678095431501237	-0.03219045684987637	1.5	0	0	0	0	2	2			
NDRG1	unassigned	1.4677235017537837	-0.032276498246216145	1.5	0	1	0	0	2	2		MS	
TP53BP1	unassigned	1.467535888290431	-0.03246411170956898	1.5	0	0	0	0	2	2			
KIF21A	unassigned	1.4671412737480285	-0.032858726251971504	1.5	0	1	0	0	2	2		MS	
ABLIM1	unassigned	1.466941932056018	-0.03305806794398203	1.5	0	0	0	0	2	2			
AP2S1	unassigned	1.4668492593114268	-0.033150740688573044	1.5	0	0	0	0	2	2			
MSN	unassigned	1.4665321885408489	-0.033467811459151064	1.5	0	0	0	0	2	2			
SYN1	unassigned	1.466168614014788	-0.03383138598521196	1.5	0	0	0	0	2	2			
GDI1	unassigned	1.4660656555735434	-0.0339343444264566	1.5	0	1	0	0	2	2		MS	
FN3KRP	unassigned	1.4660584397653353	-0.03394156023466466	1.5	0	0	0	0	2	2			
PEPD	unassigned	1.4659447415596962	-0.03405525844030366	1.5	0	0	0	0	2	2			
COMMD3	unassigned	1.4656929904433296	-0.034307009556670376	1.5	0	0	0	0	2	2			
USO1	unassigned	1.46554561274405	-0.03445438725594996	1.5	1	0	0	0	2	2	MS		
GCN1	unassigned	1.4654288992439124	-0.03457110075608755	1.5	0	0	0	0	2	2			
NFS1	unassigned	1.4653969030460956	-0.0346030969539044	1.5	0	0	0	0	2	2			
TNR	unassigned	1.4651585368564226	-0.03484146314357728	1.5	0	0	0	0	2	2			
SYN3	unassigned	1.4650723860822112	-0.03492761391778887	1.5	0	0	0	0	2	2			
GPD1	unassigned	1.4644575091420082	-0.035542490857991715	1.5	0	0	0	0	2	2			
ATG4B	unassigned	1.4644051062671852	-0.03559489373281477	1.5	0	0	0	0	2	2			
SOD1	unassigned	1.4643258912186263	-0.035674108781373726	1.5	0	0	0	0	2	2			
MAP1B	unassigned	1.4637721702692832	-0.03622782973071681	1.5	0	0	0	0	2	2			
FAM98B	unassigned	1.463626957198147	-0.03637304280185283	1.5	0	0	0	0	2	2			
LZTFL1	unassigned	1.4636130220697319	-0.03638697793026813	1.5	0	0	0	0	2	2			
SLC1A3	unassigned	1.4635534792224225	-0.036446520777577485	1.5	0	0	0	0	2	2			
ABCD3	unassigned	1.463492455133515	-0.03650754486648522	1.5	0	0	0	0	2	2			
SNU13	unassigned	1.4626700846780887	-0.03732991532191143	1.5	0	0	0	0	2	2			
TAF7L	unassigned	1.4620015936491244	-0.03799840635087559	1.5	0	0	0	0	2	2			
STK38L	unassigned	1.461470048489882	-0.038529951510118066	1.5	1	0	0	0	2	2	MS		
EIF6	unassigned	1.4612238068483716	-0.038776193151628446	1.5	0	0	0	0	2	2			
SUB1	unassigned	1.4611379559370654	-0.03886204406293453	1.5	0	0	0	0	2	2			
ARPC1A	unassigned	1.4610082299572136	-0.03899177004278648	1.5	0	0	0	0	2	2			
UFC1	unassigned	1.4609450130298451	-0.03905498697015486	1.5	0	0	0	0	2	2			
AKR7A3	unassigned	1.4608823900945562	-0.03911760990544372	1.5	0	0	0	0	2	2			
PC	unassigned	1.4604601810217734	-0.03953981897822667	1.5	0	0	0	0	2	2			
CMPK1	unassigned	1.4602492021311566	-0.039750797868843446	1.5	0	0	0	0	2	2			
CAND1	unassigned	1.460113241831679	-0.03988675816832099	1.5	0	1	0	0	2	2		MS	
UBQLN4	unassigned	1.4598362962708702	-0.04016370372912981	1.5	0	0	0	0	2	2			
UFD1	unassigned	1.4589491416658453	-0.04105085833415478	1.5	0	0	0	0	2	2			
SNRPA	unassigned	1.4589134758706	-0.041086524129400004	1.5	0	0	0	0	2	2			
ACTR1A	unassigned	1.4589110702307362	-0.04108892976926387	1.5	0	0	0	0	2	2			
CHM	unassigned	1.4584215008457646	-0.04157849915423545	1.5	0	0	0	0	2	2			
TSN	unassigned	1.458146772810203	-0.04185322718979689	1.5	0	1	0	0	2	2		MS	
UBAP2L	unassigned	1.4581132248927413	-0.04188677510725858	1.5	1	0	0	0	2	2	MS		
PIP4K2C	unassigned	1.457927566110308	-0.04207243388969201	1.5	0	0	0	0	2	2			
PCSK1N	unassigned	1.457738246583802	-0.04226175341619798	1.5	0	0	0	0	2	2			
CPT1A	unassigned	1.456249534520352	-0.043750465479648004	1.5	0	0	0	0	2	2			
BCAP29	unassigned	1.4557488786753994	-0.04425112132460057	1.5	0	0	0	0	2	2			
DLG3	unassigned	1.4557051936510148	-0.044294806348985194	1.5	0	0	0	0	2	2			
SH3GL3	unassigned	1.4557023274429834	-0.04429767255701661	1.5	0	0	0	0	2	2			
