gene	n_contexts_compared	c15_trend_contexts_tested	c15_trend_positive_context_count	c15_trend_positive_disease_count	c15_trend_negative_context_count	c15_strict_positive_context_count	c15_strict_positive_disease_count	c15_myeloid_positive_context_count	c15_state_pearson_r	c15_state_pearson_p	c15_state_spearman_r	c15_state_spearman_p	best_c15_context_delta	best_c15_context	positive_c15_contexts	negative_c15_contexts	contrast_state_score	mechanistic_seed	ms_delta_log2	ms_p	ms_fdr	residual_strict_disease_count	residual_retained_disease_count	wave39_call	wave39_score	uniprot_accessible	chembl_activity_count	wave55_score	wave55_n_genetic_diseases_ge_0_25	wave55_genetic_diseases_ge_0_25	wave62_score	wave62_call	wave62_ms_max_l2g_score	wave62_ms_max_relevant_qtl_h4	wave62_strong_l2g_disease_count	wave62_strong_qtl_coloc_disease_count	manual_blocker	prior_context_blocker	w68_cell_state	w68_remission_adjusted_delta	w68_remission_adjusted_p	w68_remission_adjusted_fdr	w68_call	w37_screen_call	w37_contrast_lfc	w37_contrast_fdr	w18_strong_support_contexts	w18_recommendation	wave79_call	wave79_gate_count	wave94_call	wave94_score	wave95_call	gate_ms_anchor	gate_c15_contrast_state	gate_cross_disease_residual	gate_cell_response_or_transition	gate_real_perturbation	gate_foundation_support	gate_genetics	gate_modality	gate_prior_not_blocked	intervention_evidence_count	pre_donor_controller_score	candidate_for_donor_validation
FN3KRP	17	7	1	1	0	1	1	0	0.21106357042124296	0.4161184717382457	0.04166666666666667	0.8738435327825248	1.073717479552335	t1d_endothelial_cell	t1d_endothelial_cell		2.922127140842486	False	-0.043235084868888	0.8718732035057413	0.9807593074474495	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.2534164952262241	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	2.922127140842486	False
FN3K	17	7	0	0	2	0	0	0	-0.38189752558300505	0.13035952875038992	-0.2034313725490196	0.4335552308263205				ibd_crohn_myeloid;ibd_uc_myeloid	-3.76379505116601	False	-0.2129231688230568	0.5463459888138823	0.9390010612097776	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.3117437478315858	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-5.76379505116601	False
TBCD	17	7	0	0	0	0	0	0	-0.5001154951826212	0.040914880834829324	-0.42156862745098045	0.09191262861281844					-1.0002309903652424	False	-0.2434911848966265	0.1523251516344489	0.8989378106274888	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.2175595320175263	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-1.0002309903652424	False
B3GNTL1	17	7	1	1	0	1	1	0	0.5256871397875126	0.03021446026570919	0.47794117647058826	0.05232854189081122	1.8181944350149353	t1d_stellate_cell	t1d_stellate_cell		3.5513742795750254	False	-1.1923509835522657	0.1136547159147897	0.8989378106274888	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.275777511960509	0.9965506589785832	0.0			0.0				False	False	False	False	False	False	False	False	True	0	3.5513742795750254	False
METRNL	14	7	1	1	2	1	1	1	0.5607764115591966	0.036966228237361405	0.432967032967033	0.12201000596848025	1.500562218560015	ibd_crohn_myeloid	ibd_crohn_myeloid	t1d_ductal_cell;t1d_acinar_cell	1.6215528231183933	False	-0.3234661878620919	0.5408957965427904	0.9385830984757956	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.358740936331085	0.9965506589785832	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.3784471768816067	False
AC130371.2	9	2	0	0	0	0	0	0	-0.37253076188041506	0.32346504353577854	-0.26666666666666666	0.48792227483870076					-0.7450615237608301	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.7450615237608301	False
AC144831.1	9	2	1	1	0	1	1	1	0.6882233849795611	0.0404078467409303	0.7166666666666667	0.02981803569584528	0.982259785357686	ibd_uc_myeloid	ibd_uc_myeloid		4.876446769959122	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	4.876446769959122	False
USP14	17	7	0	0	0	0	0	0	-0.1963763122894672	0.4500036053417806	-0.2034313725490196	0.4335552308263205					-0.3927526245789344	False	0.2512837953841949	0.1612868687993593	0.8989378106274888	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.0130325513648728	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.3927526245789344	False
THOC1	17	7	1	1	0	1	1	0	-0.0472032694364526	0.8572319956355573	-0.04656862745098039	0.8591333762840924	0.7790500186533018	t1d_endothelial_cell	t1d_endothelial_cell		2.405593461127095	False	-0.2141133922958165	0.2775580076712832	0.9049965616313804	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.2139107562523379	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	2.405593461127095	False
AP000845.1	8	2	0	0	0	0	0	0	-0.4157081208020272	0.30569152826822266	-0.4285714285714286	0.2894032248467902					-0.8314162416040544	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.8314162416040544	False
COLEC12	17	7	2	1	1	1	1	0	3.9970380124688953e-05	0.9998785238385578	0.09313725490196079	0.7221860910253712	1.806489869268644	t1d_stellate_cell	t1d_acinar_cell;t1d_stellate_cell	ibd_uc_myeloid	2.000079940760249	False	0.5423627059186442	0.2161572142121089	0.8993702893651148	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro	-2.190683987617443	0.0002098457911013	0.0081811459366389	DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.6004236587767251	0.920009505703422	0.0			0.0				False	False	False	True	False	False	False	False	True	1	2.500079940760249	False
TYMS	17	7	1	1	1	1	1	1	-0.13405746626686016	0.6079813641157016	-0.18872549019607845	0.4681922842798525	1.5606938408885318	ibd_crohn_myeloid	ibd_crohn_myeloid	t1d_acinar_cell	1.7318850674662798	False	-0.2831520363735595	0.8198881693823208	0.9761732664217524	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.4587497248356713	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.7318850674662798	False
ENOSF1	17	7	0	0	2	0	0	0	-0.40784210541543225	0.1041488008353839	-0.2916666666666667	0.2560026072263				ibd_uc_myeloid;sjogren_gland_apc	-3.8156842108308644	False	-0.2363246114445489	0.6349573047190332	0.9516720539073452	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-5.815684210830865	False
YES1	17	7	0	0	3	0	0	0	-0.3265151948494619	0.2008548511304273	-0.3357843137254902	0.1876141178747958				t1d_ductal_cell;t1d_acinar_cell;t1d_endothelial_cell	-5.153030389698924	False	-0.2715759590727131	0.6448846053328304	0.9532107136523256	0.0	0.0				0.0	4.0	1.0	UC	0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.2699547667765147	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-8.153030389698923	False
AP001020.3	8	2	0	0	0	0	0	0	-0.06232639683813687	0.8834402930631862	0.023809523809523815	0.9553740118158806					-0.12465279367627374	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.12465279367627374	False
AP001020.1	8	2	0	0	0	0	0	0	-0.9282675683251975	0.0008738241424380268	-0.7784570702436183	0.02286733396973684					-1.856535136650395	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-1.856535136650395	False
ADCYAP1	9	6	0	0	3	0	0	0	-0.2968775770607527	0.43788310175976486	-0.45	0.22421610749233675				t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell	-5.093755154121506	False	0.7446648512810778	0.5485418961862927	0.9390010612097776	0.0	0.0				0.0	2.0	1.0	T1D	0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.2500568026306187	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-8.093755154121506	False
METTL4	17	7	0	0	0	0	0	0	-0.044866099017499744	0.8642377234651643	0.01715686274509804	0.9478908818232219					-0.08973219803499949	False	-0.3200552012200823	0.527855698794417	0.9357323188472788	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.3640644633645249	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.08973219803499949	False
NDC80	17	7	0	0	0	0	0	0	-0.5372654260749676	0.026145200045532658	-0.5833333333333334	0.013970829934522295					-1.0745308521499353	False	-2.5474970168953437	0.0161928144164075	0.8372898579012464	0.0	0.0				0.0	3.0	1.0	UC	0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.2219867490640999	0.9965506589785832	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-1.0745308521499353	False
SMCHD1	17	7	2	2	1	2	2	2	0.23179261036261212	0.3706857155627462	0.07843137254901962	0.7647798831352098	1.1133692972596858	ibd_crohn_myeloid	ibd_crohn_myeloid;ibd_uc_myeloid	t1d_ductal_cell	5.963585220725224	False	0.4883153492569274	0.1203337647406622	0.8989378106274888	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC	-0.4858247811953174	0.0191890354402194	0.0367231919592755	DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	True	False	False	False	False	True	1	6.463585220725224	False
EMILIN2	17	7	1	1	0	1	1	1	0.2386701638384862	0.35624821542596463	0.34068627450980393	0.18085079957050132	1.0027830612124502	ibd_uc_myeloid	ibd_uc_myeloid		3.9773403276769725	False	0.1676585453824604	0.6631114776577118	0.9565589890801192	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.1043669213632526	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	3.9773403276769725	False
LPIN2	17	7	0	0	2	0	0	0	-0.5633462293469693	0.018531163518728282	-0.5098039215686275	0.036568145531216366				ibd_uc_myeloid;t1d_acinar_cell	-4.126692458693938	False	0.2162911875665969	0.0727212209404919	0.8989378106274888	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.0321446529493065	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-6.126692458693938	False
AP000919.4	7	2	0	0	0	0	0	0	0.8458691011171355	0.01645669514111314	0.4642857142857144	0.29393410760025185					1.691738202234271	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	1.691738202234271	False
AP000919.2	5	2	0	0	0	0	0	0	-0.5577677078681706	0.32859569047379766	-0.49999999999999994	0.3910022189557703					-1.1155354157363413	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-1.1155354157363413	False
AP000919.3	6	1	0	0	0	0	0	0	-0.28706532724289113	0.58123003388253	-0.08571428571428573	0.8717434402332361					-0.5741306544857823	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.5741306544857823	False
MYOM1	16	6	2	1	0	1	1	0	0.47519900572240653	0.06285833907294543	0.5147058823529412	0.04134580644224891	1.780664025304342	t1d_endothelial_cell	t1d_ductal_cell;t1d_endothelial_cell		4.450398011444813	False	0.5266418046026349	0.4020115177850833	0.9157809859344704	0.0	0.0				0.0	2.0	0.0		0.0649061501026153	NO_GO_WAVE62_TARGET_RESOLUTION	0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.0772864319411463	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	4.450398011444813	False
AP005329.3	9	2	0	0	0	0	0	0	-0.45019007031444397	0.2239962432217193	-0.25	0.5164895523012261					-0.9003801406288879	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.9003801406288879	False
MYL12A	17	7	2	2	0	2	2	2	0.29079795709828693	0.25748659838623433	0.37254901960784315	0.14083572189262192	0.5664943861210361	ibd_uc_myeloid	ibd_crohn_myeloid;ibd_uc_myeloid		7.581595914196574	False	-0.0212850692426567	0.8645847505585031	0.9801638168834976	0.0	0.0				0.0	3.0	0.0		1.1520055383443832	NO_GO_WAVE62_TARGET_RESOLUTION	0.0	0.0	0.0	0.0			DC	-0.3023264670942383	0.0279133237932825	0.0447672063365396	DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.6161763780576249	0.9965506589785832	0.0			0.0				False	False	False	True	False	False	False	False	True	1	9.081595914196573	False
AP005329.1	6	2	0	0	0	0	0	0	0.7704595845612223	0.07298609869297994	0.7714285714285715	0.07239650145772594					1.5409191691224446	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	1.5409191691224446	False
MYL12B	17	7	1	1	0	1	1	1	0.1225060532188458	0.6394966252756644	0.11764705882352941	0.6529334399539918	0.4125064059483332	ibd_uc_myeloid	ibd_uc_myeloid		3.7450121064376916	False	-0.0032705830025676	0.9799472946946296	0.9982687727683835	0.0	0.0				0.0	2.0	0.0		0.2094457745552063	NO_GO_WAVE62_TARGET_RESOLUTION	0.0	0.0	0.0	0.0			Mono_macro	-0.5731575748199209	0.0005994864584155	0.0113313768794424	DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.2277899563262995	0.9971256078463696	0.0			0.0				False	False	False	True	False	False	False	False	True	1	5.245012106437692	False
TGIF1	17	7	2	1	1	1	1	0	0.0954792672076636	0.7154699264486926	0.24019607843137256	0.3530886590520007	0.4994811429926269	t1d_stellate_cell	t1d_ductal_cell;t1d_stellate_cell	ibd_uc_myeloid	2.1909585344153273	False	0.1508167431979625	0.4738778666324043	0.9251492084090304	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.2111281097610011	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	1.1909585344153273	False
GAPLINC	16	7	0	0	2	0	0	0	-0.7022273052083063	0.002422247629988656	-0.36470588235294116	0.164868397244754				ibd_crohn_myeloid;ibd_uc_myeloid	-4.404454610416613	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-6.404454610416613	False
DLGAP1-AS1	17	7	1	1	0	1	1	0	0.6474382193023777	0.0049575639452539835	0.6470588235294119	0.004991395929870346	2.272580555651762	t1d_endothelial_cell	t1d_endothelial_cell		3.7948764386047555	False	-0.5636384979801932	0.417897997835134	0.9185195974256102	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC	-1.8222516139182696	0.0389733737685569	0.0548143281103346	DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	True	False	False	False	False	True	1	5.2948764386047555	False
DLGAP1-AS2	17	7	0	0	0	0	0	0	0.35289306071872306	0.16471956785801778	0.2720588235294118	0.29079593850441826					0.7057861214374461	False	-1.964049245645663	0.064251488163896	0.8989378106274888	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.7057861214374461	False
ZBTB14	17	7	0	0	1	0	0	0	-0.04183155129854722	0.8733480730577748	-0.022058823529411766	0.9330304490530753				sjogren_gland_apc	-1.5836631025970944	False	0.3693074836166605	0.1877560419984054	0.8993702893651148	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.0831105862656194	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-2.5836631025970944	False
AP005671.1	5	2	2	2	0	2	2	2	0.6330159401998687	0.2516629587476152	0.6	0.28475697986529386	1.138252957058133	ibd_crohn_myeloid	ibd_crohn_myeloid;ibd_uc_myeloid		8.266031880399737	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	8.266031880399737	False
EPB41L3	17	7	0	0	1	0	0	0	0.396485139279393	0.11511440210421835	0.27696078431372556	0.2818431625140768				t1d_ductal_cell	-0.707029721441214	False	-0.1387951517387087	0.3340207848207747	0.9141270983319502	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro	-0.7659442583652198	0.0005318351007133	0.0110563461001185	DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	True	False	False	False	False	True	1	-0.207029721441214	False
L3MBTL4	17	7	3	2	0	1	1	1	0.40271071769912975	0.10900723372314766	0.31617647058823534	0.21632697166875522	1.284456004676568	t1d_acinar_cell	ibd_crohn_myeloid;t1d_ductal_cell;t1d_acinar_cell		6.30542143539826	False	0.2899087153458772	0.2205019752357709	0.8993702893651148	0.0	0.0				0.0	3.0	1.0	T1D	0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.5032854343549444	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	6.30542143539826	False
L3MBTL4-AS1	7	4	0	0	1	0	0	0	-0.7191967204397761	0.06851639218550547	-0.3214285714285715	0.4820720382996776				ibd_uc_myeloid	-2.938393440879552	False	-0.1935701366821085	0.8109705141296991	0.9761732664217524	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-3.938393440879552	False
PTPRM	17	7	0	0	0	0	0	0	-0.13110830412011854	0.6159684184843187	-0.14460784313725492	0.5797547992794123					-0.26221660824023707	False	0.3251219913626677	0.4150422963288477	0.9185195974256102	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.0451175091339405	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.26221660824023707	False
RAB12	17	7	0	0	3	0	0	0	-0.1234883263771911	0.63679296187374	-0.22058823529411767	0.3948890883363402				t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell	-4.746976652754382	False	-0.0029499370510279	0.9889453725133815	0.9992380443970746	0.0	0.0				0.0	3.0	1.0	Psoriasis	0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.1728749537574364	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-7.746976652754382	False
MTCL1	17	7	0	0	1	0	0	0	-0.3484803229682308	0.17043464039476566	-0.08578431372549021	0.7433950261372769				sjogren_gland_apc	-2.1969606459364615	False	0.1346134837490549	0.745381133508712	0.9703288564909704	0.0	0.0				0.0	4.0	1.0	Psoriasis	0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.3205014300125804	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-3.1969606459364615	False
NDUFV2	17	7	1	1	0	1	1	1	-0.07613361854388645	0.7714964061205087	-0.08823529411764706	0.7363051515421217	0.5059515259787277	ibd_uc_myeloid	ibd_uc_myeloid		3.3477327629122273	False	-0.0480407013613657	0.8372761500346841	0.9761732664217524	0.0	0.0				0.0	2.5	0.0		0.0		0.0	0.0	0.0	0.0			DC	-0.4094541290931144	0.0374053244197662	0.0532064521185833	DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.0659406615118302	0.9971256078463696	0.0			0.0				False	False	False	True	False	False	False	False	True	1	4.847732762912227	False
AP005899.1	7	2	0	0	0	0	0	0	-0.1084596137057462	0.8169543138989794	0.21428571428571433	0.6445115810207203					-0.2169192274114924	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.2169192274114924	False
NDUFV2-AS1	17	7	0	0	1	0	0	0	-0.07204118152831995	0.783496746662651	-0.13725490196078433	0.5993690521648235				t1d_stellate_cell	-1.64408236305664	False	-0.7123066048618232	0.475714219931635	0.9257351193278118	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-2.64408236305664	False
ANKRD12	17	7	0	0	0	0	0	0	0.1842820618093953	0.4789205221281724	0.02696078431372549	0.9181909009189737					0.3685641236187906	False	0.0423775301220619	0.8610091666004651	0.9797533479060436	0.0	0.0				0.0	4.0	1.0	UC	0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.0038176909244531	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.3685641236187906	False
TWSG1	17	7	2	1	0	1	1	0	-0.10132028207073918	0.6988063673769006	-0.10049019607843139	0.7011667687510685	0.3196329208236568	t1d_stellate_cell	t1d_acinar_cell;t1d_stellate_cell		3.297359435858522	False	0.4225331363324471	0.0248344285859821	0.8472374898464006	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.3460544954682067	0.9971256078463696	0.0			0.0				True	False	False	False	False	False	False	False	True	0	5.297359435858522	False
RALBP1	17	7	0	0	0	0	0	0	-0.4703226926604181	0.05675285029352785	-0.5343137254901961	0.027139775804459698					-0.9406453853208362	False	0.2033447389074822	0.0879436974654943	0.8989378106274888	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.1393238517655786	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.9406453853208362	False
PPP4R1	17	7	0	0	2	0	0	0	-0.15510450677607215	0.5522335735734402	-0.232843137254902	0.368459654854376				t1d_ductal_cell;t1d_stellate_cell	-3.3102090135521443	False	-0.2266349932461331	0.1338343109951004	0.8989378106274888	0.0	0.0				0.0	2.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.2430475864906502	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-5.310209013552145	False
RAB31	17	7	0	0	0	0	0	0	-0.3672717516070766	0.14699857327398563	-0.32352941176470595	0.20524666282786763					-0.7345435032141532	False	0.333943488317626	0.1253207188641395	0.8989378106274888	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.6438504580311022	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.7345435032141532	False
VAPA	17	7	0	0	0	0	0	0	-0.05578291767611612	0.8316042500478706	-0.08333333333333334	0.750504450153402					-0.11156583535223225	False	0.0339487270685889	0.8778937181448692	0.9823503154880516	0.0	0.0				0.0	0.0	0.0		0.6886889338493347	NO_GO_WAVE62_TARGET_RESOLUTION	0.0	0.0	0.0	0.0			Mono_macro	-0.4953451812529108	0.0024833174527386	0.0167982629469701	DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.9658706589253984	0.920009505703422	0.0			0.0				False	False	False	True	False	False	False	False	True	1	1.3884341646477678	False
APCDD1	17	7	0	0	1	0	0	0	-0.24775363078058626	0.3376755383111665	-0.2843137254901961	0.26873189936784375				sjogren_gland_apc	-1.9955072615611726	False	-0.9551622016661732	0.2672816209980851	0.9049965616313804	0.0	0.0				0.0	5.0	2.0	SLE;T1D	0.8915111124515533	NO_GO_WAVE62_TARGET_RESOLUTION	0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.2683620255792686	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-2.9955072615611726	False
