gene	n_contexts_compared	c15_trend_contexts_tested	c15_trend_positive_context_count	c15_trend_positive_disease_count	c15_trend_negative_context_count	c15_strict_positive_context_count	c15_strict_positive_disease_count	c15_myeloid_positive_context_count	c15_state_pearson_r	c15_state_pearson_p	c15_state_spearman_r	c15_state_spearman_p	best_c15_context_delta	best_c15_context	positive_c15_contexts	negative_c15_contexts	contrast_state_score	mechanistic_seed	ms_delta_log2	ms_p	ms_fdr	residual_strict_disease_count	residual_retained_disease_count	wave39_call	wave39_score	uniprot_accessible	chembl_activity_count	wave55_score	wave55_n_genetic_diseases_ge_0_25	wave55_genetic_diseases_ge_0_25	wave62_score	wave62_call	wave62_ms_max_l2g_score	wave62_ms_max_relevant_qtl_h4	wave62_strong_l2g_disease_count	wave62_strong_qtl_coloc_disease_count	manual_blocker	prior_context_blocker	w68_cell_state	w68_remission_adjusted_delta	w68_remission_adjusted_p	w68_remission_adjusted_fdr	w68_call	w37_screen_call	w37_contrast_lfc	w37_contrast_fdr	w18_strong_support_contexts	w18_recommendation	wave79_call	wave79_gate_count	wave94_call	wave94_score	wave95_call	gate_ms_anchor	gate_c15_contrast_state	gate_cross_disease_residual	gate_cell_response_or_transition	gate_real_perturbation	gate_foundation_support	gate_genetics	gate_modality	gate_prior_not_blocked	intervention_evidence_count	pre_donor_controller_score	candidate_for_donor_validation
BAIAP2-DT	17	7	0	0	1	0	0	0	-0.1426128596714255	0.5850497633119582	-0.24019607843137256	0.3530886590520007				ibd_crohn_myeloid	-1.7852257193428511	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-2.785225719342851	False
BAIAP2	17	7	1	1	1	1	1	0	-0.1632915677407607	0.5311762554763518	-0.33333333333333337	0.19105762734590404	1.6196183730649736	t1d_endothelial_cell	t1d_endothelial_cell	ibd_uc_myeloid	0.6734168645184786	False	-0.1980867752598474	0.3659461827041202	0.9141270983319502	0.0	0.0				0.0	3.0	1.0	Celiac	1.4237166485094197	NO_GO_WAVE62_TARGET_RESOLUTION	0.0	0.0	0.0	1.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.4066881224684993	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.3265831354815214	False
AATK	17	7	0	0	0	0	0	0	0.633245589059229	0.006356205732507536	0.5784313725490197	0.014996936854650129					1.266491178118458	False	-1.1581006065524369	0.1625676927778142	0.8989378106274888	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.4007979398639818	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	1.266491178118458	False
CEP131	17	7	0	0	0	0	0	0	-0.27136803680781507	0.29207117837622437	-0.2034313725490196	0.4335552308263205					-0.5427360736156301	False	-0.4812189991794593	0.1799191491902557	0.8993702893651148	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.3345483177359501	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.5427360736156301	False
TEPSIN	17	7	0	0	0	0	0	0	-0.25974870342430384	0.3140237232583486	-0.16176470588235298	0.5350755062766513					-0.5194974068486077	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.5194974068486077	False
NDUFAF8	17	7	0	0	0	0	0	0	-0.7060772866048257	0.0015366708774232948	-0.7181372549019608	0.0011670424443282882					-1.4121545732096514	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-1.4121545732096514	False
SLC38A10	17	7	0	0	0	0	0	0	-0.3428391334804711	0.17793238330028013	-0.303921568627451	0.23563584127730533					-0.6856782669609423	False	-0.3863677285688229	0.0374280438341239	0.8506970233122761	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.4279700709494693	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.6856782669609423	False
BAHCC1	17	7	0	0	0	0	0	0	-0.20082426831209443	0.43959688829129473	-0.25980392156862747	0.31391716151942506					-0.40164853662418887	False	-0.742939757526158	0.1412656606971322	0.8989378106274888	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.40164853662418887	False
ACTG1	17	7	4	3	0	4	3	2	0.7234891922961301	0.0010283661052725077	0.5612745098039216	0.01906346540320027	0.8431426445606398	t1d_endothelial_cell	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_stellate_cell;t1d_endothelial_cell		11.94697838459226	False	0.2705016865406886	0.1886772248244732	0.8993702893651148	0.0	0.0	NO_GO_SURFACEOME_RESCUE	8.0	False	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.1401287681934512	1.0	0.0			0.0				False	True	False	False	False	False	False	False	True	0	11.94697838459226	True
FAAP100	17	7	1	1	1	1	1	0	-0.45135961748571174	0.0689694642463586	-0.4460784313725491	0.07269184178908121	1.077999911177062	t1d_endothelial_cell	t1d_endothelial_cell	t1d_ductal_cell	0.09728076502857652	False	-0.1525982235044303	0.3253729858716875	0.9123553860771748	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.9027192349714235	False
NPLOC4	17	7	0	0	0	0	0	0	-0.1963803440224942	0.44999411622692154	-0.24264705882352944	0.3480470322955878					-0.3927606880449884	False	-0.1346212760272251	0.3773157148893653	0.9141270983319502	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.0483250779951635	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.3927606880449884	False
TSPAN10	17	7	1	1	0	0	0	0	0.18989130763653497	0.4653974299810009	0.2303921568627451	0.3736648667172987	1.665488588520975	t1d_ductal_cell	t1d_ductal_cell		1.37978261527307	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.2035783289990729	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	1.37978261527307	False
PDE6G	10	5	0	0	0	0	0	0	-0.760978778817925	0.01057801516561237	-0.49090909090909085	0.14965567342083683					-1.52195755763585	False	0.056241392401803	0.9582744783626728	0.995447887770418	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.1152512761169664	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-1.52195755763585	False
OXLD1	17	7	0	0	0	0	0	0	-0.35651832025277475	0.16012217002803822	-0.3186274509803922	0.2125915923704277					-0.7130366405055495	False	-0.4984592671076013	0.2047179695728104	0.8993702893651148	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.0610977522256316	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.7130366405055495	False
CCDC137	17	7	1	1	0	1	1	1	-0.4124026889565652	0.09996180949609076	-0.47058823529411764	0.05659410879699636	0.8731564975929165	ibd_crohn_myeloid	ibd_crohn_myeloid		2.6751946220868694	False	-0.1230842858218412	0.5310217445599662	0.9357323188472788	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.6487280906343363	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	2.6751946220868694	False
ARL16	17	7	1	1	0	0	0	1	-0.6783996628251803	0.002756839880508013	-0.7230392156862746	0.001039474611597621	0.5568761294337072	sjogren_gland_apc	sjogren_gland_apc		0.6432006743496395	False	-0.095280361187088	0.849787024384691	0.976912033303786	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.2296653181126409	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.6432006743496395	False
HGS	17	7	1	1	0	1	1	1	-0.20464293648049545	0.43076229227460555	-0.35784313725490197	0.15846398998236902	0.7195448822302524	ibd_crohn_myeloid	ibd_crohn_myeloid		3.0907141270390093	False	-0.0739570031852832	0.487917173829768	0.926038761164836	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.4129252893724593	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	3.0907141270390093	False
AC139530.1	6	2	0	0	1	0	0	0	-0.3463622587062651	0.5012326003183721	-0.2571428571428572	0.6227871720116619				ibd_uc_myeloid	-2.1927245174125303	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-3.1927245174125303	False
MRPL12	17	7	0	0	0	0	0	0	-0.2714866583264539	0.29185195596276037	-0.12500000000000003	0.6326406085600336					-0.5429733166529078	False	0.0995567712853109	0.7464101655965922	0.9703288564909704	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.0679846440348391	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.5429733166529078	False
SLC25A10	17	7	0	0	0	0	0	0	-0.36934098591164155	0.14456049691741182	-0.31617647058823534	0.21632697166875522					-0.7386819718232831	False	0.7393084225854065	0.5327257715121669	0.9357323188472788	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.2256252481925785	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.7386819718232831	False
MCRIP1	17	7	0	0	1	0	0	0	-0.41186125252450806	0.10045250117334904	-0.3308823529411765	0.194542528266613				ibd_crohn_myeloid	-2.323722505049016	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-3.323722505049016	False
P4HB	17	7	0	0	0	0	0	0	-0.5351488111411611	0.026855480333975557	-0.6102941176470589	0.00927433765845062					-1.0702976222823222	False	-0.1078198500006752	0.5193269228408691	0.9352591033176444	0.0	3.0	NO_GO_SURFACEOME_RESCUE	16.5	True	702.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.502659510369641	0.9971256078463696	0.0		NO_GO_TARGETABILITY_SHORTLIST_NODE	3.0			NO_GO_MARKER_WITHOUT_RESIDUAL_OR_PERTURBATION_SUPPORT	False	False	False	False	False	False	False	True	True	1	-0.07029762228232217	False
ARHGDIA	17	7	0	0	0	0	0	0	-0.5816818412061979	0.014310140457861846	-0.3995098039215687	0.11211790882594828					-1.1633636824123958	False	0.0561384888112677	0.6633657319867141	0.9565589890801192	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.2667692457768452	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-1.1633636824123958	False
AC145207.2	9	2	0	0	0	0	0	0	0.05310587554766147	0.892067535279605	0.049999999999999996	0.8983528043506303					0.10621175109532294	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.10621175109532294	False
AC145207.5	9	2	0	0	0	0	0	0	0.27817397867188887	0.46859048555185406	0.03333333333333333	0.9321567355405039					0.5563479573437777	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.5563479573437777	False
ALYREF	17	7	0	0	1	0	0	0	-0.26157813509304323	0.3105045750639501	-0.3308823529411765	0.194542528266613				t1d_ductal_cell	-2.0231562701860866	False	-0.0557167829045202	0.8452603181159679	0.9762025754672216	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.540391339903406	0.9965506589785832	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-3.0231562701860866	False
ANAPC11	17	7	2	2	2	0	0	1	-0.284611496841887	0.26820897920521514	-0.4264705882352942	0.08780457420797681	0.4743612852935577	sjogren_gland_apc	sjogren_gland_apc;t1d_acinar_cell	ibd_crohn_myeloid;ibd_uc_myeloid	-0.5692229936837743	False	0.0576814010652348	0.7432088410217692	0.9698430418625066	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.318503554913392	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-2.5692229936837743	False
PCYT2	17	7	1	1	0	0	0	0	-0.09978498890844005	0.7031741027482139	-0.17401960784313728	0.5041495460552976	0.903984113594376	t1d_acinar_cell	t1d_acinar_cell		0.8004300221831199	False	-0.8049877730571406	0.340891924409461	0.9141270983319502	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.1714013882253859	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.8004300221831199	False
SIRT7	17	7	0	0	0	0	0	0	-0.23962837782538873	0.3542622792953037	-0.32843137254901966	0.19806893186877203					-0.47925675565077747	False	-0.1059818625363586	0.6843702973178545	0.9621391964495566	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.0892774846431836	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.47925675565077747	False
MAFG	17	7	0	0	0	0	0	0	0.2521886137397312	0.3288141821511019	0.2058823529411765	0.42791485314270766					0.5043772274794625	False	-0.3835627751752088	0.1745891759670026	0.8993702893651148	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.8761910178987351	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.5043772274794625	False
MAFG-DT	9	2	0	0	0	0	0	0	-0.8607760660989311	0.0028856170159389048	-0.7833333333333333	0.012519873019449885					-1.7215521321978622	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-1.7215521321978622	False
PYCR1	17	7	0	0	0	0	0	0	0.1094420335206631	0.675852050979787	0.007352941176470588	0.9776558930236224					0.2188840670413262	False	-1.9924329213189151	0.1027178553073623	0.8989378106274888	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.1576926424724635	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.2188840670413262	False
ASPSCR1	17	7	0	0	0	0	0	0	-0.08437333364670467	0.7474854236966515	-0.08333333333333334	0.750504450153402					-0.16874666729340934	False	-0.0549563373393917	0.8681185280543071	0.9803928992331024	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.3284567094732422	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.16874666729340934	False
CENPX	17	7	0	0	2	0	0	0	-0.4790883174898477	0.051685394514785835	-0.5294117647058825	0.028855722586286218				t1d_ductal_cell;t1d_acinar_cell	-3.9581766349796954	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-5.958176634979695	False
LRRC45	17	7	0	0	0	0	0	0	0.11359733605190454	0.6642101424113498	0.09558823529411767	0.7151579154299805					0.2271946721038091	False	-0.5191206924117671	0.1084199907152555	0.8989378106274888	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.5041229253614542	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.2271946721038091	False
DCXR	17	7	1	1	0	1	1	1	-0.19326978798193534	0.45734524766363766	-0.2524509803921569	0.32829422956501814	1.1417804220609993	ibd_crohn_myeloid	ibd_crohn_myeloid		3.113460424036129	False	-0.5739161490412332	0.1077718175573779	0.8989378106274888	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.2231764193801493	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	3.113460424036129	False
RFNG	17	7	0	0	0	0	0	0	-0.25912919676979795	0.3152207274005731	-0.31617647058823534	0.21632697166875522					-0.5182583935395959	False	0.085785898493965	0.6732867930466168	0.9596060298269468	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.2650122773746743	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.5182583935395959	False
GPS1	17	7	0	0	0	0	0	0	-0.48203086989011806	0.05006271171195554	-0.48774509803921573	0.04702109699673028					-0.9640617397802361	False	-0.2711893316461538	0.2016145190875468	0.8993702893651148	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.0063528688561445	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.9640617397802361	False
DUS1L	17	7	0	0	4	0	0	0	-0.5675317482376432	0.017491261953467247	-0.6176470588235294	0.008242328912101944				ibd_uc_myeloid;sjogren_gland_apc;t1d_ductal_cell;t1d_acinar_cell	-7.135063496475286	False	-0.587421580643058	0.0651554660372317	0.8989378106274888	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.2605550481567248	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-10.135063496475286	False
FASN	17	7	1	1	0	0	0	1	-0.12161915525277775	0.6419414651745434	-0.18382352941176472	0.4800344013399135	1.5942114931837112	sjogren_gland_apc	sjogren_gland_apc		1.7567616894944444	False	-0.6880397285494588	0.0316181547030995	0.8506970233122761	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.1343154176615726	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	1.7567616894944444	False
CCDC57	17	7	0	0	0	0	0	0	-0.6232517329896622	0.007519130617320659	-0.6053921568627452	0.010017774633180295					-1.2465034659793244	False	-0.1331412112828491	0.4633786926746218	0.9239963547089984	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.1904305803334554	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-1.2465034659793244	False
AC132872.2	4	2	1	1	0	1	1	1	0.6515154313452517	0.3484845686547482	0.39999999999999997	0.6	0.696766850856808	ibd_uc_myeloid	ibd_uc_myeloid		4.803030862690504	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	4.803030862690504	False
SLC16A3	17	7	3	3	0	3	3	2	0.375224474497224	0.13778026009688465	0.45833333333333337	0.06427130284402016	3.441472288205248	ibd_crohn_myeloid	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_stellate_cell		10.250448948994448	False	-0.1782204802686955	0.6479826936560464	0.9532107136523256	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro	-0.6996684697379228	0.0110601733672061	0.0286773149316655	DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.0580147972581047	1.0	0.0			0.0				False	False	False	True	False	False	False	False	True	1	11.750448948994448	True
CSNK1D	17	7	0	0	1	0	0	0	-0.17757682780315737	0.49533413101851426	-0.32598039215686275	0.20163694355296405				t1d_acinar_cell	-1.8551536556063146	False	-0.0693133017918334	0.7118931429124398	0.9669212366619434	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.1788185929288306	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-2.8551536556063146	False
AC132872.3	7	2	0	0	0	0	0	0	0.41440229183375765	0.3553059786960502	0.4642857142857144	0.29393410760025185					0.8288045836675153	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.8288045836675153	False
AC132872.1	9	2	0	0	0	0	0	0	0.24591247520102733	0.5235950643729131	0.09999999999999999	0.797971695234851					0.49182495040205465	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.49182495040205465	False
CD7	16	7	0	0	0	0	0	0	0.23058192118032425	0.39024376357674645	0.18235294117647058	0.4990748572458002					0.4611638423606485	False	0.2329810841744652	0.5918772129028558	0.9466965949245808	0.0	0.0				0.0	1.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.3768155878002661	0.9965506589785832	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.4611638423606485	False
SECTM1	17	7	1	1	0	1	1	1	0.2801706298491364	0.2760726333080547	0.29901960784313725	0.24365533759455596	1.8638957749701732	ibd_crohn_myeloid	ibd_crohn_myeloid		4.060341259698273	False	-0.2897423490433652	0.5858840884336783	0.9464449594593544	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	4.060341259698273	False
OGFOD3	17	7	0	0	1	0	0	0	-0.7612935237191947	0.00038528962395074185	-0.8088235294117647	8.459695101481672e-05				ibd_uc_myeloid	-3.0225870474383894	False	-1.0374506283172131	0.2259521692649054	0.8993702893651148	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC	1.259742216963718	0.0211768586483524	0.0385540417019048	DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.2294839587722434	0.9971256078463696	0.0			0.0				False	False	False	True	False	False	False	False	True	1	-2.5225870474383894	False
HEXDC	6	2	0	0	0	0	0	0	-0.6513068540159122	0.16118210399541621	-0.6571428571428573	0.1561749271137024					-1.3026137080318243	False	-0.3229608813458853	0.184384696445674	0.8993702893651148	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0								UNRESOLVED	0.0260479343302898	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-1.3026137080318243	False
CYBC1	17	7	0	0	1	0	0	0	-0.13943331959732772	0.5935300141745248	-0.11274509803921569	0.6665920499637249				ibd_uc_myeloid	-1.7788666391946555	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-2.7788666391946553	False
NARF	17	7	1	1	0	0	0	0	-0.03209182854947995	0.9026852392007688	-0.04901960784313726	0.8517943990009383	0.6083684154410145	t1d_acinar_cell	t1d_acinar_cell		0.9358163429010401	False	-0.183202578600369	0.5129106554730155	0.9332978316907056	0.0	0.0				0.0	0.0	0.0		0.2913707196712494	NO_GO_WAVE62_TARGET_RESOLUTION	0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.2836664290675497	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.9358163429010401	False
FOXK2	17	7	0	0	7	0	0	0	-0.672840205872701	0.0030781232372049214	-0.6764705882352942	0.0028650638653291483				ibd_crohn_myeloid;ibd_uc_myeloid;sjogren_gland_apc;t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell	-7.345680411745402	False	0.0674664551259809	0.8038228165937541	0.9754873976997136	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.5349046563562952	0.9965506589785832	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-10.345680411745402	False
AC124283.1	9	2	0	0	0	0	0	0	-0.014544244489197916	0.9703759309597256	0.21666666666666667	0.5755148957119259					-0.029088488978395832	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.029088488978395832	False
WDR45B	17	7	0	0	1	0	0	0	-0.686200237925494	0.0023526421983100813	-0.5686274509803922	0.017226738525358574				ibd_uc_myeloid	-2.872400475850988	False	-0.1461611385031656	0.6626305505427963	0.9565589890801192	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.3521182418813013	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-3.872400475850988	False
RAB40B	17	7	0	0	1	0	0	0	-0.23707174001390308	0.3595749624234604	-0.2058823529411765	0.42791485314270766				ibd_uc_myeloid	-1.9741434800278062	False	-0.0114683107413195	0.9769440998160628	0.9978591419243252	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.0167213910806773	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-2.974143480027806	False
