seed	n_requested	event_probability_before_competing_death	molecular_progression_hr_per_latent_sd	competing_death_probability	competing_event_mechanism	n_simulated_cohorts	n_valid_fits	valid_fit_rate	significant_count	significant_probability	significant_probability_ci_low	significant_probability_ci_high	positive_call_probability	negative_call_probability	median_score_z	median_one_step_log_hr	median_usable_n	median_progression_events	median_competing_deaths
54933	240	0.3	1.7	0.1	joint_score_progression_risk	400	400	1.0	213	0.5325	0.48352749876023604	0.5808542021080347	0.5325	0.0	2.053311362798066	0.3091125245756077	216.0	57.0	17.0
54933	240	0.3	1.7	0.25	joint_score_progression_risk	400	400	1.0	130	0.325	0.28095326743154514	0.3723760355854586	0.325	0.0	1.5410097812301857	0.24428039963321868	217.0	49.0	45.0
54933	320	0.15	1.0	0.0	none	400	400	1.0	16	0.04	0.024769063069711758	0.06398224771784103	0.02	0.02	0.0993301700675345	0.01683167190294757	288.0	43.0	0.0
54933	320	0.15	1.0	0.1	independent	400	400	1.0	27	0.0675	0.04680146916375965	0.09642666543540682	0.0275	0.04	-0.07641907714407253	-0.013048286864664558	288.0	40.0	27.0
54933	320	0.15	1.0	0.25	independent	400	400	1.0	22	0.055	0.03659849414955068	0.08186744780797323	0.0225	0.0325	0.026371996920474143	0.005038975625170196	288.0	38.0	66.0
54933	320	0.15	1.0	0.1	score_dependent	400	400	1.0	13	0.0325	0.01908984237880045	0.0548041528237668	0.0225	0.01	0.010197051718055492	0.0017197460379493618	288.0	40.0	26.0
54933	320	0.15	1.0	0.25	score_dependent	400	400	1.0	20	0.05	0.03259742983714726	0.07596363506371961	0.03	0.02	-0.023028672240785832	-0.00466712681999114	288.0	37.0	66.0
54933	320	0.15	1.0	0.1	progression_risk_dependent	400	400	1.0	21	0.0525	0.034591528357920405	0.07892197507127496	0.03	0.0225	-0.011362860200531223	-0.0019635920036420946	288.0	39.5	25.0
54933	320	0.15	1.0	0.25	progression_risk_dependent	400	400	1.0	9	0.0225	0.011881583530495034	0.04220265755875813	0.015	0.0075	0.0022156338703424264	0.00034644096873525537	288.0	34.0	64.0
54933	320	0.15	1.0	0.1	joint_score_progression_risk	400	400	1.0	24	0.06	0.040647970113724695	0.0877228489004562	0.015	0.045	-0.37292501801979805	-0.0693129510051623	287.5	39.0	26.0
54933	320	0.15	1.0	0.25	joint_score_progression_risk	400	400	1.0	35	0.0875	0.06358691021150324	0.11926073261429136	0.005	0.0825	-0.5845133831305103	-0.11658689550717428	288.0	32.5	67.0
54933	320	0.15	1.7	0.0	none	400	400	1.0	235	0.5875	0.5386474925901331	0.634687855901365	0.5875	0.0	2.109324668522516	0.36312501433241995	288.0	43.5	0.0
54933	320	0.15	1.7	0.1	independent	400	400	1.0	267	0.6675	0.6199313395835853	0.7118820418144254	0.6675	0.0	2.2998669338340854	0.39816578558181576	287.0	41.0	27.0
54933	320	0.15	1.7	0.25	independent	400	400	1.0	222	0.555	0.506004433664882	0.6029492139583456	0.555	0.0	2.0926719779847414	0.37931737308545654	288.0	37.0	67.0
54933	320	0.15	1.7	0.1	score_dependent	400	400	1.0	206	0.515	0.46611356033171036	0.5636010708382608	0.515	0.0	2.0210494692677266	0.35499070366652064	288.0	39.0	25.0
54933	320	0.15	1.7	0.25	score_dependent	400	400	1.0	188	0.47	0.4216068935658794	0.5189638440941783	0.47	0.0	1.8883388644491137	0.3721117424627599	288.0	34.0	65.0
54933	320	0.15	1.7	0.1	progression_risk_dependent	400	400	1.0	223	0.5575	0.5085079945949651	0.6053980915565909	0.5575	0.0	2.092551762493515	0.3694532261428042	288.0	39.0	25.0
54933	320	0.15	1.7	0.25	progression_risk_dependent	400	400	1.0	216	0.54	0.49100882332475854	0.5882301931284978	0.54	0.0	2.0754738058910123	0.3946594001000192	288.0	34.0	65.0
54933	320	0.15	1.7	0.1	joint_score_progression_risk	400	400	1.0	143	0.3575	0.3120927823653414	0.40561822151993315	0.3575	0.0	1.6099658896410847	0.298340467467785	288.0	36.0	25.0
54933	320	0.15	1.7	0.25	joint_score_progression_risk	400	400	1.0	92	0.23	0.19144383051896455	0.27369280842155563	0.2275	0.0025	1.2468835544210157	0.25135095543918734	288.0	30.0	67.0
54933	320	0.3	1.0	0.0	none	400	400	1.0	21	0.0525	0.034591528357920405	0.07892197507127496	0.025	0.0275	-0.02833851144789958	-0.00346827677864742	288.0	86.0	0.0
54933	320	0.3	1.0	0.1	independent	400	400	1.0	28	0.07	0.04887162669974449	0.09930894642775051	0.0525	0.0175	0.051924949663491454	0.006130076210407108	288.0	82.0	23.0
54933	320	0.3	1.0	0.25	independent	400	400	1.0	17	0.0425	0.026701694991131116	0.06700205432475019	0.02	0.0225	-0.014208638578469839	-0.0018315745657362032	288.0	76.0	61.0
54933	320	0.3	1.0	0.1	score_dependent	400	400	1.0	24	0.06	0.040647970113724695	0.0877228489004562	0.0325	0.0275	0.04941958983775355	0.005783715881196415	288.0	81.5	24.0
54933	320	0.3	1.0	0.25	score_dependent	400	400	1.0	25	0.0625	0.04268914141220244	0.09063411613030699	0.025	0.0375	-0.011301341035450278	-0.0015029987837928097	289.0	74.0	61.0
54933	320	0.3	1.0	0.1	progression_risk_dependent	400	400	1.0	23	0.0575	0.038617542757733075	0.08480083772811935	0.03	0.0275	0.030806751825249896	0.004094348577434927	288.0	80.0	21.0
54933	320	0.3	1.0	0.25	progression_risk_dependent	400	400	1.0	23	0.0575	0.038617542757733075	0.08480083772811935	0.0275	0.03	-0.10359672858958374	-0.014223796666075612	289.0	70.0	57.0
54933	320	0.3	1.0	0.1	joint_score_progression_risk	400	400	1.0	30	0.075	0.05303774392284765	0.10504770626130436	0.0075	0.0675	-0.6222992480765208	-0.07881554044931582	287.0	78.0	24.0
54933	320	0.3	1.0	0.25	joint_score_progression_risk	400	400	1.0	45	0.1125	0.08514845878595949	0.14722356932312028	0.0	0.1125	-0.812230329108423	-0.11532186361338383	289.0	68.0	62.0
54933	320	0.3	1.7	0.0	none	400	400	1.0	346	0.865	0.8280190157519688	0.8950370093839947	0.865	0.0	3.025264858989808	0.35637010684562515	288.0	86.0	0.0
54933	320	0.3	1.7	0.1	independent	400	400	1.0	338	0.845	0.8062691036268745	0.8771674132824607	0.845	0.0	2.9992442955462417	0.36722097997589287	287.0	82.5	24.0
54933	320	0.3	1.7	0.25	independent	400	400	1.0	320	0.8	0.758029683133299	0.8362629402661231	0.8	0.0	2.8764878260590816	0.3612883348103121	289.0	76.0	61.0
54933	320	0.3	1.7	0.1	score_dependent	400	400	1.0	321	0.8025	0.7606877261203903	0.8385573358073602	0.8025	0.0	2.77828840635153	0.3540415754355561	288.0	80.0	22.0
54933	320	0.3	1.7	0.25	score_dependent	400	400	1.0	293	0.7325	0.6870591672528669	0.7735176158816853	0.7325	0.0	2.5761571917206534	0.35213476877053734	288.0	71.0	56.0
54933	320	0.3	1.7	0.1	progression_risk_dependent	400	400	1.0	344	0.86	0.8225607694538968	0.8905903786254097	0.86	0.0	2.9244571095078085	0.3608634630330242	289.0	81.0	22.0
54933	320	0.3	1.7	0.25	progression_risk_dependent	400	400	1.0	323	0.8075	0.7660109641776837	0.8431389748067241	0.8075	0.0	2.9664711459291606	0.3843162071183891	288.0	71.0	56.0
54933	320	0.3	1.7	0.1	joint_score_progression_risk	400	400	1.0	248	0.62	0.5715045437377642	0.6662125056220047	0.62	0.0	2.2515710399055333	0.28854932077732576	288.0	76.0	22.0
54933	320	0.3	1.7	0.25	joint_score_progression_risk	400	400	1.0	187	0.4675	0.4191457978919653	0.516472501239764	0.4675	0.0	1.881694510378412	0.26568509349919966	288.5	64.0	60.0
