gene	tested_compartment_count	positive_compartment_count	negative_compartment_count	positive_fdr10_compartment_count	negative_fdr10_compartment_count	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	best_positive_p	best_positive_fdr	max_positive_delta_log2_cpm	median_positive_hedges_g	best_negative_p	min_negative_delta_log2_cpm	top_positive_compartments	in_lipid_lysosomal_myeloid_neighborhood	ms_wm_delta_log2	ms_wm_hedges_g	ms_wm_p	ms_wm_fdr	opentargets_disease_count	opentargets_diseases	opentargets_max_overall	opentargets_max_genetic_association	opentargets_max_known_drug_or_clinical	opentargets_channels_present	existing_priority_score	existing_weighted_evidence_score	existing_ms_anchor_score	existing_positive_disease_count	existing_negative_disease_count	existing_positive_diseases	existing_negative_diseases	existing_prior_flag	ms_positive_nominal	ms_positive_trend	genetic_or_target_db_breadth	discovery_priority_score	has_ms_anchor	broad_pool_reason
SAA1	16	5	0	0	0	4	0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis		0.0079876368505107	0.1762041546643452	5.909484304865805	1.391296690287226			ibd_uc_epithelial:5.91,p=0.008;psoriasis_skin_apc:2.87,p=0.015;ibd_crohn_epithelial:2.56,p=0.031;sjogren_gland_epithelial:0.855,p=0.036;ibd_crohn_stromal:3.03,p=0.048	False											1.250476194223702	-0.2495238057762981	1.5	0.0	0.0				False	False	0.0	17.062523809711184	False	positive_disease_count>=4
METAP1	17	5	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.00542583745958	0.1988042459110889	1.43285268167042	1.3487355956724711			t1d_endothelial_cell:1.43,p=0.0054;t1d_stellate_cell:0.977,p=0.019;psoriasis_skin_stromal:0.658,p=0.026;ibd_uc_stromal:0.482,p=0.03;ibd_crohn_epithelial:0.354,p=0.033	False	0.1760880236986839	0.2515241789746114	0.5494103314772019	0.9390010612097776							1.2300076150470654	-0.2699923849529347	1.5	0.0	0.0				False	False	0.0	17.061500380752353	False	positive_disease_count>=4
KYNU	16	7	1	1	0	4	1	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	Sjogren syndrome	0.0007261172902998	0.0846139839030096	3.880370420418376	2.254546843582978	0.0186298498249095	-0.9706837354050092	ibd_uc_myeloid:2.37,p=0.00073;ibd_crohn_myeloid:2.03,p=0.0015;sjogren_gland_epithelial:1.2,p=0.0072;ibd_uc_epithelial:2.57,p=0.0078;ibd_uc_stromal:2.66,p=0.031;ibd_crohn_stromal:2.31,p=0.033;psoriasis_keratinocyte:3.88,p=0.045	False	-0.0567426647334272	-0.0647105193918585	0.8832960580858076	0.984156675655436															False	False	0.0	17.0	False	positive_disease_count>=4
CD274	17	5	0	0	0	4	0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis		0.0008872726176646	0.1267960259027875	2.9599403470978034	2.230849764195134			sjogren_gland_apc:2.96,p=0.00089;ibd_crohn_myeloid:2.28,p=0.0023;ibd_crohn_epithelial:1.32,p=0.0033;psoriasis_keratinocyte:1.88,p=0.02;ibd_uc_myeloid:1.56,p=0.046	False	0.3544765521359103	0.4144473827339546	0.3282160655447695	0.9136659261486608															False	False	0.0	17.0	False	positive_disease_count>=4
MYD88	17	5	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0010789436522213	0.1028580618758574	1.7742578791082204	2.2531876821642953			ibd_uc_myeloid:1.77,p=0.0011;ibd_crohn_myeloid:1.56,p=0.0024;psoriasis_skin_apc:1.22,p=0.017;ibd_crohn_stromal:0.69,p=0.024;t1d_endothelial_cell:1.38,p=0.038	False	-0.389201776886912	-0.96328451570459	0.0319927545594391	0.8506970233122761															False	False	0.0	17.0	False	positive_disease_count>=4
CFP	17	5	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0011162649196748	0.1030263313631722	2.199927863846164	2.314625212326661			ibd_uc_myeloid:2.2,p=0.0011;ibd_crohn_myeloid:2.08,p=0.0015;t1d_stellate_cell:1.12,p=0.0045;psoriasis_skin_apc:0.868,p=0.021;t1d_beta_cell:0.487,p=0.049	False	-2.298076006660539	-0.9540224311735472	0.0364971261630132	0.8506970233122761															False	False	0.0	17.0	False	positive_disease_count>=4
SMCO4	17	5	0	0	0	4	0	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis		0.0017321778737476	0.1274153577026144	2.1994158707904603	1.6478135188034733			ibd_crohn_myeloid:2.2,p=0.0017;ibd_uc_myeloid:1.83,p=0.0057;ibd_crohn_stromal:1.75,p=0.012;sjogren_gland_stromal:0.952,p=0.042;t1d_beta_cell:1.7,p=0.044	False	-0.9152482067315876	-0.4764144243364233	0.3027646120706504	0.9075477698307116															False	False	0.0	17.0	False	positive_disease_count>=4
NMI	17	5	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0020730686844361	0.1359761974800548	1.8648999262246244	2.2000811243756555			ibd_crohn_myeloid:0.845,p=0.0021;ibd_uc_myeloid:0.712,p=0.0094;psoriasis_keratinocyte:1.61,p=0.015;psoriasis_skin_apc:1.86,p=0.03;t1d_ductal_cell:0.975,p=0.041	False	-0.1366878120920951	-0.2602729926061011	0.5370361570982254	0.9373514284920804															False	False	0.0	17.0	False	positive_disease_count>=4
EPS8L1	17	5	0	0	0	4	0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0024747058117511	0.1745240415245608	2.026532381109075	1.8376483064796427			psoriasis_skin_apc:2.03,p=0.0025;ibd_uc_epithelial:1.51,p=0.0077;psoriasis_skin_stromal:1.17,p=0.027;sjogren_gland_stromal:0.782,p=0.04;t1d_stellate_cell:1.85,p=0.048	False	-1.046997051715743	-0.6223473435753906	0.1655598038500068	0.8989378106274888															False	False	0.0	17.0	False	positive_disease_count>=4
SPNS1	17	5	0	0	0	4	0	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus		0.002552579203456	0.1202095769864437	1.0736029438716854	1.3712897843397718			ibd_crohn_epithelial:1.07,p=0.0026;sjogren_gland_apc:0.892,p=0.022;ibd_crohn_myeloid:0.469,p=0.035;psoriasis_skin_stromal:0.635,p=0.037;t1d_ductal_cell:0.325,p=0.045	False	-0.1044989193858096	-0.3036219395843364	0.4834570887940685	0.926038761164836															False	False	0.0	17.0	False	positive_disease_count>=4
ANGPTL4	17	5	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0030052529385167	0.1570987397447113	2.1658769332471524	1.418734835951991			t1d_beta_cell:0.975,p=0.003;psoriasis_keratinocyte:2.17,p=0.0084;ibd_uc_epithelial:1.64,p=0.019;ibd_crohn_epithelial:1.64,p=0.024;t1d_acinar_cell:1.66,p=0.047	False	-0.2766540208550863	-0.1177430492511188	0.777588841282817	0.9737243919138366															False	False	0.0	17.0	False	positive_disease_count>=4
ARHGEF28	15	5	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0036350523820229	0.1295398717628449	1.842160940676352	1.6444933329881593			ibd_crohn_epithelial:0.644,p=0.0036;psoriasis_skin_stromal:1.15,p=0.012;ibd_uc_stromal:1.84,p=0.021;t1d_endothelial_cell:1.59,p=0.042;t1d_beta_cell:0.38,p=0.046	False	-0.3380808950063811	-0.1408251060223559	0.7429489642671361	0.96979071939984															False	False	0.0	17.0	False	positive_disease_count>=4
RAB3D	17	5	0	0	0	4	0	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis		0.004515147554694	0.1782241935685691	2.2766700764426213	0.957709307878609			ibd_uc_myeloid:2.28,p=0.0045;sjogren_gland_stromal:1.17,p=0.014;t1d_endothelial_cell:1.28,p=0.019;t1d_stellate_cell:1.38,p=0.022;ibd_crohn_myeloid:1.57,p=0.032	False	0.2039390676429775	0.3070114556919554	0.4825063232145794	0.926038761164836															False	False	0.0	17.0	False	positive_disease_count>=4
DNAJB11	17	5	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0046241909602701	0.1373959661300443	0.8636979200366355	1.301574985638501			ibd_crohn_epithelial:0.864,p=0.0046;t1d_acinar_cell:0.516,p=0.0054;psoriasis_skin_stromal:0.654,p=0.03;ibd_uc_myeloid:0.649,p=0.037;ibd_uc_epithelial:0.806,p=0.048	False	-0.527981077152857	-0.7324418539917725	0.1109266021735256	0.8989378106274888															False	False	0.0	17.0	False	positive_disease_count>=4
MAGIX	17	5	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0046398818437586	0.173821630796644	2.1132811794335855	2.015888407061764			ibd_crohn_myeloid:1.97,p=0.0046;t1d_stellate_cell:1.59,p=0.0056;psoriasis_skin_apc:0.77,p=0.01;ibd_uc_myeloid:1.44,p=0.013;t1d_endothelial_cell:2.11,p=0.032	False	-0.5739478296305318	-0.318418628739153	0.4787906548422233	0.926038761164836															False	False	0.0	17.0	False	positive_disease_count>=4
MSRB1	17	5	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.005943122892315	0.1927396759046251	2.1536196012717577	1.8560991124091104			ibd_uc_myeloid:1.38,p=0.0059;psoriasis_skin_apc:2.15,p=0.01;ibd_crohn_myeloid:1.3,p=0.012;psoriasis_keratinocyte:1.68,p=0.018;t1d_endothelial_cell:2,p=0.028	False	0.0476228372838241	0.0979059525161648	0.8145296396169516	0.9761732664217524															False	False	0.0	17.0	False	positive_disease_count>=4
MRRF	17	5	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0073423331759179	0.3171318870354226	1.849505731843962	1.440406734496846			ibd_crohn_stromal:0.676,p=0.0073;t1d_acinar_cell:0.615,p=0.02;t1d_endothelial_cell:1.85,p=0.02;ibd_uc_stromal:0.726,p=0.029;psoriasis_keratinocyte:0.721,p=0.03	False	-0.0330657323349967	-0.0619942257167603	0.8851391554235607	0.9842134382901514															False	False	0.0	17.0	False	positive_disease_count>=4
CARD10	15	5	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0085946224388725	0.1803793780837344	1.8126207012208089	1.7404161773427085			ibd_uc_epithelial:0.671,p=0.0086;ibd_crohn_epithelial:0.526,p=0.02;t1d_beta_cell:0.761,p=0.022;psoriasis_skin_stromal:0.324,p=0.031;psoriasis_keratinocyte:1.81,p=0.042	False	0.0547600261905163	0.0240467150510178	0.9549672277146972	0.995447887770418															False	False	0.0	17.0	False	positive_disease_count>=4
MMP15	17	5	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0150367866660274	0.3244112316515777	1.1051724497740072	1.4023947036724056			psoriasis_skin_stromal:0.8,p=0.015;ibd_crohn_stromal:1.1,p=0.028;ibd_uc_stromal:1.01,p=0.032;psoriasis_keratinocyte:1.11,p=0.033;t1d_ductal_cell:0.33,p=0.041	False	-1.812501370281954	-0.7879827157225675	0.0728459543548149	0.8989378106274888															False	False	0.0	17.0	False	positive_disease_count>=4
IFI16	17	4	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0024575575559608	0.1181887375400825	2.0666109248540954	2.511050139409984			ibd_crohn_epithelial:1.14,p=0.0025;ibd_uc_epithelial:2.07,p=0.003;psoriasis_keratinocyte:1.29,p=0.041;t1d_acinar_cell:1.9,p=0.047	False	-0.1455706960923652	-0.3651519371950188	0.4127338050377425	0.9182855687364296							1.71558864618195	0.1077943230909749	1.607794323090975	1.0	0.0	MS			False	False	0.0	16.0857794323091	False	positive_disease_count>=4
GALE	17	4	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0035047630690015	0.1254406481994986	1.966385913330455	1.7122873934010752			ibd_uc_epithelial:0.618,p=0.0035;psoriasis_keratinocyte:1.97,p=0.0052;ibd_crohn_epithelial:0.459,p=0.034;t1d_endothelial_cell:1.94,p=0.036	False	-1.0780208820228463	-0.5785218171070586	0.2144225112003847	0.8993702893651148							1.5946435304601798	0.0473217652300898	1.54732176523009	0.0	0.0				False	False	0.0	16.07973217652301	False	positive_disease_count>=4
DDAH1	17	4	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0018883372996118	0.1574549849422929	1.794810332168172	1.7086798720020857			psoriasis_skin_stromal:1.2,p=0.0019;ibd_uc_epithelial:0.58,p=0.0058;t1d_stellate_cell:1.79,p=0.0064;ibd_crohn_epithelial:0.538,p=0.02	False	-0.4185644125606291	-0.1159573736063109	0.7856821149198733	0.9745041645639924							1.4732839824002522	-0.0267160175997477	1.5	0.0	0.0				False	False	0.0	16.073664199120014	False	positive_disease_count>=4
LYPLA1	17	4	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0070336285862374	0.1604609136111178	0.6094346641053381	1.7781107941228451			t1d_stellate_cell:0.565,p=0.007;ibd_uc_stromal:0.57,p=0.0089;ibd_crohn_epithelial:0.423,p=0.0089;psoriasis_skin_stromal:0.609,p=0.016	False	0.0022955277659946	0.0046175151851812	0.9912163477850076	0.9992380443970746							1.297199074808999	-0.2028009251910011	1.5	1.0	1.0	MS	MS		False	False	0.0	16.06485995374045	False	positive_disease_count>=4
RABGGTB	17	4	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0036866505143913	0.1299719100881815	0.7521442686677586	1.676601904431859			ibd_crohn_epithelial:0.727,p=0.0037;t1d_stellate_cell:0.752,p=0.009;psoriasis_skin_stromal:0.42,p=0.022;ibd_uc_epithelial:0.72,p=0.036	False	-0.2234965293033735	-0.5745268002412105	0.1878962824017918	0.8993702893651148							1.112302828290207	-0.387697171709793	1.5	0.0	0.0				False	False	0.0	16.05561514141451	False	positive_disease_count>=4
FKBP1A	17	8	1	0	0	4	1	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	ulcerative colitis	0.0052104925826809	0.1829694581295184	1.58757564873859	1.6098660559385896	0.048914474236536	-0.8504464048813389	ibd_crohn_myeloid:0.779,p=0.0052;ibd_uc_myeloid:0.689,p=0.0076;ibd_uc_stromal:1.59,p=0.011;t1d_stellate_cell:0.659,p=0.012;t1d_acinar_cell:0.812,p=0.015;psoriasis_skin_stromal:0.836,p=0.026;ibd_crohn_stromal:1.25,p=0.031;t1d_ductal_cell:0.419,p=0.033	False	-0.3348545094591504	-0.5152415409947362	0.2385454869670045	0.9004758652001262							0.5771349168981448	-0.9228650831018552	1.5	0.0	0.0				False	False	0.0	16.02885674584491	False	positive_disease_count>=4
SEC14L2	17	4	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0013226404301979	0.2839769140418878	1.9097395793376344	1.8927645218759064			ibd_crohn_stromal:1.91,p=0.0013;ibd_uc_epithelial:1.33,p=0.029;t1d_stellate_cell:1.52,p=0.032;psoriasis_skin_stromal:0.502,p=0.039	False	0.1570822775962059	0.0634368291005828	0.8824681840301971	0.9840278968329756							0.3502110540117216	-1.1497889459882784	1.5	0.0	0.0				False	False	0.0	16.017510552700585	False	positive_disease_count>=4
GYS1	17	4	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0277383790566529	0.3372822710476002	2.797890997369091	1.5392883641588555			psoriasis_keratinocyte:1.26,p=0.028;ibd_uc_myeloid:1.33,p=0.031;t1d_stellate_cell:2.8,p=0.032;ibd_crohn_myeloid:1.38,p=0.037	False	-0.1933553648236436	-0.323257750361171	0.4565431819290166	0.9236315051718146							0.3033788285262484	-1.1966211714737516	1.5	0.0	0.0				False	False	0.0	16.015168941426314	False	positive_disease_count>=4
ITGA2	15	4	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0106495884117269	0.2325611701719102	1.9379218714589808	1.6906492269341755			ibd_crohn_stromal:1.11,p=0.011;t1d_endothelial_cell:1.94,p=0.014;ibd_uc_epithelial:1.14,p=0.018;psoriasis_skin_stromal:1.23,p=0.045	False	-0.5077457401179997	-0.6420837667957473	0.1447926777202628	0.8989378106274888							0.1276090592356296	-1.3723909407643704	1.5	0.0	1.0		MS		False	False	0.0	16.006380452961782	False	positive_disease_count>=4
SP140	13	4	0	0	0	4	0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis		0.0009903277300131	0.1025245952197308	2.444937521428715	2.0071715165434205			ibd_crohn_myeloid:2.44,p=0.00099;ibd_uc_myeloid:1.9,p=0.0033;sjogren_gland_epithelial:0.872,p=0.012;psoriasis_keratinocyte:0.48,p=0.042	False	-0.0867628128456026	-0.150620240850205	0.7262224269643743	0.9677805697088556															False	False	0.0	16.0	False	positive_disease_count>=4
RPP40	17	4	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0010369439752885	0.1022159161189278	2.8421536342750127	1.807645406320281			t1d_endothelial_cell:2.84,p=0.001;ibd_uc_epithelial:1.06,p=0.0054;psoriasis_skin_stromal:0.711,p=0.022;ibd_crohn_myeloid:1.13,p=0.045	False	-0.0563641271595996	-0.0350370259523426	0.9372620628304918	0.99290759090381															False	False	0.0	16.0	False	positive_disease_count>=4
C4ORF46	17	4	0	0	0	4	0	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis		0.0012135369570081	0.112070540554931	2.165102201704136	1.3160787335498931			ibd_crohn_myeloid:2.04,p=0.0012;ibd_uc_myeloid:1.45,p=0.014;sjogren_gland_apc:2.17,p=0.016;t1d_acinar_cell:0.67,p=0.03	False	0.4140706647727867	0.3782632221278674	0.3727546540596206	0.9141270983319502															False	False	0.0	16.0	False	positive_disease_count>=4
HLA-DMA	14	4	0	0	0	4	0	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis		0.0013680608623487	0.1173991051235459	3.165712096741079	1.8664741999374248			sjogren_gland_epithelial:1.33,p=0.0014;ibd_uc_epithelial:3.17,p=0.0029;ibd_crohn_epithelial:3,p=0.0039;t1d_acinar_cell:1.37,p=0.0044	False	0.2126620284251732	0.4869924866680328	0.2606019417088906	0.9049965616313804															False	False	0.0	16.0	False	positive_disease_count>=4
GOLT1B	17	4	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0028885971050254	0.1170473939296968	1.304305928256423	1.79435406118098			ibd_uc_epithelial:1.3,p=0.0029;ibd_crohn_epithelial:0.68,p=0.026;t1d_stellate_cell:0.407,p=0.035;psoriasis_skin_stromal:0.615,p=0.036	False	0.1829471381030103	0.4037084321625236	0.3453990585708625	0.9141270983319502															False	False	0.0	16.0	False	positive_disease_count>=4
ZWILCH	17	4	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0031760445260114	0.1261984797507008	1.48608899523046	1.7937789297998052			ibd_crohn_epithelial:0.819,p=0.0032;ibd_uc_stromal:0.953,p=0.022;psoriasis_skin_stromal:0.751,p=0.025;t1d_stellate_cell:1.49,p=0.027	False	-1.1097490991246437	-0.5667536053359913	0.2177940818790457	0.8993702893651148															False	False	0.0	16.0	False	positive_disease_count>=4
PI15	12	4	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0033810942777405	0.2674698310707022	4.211605278053189	1.7688427782086682			psoriasis_skin_stromal:3.23,p=0.0034;ibd_uc_stromal:3.4,p=0.019;ibd_crohn_stromal:4.21,p=0.023;t1d_stellate_cell:2.4,p=0.042	False	-0.0640299863139053	-0.0220402165843979	0.9585507484860836	0.995447887770418															False	False	0.0	16.0	False	positive_disease_count>=4
LAMB3	17	4	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0037071537204438	0.163214030143893	2.605147794570846	1.911651321137838			ibd_uc_myeloid:2.61,p=0.0037;ibd_crohn_myeloid:2.14,p=0.0095;psoriasis_skin_stromal:1.18,p=0.012;t1d_stellate_cell:2.16,p=0.014	False	-0.2487970571570184	-0.0820590798749868	0.8485205641188109	0.9766943345271908															False	False	0.0	16.0	False	positive_disease_count>=4
TMEM165	17	4	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0037738928424565	0.129956914930347	1.3900340716219637	2.077040524936537			ibd_uc_epithelial:1.39,p=0.0038;ibd_crohn_epithelial:0.865,p=0.011;psoriasis_keratinocyte:1.01,p=0.016;t1d_acinar_cell:1,p=0.045	False	-0.0838793497622809	-0.1590294229311661	0.7106442915738526	0.9669212366619434															False	False	0.0	16.0	False	positive_disease_count>=4
HLA-DMB	14	4	0	0	0	4	0	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis		0.0056942214139875	0.1739922960097122	2.6934554157152135	1.4946933161469054			sjogren_gland_epithelial:1.2,p=0.0057;ibd_uc_epithelial:2.69,p=0.0076;t1d_ductal_cell:2.04,p=0.021;ibd_crohn_epithelial:2.39,p=0.024	False	0.1259803949746825	0.1880976186072985	0.6648851015588776	0.9565589890801192															False	False	0.0	16.0	False	positive_disease_count>=4
CCL19	12	4	0	0	0	4	0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis		0.0073824539480183	0.2203008425387589	4.228180985887491	1.753040054838587			psoriasis_skin_apc:1.88,p=0.0074;ibd_crohn_myeloid:4.23,p=0.0085;sjogren_gland_apc:2.36,p=0.024;ibd_uc_myeloid:3.92,p=0.025	False	-1.29003978913952	-0.3609374656928356	0.3974902111744002	0.9157809859344704															False	False	0.0	16.0	False	positive_disease_count>=4
CSTA	17	4	0	0	0	4	0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis		0.0076565805293995	0.2068761251654851	1.966091704497078	1.7746747463354589			ibd_uc_myeloid:1.97,p=0.0077;sjogren_gland_stromal:1.43,p=0.015;ibd_crohn_myeloid:1.55,p=0.022;psoriasis_skin_apc:1.35,p=0.042	False	-0.6468373545907893	-0.3802188380315071	0.4000386986563147	0.9157809859344704															False	False	0.0	16.0	False	positive_disease_count>=4
CHD1L	17	4	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0079745601691341	0.2801764605231487	1.347309141637624	1.697614145770861			ibd_crohn_stromal:1.13,p=0.008;t1d_endothelial_cell:1.35,p=0.019;ibd_uc_epithelial:0.416,p=0.027;psoriasis_skin_stromal:0.71,p=0.039	False	-0.0838461236310266	-0.2240406307893329	0.6083300433712847	0.9476308467322015															False	False	0.0	16.0	False	positive_disease_count>=4
BICD1	17	4	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0092576635919666	0.3171318870354226	1.205289387011931	1.422010635159682			psoriasis_skin_stromal:0.589,p=0.0093;t1d_endothelial_cell:1.21,p=0.024;ibd_uc_stromal:1.02,p=0.029;ibd_crohn_stromal:1.01,p=0.032	False	-0.1223308019576796	-0.0823453274009245	0.8499182945895195	0.9769977513666154															False	False	0.0	16.0	False	positive_disease_count>=4
SHISA5	17	4	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0132085521732894	0.1821548301696104	1.0654844342788738	1.7214840923054038			ibd_crohn_epithelial:0.574,p=0.013;ibd_uc_epithelial:0.893,p=0.013;t1d_beta_cell:0.354,p=0.02;psoriasis_keratinocyte:1.07,p=0.04	False	-0.0837947727099397	-0.1859362216883681	0.6588121759675346	0.9553275718775284															False	False	0.0	16.0	False	positive_disease_count>=4
RAB11A	17	4	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0133613531928068	0.2585266240033247	0.7746292382048381	1.622680587202007			ibd_crohn_stromal:0.492,p=0.013;ibd_uc_stromal:0.775,p=0.017;psoriasis_keratinocyte:0.322,p=0.018;t1d_endothelial_cell:0.708,p=0.029	False	-0.0332515371723509	-0.1151136783834147	0.7858510052593756	0.9745041645639924															False	False	0.0	16.0	False	positive_disease_count>=4
SLC10A7	17	4	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0151326826932062	0.2204946106440099	1.480996170658805	1.528905703738507			t1d_ductal_cell:0.627,p=0.015;ibd_uc_epithelial:1.48,p=0.017;ibd_crohn_epithelial:1.05,p=0.024;psoriasis_keratinocyte:0.999,p=0.031	False	-1.1903537251013177	-0.6421416722291489	0.1768744028269366	0.8993702893651148															False	False	0.0	16.0	False	positive_disease_count>=4
PIK3R2	17	4	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0151452752677326	0.3152092590117714	1.3030684940658654	1.5703786342878332			t1d_stellate_cell:1.3,p=0.015;psoriasis_keratinocyte:0.724,p=0.025;ibd_uc_myeloid:1.07,p=0.03;ibd_crohn_myeloid:0.776,p=0.034	False	-0.039543595896534	-0.0837531178797261	0.8467976277585396	0.976211196296546															False	False	0.0	16.0	False	positive_disease_count>=4
CTSC	17	5	1	1	0	4	1	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	Crohn disease	0.0010153242877074	0.090244716408932	2.6990645030288647	2.4771358210281273	0.0104340680830563	-1.3581491108297463	ibd_crohn_epithelial:0.602,p=0.001;psoriasis_keratinocyte:2.7,p=0.0045;psoriasis_skin_stromal:0.803,p=0.0047;ibd_uc_epithelial:0.86,p=0.0052;t1d_endothelial_cell:1.42,p=0.018	False	0.0104805143281527	0.0292000491021733	0.9460810317140338	0.9944057947422876							0.8130529566079012	-0.6869470433920988	1.5	0.0	0.0				False	False	0.0	15.040652647830395	False	positive_disease_count>=4
DUSP6	17	5	1	1	0	4	1	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	Sjogren syndrome	9.37151856062496e-05	0.0374566734457056	1.221360681435086	1.3948742858011367	0.009502925515252	-0.6159337651325796	t1d_stellate_cell:1.22,p=9.4e-05;t1d_ductal_cell:0.643,p=0.012;psoriasis_skin_stromal:0.997,p=0.013;ibd_uc_epithelial:1.11,p=0.015;ibd_crohn_epithelial:0.746,p=0.038	False	-0.2379508353827084	-0.3159763323381944	0.4679174433060951	0.9239963547089984															False	False	0.0	15.0	False	positive_disease_count>=4
CYTOR	17	7	1	0	0	4	1	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	Crohn disease	0.0011811187233835	0.1059463196877167	1.5458458239819892	1.631546346085417	0.032659375256418	-1.4083641779536389	ibd_uc_myeloid:1.55,p=0.0012;ibd_crohn_myeloid:1.36,p=0.0023;psoriasis_skin_stromal:1.17,p=0.0073;t1d_acinar_cell:1.01,p=0.0089;t1d_stellate_cell:0.568,p=0.0092;ibd_crohn_stromal:1.26,p=0.012;ibd_uc_stromal:1.05,p=0.029	False																			False	False	0.0	15.0	False	positive_disease_count>=4
COX7B	17	7	1	0	0	4	1	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	ulcerative colitis	0.0019969670912586	0.2151256065368332	1.061158106529657	1.249910878149047	0.0244693455381565	-0.5771449249099998	t1d_ductal_cell:0.369,p=0.002;t1d_beta_cell:0.48,p=0.0073;psoriasis_keratinocyte:1.06,p=0.01;t1d_acinar_cell:0.435,p=0.014;sjogren_gland_stromal:0.487,p=0.014;sjogren_gland_epithelial:0.366,p=0.022;ibd_uc_stromal:0.315,p=0.034	False	0.336284974580872	0.3648248935121577	0.3849065929257884	0.9141270983319502															False	False	0.0	15.0	False	positive_disease_count>=4
