	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11
DEK	751.0	524.0	714.0	627.0	352.0	611.0	201.0	310.0	329.0	655.0	135.0
DELE1	198.0	124.0	218.0	181.0	71.0	96.0	55.0	51.0	47.0	120.0	14.0
DENND1A	105.0	107.0	152.0	132.0	40.0	108.0	29.0	28.0	26.0	75.0	10.0
DENND1B	52.0	73.0	119.0	112.0	21.0	94.0	12.0	17.0	37.0	86.0	14.0
DENND1C	61.0	40.0	77.0	71.0	26.0	51.0	16.0	20.0	13.0	37.0	6.0
DENND2A	28.0	35.0	30.0	30.0	11.0	27.0	6.0	21.0	38.0	30.0	6.0
DENND2C	14.0	13.0	15.0	13.0	16.0	11.0	5.0	8.0	30.0	20.0	2.0
DENND2D	94.0	112.0	113.0	114.0	23.0	50.0	12.0	25.0	24.0	76.0	8.0
DENND3	67.0	98.0	114.0	58.0	21.0	74.0	12.0	35.0	20.0	83.0	15.0
DENND4A	88.0	57.0	97.0	62.0	126.0	346.0	84.0	150.0	133.0	261.0	37.0
DENND4B	323.0	224.0	367.0	294.0	90.0	282.0	79.0	116.0	71.0	226.0	28.0
DENND4C	77.0	73.0	142.0	94.0	28.0	79.0	31.0	34.0	33.0	92.0	16.0
DENND5A	296.0	360.0	304.0	195.0	738.0	1748.0	417.0	678.0	720.0	1352.0	238.0
DENND5B	8.0	16.0	12.0	13.0	10.0	7.0	4.0	14.0	30.0	15.0	0.0
DENND6A	33.0	18.0	39.0	24.0	26.0	46.0	7.0	23.0	31.0	54.0	4.0
DENND6B	20.0	11.0	19.0	24.0	3.0	18.0	6.0	6.0	5.0	13.0	3.0
DENR	238.0	131.0	212.0	180.0	98.0	117.0	52.0	87.0	109.0	195.0	29.0
DEPDC1	1.0	2.0	2.0	2.0	3.0	4.0	0.0	2.0	3.0	0.0	0.0
DEPDC1B	2.0	3.0	0.0	1.0	0.0	1.0	0.0	2.0	3.0	2.0	0.0
DEPDC4	10.0	2.0	15.0	4.0	7.0	11.0	6.0	14.0	16.0	8.0	5.0
DEPDC5	194.0	110.0	166.0	124.0	48.0	130.0	35.0	57.0	83.0	135.0	22.0
DEPDC7	1.0	2.0	0.0	0.0	4.0	11.0	1.0	2.0	10.0	23.0	4.0
DEPP1	1.0	5.0	9.0	4.0	1.0	5.0	2.0	0.0	0.0	3.0	1.0
DEPTOR	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DERA	237.0	151.0	234.0	236.0	47.0	121.0	35.0	41.0	33.0	93.0	15.0
DERL1	592.0	404.0	672.0	452.0	406.0	741.0	186.0	314.0	225.0	586.0	96.0
DERL2	269.0	185.0	326.0	252.0	175.0	375.0	108.0	186.0	161.0	378.0	74.0
DERL3	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
DERPC	0.0	66.0	83.0	65.0	0.0	166.0	32.0	0.0	19.0	60.0	0.0
DES	1.0	1.0	0.0	1.0	0.0	2.0	0.0	4.0	0.0	1.0	1.0
DESI1	421.0	268.0	514.0	145.0	184.0	503.0	76.0	333.0	239.0	532.0	35.0
DESI2	29.0	27.0	32.0	30.0	7.0	40.0	5.0	21.0	11.0	33.0	9.0
DET1	30.0	16.0	25.0	41.0	18.0	35.0	5.0	11.0	21.0	21.0	7.0
DEUP1	2.0	0.0	2.0	1.0	0.0	3.0	0.0	1.0	3.0	0.0	1.0
DEXI	33.0	14.0	12.0	19.0	3.0	13.0	5.0	8.0	3.0	4.0	0.0
DFFA	179.0	158.0	204.0	163.0	77.0	158.0	41.0	69.0	158.0	145.0	31.0
DFFB	65.0	58.0	60.0	69.0	24.0	55.0	8.0	23.0	36.0	52.0	3.0
DFFBP1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
DGAT1	17.0	23.0	12.0	11.0	8.0	22.0	4.0	14.0	14.0	11.0	1.0
DGAT2	10.0	11.0	11.0	5.0	3.0	16.0	3.0	5.0	28.0	12.0	1.0
DGAT2L6	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
DGAT2L7P	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
DGCR2	156.0	108.0	216.0	166.0	33.0	89.0	10.0	38.0	37.0	93.0	15.0
DGCR5	1.0	2.0	2.0	1.0	2.0	3.0	1.0	2.0	2.0	2.0	0.0
DGCR6	13.0	3.0	10.0	4.0	6.0	9.0	0.0	6.0	3.0	7.0	2.0
DGCR6L	167.0	122.0	172.0	182.0	33.0	66.0	36.0	22.0	23.0	55.0	7.0
DGCR8	109.0	44.0	117.0	81.0	35.0	88.0	21.0	45.0	27.0	70.0	10.0
DGKA	54.0	42.0	83.0	62.0	28.0	65.0	14.0	33.0	57.0	47.0	12.0
DGKB	5.0	5.0	6.0	0.0	5.0	10.0	3.0	2.0	19.0	16.0	1.0
DGKD	41.0	30.0	29.0	22.0	9.0	29.0	7.0	18.0	42.0	9.0	4.0
DGKE	15.0	18.0	8.0	15.0	5.0	13.0	6.0	7.0	24.0	15.0	7.0
DGKG	17.0	23.0	9.0	43.0	2.0	9.0	7.0	1.0	14.0	1.0	3.0
DGKH	99.0	63.0	94.0	59.0	101.0	275.0	81.0	120.0	126.0	191.0	45.0
DGKI	4.0	16.0	3.0	6.0	5.0	4.0	1.0	6.0	34.0	3.0	1.0
DGKK	0.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	5.0	1.0	0.0
DGKQ	27.0	16.0	32.0	24.0	9.0	32.0	4.0	5.0	8.0	13.0	1.0
DGKZ	85.0	46.0	105.0	67.0	25.0	52.0	5.0	17.0	23.0	52.0	4.0
DGKZP1	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
DGLUCY	185.0	180.0	322.0	270.0	42.0	95.0	28.0	21.0	21.0	74.0	7.0
DGUOK	195.0	147.0	216.0	161.0	61.0	136.0	38.0	72.0	55.0	133.0	16.0
DHCR24	146.0	62.0	155.0	126.0	39.0	79.0	24.0	19.0	22.0	24.0	6.0
DHCR7	16.0	24.0	28.0	40.0	10.0	10.0	3.0	8.0	3.0	10.0	2.0
DHDDS	171.0	97.0	166.0	202.0	51.0	141.0	59.0	88.0	57.0	183.0	22.0
DHDH	0.0	3.0	0.0	4.0	1.0	2.0	0.0	0.0	0.0	0.0	2.0
DHFR	15.0	16.0	9.0	5.0	3.0	18.0	1.0	10.0	13.0	11.0	2.0
DHFR2	59.0	33.0	91.0	38.0	17.0	49.0	9.0	20.0	35.0	36.0	7.0
DHFRP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DHFRP3	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
DHFRP5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DHFRP6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
DHH	1.0	5.0	2.0	2.0	1.0	6.0	0.0	2.0	5.0	2.0	0.0
DHODH	50.0	40.0	54.0	46.0	15.0	33.0	13.0	19.0	58.0	39.0	9.0
DHPS	179.0	156.0	170.0	205.0	41.0	109.0	46.0	68.0	61.0	103.0	34.0
DHRS1	106.0	74.0	96.0	75.0	25.0	62.0	18.0	22.0	48.0	41.0	7.0
DHRS11	7.0	5.0	12.0	12.0	4.0	3.0	3.0	4.0	10.0	12.0	3.0
DHRS12	12.0	16.0	40.0	37.0	8.0	12.0	6.0	17.0	7.0	26.0	1.0
DHRS13	4.0	2.0	3.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0
DHRS2	8.0	7.0	6.0	10.0	9.0	15.0	6.0	6.0	17.0	7.0	1.0
DHRS3	116.0	35.0	169.0	43.0	21.0	36.0	1.0	14.0	8.0	23.0	3.0
DHRS4	93.0	85.0	109.0	155.0	42.0	60.0	30.0	35.0	28.0	60.0	14.0
DHRS4L1	1.0	4.0	2.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	1.0
DHRS4L2	44.0	27.0	70.0	69.0	20.0	43.0	12.0	6.0	12.0	22.0	3.0
DHRS7	369.0	234.0	303.0	250.0	128.0	252.0	65.0	138.0	98.0	245.0	36.0
DHRS7B	139.0	94.0	165.0	72.0	46.0	92.0	15.0	36.0	42.0	103.0	19.0
DHRS7C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DHRS9	242.0	114.0	323.0	242.0	34.0	104.0	14.0	22.0	19.0	98.0	10.0
DHRSX	220.0	205.0	356.0	186.0	86.0	308.0	64.0	71.0	95.0	259.0	16.0
DHTKD1	143.0	174.0	239.0	185.0	56.0	173.0	37.0	72.0	77.0	129.0	27.0
DHX15	718.0	502.0	909.0	749.0	377.0	820.0	226.0	342.0	301.0	865.0	148.0
DHX16	202.0	136.0	165.0	174.0	97.0	185.0	64.0	86.0	69.0	228.0	24.0
DHX29	104.0	63.0	102.0	90.0	31.0	61.0	10.0	33.0	25.0	66.0	9.0
DHX30	303.0	162.0	268.0	255.0	114.0	166.0	52.0	92.0	90.0	192.0	19.0
DHX32	24.0	8.0	19.0	12.0	8.0	12.0	6.0	6.0	11.0	16.0	1.0
DHX33	18.0	4.0	16.0	11.0	4.0	28.0	7.0	8.0	10.0	19.0	0.0
DHX34	48.0	34.0	93.0	27.0	28.0	112.0	16.0	34.0	32.0	43.0	5.0
DHX35	74.0	65.0	125.0	78.0	20.0	58.0	9.0	35.0	34.0	49.0	5.0
DHX36	93.0	48.0	66.0	56.0	47.0	86.0	22.0	48.0	41.0	69.0	12.0
DHX37	38.0	34.0	118.0	71.0	21.0	81.0	22.0	14.0	20.0	52.0	8.0
DHX38	345.0	162.0	339.0	278.0	137.0	312.0	92.0	128.0	87.0	275.0	34.0
DHX40	27.0	12.0	25.0	14.0	9.0	12.0	7.0	7.0	8.0	9.0	2.0
DHX40P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0
DHX57	55.0	38.0	90.0	89.0	22.0	102.0	22.0	26.0	25.0	49.0	3.0
DHX58	172.0	164.0	148.0	130.0	274.0	591.0	218.0	497.0	570.0	1192.0	278.0
DHX8	295.0	241.0	319.0	276.0	118.0	292.0	84.0	146.0	147.0	260.0	51.0
DHX9	484.0	330.0	593.0	476.0	210.0	425.0	140.0	122.0	128.0	265.0	68.0
DHX9P1	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	3.0	0.0	0.0
DIABLO	289.0	245.0	393.0	242.0	183.0	382.0	78.0	170.0	160.0	390.0	39.0
DIAPH1	279.0	135.0	266.0	183.0	70.0	172.0	48.0	54.0	69.0	160.0	32.0
DIAPH2	38.0	28.0	40.0	27.0	14.0	20.0	7.0	9.0	35.0	31.0	10.0
DIAPH3	4.0	7.0	0.0	3.0	2.0	10.0	2.0	6.0	8.0	8.0	4.0
DICER1	273.0	186.0	257.0	211.0	203.0	311.0	108.0	125.0	112.0	248.0	32.0
DIDO1	105.0	81.0	110.0	103.0	58.0	101.0	21.0	44.0	24.0	112.0	12.0
DIMT1	72.0	71.0	99.0	120.0	30.0	70.0	30.0	31.0	19.0	54.0	8.0
DIMT1P1	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
DIO1	2.0	0.0	1.0	3.0	1.0	0.0	0.0	2.0	2.0	5.0	0.0
DIO2	8.0	2.0	0.0	4.0	0.0	2.0	1.0	8.0	14.0	14.0	1.0
DIO3	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
DIP2A	125.0	95.0	113.0	92.0	53.0	140.0	19.0	61.0	87.0	101.0	17.0
DIP2B	160.0	185.0	116.0	142.0	118.0	135.0	75.0	137.0	125.0	191.0	45.0
DIP2C	1.0	2.0	3.0	3.0	1.0	2.0	0.0	2.0	1.0	2.0	1.0
DIPK1A	27.0	25.0	9.0	22.0	5.0	3.0	6.0	3.0	7.0	20.0	5.0
DIPK1B	2.0	1.0	2.0	0.0	0.0	1.0	1.0	2.0	2.0	1.0	0.0
DIPK1C	0.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	4.0	4.0	0.0
DIPK2A	31.0	31.0	20.0	24.0	9.0	25.0	3.0	2.0	8.0	5.0	0.0
DIPK2B	7.0	6.0	6.0	2.0	2.0	11.0	2.0	5.0	21.0	5.0	0.0
DIRAS1	3.0	2.0	2.0	2.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0
DIRAS2	18.0	46.0	23.0	12.0	25.0	27.0	21.0	15.0	75.0	25.0	10.0
DIRAS3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
DIRC1	5.0	11.0	5.0	5.0	3.0	3.0	1.0	4.0	13.0	2.0	3.0
DIS3	194.0	112.0	194.0	91.0	101.0	189.0	36.0	96.0	92.0	168.0	25.0
DIS3L	55.0	36.0	75.0	62.0	16.0	20.0	7.0	19.0	40.0	28.0	2.0
DIS3L2	69.0	54.0	56.0	50.0	21.0	30.0	14.0	21.0	40.0	35.0	6.0
DIS3L2P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DISC1	50.0	54.0	47.0	50.0	7.0	20.0	7.0	6.0	24.0	25.0	2.0
DISP1	12.0	20.0	36.0	22.0	10.0	11.0	0.0	5.0	47.0	14.0	2.0
DISP2	31.0	50.0	42.0	22.0	32.0	53.0	27.0	28.0	108.0	40.0	6.0
DISP3	2.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	4.0	1.0	0.0
DIXDC1	12.0	6.0	4.0	3.0	4.0	6.0	1.0	8.0	21.0	13.0	0.0
DKC1	223.0	169.0	268.0	291.0	84.0	181.0	55.0	70.0	54.0	128.0	14.0
DKK1	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
DKK2	8.0	1.0	9.0	4.0	8.0	5.0	1.0	29.0	11.0	14.0	23.0
DKK3	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	2.0	0.0
DKK4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DKKL1	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0
DKKL1P1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0
DLAT	173.0	171.0	294.0	293.0	66.0	161.0	83.0	47.0	62.0	173.0	33.0
DLC1	11.0	11.0	7.0	8.0	8.0	9.0	5.0	17.0	29.0	14.0	1.0
DLD	577.0	460.0	568.0	522.0	488.0	1192.0	282.0	436.0	509.0	1170.0	172.0
DLEC1	17.0	3.0	6.0	0.0	0.0	14.0	1.0	9.0	7.0	10.0	0.0
DLEC1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
DLEU7	71.0	65.0	50.0	40.0	20.0	56.0	16.0	31.0	113.0	34.0	7.0
DLG1	78.0	48.0	67.0	56.0	60.0	85.0	23.0	43.0	106.0	74.0	14.0
DLG2	9.0	9.0	5.0	3.0	2.0	0.0	0.0	5.0	11.0	1.0	0.0
DLG3	0.0	2.0	2.0	1.0	3.0	0.0	0.0	0.0	4.0	2.0	0.0
DLG4	28.0	32.0	44.0	34.0	38.0	40.0	13.0	16.0	40.0	28.0	3.0
DLG5	17.0	17.0	3.0	4.0	5.0	19.0	4.0	8.0	21.0	17.0	0.0
DLGAP1	7.0	5.0	7.0	5.0	2.0	3.0	0.0	1.0	14.0	9.0	2.0
DLGAP2	3.0	3.0	2.0	1.0	0.0	2.0	1.0	2.0	4.0	0.0	0.0
DLGAP3	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
DLGAP4	137.0	103.0	174.0	133.0	82.0	159.0	32.0	99.0	45.0	174.0	22.0
DLGAP5	2.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0
DLGAP5P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLK1	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
DLK2	6.0	9.0	2.0	2.0	0.0	4.0	2.0	1.0	9.0	2.0	0.0
DLL1	1.0	6.0	6.0	0.0	3.0	6.0	3.0	2.0	12.0	5.0	5.0
DLL3	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
DLL4	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	7.0	1.0	0.0
DLST	88.0	85.0	102.0	61.0	73.0	114.0	35.0	53.0	84.0	98.0	14.0
DLSTP1	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
DLX1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
DLX2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLX3	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
DLX4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
DLX5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLX6	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0
DMAC1	69.0	57.0	96.0	68.0	15.0	30.0	8.0	10.0	11.0	32.0	1.0
DMAC2	252.0	149.0	302.0	258.0	74.0	213.0	37.0	78.0	68.0	128.0	18.0
DMAC2L	117.0	92.0	102.0	103.0	45.0	71.0	28.0	33.0	87.0	86.0	21.0
DMAP1	81.0	60.0	87.0	92.0	36.0	94.0	34.0	46.0	34.0	103.0	8.0
DMBT1	4.0	10.0	8.0	6.0	8.0	6.0	4.0	4.0	21.0	7.0	1.0
DMBT1P1	2.0	5.0	1.0	2.0	1.0	5.0	1.0	3.0	8.0	8.0	2.0
DMBX1	5.0	5.0	1.0	5.0	0.0	14.0	2.0	5.0	14.0	11.0	0.0
DMC1	5.0	20.0	21.0	7.0	18.0	27.0	9.0	12.0	32.0	24.0	7.0
DMD	49.0	62.0	45.0	26.0	52.0	83.0	14.0	55.0	119.0	102.0	11.0
DMGDH	7.0	0.0	6.0	4.0	3.0	7.0	0.0	7.0	15.0	9.0	1.0
DMKN	9.0	6.0	2.0	6.0	7.0	13.0	1.0	4.0	16.0	4.0	3.0
DMP1	1.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	5.0	0.0	0.0
DMPK	0.0	5.0	1.0	1.0	4.0	7.0	1.0	0.0	12.0	5.0	0.0
DMRT1	2.0	3.0	1.0	2.0	1.0	4.0	0.0	0.0	2.0	1.0	1.0
DMRT2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
DMRT3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DMRTA1	2.0	2.0	0.0	3.0	0.0	0.0	1.0	2.0	5.0	1.0	0.0
DMRTA2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
DMRTB1	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
DMRTC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DMRTC1B	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	4.0	0.0
DMRTC2	0.0	3.0	2.0	0.0	1.0	1.0	0.0	0.0	4.0	0.0	0.0
DMTF1	259.0	154.0	212.0	146.0	136.0	359.0	85.0	184.0	177.0	323.0	37.0
DMTN	1.0	0.0	1.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0
DMWD	33.0	17.0	12.0	17.0	13.0	20.0	13.0	17.0	36.0	18.0	3.0
DMXL1	150.0	106.0	166.0	124.0	59.0	140.0	22.0	50.0	60.0	124.0	11.0
DMXL2	994.0	706.0	960.0	537.0	536.0	1229.0	264.0	474.0	357.0	937.0	136.0
DNA2	7.0	7.0	6.0	0.0	5.0	7.0	1.0	2.0	1.0	0.0	0.0
DNAAF1	20.0	26.0	27.0	6.0	45.0	106.0	40.0	62.0	192.0	202.0	42.0
DNAAF2	8.0	27.0	22.0	0.0	4.0	7.0	0.0	1.0	10.0	13.0	1.0
DNAAF3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
DNAAF4	7.0	2.0	3.0	1.0	5.0	6.0	3.0	2.0	8.0	2.0	1.0
DNAAF5	12.0	4.0	19.0	12.0	2.0	7.0	1.0	2.0	5.0	4.0	0.0
DNAH1	31.0	23.0	50.0	39.0	15.0	50.0	7.0	7.0	22.0	48.0	8.0
DNAH10	1.0	2.0	4.0	1.0	1.0	4.0	0.0	4.0	12.0	4.0	1.0
DNAH11	14.0	15.0	17.0	13.0	9.0	9.0	2.0	10.0	48.0	6.0	8.0
DNAH12	1.0	6.0	3.0	6.0	3.0	7.0	0.0	3.0	15.0	5.0	0.0
DNAH14	11.0	22.0	4.0	7.0	7.0	11.0	1.0	6.0	28.0	2.0	1.0
DNAH17	16.0	17.0	22.0	23.0	8.0	21.0	8.0	8.0	27.0	25.0	1.0
DNAH2	7.0	15.0	19.0	3.0	8.0	26.0	13.0	10.0	31.0	8.0	13.0
DNAH3	8.0	15.0	11.0	7.0	11.0	11.0	5.0	8.0	22.0	17.0	0.0
DNAH5	3.0	3.0	5.0	5.0	1.0	1.0	0.0	4.0	17.0	3.0	0.0
DNAH6	12.0	10.0	5.0	4.0	4.0	8.0	0.0	6.0	24.0	6.0	1.0
DNAH7	6.0	32.0	8.0	10.0	11.0	17.0	5.0	12.0	47.0	19.0	1.0
DNAH8	3.0	10.0	3.0	0.0	3.0	9.0	2.0	1.0	14.0	1.0	0.0
DNAH9	8.0	7.0	6.0	16.0	6.0	13.0	3.0	12.0	36.0	10.0	0.0
DNAI1	1.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0
DNAI2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0
DNAJA1	3194.0	2465.0	3708.0	2132.0	1895.0	4545.0	1008.0	1733.0	1431.0	4262.0	657.0
DNAJA1P1	2.0	1.0	0.0	0.0	0.0	2.0	0.0	2.0	3.0	1.0	0.0
DNAJA1P2	2.0	3.0	1.0	1.0	2.0	0.0	1.0	1.0	2.0	2.0	1.0
DNAJA1P3	4.0	0.0	3.0	2.0	1.0	3.0	5.0	1.0	4.0	2.0	0.0
DNAJA1P4	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNAJA1P5	3.0	2.0	0.0	3.0	2.0	0.0	0.0	0.0	7.0	1.0	0.0
DNAJA1P6	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0
DNAJA2	322.0	243.0	422.0	346.0	177.0	350.0	88.0	156.0	116.0	292.0	45.0
DNAJA3	202.0	177.0	250.0	198.0	73.0	156.0	49.0	70.0	98.0	118.0	14.0
DNAJA4	58.0	69.0	58.0	59.0	16.0	80.0	20.0	17.0	33.0	42.0	7.0
DNAJB1	526.0	436.0	565.0	468.0	326.0	443.0	113.0	185.0	145.0	349.0	44.0
DNAJB11	291.0	297.0	492.0	159.0	206.0	689.0	65.0	168.0	221.0	445.0	41.0
DNAJB12	327.0	363.0	437.0	410.0	193.0	370.0	101.0	135.0	165.0	394.0	64.0
DNAJB13	8.0	6.0	8.0	7.0	2.0	9.0	2.0	4.0	4.0	6.0	0.0
DNAJB14	117.0	58.0	111.0	81.0	44.0	110.0	31.0	58.0	57.0	101.0	15.0
DNAJB1P1	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
DNAJB2	9.0	11.0	11.0	3.0	4.0	13.0	4.0	3.0	9.0	8.0	1.0
DNAJB3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
DNAJB4	67.0	48.0	54.0	16.0	63.0	111.0	22.0	53.0	59.0	73.0	22.0
DNAJB5	68.0	28.0	60.0	11.0	132.0	266.0	48.0	160.0	137.0	412.0	30.0
DNAJB5P1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
DNAJB6	1107.0	776.0	1205.0	879.0	1431.0	3063.0	774.0	1175.0	1204.0	2935.0	413.0
DNAJB7	4.0	0.0	3.0	3.0	3.0	6.0	3.0	1.0	7.0	8.0	0.0
DNAJB8	1.0	2.0	0.0	0.0	5.0	1.0	0.0	0.0	3.0	1.0	0.0
DNAJB9	224.0	124.0	240.0	201.0	638.0	1187.0	324.0	614.0	563.0	1420.0	299.0
DNAJC1	72.0	70.0	86.0	41.0	25.0	72.0	1.0	28.0	32.0	56.0	4.0
DNAJC10	443.0	478.0	451.0	375.0	262.0	444.0	141.0	249.0	829.0	461.0	72.0
DNAJC11	211.0	172.0	254.0	254.0	88.0	128.0	51.0	46.0	52.0	132.0	29.0
DNAJC12	4.0	4.0	2.0	2.0	2.0	5.0	0.0	1.0	1.0	3.0	2.0
DNAJC13	133.0	68.0	151.0	118.0	21.0	60.0	22.0	33.0	38.0	88.0	14.0
DNAJC14	128.0	105.0	136.0	149.0	62.0	182.0	29.0	83.0	74.0	187.0	29.0
DNAJC15	201.0	279.0	229.0	321.0	76.0	187.0	70.0	46.0	102.0	150.0	45.0
DNAJC16	96.0	109.0	125.0	94.0	61.0	73.0	17.0	38.0	50.0	88.0	11.0
DNAJC17	67.0	66.0	95.0	69.0	28.0	68.0	17.0	30.0	40.0	55.0	8.0
DNAJC18	28.0	18.0	31.0	17.0	16.0	26.0	8.0	17.0	37.0	48.0	3.0
DNAJC19	96.0	80.0	93.0	107.0	34.0	50.0	20.0	40.0	28.0	65.0	11.0
DNAJC19P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNAJC19P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNAJC19P4	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0
DNAJC19P5	2.0	2.0	1.0	0.0	2.0	3.0	2.0	0.0	1.0	0.0	0.0
DNAJC19P6	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
DNAJC19P7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNAJC19P8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNAJC19P9	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
DNAJC2	107.0	78.0	139.0	114.0	41.0	176.0	37.0	64.0	48.0	131.0	22.0
DNAJC21	36.0	17.0	37.0	36.0	19.0	25.0	16.0	24.0	21.0	29.0	1.0
DNAJC22	17.0	23.0	17.0	7.0	10.0	33.0	5.0	16.0	33.0	47.0	4.0
DNAJC24	29.0	31.0	41.0	21.0	21.0	59.0	5.0	22.0	25.0	41.0	0.0
DNAJC25	8.0	3.0	2.0	6.0	7.0	9.0	3.0	8.0	11.0	14.0	2.0
DNAJC25-GNG10	16.0	29.0	18.0	24.0	13.0	17.0	4.0	4.0	10.0	13.0	3.0
DNAJC27	9.0	13.0	11.0	17.0	7.0	19.0	4.0	4.0	4.0	12.0	6.0
DNAJC28	7.0	8.0	10.0	6.0	1.0	11.0	3.0	9.0	6.0	11.0	0.0
DNAJC3	845.0	567.0	883.0	794.0	1005.0	1594.0	507.0	1238.0	951.0	2115.0	402.0
