gene	tested_compartment_count	positive_compartment_count	negative_compartment_count	positive_fdr10_compartment_count	negative_fdr10_compartment_count	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	best_positive_p	best_positive_fdr	max_positive_delta_log2_cpm	median_positive_hedges_g	best_negative_p	min_negative_delta_log2_cpm	top_positive_compartments	in_lipid_lysosomal_myeloid_neighborhood	ms_wm_delta_log2	ms_wm_hedges_g	ms_wm_p	ms_wm_fdr	opentargets_disease_count	opentargets_diseases	opentargets_max_overall	opentargets_max_genetic_association	opentargets_max_known_drug_or_clinical	opentargets_channels_present	existing_priority_score	existing_weighted_evidence_score	existing_ms_anchor_score	existing_positive_disease_count	existing_negative_disease_count	existing_positive_diseases	existing_negative_diseases	existing_prior_flag	ms_positive_nominal	ms_positive_trend	genetic_or_target_db_breadth	discovery_priority_score	has_ms_anchor	broad_pool_reason	uniprot_status	uniprot_accession	protein_name	sequence_length	uniprot_locations	uniprot_keywords	uniprot_accessible	uniprot_enzymatic_or_catalytic	uniprot_transmembrane_feature_count	uniprot_active_or_binding_features	function_excerpt	family	n_delta_fdr10_positive_diseases	n_delta_trend_or_better_diseases	n_delta_negative_trend_diseases	n_state_resid_non_ifn_r_ge_0_35_diseases	n_confounder_dominant_diseases	rank_score	go_no_go	demotion_or_support_reason	chembl_status	chembl_target_chembl_id	chembl_target_pref_name	chembl_target_type	chembl_target_organism	chembl_target_accessions	chembl_search_hit_count	chembl_url	chembl_activity_count	chembl_activity_values_nM_count	chembl_unique_molecules_returned	chembl_best_standard_value_nM_returned	chembl_median_standard_value_nM_returned	europepmc_query	europepmc_hit_count	europepmc_examples_json	europepmc_url	clinicaltrials_query	clinicaltrials_hit_count	clinicaltrials_examples_json	clinicaltrials_url	prior_flags	google_patents_url	wave39_call	wave39_reason	wave39_score
DYNLT1	17	4	0	1	0	4	0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis		0.0003381348923547	0.0631444712778092	0.8730507828924665	2.0864736921101974			ibd_uc_myeloid:0.745,p=0.00034;psoriasis_keratinocyte:0.873,p=0.0083;sjogren_gland_epithelial:0.304,p=0.022;ibd_crohn_myeloid:0.537,p=0.038	False	0.0988216463745192	0.1490689407885298	0.7211931205756285	0.9677414401546712							2.0996460135457253	0.2998230067728628	1.7998230067728629	0.0	0.0				False	False	0.0	18.104982300677285	False	positive_disease_count>=4	found	P63172	Dynein light chain Tctex-type 1	113.0	Cytoplasm;Cytoplasm, cytoskeleton, spindle;Golgi apparatus	3D-structure;Acetylation;Cell cycle;Cell division;Cytoplasm;Cytoplasmic inwards viral transport;Cytoskeleton;Dynein;Golgi apparatus;Host-virus interaction;Microtubular inwards viral transport;Microtubule;Mitosis;Motor protein;Neurogenesis;Phosphoprotein;Proteomics identification;Reference proteome;Transport;Virus entry into host cell	False	True	0.0		Component of dynein, a family of motor proteins essential for movement along microtubules (By similarity). Required for structural and functional integrity of cilia (By similarity). Acts as one of several non-catalytic accessory components of the cytoplasmic dynein 1 complex that are thought to be involved in linking dynein to cargos and to adapter proteins that regulate dynein function. Cytoplasmic dynein 1 acts as a motor for the intracellular retrograde motility of vesicles and organelles along microtubules. Binds to transport cargos and is involved in apical cargo transport such as rhodopsin-bearing vesicles in polarized epithelia Plays a role in neuronal morphogenesis; the function is i										found	CHEMBL4742281	Protein cereblon/Dynein light chain Tctex-type 1	PROTEIN-PROTEIN INTERACTION	Homo sapiens	P63172;Q96SW2	1.0	https://www.ebi.ac.uk/chembl/g/#search_results/all/query=DYNLT1	0.0	0.0	0.0			"""DYNLT1"" AND (autoimmune OR ""multiple sclerosis"" OR lupus OR psoriasis OR Crohn OR ""ulcerative colitis"")"	64.0	"[{""doi"": ""10.62347/qhvd4331"", ""id"": ""42179742"", ""source"": ""MED"", ""title"": ""Shared gene signatures between rheumatoid arthritis and Sj\u00f6gren's syndrome."", ""year"": ""2026""}, {""doi"": ""10.3389/fphar.2025.1697406"", ""id"": ""41383480"", ""source"": ""MED"", ""title"": ""Signal transduction, dimerization, and therapeutic targeting of Orexin and receptor systems."", ""year"": ""2025""}, {""doi"": ""10.3390/biom16040501"", ""id"": ""42072623"", ""source"": ""MED"", ""title"": ""MAVS as a Key Regulator of Tumor Proliferation, Survival, the Tumor Microenvironment, and Immunity."", ""year"": ""2026""}]"	https://europepmc.org/search?query=%22DYNLT1%22+AND+%28autoimmune+OR+%22multiple+sclerosis%22+OR+lupus+OR+psoriasis+OR+Crohn+OR+%22ulcerative+colitis%22%29	DYNLT1 autoimmune	0.0	[]	https://clinicaltrials.gov/search?term=DYNLT1+autoimmune		https://patents.google.com/?q=DYNLT1+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; ChEMBL exact target found	9.5
SH3GLB1	17	5	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0012428744035346	0.1280366604158236	1.002923304129001	2.0341869118691354			ibd_crohn_stromal:1,p=0.0012;ibd_crohn_epithelial:0.529,p=0.0034;ibd_uc_stromal:0.734,p=0.0048;t1d_acinar_cell:0.291,p=0.016;psoriasis_skin_stromal:0.377,p=0.048	False	0.121922219674655	0.4831110919011995	0.2538318604382732	0.9005265226936453							1.8690219574747275	0.1845109787373638	1.6845109787373638	0.0	0.0				False	False	0.0	17.093451097873736	False	positive_disease_count>=4	found	Q9Y371	Endophilin-B1	365.0	Cytoplasm;Cytoplasmic vesicle, autophagosome membrane;Golgi apparatus membrane;Midbody;Mitochondrion outer membrane	3D-structure;Acetylation;Alternative splicing;Apoptosis;Autophagy;Coiled coil;Cytoplasm;Cytoplasmic vesicle;Golgi apparatus;Lipid-binding;Membrane;Mitochondrion;Mitochondrion outer membrane;Phosphoprotein;Proteomics identification;Reference proteome;SH3 domain	False	True	0.0		May be required for normal outer mitochondrial membrane dynamics (PubMed:15452144). Required for coatomer-mediated retrograde transport in certain cells (By similarity). May recruit other proteins to membranes with high curvature. May promote membrane fusion (PubMed:11604418). Involved in activation of caspase-dependent apoptosis by promoting BAX/BAK1 activation (PubMed:16227588). Isoform 1 acts proapoptotic in fibroblasts (By similarity). Involved in caspase-independent apoptosis during nutrition starvation and involved in the regulation of autophagy. Activates lipid kinase activity of PIK3C3 during autophagy probably by associating with the PI3K complex II (PI3KC3-C2) (PubMed:17891140). As										not_found_exact						0.0	https://www.ebi.ac.uk/chembl/g/#search_results/all/query=SH3GLB1	0.0	0.0													https://patents.google.com/?q=SH3GLB1+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	9.5
EPS8L1	17	5	0	0	0	4	0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0024747058117511	0.1745240415245608	2.026532381109075	1.8376483064796427			psoriasis_skin_apc:2.03,p=0.0025;ibd_uc_epithelial:1.51,p=0.0077;psoriasis_skin_stromal:1.17,p=0.027;sjogren_gland_stromal:0.782,p=0.04;t1d_stellate_cell:1.85,p=0.048	False	-1.046997051715743	-0.6223473435753906	0.1655598038500068	0.8989378106274888															False	False	0.0	17.0	False	positive_disease_count>=4	found	Q8TE68	Epidermal growth factor receptor kinase substrate 8-like protein 1	723.0	Cytoplasm	3D-structure;Alternative splicing;Coiled coil;Cytoplasm;Phosphoprotein;Proteomics identification;Reference proteome;SH3 domain	False	True	0.0		Stimulates guanine exchange activity of SOS1. May play a role in membrane ruffling and remodeling of the actin cytoskeleton										not_found_exact						0.0	https://www.ebi.ac.uk/chembl/g/#search_results/all/query=EPS8L1	0.0	0.0													https://patents.google.com/?q=EPS8L1+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	9.5
CSTA	17	4	0	0	0	4	0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis		0.0076565805293995	0.2068761251654851	1.966091704497078	1.7746747463354589			ibd_uc_myeloid:1.97,p=0.0077;sjogren_gland_stromal:1.43,p=0.015;ibd_crohn_myeloid:1.55,p=0.022;psoriasis_skin_apc:1.35,p=0.042	False	-0.6468373545907893	-0.3802188380315071	0.4000386986563147	0.9157809859344704															False	False	0.0	16.0	False	positive_disease_count>=4	found	P01040	Cystatin-A	98.0	Cytoplasm	3D-structure;Acetylation;Cell adhesion;Cytoplasm;Direct protein sequencing;Ichthyosis;Protease inhibitor;Proteomics identification;Reference proteome;Thiol protease inhibitor	False	True	0.0		This is an intracellular thiol proteinase inhibitor. Has an important role in desmosome-mediated cell-cell adhesion in the lower levels of the epidermis										not_found_exact						0.0	https://www.ebi.ac.uk/chembl/g/#search_results/all/query=CSTA	0.0	0.0													https://patents.google.com/?q=CSTA+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	9.5
LTA4H	17	3	0	0	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0071922602002067	0.2056698074271342	1.2293384419524989	1.47951759319843			ibd_crohn_myeloid:1.23,p=0.0072;t1d_acinar_cell:0.427,p=0.0087;ibd_uc_myeloid:1.18,p=0.02	False	0.8088474560590342	1.3569435291855296	0.0063566148101549	0.8344760564031432							5.450746016398406	1.975373008199203	3.475373008199203	1.0	0.0	MS			True	True	0.0	19.27253730081992	True	positive_disease_count>=3_with_MS_anchor	found	P09960	Leukotriene A-4 hydrolase	611.0	Cytoplasm	3D-structure;Acetylation;Alternative splicing;Cytoplasm;Direct protein sequencing;Hydrolase;Leukotriene biosynthesis;Lipid metabolism;Metal-binding;Metalloprotease;Phosphoprotein;Protease;Proteomics identification;Reference proteome;Zinc	False	True	0.0	Active site:Proton acceptor;Active site:Proton donor;Binding site;Binding site;Binding site;Binding site;Binding site;Binding site	Bifunctional zinc metalloenzyme that comprises both epoxide hydrolase (EH) and aminopeptidase activities. Acts as an epoxide hydrolase to catalyze the conversion of LTA4 to the pro-inflammatory mediator leukotriene B4 (LTB4) (PubMed:11917124, PubMed:12207002, PubMed:15078870, PubMed:18804029, PubMed:1897988, PubMed:1975494, PubMed:2244921, PubMed:2996528). Can utilize LTA5 less effectively as a substrate than LTA4, and produce LTB5 (PubMed:2996528). Also has aminopeptidase activity, with high affinity for N-terminal arginines of various synthetic tripeptides (PubMed:18804029, PubMed:20813919). In addition to its pro-inflammatory EH activity, may also counteract inflammation by its aminopepti																																https://patents.google.com/?q=LTA4H+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	9.5
AQR	17	3	0	0	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.0038154218812161	0.130678199431654	0.6475828844345877	1.8692229629356645			ibd_uc_epithelial:0.648,p=0.0038;ibd_crohn_epithelial:0.541,p=0.012;psoriasis_skin_stromal:0.347,p=0.047	False	0.2576228255837183	0.9051296555333004	0.0459326873416809	0.8734815344479258															True	True	0.0	19.0	True	positive_disease_count>=3_with_MS_anchor	found	O60306	RNA helicase aquarius	1485.0	Nucleus;Nucleus, nucleoplasm	3D-structure;ATP-binding;Acetylation;Helicase;Hydrolase;Nucleotide-binding;Nucleus;Proteomics identification;RNA-binding;Reference proteome;Spliceosome;mRNA processing;mRNA splicing	False	True	0.0	Binding site;Binding site;Binding site	Involved in pre-mRNA splicing as component of the spliceosome (PubMed:11991638, PubMed:25599396, PubMed:28076346, PubMed:28502770). Intron-binding spliceosomal protein required to link pre-mRNA splicing and snoRNP (small nucleolar ribonucleoprotein) biogenesis (PubMed:16949364). Plays a key role in position-dependent assembly of intron-encoded box C/D small snoRNP, splicing being required for snoRNP assembly (PubMed:16949364). May act by helping the folding of the snoRNA sequence. Binds to intron of pre-mRNAs in a sequence-independent manner, contacting the region between snoRNA and the branchpoint of introns (40 nucleotides upstream of the branchpoint) during the late stages of splicing (Pu																																https://patents.google.com/?q=AQR+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; not_surface_secreted_extracellular_by_uniprot; no_druggability_route; core_machinery_or_hla_marker	9.5
STAT1	17	6	0	0	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.0097357722106755	0.2123288568355988	2.7739210440591284	1.5970367984750538			ibd_crohn_myeloid:1.73,p=0.0097;psoriasis_skin_apc:2.77,p=0.013;ibd_crohn_epithelial:1.2,p=0.022;psoriasis_skin_stromal:1.32,p=0.038;ibd_crohn_stromal:1.37,p=0.039;ibd_uc_myeloid:0.825,p=0.046	False	0.5378996098681981	0.6835132062150272	0.1363451431707629	0.8989378106274888	3.0	RA;SLE;celiac	0.1334022804084584	0.1650265748367996		datatype_genetic_association;datatype_literature;datatype_rna_expression	1.5356964183101631	0.0178482091550816	1.5178482091550816	0.0	0.0				False	True	3.0	18.57678482091551	True	positive_disease_count>=3_with_MS_anchor	found	P42224	Signal transducer and activator of transcription 1-alpha/beta	750.0	Cytoplasm;Nucleus	3D-structure;ADP-ribosylation;Acetylation;Activator;Alternative splicing;Antiviral defense;Coiled coil;Cytoplasm;DNA-binding;Direct protein sequencing;Disease variant;Host-virus interaction;Isopeptide bond;Methylation;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome;SH2 domain;Transcription;Transcription regulation;Ubl conjugation	False	True	0.0		Signal transducer and transcription activator that mediates cellular responses to interferons (IFNs), cytokine KITLG/SCF and other cytokines and other growth factors (PubMed:12764129, PubMed:12855578, PubMed:15322115, PubMed:23940278, PubMed:34508746, PubMed:35568036, PubMed:9724754). Following type I IFN (IFN-alpha and IFN-beta) binding to cell surface receptors, signaling via protein kinases leads to activation of Jak kinases (TYK2 and JAK1) and to tyrosine phosphorylation of STAT1 and STAT2. The phosphorylated STATs dimerize and associate with ISGF3G/IRF-9 to form a complex termed ISGF3 transcription factor, that enters the nucleus (PubMed:28753426, PubMed:35568036). ISGF3 binds to the IF																																https://patents.google.com/?q=STAT1+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; not_surface_secreted_extracellular_by_uniprot; no_druggability_route; generic_ifn_cytokine_or_chemokine_axis	9.5
SNRPG	17	6	0	1	0	3	0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus		6.240216818926859e-05	0.0525388364157512	0.8922749100037359	0.9672991473979332			t1d_acinar_cell:0.702,p=6.2e-05;psoriasis_keratinocyte:0.892,p=0.0039;t1d_ductal_cell:0.329,p=0.0042;t1d_stellate_cell:0.455,p=0.0063;sjogren_gland_epithelial:0.477,p=0.0077;sjogren_gland_stromal:0.377,p=0.038	False	0.3077941475307817	0.576389552062428	0.1809249646615436	0.8993702893651148															False	False	0.0	17.0	True	positive_disease_count>=3_with_MS_anchor	found	P62308	Small nuclear ribonucleoprotein G	76.0	Cytoplasm, cytosol;Nucleus	3D-structure;Cytoplasm;Nucleus;Proteomics identification;RNA-binding;Reference proteome;Ribonucleoprotein;Spliceosome;mRNA processing;mRNA splicing	False	True	0.0		Plays a role in pre-mRNA splicing as a core component of the spliceosomal U1, U2, U4 and U5 small nuclear ribonucleoproteins (snRNPs), the building blocks of the spliceosome (PubMed:11991638, PubMed:18984161, PubMed:19325628, PubMed:23333303, PubMed:25555158, PubMed:26912367, PubMed:28076346, PubMed:28502770, PubMed:28781166, PubMed:32494006). Component of both the pre-catalytic spliceosome B complex and activated spliceosome C complexes (PubMed:11991638, PubMed:28076346, PubMed:28502770, PubMed:28781166). As a component of the minor spliceosome, involved in the splicing of U12-type introns in pre-mRNAs (PubMed:15146077). As part of the U7 snRNP it is involved in histone 3'-end processing (P																																https://patents.google.com/?q=SNRPG+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	9.5
GBP4	17	4	0	1	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.0007084331029538	0.0846139839030096	2.3425820103509474	2.1425626238535465			ibd_uc_myeloid:1.5,p=0.00071;ibd_uc_epithelial:2.34,p=0.0097;ibd_crohn_myeloid:2.11,p=0.034;psoriasis_skin_apc:1.18,p=0.049	False	0.405019017634137	0.8082687606978536	0.0775354784129323	0.8989378106274888															False	True	0.0	17.0	True	positive_disease_count>=3_with_MS_anchor	found	Q96PP9	Guanylate-binding protein 4	640.0	Cytoplasm;Cytoplasm, perinuclear region;Golgi apparatus membrane;Nucleus	Coiled coil;Cytoplasm;GTP-binding;Golgi apparatus;Hydrolase;Immunity;Innate immunity;Membrane;Nucleotide-binding;Nucleus;Proteomics identification;Reference proteome;Ubl conjugation	False	True	0.0	Binding site;Binding site;Binding site	Interferon (IFN)-inducible GTPase that plays important roles in innate immunity against a diverse range of bacterial, viral and protozoan pathogens (By similarity). Negatively regulates the antiviral response by inhibiting activation of IRF7 transcription factor (By similarity)																																https://patents.google.com/?q=GBP4+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; not_surface_secreted_extracellular_by_uniprot; no_druggability_route; generic_ifn_cytokine_or_chemokine_axis	9.5
UBA6	17	3	0	1	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0008103690507903	0.0615619088993257	1.3135982814898073	1.661132658351126			ibd_uc_epithelial:1.31,p=0.00081;t1d_beta_cell:0.998,p=0.005;ibd_crohn_epithelial:0.779,p=0.014	False	0.4123712707678137	0.6839296405992684	0.1322761743328801	0.8989378106274888							1.509553342192016	0.0047766710960079	1.504776671096008	0.0	0.0				False	True	0.0	16.075477667109602	True	positive_disease_count>=3_with_MS_anchor	found	A0AVT1	Ubiquitin-like modifier-activating enzyme 6	1052.0		3D-structure;ATP-binding;Acetylation;Alternative splicing;Ligase;Magnesium;Metal-binding;Nucleotide-binding;Phosphoprotein;Proteomics identification;Reference proteome;Ubl conjugation pathway	False	True	0.0	Active site:Glycyl thioester intermediate;Binding site;Binding site;Binding site;Binding site;Binding site;Binding site;Binding site;Binding site;Binding site;Binding site;Binding site;Binding site	Activates ubiquitin by first adenylating its C-terminal glycine residue with ATP, and thereafter linking this residue to the side chain of a cysteine residue in E1, yielding a ubiquitin-E1 thioester and free AMP (PubMed:35970836, PubMed:35986001). Specific for ubiquitin, does not activate ubiquitin-like peptides. Also activates UBD/FAT10 conjugation via adenylation of its C-terminal glycine (PubMed:17889673, PubMed:35970836, PubMed:35986001). Differs from UBE1 in its specificity for substrate E2 charging. Does not charge cell cycle E2s, such as CDC34. Essential for embryonic development. Isoform 2 may play a key role in ubiquitin system and may influence spermatogenesis and male fertility																																https://patents.google.com/?q=UBA6+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	9.5
HINT1	17	3	0	1	0	3	0	Crohn disease;Sjogren syndrome;ulcerative colitis		1.0481103567068733e-05	0.0128212367713274	0.7645043705893624	1.7763646346573287			ibd_uc_stromal:0.765,p=1e-05;sjogren_gland_apc:0.43,p=0.0063;ibd_crohn_stromal:0.425,p=0.01	False	0.3658156867496096	0.8346923278919163	0.0675735985637374	0.8989378106274888							1.4992180702949316	-0.0007819297050682	1.5	0.0	0.0				False	True	0.0	16.074960903514746	True	positive_disease_count>=3_with_MS_anchor	found	P49773	Adenosine 5'-monophosphoramidase HINT1	126.0	Cytoplasm;Nucleus	3D-structure;Acetylation;Apoptosis;Cytoplasm;Direct protein sequencing;Disease variant;Hydrolase;Neuropathy;Nucleotide-binding;Nucleus;Phosphoprotein;Protease;Proteomics identification;Reference proteome;Thiol protease;Transcription;Transcription regulation;Ubl conjugation pathway	False	True	0.0	Active site:Tele-AMP-histidine intermediate;Binding site;Binding site;Binding site;Binding site	Exhibits adenosine 5'-monophosphoramidase activity, hydrolyzing purine nucleotide phosphoramidates with a single phosphate group such as adenosine 5'monophosphoramidate (AMP-NH2) to yield AMP and NH2 (PubMed:15703176, PubMed:16835243, PubMed:17217311, PubMed:17337452, PubMed:22329685, PubMed:23614568, PubMed:28691797, PubMed:29787766, PubMed:31990367). Hydrolyzes adenosine 5'monophosphomorpholidate (AMP-morpholidate) and guanosine 5'monophosphomorpholidate (GMP-morpholidate) (PubMed:15703176, PubMed:16835243). Hydrolyzes lysyl-AMP (AMP-N-epsilon-(N-alpha-acetyl lysine methyl ester)) generated by lysine tRNA ligase, as well as Met-AMP, His-AMP and Asp-AMP, lysyl-GMP (GMP-N-epsilon-(N-alpha-ac																																https://patents.google.com/?q=HINT1+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	9.5
