accession	sample_id	description	donor_id	group	disease_state	marker_compartment	compartment_source	module	n_cells	mean_score	high_fraction
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	715	-0.2850905479068905	0.05314685314685315
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	715	0.04416725399536897	0.3678321678321678
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	715	0.03641322010758809	0.2965034965034965
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	715	-0.13599833913473353	0.17902097902097902
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	715	-0.028847904656170625	0.22517482517482518
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	2472	0.11164005590218468	0.34506472491909385
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	2472	-0.26315297375090585	0.13187702265372167
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	2472	-0.17843648123713446	0.10477346278317153
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	2472	0.1814220856510018	0.47006472491909385
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	2472	-0.01947857365282922	0.1966019417475728
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	2472	-0.18558103597479952	0.07888349514563107
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	2472	-0.021562305133287548	0.22694174757281554
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	complement_phagocytosis	3382	-0.0013282661310391737	0.0192193968066233
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	hla_ii_cd74	3382	-0.410028527968075	0.03932584269662921
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	3382	-0.2417892582547437	0.04050857480780603
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	lipid_loader_repair	3382	0.006093658113766699	0.2622708456534595
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	lysosomal_apc	3382	-0.021507212870392253	0.231224127735068
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	3382	-0.2625500185613241	0.06889414547604968
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	3382	-0.09002975937887976	0.16351271437019516
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	complement_phagocytosis	100	-0.060964130439044674	0.1
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	hla_ii_cd74	100	-0.3866201108791411	0.06
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	100	-0.2326899843280575	0.06
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	lipid_loader_repair	100	-0.06312719285885382	0.15
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	lysosomal_apc	100	-0.18706935414304543	0.09
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	100	-0.2774805682301478	0.1
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	100	-0.24256588756602926	0.07
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	complement_phagocytosis	3429	0.006271775708584327	0.017206182560513268
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	hla_ii_cd74	3429	-0.14545779981385862	0.14814814814814814
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	3429	-0.10901280769221872	0.14289880431612714
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	lipid_loader_repair	3429	0.007945254531331911	0.25167687372411784
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	lysosomal_apc	3429	-0.07910928233070065	0.17556138815981337
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	3429	-0.15135234786060275	0.12306794983960338
GSE227835	GSM7266256	N10a	SN_MG_10	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	3429	0.005227008521344425	0.2665500145815106
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	683	0.041303698224335314	0.11566617862371889
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	683	-0.5629268796344403	0.040995607613469986
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	683	-0.2718537771441799	0.048316251830161056
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	683	0.1151218069652174	0.4289897510980966
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	683	0.07107821405122607	0.3118594436310395
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	683	-0.10825928993207738	0.20644216691068815
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	683	-0.0035817775647585923	0.2342606149341142
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	3510	0.12184130848075594	0.3871794871794872
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	3510	-0.3335639417643095	0.11652421652421652
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	3510	-0.16498528029062803	0.11538461538461539
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	3510	0.22293943324497204	0.49743589743589745
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	3510	-0.03626754686748989	0.22136752136752136
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	3510	-0.24284912572664952	0.06894586894586895
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	3510	-0.05529053629503113	0.18376068376068377
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_nk_like	marker_derived_from_GEO_counts	complement_phagocytosis	2590	0.057841826926873015	0.03552123552123552
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_nk_like	marker_derived_from_GEO_counts	hla_ii_cd74	2590	-0.3360047919264796	0.06138996138996139
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_nk_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	2590	-0.15303749058827795	0.08146718146718147
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_nk_like	marker_derived_from_GEO_counts	lipid_loader_repair	2590	0.03674875633322877	0.2888030888030888
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_nk_like	marker_derived_from_GEO_counts	lysosomal_apc	2590	0.003415076501479928	0.255984555984556
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_nk_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	2590	-0.23562337687828017	0.0945945945945946
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_nk_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	2590	-0.027754485569814587	0.2057915057915058
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	complement_phagocytosis	106	0.021241060708818142	0.1320754716981132
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	hla_ii_cd74	106	-0.3252232282588876	0.08490566037735849
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	106	-0.16060686789207634	0.11320754716981132
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	lipid_loader_repair	106	0.02569054715940893	0.20754716981132076
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	lysosomal_apc	106	-0.06629996112712919	0.16981132075471697
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	106	-0.16719806936842005	0.14150943396226415
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	106	-0.10374763419656895	0.12264150943396226
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	complement_phagocytosis	3800	0.05806459637635412	0.030526315789473683
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	hla_ii_cd74	3800	-0.04937240062574528	0.2305263157894737
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	3800	-0.028211361941596905	0.23605263157894738
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	lipid_loader_repair	3800	0.06158338115528725	0.2831578947368421
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	lysosomal_apc	3800	-0.01398435955525285	0.23473684210526316
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	3800	-0.0962038878427318	0.19026315789473683
GSE227835	GSM7266257	N10b	SN_MG_10	seronegative_mg_post	Seronegative MG post-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	3800	0.0641696153749358	0.3402631578947368
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	417	0.014197415311816215	0.08633093525179857
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	417	-0.3195998303585705	0.11270983213429256
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	417	-0.1498851494106318	0.1366906474820144
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	417	0.014468048517736932	0.2997601918465228
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	417	0.11638680087167448	0.3645083932853717
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	417	0.08100898651990823	0.434052757793765
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	417	0.03764982332314119	0.31894484412470026
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	1625	-0.10468526161406408	0.136
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	1625	-0.01434121868459022	0.2036923076923077
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	1625	0.006167402605757561	0.232
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	1625	-0.049342354032155346	0.17046153846153847
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	1625	0.018187315334357756	0.1963076923076923
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	1625	0.028381466487593585	0.27015384615384613
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	1625	0.06365129924244539	0.30030769230769233
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	complement_phagocytosis	1132	0.04158738502300006	0.023851590106007067
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	hla_ii_cd74	1132	-0.21559339483654888	0.08480565371024736
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	1132	-0.13203595090481815	0.12190812720848057
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	lipid_loader_repair	1132	-0.0030581857746809897	0.24028268551236748
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	lysosomal_apc	1132	0.04255960495704664	0.2871024734982332
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	1132	-0.05089448056590159	0.2411660777385159
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	1132	-0.0646860536470153	0.2252650176678445
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	complement_phagocytosis	38	-0.06300716661908884	0.15789473684210525
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	hla_ii_cd74	38	-0.24289873877320906	0.02631578947368421
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	38	-0.14512001373546624	0.02631578947368421
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	lipid_loader_repair	38	-0.03283882564712427	0.13157894736842105
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	lysosomal_apc	38	-0.14287183434707135	0.07894736842105263
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	38	-0.21000177435922204	0.10526315789473684
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	38	-0.1378253550280474	0.15789473684210525
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	complement_phagocytosis	5216	-0.014565824273258584	0.010736196319018405
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	hla_ii_cd74	5216	-0.12860813079139305	0.15586656441717792
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	5216	-0.056819725080027673	0.19363496932515337
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	lipid_loader_repair	5216	-0.010196627935925597	0.23945552147239263
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	lysosomal_apc	5216	-0.03486240477719038	0.2156825153374233
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	5216	-0.020740114244347584	0.2285276073619632
GSE227835	GSM7266260	N2a	SN_MG_2	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	5216	-0.0686499464673524	0.13669478527607362
GSE227835	GSM7266261	N2b	SN_MG_2	seronegative_mg_post	Seronegative MG post-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	501	0.0010662020794222498	0.08383233532934131
GSE227835	GSM7266261	N2b	SN_MG_2	seronegative_mg_post	Seronegative MG post-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	501	-0.30292143338342586	0.1277445109780439
GSE227835	GSM7266261	N2b	SN_MG_2	seronegative_mg_post	Seronegative MG post-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	501	-0.11270049045627031	0.20359281437125748
GSE227835	GSM7266261	N2b	SN_MG_2	seronegative_mg_post	Seronegative MG post-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	501	0.019717259208473323	0.3373253493013972
GSE227835	GSM7266261	N2b	SN_MG_2	seronegative_mg_post	Seronegative MG post-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	501	0.09348376602580437	0.35129740518962077
GSE227835	GSM7266261	N2b	SN_MG_2	seronegative_mg_post	Seronegative MG post-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	501	0.1185623155784622	0.38922155688622756
GSE227835	GSM7266261	N2b	SN_MG_2	seronegative_mg_post	Seronegative MG post-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	501	-0.0039060089938417683	0.25349301397205587
GSE227835	GSM7266261	N2b	SN_MG_2	seronegative_mg_post	Seronegative MG post-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	1908	-0.09117829426925589	0.1619496855345912
GSE227835	GSM7266261	N2b	SN_MG_2	seronegative_mg_post	Seronegative MG post-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	1908	-0.08216461223626768	0.18029350104821804
GSE227835	GSM7266261	N2b	SN_MG_2	seronegative_mg_post	Seronegative MG post-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	1908	-0.033517708021791784	0.20440251572327045
GSE227835	GSM7266261	N2b	SN_MG_2	seronegative_mg_post	Seronegative MG post-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	1908	-0.07264271122639769	0.14098532494758909
GSE227835	GSM7266261	N2b	SN_MG_2	seronegative_mg_post	Seronegative MG post-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	1908	-0.007424468401043875	0.17557651991614256
GSE227835	GSM7266261	N2b	SN_MG_2	seronegative_mg_post	Seronegative MG post-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	1908	0.024715442249327656	0.2741090146750524
GSE227835	GSM7266261	N2b	SN_MG_2	seronegative_mg_post	Seronegative MG post-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	1908	-0.035323845053322304	0.20649895178197064
GSE227835	GSM7266261	N2b	SN_MG_2	seronegative_mg_post	Seronegative MG post-treatment	marker_nk_like	marker_derived_from_GEO_counts	complement_phagocytosis	869	-0.005768831446176723	0.03222094361334868
GSE227835	GSM7266261	N2b	SN_MG_2	seronegative_mg_post	Seronegative MG post-treatment	marker_nk_like	marker_derived_from_GEO_counts	hla_ii_cd74	869	-0.20563111496114234	0.10126582278481013
GSE227835	GSM7266261	N2b	SN_MG_2	seronegative_mg_post	Seronegative MG post-treatment	marker_nk_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	869	-0.08950566111687441	0.14614499424626007
GSE227835	GSM7266261	N2b	SN_MG_2	seronegative_mg_post	Seronegative MG post-treatment	marker_nk_like	marker_derived_from_GEO_counts	lipid_loader_repair	869	-0.01998319147520788	0.23130034522439585
GSE227835	GSM7266261	N2b	SN_MG_2	seronegative_mg_post	Seronegative MG post-treatment	marker_nk_like	marker_derived_from_GEO_counts	lysosomal_apc	869	0.03167305580341464	0.2899884925201381
GSE227835	GSM7266261	N2b	SN_MG_2	seronegative_mg_post	Seronegative MG post-treatment	marker_nk_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	869	-0.054697408061221225	0.22209436133486765
GSE227835	GSM7266261	N2b	SN_MG_2	seronegative_mg_post	Seronegative MG post-treatment	marker_nk_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	869	-0.06712575820074325	0.2094361334867664
GSE227835	GSM7266261	N2b	SN_MG_2	seronegative_mg_post	Seronegative MG post-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	complement_phagocytosis	58	-0.03919674517089441	0.1724137931034483
GSE227835	GSM7266261	N2b	SN_MG_2	seronegative_mg_post	Seronegative MG post-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	hla_ii_cd74	58	-0.3997154831913646	0.06896551724137931
GSE227835	GSM7266261	N2b	SN_MG_2	seronegative_mg_post	Seronegative MG post-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	58	-0.23771303266371732	0.06896551724137931
GSE227835	GSM7266261	N2b	SN_MG_2	seronegative_mg_post	Seronegative MG post-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	lipid_loader_repair	58	-0.028834515882467725	0.2413793103448276
GSE227835	GSM7266261	N2b	SN_MG_2	seronegative_mg_post	Seronegative MG post-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	lysosomal_apc	58	-0.12976508521806354	0.13793103448275862
