analysis	disease_name	compartment	gene	n_feature_columns
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	ASL	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	ASPM	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	ATOX1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	AXL	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	BATF2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	BCL2L14	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	BICD1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	BTF3	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	C15ORF48	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	C1QTNF1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	C4ORF46	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CALR	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CAPZA1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CARD10	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CARD16	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CASP10	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CASP4	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CASP8	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CBX3	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CCL19	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CCL20	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CD200R1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CD24	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CD274	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CD300A	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CD300E	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CD300LF	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CD36	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CD44	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CD74	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CD82	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CDC42EP1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CDC42SE1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CDV3	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CFB	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CFP	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CHD1L	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CHI3L1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CKLF	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CNN2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CNN3	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	COL4A1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	COX7A2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	COX7B	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CSGALNACT1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CSTA	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CTNNB1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CTSB	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CTSC	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CTSL	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CTSS	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CXCL1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CXCL2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CXCL3	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CXCL8	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CXCL9	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CYTOR	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	DAP	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	DBI	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	DDAH1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	DDIT4	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	DDX39A	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	DENND2D	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	DNAJB11	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	DUSP6	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	DYNLT1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	EEF1E1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	ENO1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	EPS8L1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	EPSTI1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	ESCO2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	FABP5	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	FAM136A	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	FBXO6	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	FCGR2B	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	FKBP1A	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	FMNL2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	FXYD5	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	GABARAPL2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	GALE	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	GBP1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	GBP4	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	GK	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	GOLT1B	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	GPNMB	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	GPX2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	GSTO1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	GYS1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	HAPLN3	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	HIF1A	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	HLA-B	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	HLA-DMA	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	HLA-DMB	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	HLA-DRB1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	HSP90B1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	HSPG2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	IDO1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	IFI16	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	IFI30	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	IFITM2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	IFITM3	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	IFT43	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	IGHG1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	IL15	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	IL23A	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	IL2RG	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	IL7R	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	IRF1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	ITGA2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	ITGA5	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	ITGB4	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	JAK1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	JAK2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	JAK3	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	KCNJ2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	KRT7	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	KRTCAP3	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	KYNU	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	LAMB3	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	LAMP3	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	LCN2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	LDLRAD3	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	LIMS1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	LIPA	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	LRG1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	LRRC59	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	LRRC61	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	LTA4H	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	LTF	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	LYPLA1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	LYZ	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	MAGIX	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	MAGOHB	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	MARCO	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	MERTK	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	METAP1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	MIF	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	MMP15	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	MMP7	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	MOB3B	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	MPHOSPH6	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	MRRF	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	MSR1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	MSRB1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	MTF1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	MTHFD2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	MYD88	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	NAMPT	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	NCK1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	NDUFA11	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	NLRC5	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	NLRP3	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	NME1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	NMI	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	NOP14	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	NPTX2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	NR1H3	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	NUP205	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	OLFM4	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	OSM	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	OSMR	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	P4HB	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PDE4B	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PDE4D	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PDIA4	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PDLIM7	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PDPN	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PGGHG	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PI15	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PI3	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PIK3R2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PIKFYVE	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PKM	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PLEK2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	POMP	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PPARG	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PPIA	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PPIB	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PPIF	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PPIL3	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PPP3CA	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PRSS22	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PSMA1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PSMA3	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PSMA4	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PSMA5	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PSMB8	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PSME1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PSME2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PTGS2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PTPN2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PTPRE	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	RAB10	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	RAB11A	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	RAB11FIP4	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	RAB24	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	RAB3D	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	RABGGTB	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	REG1A	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	REG3A	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	ROMO1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	RPL17	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	RPP40	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	RREB1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	S100A11	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	S100A8	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	S100A9	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	S100P	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SAA1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SAA2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SBNO2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SCD	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SDC4	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SEC14L2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SEC61A1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SEC61B	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SEL1L3	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SERPINA1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SERPINB1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SH3GLB1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SHISA5	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SIGLEC10	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SLC10A7	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SLC25A22	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SLPI	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SMCO4	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SNRPG	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SNX10	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SP140	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SPNS1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SPP1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SQLE	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SSR3	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	STAB1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	STAT1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SUB1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	TBXAS1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	TFE3	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	TFEB	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	TGM2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	TIMM17A	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	TIMP1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	TMEM165	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	TMEM167A	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	TMSB10	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	TNFAIP6	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	TNFAIP8	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	TNFAIP8L1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	TNFRSF11B	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	TNIP3	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	TPM4	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	TREM2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	TTYH3	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	TYK2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	TYROBP	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	ZWILCH	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	ABHD2	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	ACSL1	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	ACSL3	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	ACSL4	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	AGRN	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	ANGPTL4	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	ANKRD22	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	AP2B1	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	APOC1	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	APOL1	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	APOL2	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	AQR	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	ARHGEF28	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	ARPC5	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	ASL	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	ASPM	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	ATOX1	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	AXL	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	BATF2	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	BCL2L14	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	BICD1	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	BTF3	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	C15ORF48	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	C1QTNF1	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	C4ORF46	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CALR	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CAPZA1	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CARD10	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CARD16	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CASP10	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CASP4	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CASP8	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CBX3	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CCL19	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CCL20	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CD200R1	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CD24	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CD274	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CD300A	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CD300E	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CD300LF	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CD36	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CD44	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CD74	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CD82	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CDC42EP1	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CDC42SE1	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CDV3	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CFB	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CFP	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CHD1L	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CHI3L1	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CKLF	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CNN2	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CNN3	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	COL4A1	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	COX7A2	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	COX7B	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CSGALNACT1	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CSTA	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CTNNB1	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CTSB	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CTSC	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CTSL	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CTSS	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CXCL1	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CXCL2	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CXCL3	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CXCL8	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CXCL9	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CYTOR	1
