gene	wave34_call	wave34_score	gate	passed
SCT	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SCT-DRD4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SCUBE1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SCYGR1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SDF4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SDK1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SDR42E1P5	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SELENOV	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SELP	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SEMA3F-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SENP6	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SEPHS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SEPT5-GP1BB	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SEPTIN14P21	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SEPTIN9	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SERP1NB3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SERPINB10	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SERPINB12	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SETP1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SETP9	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SFTPD	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SGCD	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SGCZ	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SGO1-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SGPP2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SGSM1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SHANK1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SHROOM3-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SIAH3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SIDT1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SIGLEC29P	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SIGLEC5	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SIRPD	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SIRPG-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SKIC2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SKP1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SKP1P2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SLC10A4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SLC12A1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SLC22A10	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SLC22A11	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SLC22A12	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SLC25A51P2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SLC25A52	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SLC26A1A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SLC2A4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SLC30A8	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SLC35F4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SLC44A3P1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SLC45A4-AS2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SLC5A7	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SLC6A11	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SLC6A15	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SLC6A18	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SLC7A15P	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SLC7A6OS	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SLCO1A2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SLCO6A1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SMC1B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SMCP	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SMG1P5	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SMIM15P2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SMIM21	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SMIM29-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SMIM31	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SMIM8	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SMNDC1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SND1-DT	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SNHG28	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SNORA10B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SNORA31	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SNORA72	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SNORA73	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SNORD116	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SNORD28B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SNORD65B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SNORD74	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SNORD81	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SNOU13	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SNRPEP3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SNRPGP2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SNTB1-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SNX18P23	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SNX27	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SOD1-DT	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SON	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SORL1-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SOX5P1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SPAG1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SPATA31C2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SPATA31F2P	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SPATA32	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SPATA8	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SPC24	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SPECC1L	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SPECC1L-ADORA2A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SPEN-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SPG3A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SPMIP2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SPNS3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SPOPL-DT	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SPRR1B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SPRR2C	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SPRR2G	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SPRR3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SPRR4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SPRR5	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SPTLC1P4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SQSTM1P1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SRD5A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SRGAP2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SRIP1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SRMP1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SRP54-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SRRM1P2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ST13P4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ST8SIA1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
STARD3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
STARD6	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
STAU1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
STEAP2-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
STIM1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
STIMATE	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
STIMATE-MUSTN1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
STX4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SUCLA2P2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SUMO1P1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SV2B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SVILP1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SYN2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SYNDIG1L	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SYNE2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SYNPO2L-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SYPL1P1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SYT1-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
SYT16	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TAC4-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TAF9B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TAFA5	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TAMM41	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TANK-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TATDN3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TBC1D21	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TBC1D8	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TBP	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TBX1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TBX3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TCEAL8P1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TCEB3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TCERG1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TCTE1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TCTE3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TDH	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TDRD15	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TDRD6-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TECRL	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TENM3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TENM3-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TENR	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TERF1P3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TESHL	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TEX26	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TEX261	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TEX48	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TEX51	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TEX53	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TFCP2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TGM3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
THEM7P	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
THORLNC	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
THRAP3P2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
THSD7B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TIAM1-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TIGD5	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TLE1-DT	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TLR8	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TLR8-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TM4SF20	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TM9SF4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TM9SF5P	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TMC1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TMC2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TMCO5A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TMEM117	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TMEM121	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TMEM130	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TMEM132C	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TMEM18-DT	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TMEM180	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TMEM190	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TMEM230P2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TMEM235	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TMEM39A1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TMEM55B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TMEM72-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TMF1P1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TMPRSS15	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TNFIP3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TNFRS-F6B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TNFRSF11	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TNFSF4-LOC100506023	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TNIP	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TNM3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TNPO2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TOMM20P3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TOMM22P3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TOMM5P1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TOP3BP1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TPT1P1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TPT1P9	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TPTE	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TRAF1-C5	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TRANK1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TRAPPC3L	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TRAPPC8	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TREHP1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TRERNA1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TRHR	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TRIM49	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TRIM60P14	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TRIM71	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TRIM8	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TRK-TTT15-1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TRMT10C	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TRMT112P1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TRNAI-UAU	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TRPM1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TRPM8	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TSC1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TSEN15P3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TSEN2P1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TSEN34	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TSGA10IP	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TSPAN31	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TSSC1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TTC6	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
TTLL8	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
