dataset	pathway	perturbation	cell_type	gene	log2fc	p	fdr
GSE281048_Mixscale	TNFA	NKX3-1	BXPC3	CASP3	0.0523840249352672	0.47472714056148	0.8507254558347159
GSE281048_Mixscale	TNFA	NKX3-1	BXPC3	GBP1	0.0189573832008985	0.810197757070683	0.9568285466852987
GSE281048_Mixscale	TNFA	NKX3-1	BXPC3	FOS		0.452225248509602	0.8433058796419179
GSE281048_Mixscale	TNFA	NKX3-1	BXPC3	IRF1	0.0248190990999393	0.780684849807265	0.948819655317395
GSE281048_Mixscale	TNFA	NKX3-1	BXPC3	JUN	0.102736841173984	0.101954914960415	0.5543133748255115
GSE281048_Mixscale	TNFA	NKX3-1	BXPC3	RFX5		0.743072250363287	0.9393631967928922
GSE281048_Mixscale	TNFA	NKX3-1	BXPC3	STAT1	-0.0637409088526964	0.270828788716919	0.7352894988156983
GSE281048_Mixscale	TNFA	NKX3-1	BXPC3	CTSS	-0.0596077088895597	0.577051935066837	0.8866993348960153
GSE281048_Mixscale	TNFA	NKX3-1	HAP1	KLF6	0.419421089585201	0.0034134257554862	0.505909014544296
GSE281048_Mixscale	TNFA	NKX3-1	HAP1	IFIT1		0.0141885105813165	0.7708280077060636
GSE281048_Mixscale	TNFA	NKX3-1	HAP1	DNAJB1		0.141447569225366	0.8594536251498484
GSE281048_Mixscale	TNFA	NKX3-1	HAP1	CASP3		0.500730771363303	0.9424174311855592
GSE281048_Mixscale	TNFA	NKX3-1	HAP1	GBP1		0.714862283305651	0.9714630487177803
GSE281048_Mixscale	TNFA	NKX3-1	HAP1	FOS		0.079401939920854	0.8416443775217692
GSE281048_Mixscale	TNFA	NKX3-1	HAP1	IRF1		0.0822648233689244	0.8416443775217692
GSE281048_Mixscale	TNFA	NKX3-1	HAP1	JUN		0.86582747096931	0.991665428908884
GSE281048_Mixscale	TNFA	NKX3-1	HAP1	RFX5		0.465078250695542	0.9364421740096086
GSE281048_Mixscale	TNFA	NKX3-1	HAP1	STAT1	0.0536902032856792	0.884605219587916	0.9924060735294018
GSE281048_Mixscale	TNFA	NKX3-1	HAP1	CTSS		0.356507469196745	0.914575596041939
GSE281048_Mixscale	TNFA	NKX3-1	HT29	KLF6	0.0822510856805714	0.526596560494194	0.9147179462457962
GSE281048_Mixscale	TNFA	NKX3-1	HT29	IFIT1	0.0634787604060519	0.649990134183284	0.9421568744073179
GSE281048_Mixscale	TNFA	NKX3-1	HT29	DNAJB1	0.0558696457418977	0.971062357880553	0.9966254667779526
GSE281048_Mixscale	TNFA	NKX3-1	HT29	CASP3	-0.0551757757271472	0.256165587941523	0.8190381661956175
GSE281048_Mixscale	TNFA	NKX3-1	HT29	GBP1	0.199404652373172	0.0519134750482571	0.6023369104429367
GSE281048_Mixscale	TNFA	NKX3-1	HT29	FOS	0.135643475379944	0.154361526693345	0.7315993732490083
GSE281048_Mixscale	TNFA	NKX3-1	HT29	IRF1	0.0791102361694893	0.785812515782815	0.9698098343835675
GSE281048_Mixscale	TNFA	NKX3-1	HT29	JUN	0.104795275459237	0.318307388050142	0.8512357229103902
GSE281048_Mixscale	TNFA	NKX3-1	HT29	RFX5		0.231857188409928	0.8056615035831126
GSE281048_Mixscale	TNFA	NKX3-1	HT29	STAT1	0.0566403024324513	0.740490516481377	0.9611335534506967
GSE281048_Mixscale	TNFA	NKX3-1	HT29	CTSS	0.111620752880753	0.593133606800823	0.9249772393709804
GSE281048_Mixscale	TNFA	NKX3-1	K562	KLF6	-0.0222790912821305	0.761255269531481	0.9891871751816644
GSE281048_Mixscale	TNFA	NKX3-1	K562	IFIT1		0.0200092006806443	0.6997201745184125
GSE281048_Mixscale	TNFA	NKX3-1	K562	DNAJB1	0.213080703413376	0.0112978692503769	0.6277797090390819
GSE281048_Mixscale	TNFA	NKX3-1	K562	CASP3	-0.111753625492917	0.618152504556691	0.9743654366085904
GSE281048_Mixscale	TNFA	NKX3-1	K562	GBP1		0.567292452094754	0.9665951031520715
GSE281048_Mixscale	TNFA	NKX3-1	K562	FOS		0.920733931442944	0.9972393466486009
GSE281048_Mixscale	TNFA	NKX3-1	K562	IRF1	-0.0838983724773219	0.749319956353227	0.9880134644382128
GSE281048_Mixscale	TNFA	NKX3-1	K562	JUN	0.0891859422097094	0.214532969450425	0.879403199304999
GSE281048_Mixscale	TNFA	NKX3-1	K562	RFX5		0.568913007326306	0.9665951031520715
GSE281048_Mixscale	TNFA	NKX3-1	K562	STAT1	-0.0065007483352927	0.476505341032424	0.9538515792707103
GSE281048_Mixscale	TNFA	NKX3-1	K562	CTSS		0.604464995170076	0.9723537409149751
GSE281048_Mixscale	TNFA	NKX3-1	MCF7	KLF6	0.0272328602187699	0.925220326580617	0.9933317190124937
GSE281048_Mixscale	TNFA	NKX3-1	MCF7	IFIT1		0.010799552592651	0.24023778928684286
GSE281048_Mixscale	TNFA	NKX3-1	MCF7	DNAJB1	-0.0476024135771906	0.472478908885396	0.885646635388368
GSE281048_Mixscale	TNFA	NKX3-1	MCF7	CASP3		0.0253376697042483	0.36175687428674175
GSE281048_Mixscale	TNFA	NKX3-1	MCF7	GBP1		0.4271577157707	0.8690283141583078
GSE281048_Mixscale	TNFA	NKX3-1	MCF7	FOS		0.897772732580218	0.9899064327061492
GSE281048_Mixscale	TNFA	NKX3-1	MCF7	IRF1	0.0499716322077508	0.736749276311555	0.9528976290368105
GSE281048_Mixscale	TNFA	NKX3-1	MCF7	JUN	0.0179520581590171	0.95137245540855	0.9964828809414243
GSE281048_Mixscale	TNFA	NKX3-1	MCF7	RFX5	0.0130317726705411	0.936205290127585	0.9955415928617278
GSE281048_Mixscale	TNFA	NKX3-1	MCF7	STAT1	-0.0335381050009529	0.335716212648553	0.8333546523035282
GSE281048_Mixscale	TNFA	NKX3-1	MCF7	CTSS		0.330592236278556	0.8287478575433493
GSE281048_Mixscale	TNFA	PDCD5	A549	CTSS	-0.160776791669376	0.403688491927523	0.9572705692799032
GSE281048_Mixscale	TNFA	PDCD5	A549	KLF6	-0.0463091458772229	0.944784817426209	0.9998092780039082
GSE281048_Mixscale	TNFA	PDCD5	A549	GBP1	-0.126093614139695	0.0386442077134901	0.7908842310134222
GSE281048_Mixscale	TNFA	PDCD5	A549	HSP90AA1	-0.137194488293467	0.531586651411957	0.9734498559147644
GSE281048_Mixscale	TNFA	PDCD5	A549	DNAJB1	0.0034395782103962	0.681352617827886	0.9857711024003668
GSE281048_Mixscale	TNFA	PDCD5	A549	STAT1	0.0407141945510676	0.158794820530715	0.9220694744976576
GSE281048_Mixscale	TNFA	PDCD5	A549	RFX5	0.176021920566826	0.0745996050311921	0.8522133284684086
GSE281048_Mixscale	TNFA	PDCD5	A549	IRF1	-0.114633114660332	0.0886317705894378	0.8680804852561963
GSE281048_Mixscale	TNFA	PDCD5	A549	BAX		0.870093602652026	0.9998092780039082
GSE281048_Mixscale	TNFA	PDCD5	A549	FOS	0.27397132497731	0.221555055452482	0.954523630392872
GSE281048_Mixscale	TNFA	PDCD5	A549	CASP3		0.605083047620283	0.9756978003654261
GSE281048_Mixscale	TNFA	PDCD5	A549	IFIT1	0.0780207335550914	0.843201928531	0.9998092780039082
GSE281048_Mixscale	TNFA	PDCD5	A549	JUN	-0.0675254310465379	0.272047609322558	0.954523630392872
GSE281048_Mixscale	TNFA	PDCD5	A549	ATF4	0.54354744450734	0.943152079271998	0.9998092780039082
GSE281048_Mixscale	TNFA	PDCD5	BXPC3	CTSS	-0.0292193103614473	0.113276068324179	0.8273785030467162
GSE281048_Mixscale	TNFA	PDCD5	BXPC3	KLF6	0.414239140568783	0.737092158422203	0.9867495578319754
GSE281048_Mixscale	TNFA	PDCD5	BXPC3	GBP1	0.0485565467275211	0.363160501839924	0.9273887624800732
GSE281048_Mixscale	TNFA	PDCD5	BXPC3	HSP90AA1	0.0491537928600501	0.871298599248297	0.9988516864925027
GSE281048_Mixscale	TNFA	PDCD5	BXPC3	DNAJB1	0.183440283441519	0.854024585121971	0.997890599033783
GSE281048_Mixscale	TNFA	PDCD5	BXPC3	STAT1	-0.0434725016927842	0.0716677196174832	0.8072661597581273
GSE281048_Mixscale	TNFA	PDCD5	BXPC3	RFX5		0.848132103843352	0.9977358964245079
GSE281048_Mixscale	TNFA	PDCD5	BXPC3	IRF1	-0.0779406139942815	0.508413671877051	0.9539303587951359
GSE281048_Mixscale	TNFA	PDCD5	BXPC3	BAX		0.297173522753736	0.9168644848396222
GSE281048_Mixscale	TNFA	PDCD5	BXPC3	FOS		0.108457248297315	0.8273785030467162
GSE281048_Mixscale	TNFA	PDCD5	BXPC3	CASP3	0.512152353502944	0.238854071706431	0.8923686083594254
GSE281048_Mixscale	TNFA	PDCD5	BXPC3	IFIT1		0.151289312924408	0.8484135111948936
GSE281048_Mixscale	TNFA	PDCD5	BXPC3	JUN	0.0444726815991783	0.311750589523043	0.9199189218875902
GSE281048_Mixscale	TNFA	PDCD5	BXPC3	ATF4	0.0708877788918223	0.644579674742058	0.9728620574261484
GSE281048_Mixscale	TNFA	PDCD5	HAP1	CTSS		0.0008276268650526	0.28388279586353404
GSE281048_Mixscale	TNFA	PDCD5	HAP1	KLF6	0.172266855976626	0.368672641544479	0.9998891542974266
GSE281048_Mixscale	TNFA	PDCD5	HAP1	GBP1		0.817780182009507	0.9998891542974266
GSE281048_Mixscale	TNFA	PDCD5	HAP1	HSP90AA1	0.196008417692488	0.801489613132532	0.9998891542974266
GSE281048_Mixscale	TNFA	PDCD5	HAP1	DNAJB1	0.52562230623763	0.131111346067956	0.9998891542974266
GSE281048_Mixscale	TNFA	PDCD5	HAP1	STAT1	0.139906904049491	0.566749462190662	0.9998891542974266
GSE281048_Mixscale	TNFA	PDCD5	HAP1	RFX5		0.992092786858809	0.9998891542974266
GSE281048_Mixscale	TNFA	PDCD5	HAP1	IRF1		0.372294595791699	0.9998891542974266
GSE281048_Mixscale	TNFA	PDCD5	HAP1	BAX		0.0998571517494504	0.9931601618698024
GSE281048_Mixscale	TNFA	PDCD5	HAP1	FOS		0.765540276531233	0.9998891542974266
GSE281048_Mixscale	TNFA	PDCD5	HAP1	CASP3	0.765250159265334	0.199339553243027	0.9998891542974266
GSE281048_Mixscale	TNFA	PDCD5	HAP1	IFIT1		0.995125292740566	0.9998891542974266
GSE281048_Mixscale	TNFA	PDCD5	HAP1	JUN		0.730621853958385	0.9998891542974266
GSE281048_Mixscale	TNFA	PDCD5	HAP1	ATF4	0.190940243875091	0.369938581941863	0.9998891542974266
GSE281048_Mixscale	TNFA	PDCD5	HT29	CTSS	-0.304101701518215	0.000976845309968	0.05302685959650615
GSE281048_Mixscale	TNFA	PDCD5	HT29	KLF6	0.0603119982928506	0.0076661041904081	0.16293513509454677
GSE281048_Mixscale	TNFA	PDCD5	HT29	GBP1	0.121216214954306	0.478663664877295	0.8425906844049492
GSE281048_Mixscale	TNFA	PDCD5	HT29	HSP90AA1	-0.0093719518835588	0.0408436127506144	0.3753677315981545
GSE281048_Mixscale	TNFA	PDCD5	HT29	DNAJB1	0.146586777884979	0.100508913734544	0.5352277204344801
GSE281048_Mixscale	TNFA	PDCD5	HT29	STAT1	0.0524191424829086	0.387513797758136	0.7955866132240472
GSE281048_Mixscale	TNFA	PDCD5	HT29	RFX5		0.43385207092692	0.82420608603142
GSE281048_Mixscale	TNFA	PDCD5	HT29	IRF1	-0.14220868798493	0.162622842992266	0.6212190319334178
GSE281048_Mixscale	TNFA	PDCD5	HT29	BAX	-0.0011968233746642	0.505095812185849	0.8578861568872358
GSE281048_Mixscale	TNFA	PDCD5	HT29	FOS	-0.0113701463190563	0.190011240233592	0.6402187938523828
GSE281048_Mixscale	TNFA	PDCD5	HT29	CASP3	-0.0832056718410672	0.136981110540531	0.5929451735358977
GSE281048_Mixscale	TNFA	PDCD5	HT29	IFIT1	0.0179884292781318	0.645494849525813	0.911385508058813
GSE281048_Mixscale	TNFA	PDCD5	HT29	JUN	-0.0512484898149405	0.80401408070098	0.9554307586686882
GSE281048_Mixscale	TNFA	PDCD5	HT29	ATF4	-0.0483150936751016	0.831490418383448	0.9628692236251809
GSE281048_Mixscale	TNFA	PDCD5	K562	CTSS		0.0269583061757878	0.47810823800503127
GSE281048_Mixscale	TNFA	PDCD5	K562	KLF6	-0.199050741362421	0.0469272776106977	0.5558102542939516
GSE281048_Mixscale	TNFA	PDCD5	K562	GBP1		0.320646603373558	0.867365256398372
GSE281048_Mixscale	TNFA	PDCD5	K562	HSP90AA1	0.108093241091353	0.0473966063678155	0.558413339543731
GSE281048_Mixscale	TNFA	PDCD5	K562	DNAJB1	0.161635387209789	0.0491022508573127	0.5603515389029123
GSE281048_Mixscale	TNFA	PDCD5	K562	STAT1	-0.0931000931557495	0.153589561872689	0.7438977805849467
GSE281048_Mixscale	TNFA	PDCD5	K562	RFX5		0.218883180526843	0.8100680933742349
GSE281048_Mixscale	TNFA	PDCD5	K562	IRF1	-0.328579591290099	0.265239698286793	0.8428166040060381
GSE281048_Mixscale	TNFA	PDCD5	K562	BAX		0.228250885047279	0.8212953723529824
GSE281048_Mixscale	TNFA	PDCD5	K562	FOS		0.709201741086032	0.9676795248309609
GSE281048_Mixscale	TNFA	PDCD5	K562	CASP3	0.0771832471171758	0.811792412710997	0.9817917177352238
GSE281048_Mixscale	TNFA	PDCD5	K562	IFIT1		0.715468796075358	0.9676795248309609
GSE281048_Mixscale	TNFA	PDCD5	K562	JUN	-0.118656265676366	0.36084080302118	0.8797818879373447
GSE281048_Mixscale	TNFA	PDCD5	K562	ATF4	-0.0539609710107682	0.615828251524142	0.9492640392833762
GSE281048_Mixscale	TNFA	PDCD5	MCF7	CTSS		0.943400020718639	0.9918699217081294
GSE281048_Mixscale	TNFA	PDCD5	MCF7	KLF6	0.0715292497188988	0.786565822865161	0.9675015375714506
GSE281048_Mixscale	TNFA	PDCD5	MCF7	GBP1	0.900378356158267	0.0091117218731309	0.26113339530990903
GSE281048_Mixscale	TNFA	PDCD5	MCF7	HSP90AA1	0.0121197470377497	0.631040170613988	0.9407216592063888
GSE281048_Mixscale	TNFA	PDCD5	MCF7	DNAJB1	0.306834293595234	0.534181431550628	0.9171918676424848
GSE281048_Mixscale	TNFA	PDCD5	MCF7	STAT1	-0.0156309609914418	0.200766019791012	0.7597942726583061
GSE281048_Mixscale	TNFA	PDCD5	MCF7	RFX5	0.0087295668137084	0.844202653166875	0.9729410221588279
GSE281048_Mixscale	TNFA	PDCD5	MCF7	IRF1	0.127134222538002	0.46082350445202	0.8928965203414583
GSE281048_Mixscale	TNFA	PDCD5	MCF7	BAX		0.599464869780758	0.9347739160834408
GSE281048_Mixscale	TNFA	PDCD5	MCF7	FOS		0.807036703192679	0.969574672943398
GSE281048_Mixscale	TNFA	PDCD5	MCF7	CASP3		0.309607111576392	0.8229669944275061
GSE281048_Mixscale	TNFA	PDCD5	MCF7	IFIT1		0.197780217562526	0.756673802584515
GSE281048_Mixscale	TNFA	PDCD5	MCF7	JUN	-0.059546036996234	0.831220681147325	0.9704357299495334
GSE281048_Mixscale	TNFA	PDCD5	MCF7	ATF4	-0.0016727239959453	0.61357344201277	0.9386227915041099
GSE281048_Mixscale	TNFA	PIK3CA	A549	KLF6	0.0217214057509669	0.79987539847323	0.987025803869964
GSE281048_Mixscale	TNFA	PIK3CA	A549	STAT1	0.0504007872318009	0.385307799587499	0.9187618557045505
GSE281048_Mixscale	TNFA	PIK3CA	A549	CTSS	-0.0585048668065132	0.721275539457065	0.9752508108684692
GSE281048_Mixscale	TNFA	PIK3CA	A549	IRF1	-0.0189859902982455	0.362717236530738	0.9169217280409101
GSE281048_Mixscale	TNFA	PIK3CA	A549	IFIT1	-0.0008649319014835	0.785499135815603	0.9833606231519152
GSE281048_Mixscale	TNFA	PIK3CA	A549	DNAJB1	-0.0444679589173789	0.350973920689524	0.9093142524369693
GSE281048_Mixscale	TNFA	PIK3CA	A549	FOS	0.0263329040645278	0.107141345501299	0.7831303891246447
GSE281048_Mixscale	TNFA	PIK3CA	A549	GBP1	0.0546067948547761	0.580133016853509	0.9536055135945639
GSE281048_Mixscale	TNFA	PIK3CA	A549	RFX5	0.158184963044901	0.122453099773383	0.7873358791341423
GSE281048_Mixscale	TNFA	PIK3CA	A549	ATF4	0.0089343943997919	0.459649031953764	0.9287070710222364
GSE281048_Mixscale	TNFA	PIK3CA	A549	CASP3		0.634282261817943	0.9611104196289082
GSE281048_Mixscale	TNFA	PIK3CA	BXPC3	KLF6	0.142254819250253	0.0097750671352868	0.18770031589217376
GSE281048_Mixscale	TNFA	PIK3CA	BXPC3	STAT1	-0.0587929578919929	0.771511661327337	0.950734367389399
GSE281048_Mixscale	TNFA	PIK3CA	BXPC3	CTSS	0.0009860031973092	0.690553439027643	0.9267765028746516
GSE281048_Mixscale	TNFA	PIK3CA	BXPC3	IRF1	-0.141274141306754	0.128074667473152	0.5643580545494783
GSE281048_Mixscale	TNFA	PIK3CA	BXPC3	IFIT1		0.260660694299647	0.7049470600583627
GSE281048_Mixscale	TNFA	PIK3CA	BXPC3	DNAJB1	0.245671880397472	0.0305583300743971	0.3216310253246806
GSE281048_Mixscale	TNFA	PIK3CA	BXPC3	FOS		0.793295526036651	0.9568653567173224
GSE281048_Mixscale	TNFA	PIK3CA	BXPC3	GBP1	-0.0172121992723779	0.0595071889048811	0.4257758248751783
GSE281048_Mixscale	TNFA	PIK3CA	BXPC3	RFX5		0.387741318992484	0.7988285905621992
GSE281048_Mixscale	TNFA	PIK3CA	BXPC3	ATF4	0.0642264608472609	0.296780010057389	0.7370005787831699
GSE281048_Mixscale	TNFA	PIK3CA	BXPC3	CASP3	0.256163564213478	0.833243420187361	0.9653680853147569
GSE281048_Mixscale	TNFA	PIK3CA	HAP1	KLF6	0.242386251709902	0.311328385320446	0.9542773531672665
GSE281048_Mixscale	TNFA	PIK3CA	HAP1	STAT1	0.180495120797634	0.969878530964699	0.999850305019517
GSE281048_Mixscale	TNFA	PIK3CA	HAP1	CTSS		0.722949171329586	0.9945398420316662
GSE281048_Mixscale	TNFA	PIK3CA	HAP1	IRF1		0.570993389594871	0.9766203182756248
GSE281048_Mixscale	TNFA	PIK3CA	HAP1	IFIT1		0.785123088694093	0.9947684133930947
GSE281048_Mixscale	TNFA	PIK3CA	HAP1	DNAJB1		0.34513711227375	0.9542773531672665
GSE281048_Mixscale	TNFA	PIK3CA	HAP1	FOS		0.989303445693499	0.999850305019517
GSE281048_Mixscale	TNFA	PIK3CA	HAP1	GBP1		0.738185627833175	0.9945398420316662
GSE281048_Mixscale	TNFA	PIK3CA	HAP1	RFX5		0.126803117875239	0.9453935141697943
GSE281048_Mixscale	TNFA	PIK3CA	HAP1	ATF4	-0.0342799563509029	0.206289540454331	0.9453935141697943
GSE281048_Mixscale	TNFA	PIK3CA	HAP1	CASP3		0.28422418882005	0.952897006786768
GSE281048_Mixscale	TNFA	PIK3CA	HT29	KLF6	0.220045362154499	1.9011481458558e-08	1.8754826458867469e-06
GSE281048_Mixscale	TNFA	PIK3CA	HT29	STAT1	0.062399582011857	0.002565876573612	0.03515607277594775
GSE281048_Mixscale	TNFA	PIK3CA	HT29	CTSS	0.186113055669498	0.0059608242149389	0.06222595860356852
GSE281048_Mixscale	TNFA	PIK3CA	HT29	IRF1	0.10335888975768	0.0103410479996425	0.0899560890424431
GSE281048_Mixscale	TNFA	PIK3CA	HT29	IFIT1	0.0679870420740255	0.0303866526737635	0.17865215076320556
GSE281048_Mixscale	TNFA	PIK3CA	HT29	DNAJB1	0.0162214450634914	0.16832340615398	0.46974582278504434
GSE281048_Mixscale	TNFA	PIK3CA	HT29	FOS	0.181138935941499	0.0500652896325994	0.2401916509303796
GSE281048_Mixscale	TNFA	PIK3CA	HT29	GBP1	-0.0353823649736187	0.727677243821854	0.8855557144552154
GSE281048_Mixscale	TNFA	PIK3CA	HT29	RFX5		0.444426432419656	0.7328486010563989
GSE281048_Mixscale	TNFA	PIK3CA	HT29	ATF4	-0.0609929130218123	0.576461557120546	0.8137102885498461
GSE281048_Mixscale	TNFA	PIK3CA	HT29	CASP3	-0.0470009088603458	0.21446796370287	0.5258096208583566
GSE281048_Mixscale	TNFA	PIK3CA	K562	KLF6	-0.136706794198097	0.312991976732949	0.7462636496605539
GSE281048_Mixscale	TNFA	PIK3CA	K562	STAT1	0.0163928320409849	0.592344463788726	0.8842179532027885
GSE281048_Mixscale	TNFA	PIK3CA	K562	CTSS		0.964747869952618	0.9946673931186996
GSE281048_Mixscale	TNFA	PIK3CA	K562	IRF1	-0.0236018201702408	0.0817844191987866	0.47367358729007963
GSE281048_Mixscale	TNFA	PIK3CA	K562	IFIT1		0.9704026438165	0.9962817308442589
GSE281048_Mixscale	TNFA	PIK3CA	K562	DNAJB1	-0.0544117490025755	0.594169244224862	0.8842179532027885
GSE281048_Mixscale	TNFA	PIK3CA	K562	FOS		0.0864970587716171	0.4830230514968025
GSE281048_Mixscale	TNFA	PIK3CA	K562	GBP1		0.115277202776299	0.5457524531889814
GSE281048_Mixscale	TNFA	PIK3CA	K562	RFX5		0.944140688329282	0.989825830676716
GSE281048_Mixscale	TNFA	PIK3CA	K562	ATF4	0.0237006685237673	0.478234783235769	0.839326907940163
GSE281048_Mixscale	TNFA	PIK3CA	K562	CASP3	0.0163295742498466	0.561044804235671	0.8741589210767959
GSE281048_Mixscale	TNFA	PIK3CA	MCF7	KLF6	0.249804751716517	0.749410060362338	0.9625163416850827
GSE281048_Mixscale	TNFA	PIK3CA	MCF7	STAT1	0.0237611584109617	0.520337385009096	0.9184379504872016
GSE281048_Mixscale	TNFA	PIK3CA	MCF7	CTSS		0.212438460728256	0.8045395949529544
GSE281048_Mixscale	TNFA	PIK3CA	MCF7	IRF1	-0.0480078628327383	0.796768927745979	0.9696016740487199
GSE281048_Mixscale	TNFA	PIK3CA	MCF7	IFIT1		0.158806793862045	0.766253800826667
GSE281048_Mixscale	TNFA	PIK3CA	MCF7	DNAJB1	-0.0358299079316446	0.687927780024519	0.9495822849579322
GSE281048_Mixscale	TNFA	PIK3CA	MCF7	FOS		0.365417933681472	0.881355337331541
GSE281048_Mixscale	TNFA	PIK3CA	MCF7	GBP1		0.492533213022515	0.9157414690001747
GSE281048_Mixscale	TNFA	PIK3CA	MCF7	RFX5	0.0843386324206112	0.752138854341884	0.9625163416850827
GSE281048_Mixscale	TNFA	PIK3CA	MCF7	ATF4	0.0008973671858742	0.371796779146227	0.8849001346581553
GSE281048_Mixscale	TNFA	PIK3CA	MCF7	CASP3		0.789647404162964	0.9696016740487199
GSE281048_Mixscale	TNFA	PTGS2	A549	IFIT1	-0.022157497159018	0.85860952202174	0.9751485426135855
GSE281048_Mixscale	TNFA	PTGS2	A549	CASP3		0.0914027195244877	0.6334833583309919
GSE281048_Mixscale	TNFA	PTGS2	A549	FOS	-6.99585973673589e-05	0.492205144758097	0.8946691571154053
GSE281048_Mixscale	TNFA	PTGS2	A549	KLF6	0.0964824935318592	0.972965845252147	0.9937500704919303
GSE281048_Mixscale	TNFA	PTGS2	A549	RFX5	0.0835661870477802	0.538643757193189	0.9074946004498732
GSE281048_Mixscale	TNFA	PTGS2	A549	GBP1	0.0058383704062918	0.612413869813494	0.9344418581830833
GSE281048_Mixscale	TNFA	PTGS2	A549	JUN	0.001872322073396	0.0756281561385537	0.5995090305317275
GSE281048_Mixscale	TNFA	PTGS2	A549	IRF1	0.0358826169471928	0.933941852484244	0.9855354886252222
GSE281048_Mixscale	TNFA	PTGS2	A549	DNAJB1	-0.103487274476689	0.139572683190144	0.7027955330093908
GSE281048_Mixscale	TNFA	PTGS2	A549	CTSS	-0.099548537450701	0.222408394746327	0.7667526315020248
GSE281048_Mixscale	TNFA	PTGS2	A549	STAT1	0.0866756562682363	0.20284724471483	0.7516601662384722
GSE281048_Mixscale	TNFA	PTGS2	BXPC3	IFIT1		0.0006549794115355	0.13301430174867174
GSE281048_Mixscale	TNFA	PTGS2	BXPC3	CASP3	0.101697388156533	0.754465309789863	0.9708575566234354
GSE281048_Mixscale	TNFA	PTGS2	BXPC3	FOS	0.52697965946854	0.0131906553620213	0.4883060295507092
GSE281048_Mixscale	TNFA	PTGS2	BXPC3	KLF6	-0.0445130762610481	0.95680157801567	0.9932094531746458
GSE281048_Mixscale	TNFA	PTGS2	BXPC3	RFX5		0.0359814041557144	0.6246711513847893
GSE281048_Mixscale	TNFA	PTGS2	BXPC3	GBP1	-0.0996705770973909	0.93039479300597	0.9876716298941378
GSE281048_Mixscale	TNFA	PTGS2	BXPC3	JUN	0.0392264381497773	0.130789959437739	0.75421998877704
GSE281048_Mixscale	TNFA	PTGS2	BXPC3	IRF1	0.0205878695251678	0.879222057428203	0.984928107661002
GSE281048_Mixscale	TNFA	PTGS2	BXPC3	DNAJB1	0.194226700301741	0.392817391491534	0.8896969376296429
GSE281048_Mixscale	TNFA	PTGS2	BXPC3	CTSS	-0.0800306889571145	0.153609069280532	0.7752512417029777
GSE281048_Mixscale	TNFA	PTGS2	BXPC3	STAT1	-0.0041069421385738	0.897384215261123	0.9853276844350038
GSE281048_Mixscale	TNFA	PTGS2	HAP1	IFIT1		0.294662831068765	0.9728617086909183
GSE281048_Mixscale	TNFA	PTGS2	HAP1	CASP3		0.539752902782038	0.9832235067675684
GSE281048_Mixscale	TNFA	PTGS2	HAP1	FOS		0.674289449703344	0.9891950575481055
GSE281048_Mixscale	TNFA	PTGS2	HAP1	KLF6	0.24436741756863	0.62472399517354	0.9832235067675684
GSE281048_Mixscale	TNFA	PTGS2	HAP1	RFX5		0.385045720527132	0.976643493276763
GSE281048_Mixscale	TNFA	PTGS2	HAP1	GBP1		0.510354561887215	0.9832235067675684
GSE281048_Mixscale	TNFA	PTGS2	HAP1	JUN		0.172768078782352	0.9013564086043914
GSE281048_Mixscale	TNFA	PTGS2	HAP1	IRF1		0.845204488320454	0.9995427242650607
GSE281048_Mixscale	TNFA	PTGS2	HAP1	DNAJB1		0.575109347669885	0.9832235067675684
GSE281048_Mixscale	TNFA	PTGS2	HAP1	CTSS		0.270893490405533	0.9577072563504422
GSE281048_Mixscale	TNFA	PTGS2	HAP1	STAT1	0.0865403576800305	0.711685644682833	0.9937084282101747
GSE281048_Mixscale	TNFA	PTGS2	HT29	IFIT1	0.0272022638986625	0.331383067834626	0.9338746737584851
GSE281048_Mixscale	TNFA	PTGS2	HT29	CASP3	-0.0280256208080254	0.906554911744374	0.9880932385237073
GSE281048_Mixscale	TNFA	PTGS2	HT29	FOS	0.160684531408142	0.0091164530975347	0.5973067078507502
GSE281048_Mixscale	TNFA	PTGS2	HT29	KLF6	0.0323704566146986	0.379544292009206	0.9369153230730624
GSE281048_Mixscale	TNFA	PTGS2	HT29	RFX5		0.911642585770081	0.9880932385237073
GSE281048_Mixscale	TNFA	PTGS2	HT29	GBP1	0.0990569071032765	0.899531078238193	0.9880932385237073
GSE281048_Mixscale	TNFA	PTGS2	HT29	JUN	0.0709857311200738	0.467679112888963	0.9496684721241089
GSE281048_Mixscale	TNFA	PTGS2	HT29	IRF1	0.0360345980028969	0.432896589900631	0.9447879882610105
GSE281048_Mixscale	TNFA	PTGS2	HT29	DNAJB1	0.0339363454186137	0.637267343703233	0.9627882965295625
GSE281048_Mixscale	TNFA	PTGS2	HT29	CTSS	0.014926508633935	0.874556121980479	0.9879233959265218
GSE281048_Mixscale	TNFA	PTGS2	HT29	STAT1	0.0039083177491909	0.205578489874227	0.90566426414194
GSE281048_Mixscale	TNFA	PTGS2	K562	IFIT1		0.0161855673226426	0.6548096914386088
GSE281048_Mixscale	TNFA	PTGS2	K562	CASP3	0.112311766640688	0.227639816996993	0.9419654268301375
GSE281048_Mixscale	TNFA	PTGS2	K562	FOS		0.567446213453619	0.995347906090103
