gene	source	query	hit_count	url	top_examples	status	error
VSIG4	EuropePMC_preprint	((VSIG4 OR CRIg) autoimmune) AND SRC:PPR	7	https://europepmc.org/search?query=%28%28VSIG4+OR+CRIg%29+autoimmune%29+AND+SRC%3APPR	"[{""doi"": ""10.1101/2025.11.14.25340226"", ""id"": ""PPR1122802"", ""source"": ""PPR"", ""title"": ""Mapping the plasma proteomic architecture of systemic lupus erythematosus"", ""year"": ""2025""}, {""doi"": ""10.1101/2023.01.28.23285140"", ""id"": ""PPR610370"", ""source"": ""PPR"", ""title"": ""Population analyses of mosaic X chromosome loss identify genetic drivers and widespread signatures of cellular selection"", ""year"": ""2023""}, {""doi"": ""10.1101/2024.07.30.605701"", ""id"": ""PPR889410"", ""source"": ""PPR"", ""title"": ""Wild-type bone marrow cells repopulate tissue resident macrophages and reverse the impacts of homozygous CSF1R mutation"", ""year"": ""2024""}]"	ok	
VSIG4	ClinicalTrials.gov	VSIG4 autoimmune	0	https://clinicaltrials.gov/search?term=VSIG4+autoimmune	[]	ok	
VSIG4	Google Patents	VSIG4 CRIg autoimmune disease		https://patents.google.com/?q=VSIG4+CRIg+autoimmune+disease	[]	query_url_only	Google Patents has no unauthenticated count API used in this script
CLEC12A	EuropePMC	(CLEC12A OR MICL OR CLL-1) autoimmune	12023	https://europepmc.org/search?query=%28CLEC12A+OR+MICL+OR+CLL-1%29+autoimmune	"[{""doi"": ""10.1007/s00277-026-06916-2"", ""id"": ""41830967"", ""source"": ""MED"", ""title"": ""CLL-1: An emerging target for immunotherapy in acute myeloid leukemia."", ""year"": ""2026""}, {""doi"": ""10.3390/ijms27062626"", ""id"": ""41898489"", ""source"": ""MED"", ""title"": ""ASGR2 and CLEC12A as Prognostically Relevant C-Type Lectin Hubs in Glioblastoma."", ""year"": ""2026""}, {""doi"": ""10.1038/s41598-025-27365-3"", ""id"": ""41214106"", ""source"": ""MED"", ""title"": ""CLEC12A signaling represses protective immune responses and contributes to hippocampal pathology in neurotropic picornavirus infection."", ""year"": ""2025""}]"	ok	
CLEC12A	PubMed	(CLEC12A OR MICL OR CLL-1) autoimmune	14	https://pubmed.ncbi.nlm.nih.gov/?term=%28CLEC12A+OR+MICL+OR+CLL-1%29+autoimmune	"[{""pmid"": ""40336986""}, {""pmid"": ""39794898""}, {""pmid"": ""34638548""}]"	ok	
CLEC12A	EuropePMC_preprint	((CLEC12A OR MICL OR CLL-1) autoimmune) AND SRC:PPR	86	https://europepmc.org/search?query=%28%28CLEC12A+OR+MICL+OR+CLL-1%29+autoimmune%29+AND+SRC%3APPR	"[{""doi"": ""10.1101/2025.05.07.652612"", ""id"": ""PPR1018102"", ""source"": ""PPR"", ""title"": ""IL-16 production is a mechanism of resistance to BTK inhibitors and R-CHOP in lymphomas"", ""year"": ""2025""}, {""doi"": ""10.1101/2023.10.11.561870"", ""id"": ""PPR739548"", ""source"": ""PPR"", ""title"": ""Non-coding variants impact  <i>cis</i>  -regulatory coordination in a cell type-specific manner"", ""year"": ""2023""}, {""doi"": ""10.1101/2024.01.07.574561"", ""id"": ""PPR783439"", ""source"": ""PPR"", ""title"": ""Self-reactive B cells traverse a perfect storm of somatic mutagenesis to cause a virus-induced autoimmune disease"", ""year"": ""2024""}]"	ok	
CLEC12A	ClinicalTrials.gov	CLEC12A autoimmune	0	https://clinicaltrials.gov/search?term=CLEC12A+autoimmune	[]	ok	
CLEC12A	Google Patents	CLEC12A MICL autoimmune antibody		https://patents.google.com/?q=CLEC12A+MICL+autoimmune+antibody	[]	query_url_only	Google Patents has no unauthenticated count API used in this script
FCGR2B	EuropePMC	(FCGR2B OR CD32B OR FcgRIIB) autoimmune	1873	https://europepmc.org/search?query=%28FCGR2B+OR+CD32B+OR+FcgRIIB%29+autoimmune	"[{""doi"": ""10.3390/cancers17233886"", ""id"": ""41375087"", ""source"": ""MED"", ""title"": ""Exploratory Immunohistochemical Profiling of FOXP3, PD-1 and CD32B in Resectable Lung Adenocarcinoma."", ""year"": ""2025""}, {""doi"": ""10.1007/s00251-026-01402-5"", ""id"": ""42156579"", ""source"": ""MED"", ""title"": ""Genetic and immunological determinants of Pemphigus vulgaris: integrative analysis of HLA-DRB1 and FCGR2B variants."", ""year"": ""2026""}, {""doi"": ""10.1093/rheumatology/keaf627"", ""id"": ""41335463"", ""source"": ""MED"", ""title"": ""Fc\u03b3-receptor-activation by circulating immune complexes in systemic autoimmune diseases and its reduction by CD19-CAR T cell therapy."", ""year"": ""2026""}]"	ok	
FCGR2B	PubMed	(FCGR2B OR CD32B OR FcgRIIB) autoimmune	207	https://pubmed.ncbi.nlm.nih.gov/?term=%28FCGR2B+OR+CD32B+OR+FcgRIIB%29+autoimmune	"[{""pmid"": ""42156579""}, {""pmid"": ""41197642""}, {""pmid"": ""40728959""}]"	ok	
FCGR2B	EuropePMC_preprint	((FCGR2B OR CD32B OR FcgRIIB) autoimmune) AND SRC:PPR	19	https://europepmc.org/search?query=%28%28FCGR2B+OR+CD32B+OR+FcgRIIB%29+autoimmune%29+AND+SRC%3APPR	"[{""doi"": ""10.1101/2025.05.09.653199"", ""id"": ""PPR1018098"", ""source"": ""PPR"", ""title"": ""Transcriptomic Dichotomy in Melanoma: Proliferative Cell Cycle Shield vs. Autoimmune-like Chromatin Activation in Anti-PD-1 Response"", ""year"": ""2025""}, {""doi"": ""10.1101/2023.10.12.23296440"", ""id"": ""PPR741171"", ""source"": ""PPR"", ""title"": ""FCGR2A-131H/H is under-represented amongst patients with primary immunodeficiencies"", ""year"": ""2023""}, {""doi"": ""10.1101/2024.07.13.24310153"", ""id"": ""PPR881106"", ""source"": ""PPR"", ""title"": ""Proteome-wide Mendelian randomization study implicates inflammaging biomarkers in retinal vasculature, cardiometabolic diseases and longevity"", ""year"": ""2024""}]"	ok	
FCGR2B	ClinicalTrials.gov	FCGR2B autoimmune	1	https://clinicaltrials.gov/search?term=FCGR2B+autoimmune	"[{""conditions"": ""Immunoglobulin A Nephropathy"", ""nct_id"": ""NCT02605525"", ""status"": ""WITHDRAWN"", ""title"": ""Efficacy and Safety of SM101 in the Treatment of IgA Nephropathy""}]"	ok	
FCGR2B	Google Patents	FCGR2B CD32B autoimmune agonist		https://patents.google.com/?q=FCGR2B+CD32B+autoimmune+agonist	[]	query_url_only	Google Patents has no unauthenticated count API used in this script
SIGLEC5	EuropePMC	"(SIGLEC5 OR ""Siglec-5"" OR CD170) autoimmune"	401	https://europepmc.org/search?query=%28SIGLEC5+OR+%22Siglec-5%22+OR+CD170%29+autoimmune	"[{""doi"": ""10.1007/s00011-026-02188-8"", ""id"": ""41741798"", ""source"": ""MED"", ""title"": ""Diagnostic significance of salivary and glandular siglec-5 in Sj\u00f6gren disease and non-Sj\u00f6gren sicca."", ""year"": ""2026""}, {""doi"": ""10.1016/j.isci.2025.113979"", ""id"": ""41358156"", ""source"": ""MED"", ""title"": ""Sialoglycans modulate Siglec-5-TLR4 interactions in osteoarthritis."", ""year"": ""2025""}, {""doi"": ""10.1016/j.virs.2026.02.010"", ""id"": ""41698513"", ""source"": ""MED"", ""title"": ""GlycoRNAs: Biological functions and novel antiviral targets."", ""year"": ""2026""}]"	ok	
SIGLEC5	PubMed	"(SIGLEC5 OR ""Siglec-5"" OR CD170) autoimmune"	7	https://pubmed.ncbi.nlm.nih.gov/?term=%28SIGLEC5+OR+%22Siglec-5%22+OR+CD170%29+autoimmune	"[{""pmid"": ""37504378""}, {""pmid"": ""36651163""}, {""pmid"": ""36167482""}]"	ok	
SIGLEC5	EuropePMC_preprint	"((SIGLEC5 OR ""Siglec-5"" OR CD170) autoimmune) AND SRC:PPR"	7	https://europepmc.org/search?query=%28%28SIGLEC5+OR+%22Siglec-5%22+OR+CD170%29+autoimmune%29+AND+SRC%3APPR	"[{""doi"": ""10.1101/2023.03.13.532446"", ""id"": ""PPR630816"", ""source"": ""PPR"", ""title"": ""Murine Alveolar Macrophages Rapidly Accumulate Intranasally Administered SARS-CoV-2 Spike Protein leading to Neutrophil Recruitment and Damage"", ""year"": ""2023""}, {""doi"": ""10.1101/2023.04.05.535806"", ""id"": ""PPR642674"", ""source"": ""PPR"", ""title"": ""A new tractable method for generating Human Alveolar Macrophage Like cells in vitro to study lung inflammatory processes and diseases"", ""year"": ""2023""}, {""doi"": ""10.1101/2024.07.30.605701"", ""id"": ""PPR889410"", ""source"": ""PPR"", ""title"": ""Wild-type bone marrow cells repopulate tissue resident macrophages and reverse the impacts of homozygous CSF1R mutation"", ""year"": ""2024""}]"	ok	
SIGLEC5	ClinicalTrials.gov	Siglec-5 autoimmune	0	https://clinicaltrials.gov/search?term=Siglec-5+autoimmune	[]	ok	
SIGLEC5	Google Patents	Siglec-5 autoimmune glycomimetic		https://patents.google.com/?q=Siglec-5+autoimmune+glycomimetic	[]	query_url_only	Google Patents has no unauthenticated count API used in this script
SIGLEC7	EuropePMC	"(SIGLEC7 OR ""Siglec-7"" OR CD328) autoimmune"	399	https://europepmc.org/search?query=%28SIGLEC7+OR+%22Siglec-7%22+OR+CD328%29+autoimmune	"[{""doi"": ""10.3389/fimmu.2026.1764343"", ""id"": ""41924269"", ""source"": ""MED"", ""title"": ""Siglec-7 inhibits TLR3-induced pro-inflammatory cytokine production from human monocytes and macrophages."", ""year"": ""2026""}, {""doi"": ""10.1126/sciadv.adz8096"", ""id"": ""41223255"", ""source"": ""MED"", ""title"": ""An ultrasensitive and modular platform to detect Siglec ligands and control immune cell function."", ""year"": ""2025""}, {""doi"": ""10.1021/jacsau.5c00810"", ""id"": ""41311924"", ""source"": ""MED"", ""title"": ""&lt;i&gt;Fusobacterium nucleatum&lt;/i&gt; Lipopolysaccharides O\u2011Antigen Defines a Novel Siglec\u20117 Binding Epitope."", ""year"": ""2025""}]"	ok	
SIGLEC7	PubMed	"(SIGLEC7 OR ""Siglec-7"" OR CD328) autoimmune"	8	https://pubmed.ncbi.nlm.nih.gov/?term=%28SIGLEC7+OR+%22Siglec-7%22+OR+CD328%29+autoimmune	"[{""pmid"": ""41924269""}, {""pmid"": ""40930749""}, {""pmid"": ""40285643""}]"	ok	
SIGLEC7	EuropePMC_preprint	"((SIGLEC7 OR ""Siglec-7"" OR CD328) autoimmune) AND SRC:PPR"	3	https://europepmc.org/search?query=%28%28SIGLEC7+OR+%22Siglec-7%22+OR+CD328%29+autoimmune%29+AND+SRC%3APPR	"[{""doi"": ""10.1101/2021.03.19.21253675"", ""id"": ""PPR302856"", ""source"": ""PPR"", ""title"": ""System-wide hematopoietic and immune signaling aberrations in COVID-19 revealed by deep proteome and phosphoproteome analysis"", ""year"": ""2021""}, {""doi"": ""10.21203/rs.3.rs-152823/v1"", ""id"": ""PPR281187"", ""source"": ""PPR"", ""title"": ""System-wide hematopoietic and immune signaling aberrations in COVID-19 revealed by deep proteome and phosphoproteome analysis"", ""year"": ""2021""}, {""doi"": ""10.1101/2021.08.08.21261763"", ""id"": ""PPR380279"", ""source"": ""PPR"", ""title"": ""T cell responses to SARS-CoV-2 in people with and without neurologic symptoms of long COVID"", ""year"": ""2021""}]"	ok	
SIGLEC7	ClinicalTrials.gov	Siglec-7 autoimmune	0	https://clinicaltrials.gov/search?term=Siglec-7+autoimmune	[]	ok	
SIGLEC7	Google Patents	Siglec-7 autoimmune glycomimetic		https://patents.google.com/?q=Siglec-7+autoimmune+glycomimetic	[]	query_url_only	Google Patents has no unauthenticated count API used in this script
SIGLEC9	EuropePMC	"(SIGLEC9 OR ""Siglec-9"" OR CD329) autoimmune"	460	https://europepmc.org/search?query=%28SIGLEC9+OR+%22Siglec-9%22+OR+CD329%29+autoimmune	"[{""doi"": ""10.21203/rs.3.rs-7352649/v1"", ""id"": ""PPR1075402"", ""source"": ""PPR"", ""title"": ""Establishment and Validation of an Alternative Automated Synthesis of [68Ga]Ga-DOTA-Siglec-9 in an Independent Laboratory for Clinical Use"", ""year"": ""2025""}, {""doi"": ""10.1186/s41181-025-00396-x"", ""id"": ""41114859"", ""source"": ""MED"", ""title"": ""Establishment and validation of an alternative automated synthesis of [68Ga]Ga-DOTA-Siglec-9 in an independent laboratory for clinical use."", ""year"": ""2025""}, {""doi"": ""10.1186/s12931-025-03455-8"", ""id"": ""41420234"", ""source"": ""MED"", ""title"": ""Proof-of-concept PET imaging of pulmonary sarcoidosis using VAP-1-targeted radiotracer [&lt;sup&gt;68&lt;/sup&gt;Ga]Ga-DOTA-Siglec-9."", ""year"": ""2025""}]"	ok	
SIGLEC9	PubMed	"(SIGLEC9 OR ""Siglec-9"" OR CD329) autoimmune"	17	https://pubmed.ncbi.nlm.nih.gov/?term=%28SIGLEC9+OR+%22Siglec-9%22+OR+CD329%29+autoimmune	"[{""pmid"": ""41114859""}, {""pmid"": ""40276034""}, {""pmid"": ""37758963""}]"	ok	
SIGLEC9	EuropePMC_preprint	"((SIGLEC9 OR ""Siglec-9"" OR CD329) autoimmune) AND SRC:PPR"	4	https://europepmc.org/search?query=%28%28SIGLEC9+OR+%22Siglec-9%22+OR+CD329%29+autoimmune%29+AND+SRC%3APPR	"[{""doi"": ""10.21203/rs.3.rs-7352649/v1"", ""id"": ""PPR1075402"", ""source"": ""PPR"", ""title"": ""Establishment and Validation of an Alternative Automated Synthesis of [68Ga]Ga-DOTA-Siglec-9 in an Independent Laboratory for Clinical Use"", ""year"": ""2025""}, {""doi"": ""10.1101/2021.03.19.21253675"", ""id"": ""PPR302856"", ""source"": ""PPR"", ""title"": ""System-wide hematopoietic and immune signaling aberrations in COVID-19 revealed by deep proteome and phosphoproteome analysis"", ""year"": ""2021""}, {""doi"": ""10.21203/rs.3.rs-152823/v1"", ""id"": ""PPR281187"", ""source"": ""PPR"", ""title"": ""System-wide hematopoietic and immune signaling aberrations in COVID-19 revealed by deep proteome and phosphoproteome analysis"", ""year"": ""2021""}]"	ok	
SIGLEC9	ClinicalTrials.gov	Siglec-9 autoimmune	2	https://clinicaltrials.gov/search?term=Siglec-9+autoimmune	"[{""conditions"": ""Giant Cell Arteritis;Polymyalgia Rheumatica"", ""nct_id"": ""NCT06460142"", ""status"": ""RECRUITING"", ""title"": ""Assessing Biomarker in Giant Cell Arteritis and Polymyalgia Rheumatic""}, {""conditions"": ""Healthy Subjects;Rheumatoid Arthritis;Vasculitis;Pulmonary Sarcoidosis"", ""nct_id"": ""NCT03755245"", ""status"": ""ENROLLING_BY_INVITATION"", ""title"": ""Biodistribution, Dosimetry and Performance of [68Ga]Ga-DOTA-Siglec-9 in Healthy and Patients With Rheumatoid Arthritis, Vasculitis or Pulmonary Sarcoidosis""}]"	ok	
SIGLEC9	Google Patents	Siglec-9 autoimmune glycomimetic		https://patents.google.com/?q=Siglec-9+autoimmune+glycomimetic	[]	query_url_only	Google Patents has no unauthenticated count API used in this script
PVR	EuropePMC	(PVR OR CD155) TIGIT autoimmune	1030	https://europepmc.org/search?query=%28PVR+OR+CD155%29+TIGIT+autoimmune	"[{""doi"": ""10.1186/s12931-026-03717-z"", ""id"": ""42168982"", ""source"": ""MED"", ""title"": ""Epithelial CD155-TIGIT/CD226 signaling links CD8\u207a T-cell exhaustion to frequent exacerbations in COPD."", ""year"": ""2026""}, {""doi"": ""10.1172/jci194288"", ""id"": ""41701649"", ""source"": ""MED"", ""title"": ""A CD57+CD8+ T cell subset links T cell cytotoxicity to fibrotic lung disease in systemic sclerosis."", ""year"": ""2026""}, {""doi"": ""10.3389/fimmu.2026.1761782"", ""id"": ""41993172"", ""source"": ""MED"", ""title"": ""TIGIT agonism as a therapeutic strategy to suppress inflammation in hidradenitis suppurativa."", ""year"": ""2026""}]"	ok	
PVR	PubMed	(PVR OR CD155) TIGIT autoimmune	18	https://pubmed.ncbi.nlm.nih.gov/?term=%28PVR+OR+CD155%29+TIGIT+autoimmune	"[{""pmid"": ""40832357""}, {""pmid"": ""40496440""}, {""pmid"": ""40356928""}]"	ok	
PVR	EuropePMC_preprint	((PVR OR CD155) TIGIT autoimmune) AND SRC:PPR	4	https://europepmc.org/search?query=%28%28PVR+OR+CD155%29+TIGIT+autoimmune%29+AND+SRC%3APPR	"[{""doi"": ""10.1101/2022.06.02.494443"", ""id"": ""PPR501726"", ""source"": ""PPR"", ""title"": ""Deletion of CD226 in Foxp3  <sup>+</sup>  T cells Reduces Diabetes Incidence in Non-Obese Diabetic Mice by Improving Regulatory T Cell Stability and Function"", ""year"": ""2022""}, {""doi"": ""10.1101/2023.11.30.569010"", ""id"": ""PPR768102"", ""source"": ""PPR"", ""title"": ""The immune landscape of the inflamed joint defined by spectral flow cytometry"", ""year"": ""2023""}, {""doi"": ""10.1101/2025.03.05.641526"", ""id"": ""PPR987528"", ""source"": ""PPR"", ""title"": ""Imaging mass cytometry reveals early \u03b2-cell dysfunction and changes in immune signatures during type 1 diabetes progression in human pancreata"", ""year"": ""2025""}]"	ok	
PVR	ClinicalTrials.gov	PVR TIGIT autoimmune	0	https://clinicaltrials.gov/search?term=PVR+TIGIT+autoimmune	[]	ok	
PVR	Google Patents	PVR CD155 TIGIT autoimmune		https://patents.google.com/?q=PVR+CD155+TIGIT+autoimmune	[]	query_url_only	Google Patents has no unauthenticated count API used in this script
NECTIN2	EuropePMC	(NECTIN2 OR CD112 OR PVRL2) TIGIT autoimmune	546	https://europepmc.org/search?query=%28NECTIN2+OR+CD112+OR+PVRL2%29+TIGIT+autoimmune	"[{""doi"": ""10.1172/jci194288"", ""id"": ""41701649"", ""source"": ""MED"", ""title"": ""A CD57+CD8+ T cell subset links T cell cytotoxicity to fibrotic lung disease in systemic sclerosis."", ""year"": ""2026""}, {""doi"": ""10.3389/fphar.2025.1568664"", ""id"": ""40567374"", ""source"": ""MED"", ""title"": ""Tiragolumab and TIGIT: pioneering the next era of cancer immunotherapy."", ""year"": ""2025""}, {""doi"": ""10.3389/fimmu.2026.1782717"", ""id"": ""41782878"", ""source"": ""MED"", ""title"": ""Integrating computational engines to identify &lt;i&gt;TSPAN6&lt;/i&gt; as a migrasome-associated target for immunotherapy sensitization."", ""year"": ""2026""}]"	ok	
NECTIN2	PubMed	(NECTIN2 OR CD112 OR PVRL2) TIGIT autoimmune	9	https://pubmed.ncbi.nlm.nih.gov/?term=%28NECTIN2+OR+CD112+OR+PVRL2%29+TIGIT+autoimmune	"[{""pmid"": ""39088121""}, {""pmid"": ""34694361""}, {""pmid"": ""33413573""}]"	ok	
NECTIN2	EuropePMC_preprint	((NECTIN2 OR CD112 OR PVRL2) TIGIT autoimmune) AND SRC:PPR	1	https://europepmc.org/search?query=%28%28NECTIN2+OR+CD112+OR+PVRL2%29+TIGIT+autoimmune%29+AND+SRC%3APPR	"[{""doi"": ""10.1101/2023.11.30.569010"", ""id"": ""PPR768102"", ""source"": ""PPR"", ""title"": ""The immune landscape of the inflamed joint defined by spectral flow cytometry"", ""year"": ""2023""}]"	ok	
NECTIN2	ClinicalTrials.gov	NECTIN2 autoimmune	0	https://clinicaltrials.gov/search?term=NECTIN2+autoimmune	[]	ok	
NECTIN2	Google Patents	NECTIN2 CD112 autoimmune TIGIT		https://patents.google.com/?q=NECTIN2+CD112+autoimmune+TIGIT	[]	query_url_only	Google Patents has no unauthenticated count API used in this script
PILRA	EuropePMC	"(PILRA OR ""PILR alpha"" OR ""PILR-alpha"") autoimmune"	198	https://europepmc.org/search?query=%28PILRA+OR+%22PILR+alpha%22+OR+%22PILR-alpha%22%29+autoimmune	"[{""doi"": ""10.1136/jitc-2025-014028"", ""id"": ""41735002"", ""source"": ""MED"", ""title"": ""HOXD13-mediated immune crosstalk between cancer cells and tumor-associated macrophages drives colorectal cancer progression."", ""year"": ""2026""}, {""doi"": ""10.1007/s12035-026-05711-4"", ""id"": ""41652109"", ""source"": ""MED"", ""title"": ""Sustained Transcriptional Response to Lipopolysaccharide and Interleukin-4 in an Immortalized Mouse Microglial Cell Line."", ""year"": ""2026""}, {""doi"": ""10.1093/brain/awaf018"", ""id"": ""40037332"", ""source"": ""MED"", ""title"": ""Mendelian randomization identifies proteins involved in neurodegenerative diseases."", ""year"": ""2025""}]"	ok	
PILRA	PubMed	"(PILRA OR ""PILR alpha"" OR ""PILR-alpha"") autoimmune"	1	https://pubmed.ncbi.nlm.nih.gov/?term=%28PILRA+OR+%22PILR+alpha%22+OR+%22PILR-alpha%22%29+autoimmune	"[{""pmid"": ""24935926""}]"	ok	
PILRA	EuropePMC_preprint	"((PILRA OR ""PILR alpha"" OR ""PILR-alpha"") autoimmune) AND SRC:PPR"	6	https://europepmc.org/search?query=%28%28PILRA+OR+%22PILR+alpha%22+OR+%22PILR-alpha%22%29+autoimmune%29+AND+SRC%3APPR	"[{""doi"": ""10.1101/2025.10.14.25337894"", ""id"": ""PPR1103189"", ""source"": ""PPR"", ""title"": ""Removing genetic effects on plasma proteins enhances their utility as disease biomarkers"", ""year"": ""2025""}, {""doi"": ""10.21203/rs.3.rs-6558560/v1"", ""id"": ""PPR1031554"", ""source"": ""PPR"", ""title"": ""Microglial response to amyloid-\u03b2 pathology is modulated by X chromosome dosage"", ""year"": ""2025""}, {""doi"": ""10.1101/2024.12.10.627805"", ""id"": ""PPR954416"", ""source"": ""PPR"", ""title"": ""Enhancer lncRNA LOC730338 modulates BCR signaling and immune evasion in lymphoma by regulating RNA homeostasis"", ""year"": ""2024""}]"	ok	
PILRA	ClinicalTrials.gov	PILRA autoimmune	0	https://clinicaltrials.gov/search?term=PILRA+autoimmune	[]	ok	
PILRA	Google Patents	PILRA inhibitory receptor autoimmune		https://patents.google.com/?q=PILRA+inhibitory+receptor+autoimmune	[]	query_url_only	Google Patents has no unauthenticated count API used in this script
