dataset	feature_type	feature	present	n_present	n_requested	present_genes	missing_genes	submodule_class
GSE285961_mouse_LipaOE_plaque_macrophages	gene	RXRA	True					
GSE285961_mouse_LipaOE_plaque_macrophages	gene	SPP1	True					
GSE285961_mouse_LipaOE_plaque_macrophages	gene	STAT1	True					
GSE285961_mouse_LipaOE_plaque_macrophages	gene	TGFB1	True					
GSE285961_mouse_LipaOE_plaque_macrophages	gene	TREM2	True					
GSE285961_mouse_LipaOE_plaque_macrophages	gene	TYRO3	True					
GSE285961_mouse_LipaOE_plaque_macrophages	gene	TYROBP	True					
GSE285961_mouse_LipaOE_plaque_macrophages	gene	VSIG4	True					
GSE285961_mouse_LipaOE_plaque_macrophages	gene	XBP1	True					
GSE285961_mouse_LipaOE_plaque_macrophages	submodule	tam_receptor_ligand	True	5.0	5.0	AXL;GAS6;MERTK;PROS1;TYRO3		resolution
GSE285961_mouse_LipaOE_plaque_macrophages	submodule	fpr2_anxa1_axis	True	2.0	2.0	ANXA1;FPR2		resolution
GSE285961_mouse_LipaOE_plaque_macrophages	submodule	lxr_efflux	True	4.0	4.0	ABCA1;ABCG1;NR1H2;NR1H3		resolution
GSE285961_mouse_LipaOE_plaque_macrophages	submodule	trem2_lipid_sensing	True	4.0	4.0	APOE;LPL;TREM2;TYROBP		resolution
GSE285961_mouse_LipaOE_plaque_macrophages	submodule	scavenger_receptors	True	4.0	4.0	CD163;CD36;MARCO;MRC1		resolution
GSE285961_mouse_LipaOE_plaque_macrophages	submodule	complement_efferocytosis	True	4.0	4.0	C1QA;C1QB;C1QC;VSIG4		resolution
GSE285961_mouse_LipaOE_plaque_macrophages	submodule	repair_cytokine_matrix	True	4.0	4.0	F13A1;IL10;LYVE1;TGFB1		resolution
GSE285961_mouse_LipaOE_plaque_macrophages	submodule	mhcII_ciita	True	8.0	14.0	CD74;CIITA;H2-AA;H2-AB1;H2-DMA;H2-DMB1;H2-EB1;IFI30	HLA-DMA;HLA-DMB;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1	lipid_apc
GSE285961_mouse_LipaOE_plaque_macrophages	submodule	cathepsin_lysosome	True	7.0	7.0	CTSB;CTSD;CTSL;CTSS;LAMP1;LAMP2;LIPA		lipid_apc
GSE285961_mouse_LipaOE_plaque_macrophages	submodule	foam_dam_lipid	True	6.0	6.0	APOE;GPNMB;LPL;PLIN2;SPP1;TYROBP		lipid_apc
GSE285961_mouse_LipaOE_plaque_macrophages	submodule	ifn_core	True	12.0	15.0	CXCL10;IFI44;IFIT1;IFIT2;IFIT3;IFITM3;IRF1;IRF7;ISG15;MX1;OAS1A;STAT1	GBP1;IFI44L;OAS1	guardrail
GSE285961_mouse_LipaOE_plaque_macrophages	submodule	stress_core	True	11.0	11.0	ATF4;BAX;CASP3;DDIT3;DNAJB1;FOS;HSP90AA1;HSPA1A;HSPA1B;JUN;XBP1		guardrail
GSE285961_mouse_LipaOE_plaque_macrophages	submodule	fibrosis_core	True	6.0	7.0	ACTA2;COL1A1;COL1A2;COL3A1;FN1;TGFB1	CTGF	guardrail
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	ABCA1	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	ABCG1	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	ACTA2	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	ANXA1	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	APOE	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	ATF4	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	AXL	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	BAX	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	C1QA	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	C1QB	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	C1QC	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	CASP3	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	CD163	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	CD36	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	CD74	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	CIITA	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	COL1A1	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	COL1A2	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	COL3A1	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	CTGF	False					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	CTSB	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	CTSD	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	CTSL	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	CTSS	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	CXCL10	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	DDIT3	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	DNAJB1	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	F13A1	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	FN1	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	FOS	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	FPR2	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	GAS6	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	GBP1	False					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	GPNMB	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	H2-AA	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	H2-AB1	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	H2-DMA	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	H2-DMB1	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	H2-EB1	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	HLA-DMA	False					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	HLA-DMB	False					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	HLA-DPA1	False					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	HLA-DPB1	False					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	HLA-DRA	False					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	HLA-DRB1	False					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	HSP90AA1	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	HSPA1A	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	HSPA1B	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	IFI30	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	IFI44	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	IFI44L	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	IFIT1	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	IFIT2	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	IFIT3	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	IFITM3	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	IL10	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	IRF1	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	IRF7	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	ISG15	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	JUN	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	LAMP1	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	LAMP2	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	LIPA	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	LPL	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	LYVE1	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	MARCO	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	MERTK	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	MRC1	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	MX1	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	NR1H2	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	NR1H3	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	OAS1	False					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	OAS1A	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	PLIN2	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	PPARD	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	PPARG	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	PROS1	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	RXRA	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	SPP1	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	STAT1	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	TGFB1	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	TREM2	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	TYRO3	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	TYROBP	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	VSIG4	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	gene	XBP1	True					
GSE274954_GpnmbR150X_BMDM_OxLDL	submodule	tam_receptor_ligand	True	5.0	5.0	AXL;GAS6;MERTK;PROS1;TYRO3		resolution
GSE274954_GpnmbR150X_BMDM_OxLDL	submodule	fpr2_anxa1_axis	True	2.0	2.0	ANXA1;FPR2		resolution
GSE274954_GpnmbR150X_BMDM_OxLDL	submodule	lxr_efflux	True	4.0	4.0	ABCA1;ABCG1;NR1H2;NR1H3		resolution
GSE274954_GpnmbR150X_BMDM_OxLDL	submodule	trem2_lipid_sensing	True	4.0	4.0	APOE;LPL;TREM2;TYROBP		resolution
GSE274954_GpnmbR150X_BMDM_OxLDL	submodule	scavenger_receptors	True	4.0	4.0	CD163;CD36;MARCO;MRC1		resolution
GSE274954_GpnmbR150X_BMDM_OxLDL	submodule	complement_efferocytosis	True	4.0	4.0	C1QA;C1QB;C1QC;VSIG4		resolution
GSE274954_GpnmbR150X_BMDM_OxLDL	submodule	repair_cytokine_matrix	True	4.0	4.0	F13A1;IL10;LYVE1;TGFB1		resolution
GSE274954_GpnmbR150X_BMDM_OxLDL	submodule	mhcII_ciita	True	8.0	14.0	CD74;CIITA;H2-AA;H2-AB1;H2-DMA;H2-DMB1;H2-EB1;IFI30	HLA-DMA;HLA-DMB;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1	lipid_apc
GSE274954_GpnmbR150X_BMDM_OxLDL	submodule	cathepsin_lysosome	True	7.0	7.0	CTSB;CTSD;CTSL;CTSS;LAMP1;LAMP2;LIPA		lipid_apc
GSE274954_GpnmbR150X_BMDM_OxLDL	submodule	foam_dam_lipid	True	6.0	6.0	APOE;GPNMB;LPL;PLIN2;SPP1;TYROBP		lipid_apc
GSE274954_GpnmbR150X_BMDM_OxLDL	submodule	ifn_core	True	13.0	15.0	CXCL10;IFI44;IFI44L;IFIT1;IFIT2;IFIT3;IFITM3;IRF1;IRF7;ISG15;MX1;OAS1A;STAT1	GBP1;OAS1	guardrail
GSE274954_GpnmbR150X_BMDM_OxLDL	submodule	stress_core	True	11.0	11.0	ATF4;BAX;CASP3;DDIT3;DNAJB1;FOS;HSP90AA1;HSPA1A;HSPA1B;JUN;XBP1		guardrail
GSE274954_GpnmbR150X_BMDM_OxLDL	submodule	fibrosis_core	True	6.0	7.0	ACTA2;COL1A1;COL1A2;COL3A1;FN1;TGFB1	CTGF	guardrail
GSE287142_RXR_bexarotene_CNS_myeloid	gene	ABCA1	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	ABCG1	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	ACTA2	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	ANXA1	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	APOE	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	ATF4	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	AXL	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	BAX	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	C1QA	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	C1QB	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	C1QC	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	CASP3	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	CD163	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	CD36	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	CD74	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	CIITA	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	COL1A1	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	COL1A2	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	COL3A1	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	CTGF	False					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	CTSB	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	CTSD	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	CTSL	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	CTSS	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	CXCL10	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	DDIT3	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	DNAJB1	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	F13A1	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	FN1	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	FOS	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	FPR2	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	GAS6	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	GBP1	False					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	GPNMB	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	H2-AA	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	H2-AB1	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	H2-DMA	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	H2-DMB1	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	H2-EB1	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	HLA-DMA	False					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	HLA-DMB	False					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	HLA-DPA1	False					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	HLA-DPB1	False					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	HLA-DRA	False					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	HLA-DRB1	False					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	HSP90AA1	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	HSPA1A	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	HSPA1B	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	IFI30	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	IFI44	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	IFI44L	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	IFIT1	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	IFIT2	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	IFIT3	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	IFITM3	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	IL10	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	IRF1	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	IRF7	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	ISG15	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	JUN	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	LAMP1	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	LAMP2	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	LIPA	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	LPL	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	LYVE1	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	MARCO	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	MERTK	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	MRC1	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	MX1	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	NR1H2	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	NR1H3	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	OAS1	False					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	OAS1A	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	PLIN2	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	PPARD	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	PPARG	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	PROS1	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	RXRA	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	SPP1	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	STAT1	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	TGFB1	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	TREM2	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	TYRO3	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	TYROBP	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	VSIG4	True					
GSE287142_RXR_bexarotene_CNS_myeloid	gene	XBP1	True					
GSE287142_RXR_bexarotene_CNS_myeloid	submodule	tam_receptor_ligand	True	5.0	5.0	AXL;GAS6;MERTK;PROS1;TYRO3		resolution
GSE287142_RXR_bexarotene_CNS_myeloid	submodule	fpr2_anxa1_axis	True	2.0	2.0	ANXA1;FPR2		resolution
GSE287142_RXR_bexarotene_CNS_myeloid	submodule	lxr_efflux	True	4.0	4.0	ABCA1;ABCG1;NR1H2;NR1H3		resolution
GSE287142_RXR_bexarotene_CNS_myeloid	submodule	trem2_lipid_sensing	True	4.0	4.0	APOE;LPL;TREM2;TYROBP		resolution
GSE287142_RXR_bexarotene_CNS_myeloid	submodule	scavenger_receptors	True	4.0	4.0	CD163;CD36;MARCO;MRC1		resolution
GSE287142_RXR_bexarotene_CNS_myeloid	submodule	complement_efferocytosis	True	4.0	4.0	C1QA;C1QB;C1QC;VSIG4		resolution
GSE287142_RXR_bexarotene_CNS_myeloid	submodule	repair_cytokine_matrix	True	4.0	4.0	F13A1;IL10;LYVE1;TGFB1		resolution
GSE287142_RXR_bexarotene_CNS_myeloid	submodule	mhcII_ciita	True	8.0	14.0	CD74;CIITA;H2-AA;H2-AB1;H2-DMA;H2-DMB1;H2-EB1;IFI30	HLA-DMA;HLA-DMB;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1	lipid_apc
GSE287142_RXR_bexarotene_CNS_myeloid	submodule	cathepsin_lysosome	True	7.0	7.0	CTSB;CTSD;CTSL;CTSS;LAMP1;LAMP2;LIPA		lipid_apc
GSE287142_RXR_bexarotene_CNS_myeloid	submodule	foam_dam_lipid	True	6.0	6.0	APOE;GPNMB;LPL;PLIN2;SPP1;TYROBP		lipid_apc
GSE287142_RXR_bexarotene_CNS_myeloid	submodule	ifn_core	True	13.0	15.0	CXCL10;IFI44;IFI44L;IFIT1;IFIT2;IFIT3;IFITM3;IRF1;IRF7;ISG15;MX1;OAS1A;STAT1	GBP1;OAS1	guardrail
GSE287142_RXR_bexarotene_CNS_myeloid	submodule	stress_core	True	11.0	11.0	ATF4;BAX;CASP3;DDIT3;DNAJB1;FOS;HSP90AA1;HSPA1A;HSPA1B;JUN;XBP1		guardrail
GSE287142_RXR_bexarotene_CNS_myeloid	submodule	fibrosis_core	True	6.0	7.0	ACTA2;COL1A1;COL1A2;COL3A1;FN1;TGFB1	CTGF	guardrail
GSE302857_Trem2KO_cuprizone_microglia	gene	ABCA1	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	ABCG1	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	ACTA2	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	ANXA1	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	APOE	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	ATF4	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	AXL	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	BAX	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	C1QA	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	C1QB	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	C1QC	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	CASP3	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	CD163	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	CD36	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	CD74	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	CIITA	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	COL1A1	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	COL1A2	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	COL3A1	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	CTGF	False					
GSE302857_Trem2KO_cuprizone_microglia	gene	CTSB	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	CTSD	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	CTSL	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	CTSS	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	CXCL10	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	DDIT3	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	DNAJB1	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	F13A1	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	FN1	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	FOS	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	FPR2	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	GAS6	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	GBP1	False					
GSE302857_Trem2KO_cuprizone_microglia	gene	GPNMB	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	H2-AA	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	H2-AB1	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	H2-DMA	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	H2-DMB1	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	H2-EB1	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	HLA-DMA	False					
GSE302857_Trem2KO_cuprizone_microglia	gene	HLA-DMB	False					
GSE302857_Trem2KO_cuprizone_microglia	gene	HLA-DPA1	False					
GSE302857_Trem2KO_cuprizone_microglia	gene	HLA-DPB1	False					
GSE302857_Trem2KO_cuprizone_microglia	gene	HLA-DRA	False					
GSE302857_Trem2KO_cuprizone_microglia	gene	HLA-DRB1	False					
GSE302857_Trem2KO_cuprizone_microglia	gene	HSP90AA1	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	HSPA1A	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	HSPA1B	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	IFI30	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	IFI44	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	IFI44L	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	IFIT1	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	IFIT2	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	IFIT3	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	IFITM3	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	IL10	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	IRF1	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	IRF7	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	ISG15	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	JUN	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	LAMP1	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	LAMP2	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	LIPA	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	LPL	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	LYVE1	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	MARCO	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	MERTK	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	MRC1	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	MX1	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	NR1H2	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	NR1H3	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	OAS1	False					
GSE302857_Trem2KO_cuprizone_microglia	gene	OAS1A	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	PLIN2	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	PPARD	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	PPARG	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	PROS1	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	RXRA	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	SPP1	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	STAT1	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	TGFB1	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	TREM2	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	TYRO3	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	TYROBP	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	VSIG4	True					
GSE302857_Trem2KO_cuprizone_microglia	gene	XBP1	True					
GSE302857_Trem2KO_cuprizone_microglia	submodule	tam_receptor_ligand	True	5.0	5.0	AXL;GAS6;MERTK;PROS1;TYRO3		resolution
GSE302857_Trem2KO_cuprizone_microglia	submodule	fpr2_anxa1_axis	True	2.0	2.0	ANXA1;FPR2		resolution
GSE302857_Trem2KO_cuprizone_microglia	submodule	lxr_efflux	True	4.0	4.0	ABCA1;ABCG1;NR1H2;NR1H3		resolution
GSE302857_Trem2KO_cuprizone_microglia	submodule	trem2_lipid_sensing	True	4.0	4.0	APOE;LPL;TREM2;TYROBP		resolution
GSE302857_Trem2KO_cuprizone_microglia	submodule	scavenger_receptors	True	4.0	4.0	CD163;CD36;MARCO;MRC1		resolution
GSE302857_Trem2KO_cuprizone_microglia	submodule	complement_efferocytosis	True	4.0	4.0	C1QA;C1QB;C1QC;VSIG4		resolution
GSE302857_Trem2KO_cuprizone_microglia	submodule	repair_cytokine_matrix	True	4.0	4.0	F13A1;IL10;LYVE1;TGFB1		resolution
GSE302857_Trem2KO_cuprizone_microglia	submodule	mhcII_ciita	True	8.0	14.0	CD74;CIITA;H2-AA;H2-AB1;H2-DMA;H2-DMB1;H2-EB1;IFI30	HLA-DMA;HLA-DMB;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1	lipid_apc
