disease	disease_id	study_id	trait_from_source	study_type	has_sumstats	n_cases	n_controls	n_samples	pubmed_id	publication_first_author	publication_date	mapped_diseases	credible_set_count	disease_study_count_from_api	study_cap
Psoriasis	EFO_0000676	GCST90435380	Psoriasis	gwas	False	2248	67440	69688	38757301	Yang JS	2024-05-17	psoriasis	5	81	60
Psoriasis	EFO_0000676	GCST90435419	Insomnia or psoriasis (pleiotropy)	gwas	False	4510	212242	679093	38904754	Wang Q	2024-06-21	insomnia;psoriasis	2	81	60
Psoriasis	EFO_0000676	GCST90436606	Psoriasis and related disorders (PheCode 696)	gwas	True	2293	398199	400492	30104761	Zhou W	2018-08-13	psoriasis	5	81	60
Psoriasis	EFO_0000676	GCST90436607	Psoriasis (PheCode 696.4)	gwas	True	2237	398199	400436	30104761	Zhou W	2018-08-13	psoriasis	5	81	60
Psoriasis	EFO_0000676	GCST90454276	Psoriasis	gwas	False	3781	373090	376871	37002690	Zeng Y	2023-04-01	psoriasis	0	81	60
Psoriasis	EFO_0000676	GCST90472771	Psoriasis	gwas	True	36466	458078	494544	40021644	Dand N	2025-02-28	psoriasis	103	81	60
SLE	MONDO_0007915	GCST000112	Lupus	gwas	False	51	51	51	17911428	Cervino AC	2007-10-08	systemic lupus erythematosus	0	83	60
SLE	MONDO_0007915	GCST000142	Systemic lupus erythematosus	gwas	False	720	2337	3057	18204446	Harley JB	2008-01-20	systemic lupus erythematosus	4	83	60
SLE	MONDO_0007915	GCST000143	Systemic lupus erythematosus	gwas	False	279	515	794	18204447	Kozyrev SV	2008-01-20	systemic lupus erythematosus	1	83	60
SLE	MONDO_0007915	GCST000144	Systemic lupus erythematosus	gwas	False	1311	3340	4651	18204098	Hom G	2008-01-20	systemic lupus erythematosus	4	83	60
SLE	MONDO_0007915	GCST000216	Systemic lupus erythematosus	gwas	False	431	2155	2586	19165918	Graham RR	2008-08-01	systemic lupus erythematosus	2	83	60
SLE	MONDO_0007915	GCST000507	Systemic lupus erythematosus	gwas	False	1047	1205	2252	19838193	Han JW	2009-10-18	systemic lupus erythematosus	14	83	60
SLE	MONDO_0007915	GCST000592	Systemic lupus erythematosus	gwas	False	314	1484	1798	20169177	Yang W	2010-02-12	systemic lupus erythematosus	2	83	60
SLE	MONDO_0007915	GCST000739	Serologic markers in systemic lupus erythematosus	gwas	False	0	0	104	20659327	Kariuki SN	2010-07-26	systemic lupus erythematosus	0	83	60
SLE	MONDO_0007915	GCST000858	Systemic lupus erythematosus	gwas	False	612	1160	1772	21044949	Yang J	2010-11-02	systemic lupus erythematosus	1	83	60
SLE	MONDO_0007915	GCST000996	Systemic lupus erythematosus	gwas	False	1717	4813	6530	21408207	Chung SA	2011-03-03	systemic lupus erythematosus	3	83	60
SLE	MONDO_0007915	GCST001279	Systemic lupus erythematosus	gwas	False	612	2193	2805	22004975	Li R	2011-10-17	systemic lupus erythematosus	0	83	60
SLE	MONDO_0007915	GCST001384	Systemic lupus erythematosus	gwas	False	891	3384	4275	22291604	Okada Y	2012-01-26	systemic lupus erythematosus	1	83	60
SLE	MONDO_0007915	GCST001708	Systemic lupus erythematosus	gwas	False	1527	3421	4948	23053960	Lee YH	2012-10-07	systemic lupus erythematosus	3	83	60
SLE	MONDO_0007915	GCST001795	Systemic lupus erythematosus	gwas	False	1656	3394	5050	23273568	Yang W	2012-12-27	systemic lupus erythematosus	12	83	60
SLE	MONDO_0007915	GCST002069	Systemic lupus erythematosus and Systemic sclerosis	gwas	False	3530	7381	10911	23740937	Martin JE	2013-06-10	systemic lupus erythematosus;systemic scleroderma	8	83	60
SLE	MONDO_0007915	GCST002463	Systemic lupus erythematosus	gwas	False	725	2438	3163	24871463	Armstrong DL	2014-05-29	systemic lupus erythematosus	7	83	60
SLE	MONDO_0007915	GCST002845	Systemic lupus erythematosus	gwas	False	1656	3394	5050	25862617	Zhang Y	2015-04-10	systemic lupus erythematosus	0	83	60
SLE	MONDO_0007915	GCST003097	Pediatric autoimmune diseases	gwas	False	6035	10718	16753	26301688	Li YR	2015-08-24	Crohn's disease;ankylosing spondylitis;autoimmune disease;autoimmune thyroid disease;celiac disease;common variable immunodeficiency;juvenile idiopathic arthritis;psoriasis;systemic lupus erythematosus;type 1 diabetes mellitus;ulcerative colitis	23	83	60
SLE	MONDO_0007915	GCST003097_2	Pediatric autoimmune diseases	gwas	False	6035	10718	16753	26301688	Li YR	2015-08-24	Crohn's disease;ankylosing spondylitis;autoimmune disease;autoimmune thyroid disease;celiac disease;common variable immunodeficiency;juvenile idiopathic arthritis;psoriasis;systemic lupus erythematosus;type 1 diabetes mellitus;ulcerative colitis	23	83	60
SLE	MONDO_0007915	GCST003103	Systemic lupus erythematosus	gwas	False	661	487	1148	26316170	Demirci FY	2015-08-28	systemic lupus erythematosus	0	83	60
SLE	MONDO_0007915	GCST003155	Systemic lupus erythematosus	gwas	False	5201	9066	14267	26502338	Bentham J	2015-10-26	systemic lupus erythematosus	41	83	60
SLE	MONDO_0007915	GCST003156	Systemic lupus erythematosus	gwas	True	5201	9066	14267	26502338	Bentham J	2015-10-26	systemic lupus erythematosus	37	83	60
SLE	MONDO_0007915	GCST003252	Systemic lupus erythematosus	gwas	False	1393	2317	3710	26606652	Alarcon-Riquelme ME	2015-11-25	systemic lupus erythematosus	7	83	60
SLE	MONDO_0007915	GCST003599	Systemic lupus erythematosus	gwas	False	1174	4246	5420	26663301	Lessard CJ	2016-05-01	systemic lupus erythematosus	10	83	60
SLE	MONDO_0007915	GCST003620	Systemic lupus erythematosus or rheumatoid arthritis	gwas	False	6148	10398	16546	27193031	Marquez A	2016-05-18	rheumatoid arthritis;systemic lupus erythematosus	6	83	60
SLE	MONDO_0007915	GCST003622	Systemic lupus erythematosus	gwas	False	5695	10357	16052	27399966	Morris DL	2016-07-11	systemic lupus erythematosus	30	83	60
SLE	MONDO_0007915	GCST004867	Systemic lupus erythematosus	gwas	False	1310	7859	9169	19838195	Gateva V	2009-11-01	systemic lupus erythematosus	11	83	60
SLE	MONDO_0007915	GCST005752	Systemic lupus erythematosus	gwas	False	11590	15984	27574	28714469	Langefeld CD	2017-07-17	systemic lupus erythematosus	43	83	60
SLE	MONDO_0007915	GCST005754	Systemic lupus erythematosus	gwas	False	1047	1205	2252	29494758	Liu L	2018-03-01	systemic lupus erythematosus	3	83	60
SLE	MONDO_0007915	GCST005831	Systemic lupus erythematosus	gwas	False	4943	8483	13426	29848360	Julia A	2018-05-30	systemic lupus erythematosus	1	83	60
SLE	MONDO_0007915	GCST006260	Childhood onset systemic lupus erythematosus	gwas	False	781	0	781	29967481	Joo YB	2018-07-02	age at onset;systemic lupus erythematosus	2	83	60
SLE	MONDO_0007915	GCST007278	Systemic seropositive rheumatic diseases (Systemic sclerosis or systemic lupus erythematosus or rheumatoid arthritis or idiopathic inflammatory myopathies)	gwas	False	11704	19704	31408	30573655	Acosta-Herrera M	2018-12-20	myositis;rheumatoid arthritis;systemic lupus erythematosus;systemic scleroderma	17	83	60
SLE	MONDO_0007915	GCST007400	Systemic lupus erythematosus	gwas	False	6748	11516	18264	28714469	Langefeld CD	2017-07-17	systemic lupus erythematosus	21	83	60
SLE	MONDO_0007915	GCST008720	Follicular lymphoma or systemic lupus erythematosus	gwas	False	9905	23871	33776	31407831	Din L	2019-08-13	follicular lymphoma;systemic lupus erythematosus	0	83	60
SLE	MONDO_0007915	GCST008727	Chronic lymphocytic leukemia or systemic lupus erythematosus	gwas	False	9711	23144	32855	31407831	Din L	2019-08-13	chronic lymphocytic leukemia;systemic lupus erythematosus	4	83	60
SLE	MONDO_0007915	GCST008728	Diffuse large B-cell lymphoma or systemic lupus erythematosus	gwas	False	10836	23428	34264	31407831	Din L	2019-08-13	diffuse large B-cell lymphoma;systemic lupus erythematosus	1	83	60
SLE	MONDO_0007915	GCST008729	Marginal zone lymphoma or systemic lupus erythematosus	gwas	False	7960	21982	29942	31407831	Din L	2019-08-13	marginal zone B-cell lymphoma;systemic lupus erythematosus	0	83	60
SLE	MONDO_0007915	GCST011096	Systemic lupus erythematosus	gwas	True	8798	16470	25268	33536424	Wang YF	2021-02-03	systemic lupus erythematosus	43	83	60
SLE	MONDO_0007915	GCST011097	Systemic lupus erythematosus	gwas	False	4576	8039	12615	33536424	Wang YF	2021-02-03	systemic lupus erythematosus	2	83	60
SLE	MONDO_0007915	GCST011426	Systemic lupus erythematosus	gwas	False	892	3169	4061	32771030	Tangtanatakul P	2020-08-08	systemic lupus erythematosus	3	83	60
SLE	MONDO_0007915	GCST011491	Systemic lupus erythematosus	gwas	False	4734	9425	14159	33493351	Song Q	2021-01-25	systemic lupus erythematosus	2	83	60
SLE	MONDO_0007915	GCST011492	Systemic lupus erythematosus	gwas	False	4576	8039	12615	33493351	Song Q	2021-01-25	systemic lupus erythematosus	0	83	60
SLE	MONDO_0007915	GCST011493	Systemic lupus erythematosus	gwas	False	9310	17464	26774	33493351	Song Q	2021-01-25	systemic lupus erythematosus	4	83	60
SLE	MONDO_0007915	GCST011661	Systemic lupus erythematosus	gwas	False	7428	12430	19858	32719713	Zhang F	2020-07-03	systemic lupus erythematosus	0	83	60
SLE	MONDO_0007915	GCST011956	Systemic lupus erythematosus	gwas	False	13377	194993	208370	33272962	Yin X	2020-12-03	systemic lupus erythematosus	105	83	60
SLE	MONDO_0007915	GCST90011866	Systemic lupus erythematosus	gwas	True	4222	8431	12653	33536424	Wang YF	2021-02-03	systemic lupus erythematosus	67	83	60
SLE	MONDO_0007915	GCST90014462	Systemic lupus erythematosus	gwas	True	624	324074	324698	34278373	Glanville KP	2021-06-01	systemic lupus erythematosus	40	83	60
SLE	MONDO_0007915	GCST90014463	Systemic lupus erythematosus	gwas	True	362	324074	324436	34278373	Glanville KP	2021-06-01	systemic lupus erythematosus	67	83	60
SLE	MONDO_0007915	GCST90018697	Systemic lupus erythematosus	gwas	True	317	175937	176254	34594039	Sakaue S	2021-09-30	systemic lupus erythematosus	0	83	60
SLE	MONDO_0007915	GCST90018917	Systemic lupus erythematosus	gwas	True	964	658201	659165	34594039	Sakaue S	2021-09-30	systemic lupus erythematosus	1	83	60
SLE	MONDO_0007915	GCST90020042	Systemic lupus erythematosus	gwas	False	1639	2410	4049	34076728	Zhang YM	2021-06-02	systemic lupus erythematosus	7	83	60
SLE	MONDO_0007915	GCST90044512	Systemic lupus erythematosus (PheCode 695.42)	gwas	True	122	456226	456348	34737426	Jiang L	2021-11-04	systemic lupus erythematosus	0	83	60
SLE	MONDO_0007915	GCST90081796	Systemic lupus erythematosis (Gene-based burden)	gwas	False	523	331231	331754	34662886	Backman JD	2021-10-18	systemic lupus erythematosus	0	83	60
SLE	MONDO_0007915	GCST90100585	Systemic lupus erythematosus	gwas	False	5569	12420	17989	34783190	Wang YF	2021-11-15	systemic lupus erythematosus	3	83	60
SLE	MONDO_0007915	GCST90100586	Systemic lupus erythematosus	gwas	False	10145	20459	30604	34783190	Wang YF	2021-11-15	systemic lupus erythematosus	0	83	60
SLE	MONDO_0007915	GCST90102276	Steroid induced osteonecrosis of the femoral head and systemic lupus erythematosus	gwas	False	636	95588	96224	34850884	Suetsugu H	2021-12-01	idiopathic osteonecrosis of the femoral head;response to steroid;systemic lupus erythematosus	4	83	60
SLE	MONDO_0007915	GCST90102278	Systemic lupus erythematosus	gwas	False	683	95588	96271	34850884	Suetsugu H	2021-12-01	systemic lupus erythematosus	0	83	60
SLE	MONDO_0007915	GCST90102279	Steroid induced osteonecrosis of the femoral head and systemic lupus erythematosus	gwas	False	784	132603	133387	34850884	Suetsugu H	2021-12-01	idiopathic osteonecrosis of the femoral head;response to steroid;systemic lupus erythematosus	2	83	60
SLE	MONDO_0007915	GCST90103801	Systemic lupus erythematosus	gwas	False	427	89699	90126	35167971	Leffers HCB	2022-02-12	systemic lupus erythematosus	4	83	60
SLE	MONDO_0007915	GCST90243963	Severe COVID-19 or systemic lupus erythematosus (inverse variance)	gwas	True	18081	1353040	1371121	36327221	Wang Y	2022-11-03	COVID-19;systemic lupus erythematosus	18	83	60
T1D	MONDO_0005147	FINNGEN_R12_T1D	Type 1 diabetes, definitions combined	gwas	True	4721	403489	408210	36653562			type 1 diabetes mellitus	23	84	60
T1D	MONDO_0005147	FINNGEN_R12_T1D_EARLY	Type1 diabetes, definitions combined, early onset	gwas	True	3051	497297	500348	36653562			type 1 diabetes mellitus	23	84	60
T1D	MONDO_0005147	GCST000038	Type 1 diabetes	gwas	False	2000	3000	5000	17554260	Todd JA	2007-06-06	type 1 diabetes mellitus	7	84	60
T1D	MONDO_0005147	GCST000043	Type 1 diabetes	gwas	False	1963	2938	4901	17554300	Wellcome Trust Case Control Consortium	2007-06-07	type 1 diabetes mellitus	3	84	60
T1D	MONDO_0005147	GCST000054	Type 1 diabetes	gwas	False	561	1143	2171	17632545	Hakonarson H	2007-07-15	type 1 diabetes mellitus	2	84	60
T1D	MONDO_0005147	GCST000141	Type 1 diabetes	gwas	False	561	1143	2171	18198356	Hakonarson H	2008-01-15	type 1 diabetes mellitus	1	84	60
T1D	MONDO_0005147	GCST000244	Type 1 diabetes	gwas	False	563	1146	2192	18840781	Grant SF	2008-10-07	type 1 diabetes mellitus	0	84	60
T1D	MONDO_0005147	GCST000258	Type 1 diabetes	gwas	False	3561	4646	8207	18978792	Cooper JD	2008-11-02	type 1 diabetes mellitus	8	84	60
T1D	MONDO_0005147	GCST000392	Type 1 diabetes	gwas	False	7514	9045	16559	19430480	Barrett JC	2009-05-10	type 1 diabetes mellitus	28	84	60
T1D	MONDO_0005147	GCST000539	Type 1 diabetes	gwas	False	7514	9045	16559	19966805	Wallace C	2009-12-06	type 1 diabetes mellitus	2	84	60
T1D	MONDO_0005147	GCST001191	Type 1 diabetes	gwas	False	8506	10596	19102	21829393	Plagnol V	2011-08-04	type 1 diabetes mellitus	13	84	60
T1D	MONDO_0005147	GCST001255	Type 1 diabetes	gwas	False	9934	16956	26890	21980299	Bradfield JP	2011-09-29	type 1 diabetes mellitus	3	84	60
T1D	MONDO_0005147	GCST001394	Type 1 diabetes	gwas	False	0	0	16179	22293688	Huang J	2012-02-01	type 1 diabetes mellitus	2	84	60
T1D	MONDO_0005147	GCST001479	Type 1 diabetes autoantibodies	gwas	False	2142	0	2142	22526605	Howson JM	2012-04-12	autoantibody measurement;type 1 diabetes mellitus	0	84	60
T1D	MONDO_0005147	GCST002876	Type 1 diabetes and autoimmune thyroid diseases	gwas	False	346	727	1073	25936594	Tomer Y	2015-04-27	autoimmune thyroid disease;type 1 diabetes mellitus	2	84	60
T1D	MONDO_0005147	GCST003097	Pediatric autoimmune diseases	gwas	False	6035	10718	16753	26301688	Li YR	2015-08-24	Crohn's disease;ankylosing spondylitis;autoimmune disease;autoimmune thyroid disease;celiac disease;common variable immunodeficiency;juvenile idiopathic arthritis;psoriasis;systemic lupus erythematosus;type 1 diabetes mellitus;ulcerative colitis	23	84	60
T1D	MONDO_0005147	GCST003097_2	Pediatric autoimmune diseases	gwas	False	6035	10718	16753	26301688	Li YR	2015-08-24	Crohn's disease;ankylosing spondylitis;autoimmune disease;autoimmune thyroid disease;celiac disease;common variable immunodeficiency;juvenile idiopathic arthritis;psoriasis;systemic lupus erythematosus;type 1 diabetes mellitus;ulcerative colitis	23	84	60
T1D	MONDO_0005147	GCST005320	Progressive supranuclear palsy and immune-mediated diseases (pleiotropy)	gwas	False	128379	130512	131626	29315334	Broce I	2018-01-09	Crohn's disease;celiac disease;progressive supranuclear palsy;psoriasis;rheumatoid arthritis;type 1 diabetes mellitus;ulcerative colitis	0	84	60
T1D	MONDO_0005147	GCST005321	Amyotrophic lateral sclerosis and immune-mediated diseases (pleiotropy)	gwas	False	139842	150740	163317	29315334	Broce I	2018-01-09	Crohn's disease;amyotrophic lateral sclerosis;celiac disease;psoriasis;rheumatoid arthritis;type 1 diabetes mellitus;ulcerative colitis	0	84	60
T1D	MONDO_0005147	GCST005322	Corticobasal degeneration and immune-mediated diseases (pleiotropy)	gwas	False	127417	130576	130728	29315334	Broce I	2018-01-09	Crohn's disease;celiac disease;corticobasal degeneration disorder;psoriasis;rheumatoid arthritis;type 1 diabetes mellitus;ulcerative colitis	0	84	60
T1D	MONDO_0005147	GCST005536	Type 1 diabetes	gwas	True	6683	12173	21526	25751624	Onengut-Gumuscu S	2015-04-01	type 1 diabetes mellitus	27	84	60
T1D	MONDO_0005147	GCST005563	Primary sclerosing cholangitis associated immune-mediated diseases (Crohn's disease, celiac disease, psoriasis, rheumatoid arthritis, sarcoidosis, type 1 diabetes or ulcerative colitis) (pleiotropy)	gwas	False	37492	106357	143849	23603763	Liu JZ	2013-06-01	Crohn's disease;celiac disease;psoriasis;rheumatoid arthritis;sarcoidosis;sclerosing cholangitis;type 1 diabetes mellitus;ulcerative colitis	0	84	60
T1D	MONDO_0005147	GCST006196	Type 1 diabetes in high risk HLA genotype individuals (time to event)	gwas	False	0	0	5806	29310926	Sharma A	2018-01-05	disease free survival;type 1 diabetes mellitus	0	84	60
T1D	MONDO_0005147	GCST006197	Type 1 diabetes autoantibodies in high risk HLA genotype individuals (time to event)	gwas	False	0	0	5806	29310926	Sharma A	2018-01-05	autoantibody measurement;event free survival time;type 1 diabetes mellitus	0	84	60
T1D	MONDO_0005147	GCST007247	Latent autoimmune diabetes vs. type 1 diabetes	gwas	False	3422	0	3422	30254083	Cousminer DL	2018-09-25	latent autoimmune diabetes in adults;type 1 diabetes mellitus	0	84	60
T1D	MONDO_0005147	GCST007433	Fulminant type 1 diabetes	gwas	False	257	419	676	30552108	Kawabata Y	2018-12-14	type 1 diabetes mellitus	2	84	60
T1D	MONDO_0005147	GCST008377	Type 1 diabetes	gwas	False	1005	1257	2262	31152121	Zhu M	2019-05-31	type 1 diabetes mellitus	1	84	60
T1D	MONDO_0005147	GCST009916	Type 1 diabetes	gwas	False	1021	2928	3949	30659077	Onengut-Gumuscu S	2019-01-18	type 1 diabetes mellitus	2	84	60
T1D	MONDO_0005147	GCST010681	Type 1 diabetes	gwas	True	9266	15574	24840	32005708	Forgetta V	2020-01-31	type 1 diabetes mellitus	114	84	60
T1D	MONDO_0005147	GCST011539	Type 1 or type 2 diabetes (pleiotropy)	gwas	False	81591	834224	915815	33830302	Inshaw JRJ	2021-04-08	type 1 diabetes mellitus;type 2 diabetes mellitus	0	84	60
T1D	MONDO_0005147	GCST011773	Type 1 diabetes (age at diagnosis)	gwas	False	0	0	12539	33179336	Syreeni A	2020-11-11	age at diagnosis;type 1 diabetes mellitus	1	84	60
T1D	MONDO_0005147	GCST012179	Type 1 diabetes	gwas	False	6599	12323	18922	34302048	Qu HQ	2021-07-23	type 1 diabetes mellitus	0	84	60
T1D	MONDO_0005147	GCST90000181	Type 1 diabetes with low genetic risk score	gwas	False	957	12323	13280	34302048	Qu HQ	2021-07-23	type 1 diabetes mellitus	2	84	60
T1D	MONDO_0005147	GCST90000529	Type 1 diabetes	gwas	True	7467	10218	17685	33830302	Inshaw JRJ	2021-04-08	type 1 diabetes mellitus	36	84	60
T1D	MONDO_0005147	GCST90013445	Type 1 diabetes	gwas	True	22153	37374	59527	34127860	Robertson CC	2021-06-14	type 1 diabetes mellitus	72	84	60
T1D	MONDO_0005147	GCST90013791	Type 1 diabetes	gwas	True	15573	158408	173981	39749473	Crouch DJM	2025-01-01	type 1 diabetes mellitus	49	84	60
T1D	MONDO_0005147	GCST90013941	Type 1 diabetes (SPA correction)	gwas	True	0	0	407746	34017140	Mbatchou J	2021-05-20	type 1 diabetes mellitus	2	84	60
T1D	MONDO_0005147	GCST90014464	Type 1 diabetes	gwas	True	2751	324074	326825	34278373	Glanville KP	2021-06-01	type 1 diabetes mellitus	11	84	60
T1D	MONDO_0005147	GCST90014465	Type 1 diabetes	gwas	True	2292	324074	326366	34278373	Glanville KP	2021-06-01	type 1 diabetes mellitus	12	84	60
T1D	MONDO_0005147	GCST90018705	Type 1 diabetes	gwas	True	1219	132032	133251	34594039	Sakaue S	2021-09-30	type 1 diabetes mellitus	0	84	60
T1D	MONDO_0005147	GCST90018925	Type 1 diabetes	gwas	True	7666	583280	590946	34594039	Sakaue S	2021-09-30	type 1 diabetes mellitus	14	84	60
T1D	MONDO_0005147	GCST90043633	Type 1 diabetes with ketoacidosis (PheCode 250.11)	gwas	True	228	456120	456348	34737426	Jiang L	2021-11-04	diabetic ketoacidosis;type 1 diabetes mellitus	2	84	60
T1D	MONDO_0005147	GCST90043634	Type 1 diabetes with ophthalmic manifestations (PheCode 250.13)	gwas	True	213	456135	456348	34737426	Jiang L	2021-11-04	type 1 diabetes mellitus	0	84	60
T1D	MONDO_0005147	GCST90043635	Type 1 diabetes (PheCode 250.1)	gwas	True	367	455981	456348	34737426	Jiang L	2021-11-04	type 1 diabetes mellitus	1	84	60
T1D	MONDO_0005147	GCST90083717	ICD10 E10.3: Type 1 diabetes mellitus with ophthalmic complications (Gene-based burden)	gwas	False	587	387305	387892	34662886	Backman JD	2021-10-18	type 1 diabetes mellitus	0	84	60
T1D	MONDO_0005147	GCST90083718	ICD10 E10.9: Type 1 diabetes mellitus without complications (Gene-based burden)	gwas	False	3628	383813	387441	34662886	Backman JD	2021-10-18	type 1 diabetes mellitus	0	84	60
T1D	MONDO_0005147	GCST90083719	ICD10 E10: Type 1 diabetes mellitus (Gene-based burden)	gwas	False	3971	383232	387203	34662886	Backman JD	2021-10-18	type 1 diabetes mellitus	0	84	60
T1D	MONDO_0005147	GCST90085511	Probable type 1 diabetes (Gene-based burden)	gwas	False	1290	408623	409913	34662886	Backman JD	2021-10-18	type 1 diabetes mellitus	0	84	60
T1D	MONDO_0005147	GCST90095483	Type 1 diabetes	gwas	False	381	377	758	35047121	Gao Y	2021-12-01	type 1 diabetes mellitus	1	84	60
T1D	MONDO_0005147	GCST90103390	Source of report of E10 (insulin-dependent diabetes mellitus) (UKB data field 130707)	gwas	False	1467	169290	170757	36779085	Fitzgerald T	2022-08-10	type 1 diabetes mellitus	0	84	60
T1D	MONDO_0005147	GCST90246052	Insulin-dependent diabetes mellitus (Union E10)	gwas	False	206	75729	75935	37601966	Walters RG	2023-07-20	type 1 diabetes mellitus	0	84	60
T1D	MONDO_0005147	GCST90281118	Migraine or type 1 diabetes	gwas	False	105334	1167438	1272772	36808568	Islam MR	2023-02-20	migraine disorder;type 1 diabetes mellitus	1	84	60
T1D	MONDO_0005147	GCST90281125	Headache or type 1 diabetes	gwas	False	87286	731733	819019	36808568	Islam MR	2023-02-20	Headache;type 1 diabetes mellitus	0	84	60
T1D	MONDO_0005147	GCST90281275	Type 1 diabetes	gwas	False	4964	7497	12461	37164005	Iakovliev A	2023-05-04	type 1 diabetes mellitus	0	84	60
T1D	MONDO_0005147	GCST90297605	ICD10 E10: type 1 diabetes (CNV mirror model)	gwas	False	2998	285132	288130	38185688	Auwerx C	2024-01-08	type 1 diabetes mellitus	0	84	60
T1D	MONDO_0005147	GCST90297659	ICD10 E10: type 1 diabetes (CNV U-shape model)	gwas	False	2998	285132	288130	38185688	Auwerx C	2024-01-08	type 1 diabetes mellitus	0	84	60
T1D	MONDO_0005147	GCST90297708	ICD10 E10: type 1 diabetes (CNV duplication-only model)	gwas	False	2998	285132	288130	38185688	Auwerx C	2024-01-08	type 1 diabetes mellitus	0	84	60
T1D	MONDO_0005147	GCST90297755	ICD10 E10: type 1 diabetes (CNV deletion-only model)	gwas	False	2998	285132	288130	38185688	Auwerx C	2024-01-08	type 1 diabetes mellitus	0	84	60
T1D	MONDO_0005147	GCST90302863	Rheumatoid arthritis or type 1 diabetes	gwas	False	186296	628396	633478	37377963	Wen YP	2023-06-12	rheumatoid arthritis;type 1 diabetes mellitus	21	84	60
T1D	MONDO_0005147	GCST90428836	B-cell lymphoblastic leukemia or type 1 diabetes (pleiotropy)	gwas	False	11768	467914	479682	38616254	Yu X	2024-04-15	B-cell acute lymphoblastic leukemia;type 1 diabetes mellitus	0	84	60
Sjogren	EFO_0000699	FINNGEN_R12_M13_SJOGREN	Sicca syndrome [Sjögren]	gwas	True	3309	484260	487569	36653562			Sjogren syndrome	4	23	60
Sjogren	EFO_0000699	GCST002217	Sjögren's syndrome	gwas	False	542	1050	1592	24097066	Li Y	2013-10-06	Sjogren syndrome	3	23	60
Sjogren	EFO_0000699	GCST003604	Sjögren's syndrome	gwas	False	242	1444	1686	27503288	Song IW	2016-08-08	Sjogren syndrome	1	23	60
Sjogren	EFO_0000699	GCST004061	Sjögren's syndrome	gwas	False	1429	2732	4161	28076899	Taylor KE	2017-01-11	Sjogren syndrome	2	23	60
Sjogren	EFO_0000699	GCST004062	Sjögren's syndrome	gwas	False	460	1125	1585	28076899	Taylor KE	2017-01-11	Sjogren syndrome	0	23	60
Sjogren	EFO_0000699	GCST004878	Sjögren's syndrome	gwas	False	395	1975	2370	24097067	Lessard CJ	2013-11-01	Sjogren syndrome	5	23	60
Sjogren	EFO_0000699	GCST004879	Sjögren's syndrome	gwas	False	395	1975	2370	24097067	Lessard CJ	2013-11-01	Sjogren syndrome	0	23	60
Sjogren	EFO_0000699	GCST005532	Sjögren's syndrome	gwas	False	1541	2634	4175	24097067	Lessard CJ	2013-11-01	Sjogren syndrome	0	23	60
Sjogren	EFO_0000699	GCST012796	Sjögren's syndrome	gwas	False	585	1546	2131	28076899	Taylor KE	2017-01-11	Sjogren syndrome	1	23	60
Sjogren	EFO_0000699	GCST90013929	Sjogren's syndrome (SPA correction)	gwas	True	0	0	407746	34017140	Mbatchou J	2021-05-20	Sjogren syndrome	0	23	60
Sjogren	EFO_0000699	GCST90014460	Sjögren's syndrome	gwas	True	647	324074	324721	34278373	Glanville KP	2021-06-01	Sjogren syndrome	26	23	60
Sjogren	EFO_0000699	GCST90014461	Sjögren's syndrome	gwas	True	389	324074	324463	34278373	Glanville KP	2021-06-01	Sjogren syndrome	46	23	60
Sjogren	EFO_0000699	GCST90018700	Sjögren's syndrome	gwas	True	303	175599	175902	34594039	Sakaue S	2021-09-30	Sjogren syndrome	0	23	60
Sjogren	EFO_0000699	GCST90018920	Sjögren's syndrome	gwas	True	1599	658316	659915	34594039	Sakaue S	2021-09-30	Sjogren syndrome	2	23	60
Sjogren	EFO_0000699	GCST90044534	Sicca syndrome (PheCode 709.2)	gwas	True	99	456249	456348	34737426	Jiang L	2021-11-04	Sjogren syndrome	0	23	60
Sjogren	EFO_0000699	GCST90084454	ICD10 M35.0: Sicca syndrome (Gene-based burden)	gwas	False	711	387080	387791	34662886	Backman JD	2021-10-18	Sjogren syndrome	0	23	60
Sjogren	EFO_0000699	GCST90444402	Dry eye disease with Sjogren-like syndromes	gwas	False	259	415	674	38767906	Hsu CC	2024-05-01	Sjogren syndrome;dry eye syndrome	0	23	60
Sjogren	EFO_0000699	GCST90444403	Dry eye disease with Sjogren-like syndromes	gwas	False	259	415	674	38767906	Hsu CC	2024-05-01	Sjogren syndrome;dry eye syndrome	0	23	60
Sjogren	EFO_0000699	GCST90478853	Sicca syndrome (PheCode 709.2)	gwas	True	1080	448272	449352	39024449	Verma A	2024-07-19	Sjogren syndrome	0	23	60
Sjogren	EFO_0000699	GCST90480487	Sicca syndrome (PheCode 709.2)	gwas	True	1447	569231	570678	39024449	Verma A	2024-07-19	Sjogren syndrome	54	23	60
Sjogren	EFO_0000699	GCST90482371	Sicca syndrome (PheCode 709.2)	gwas	False	367	120959	121326	39024449	Verma A	2024-07-19	Sjogren syndrome	0	23	60
Sjogren	EFO_0000699	GCST90492695	Hunner-type interstitial cystitis or Sjogren's syndrome (MTAG)	gwas	False	456	221686	222142	39620209	Lyu X	2024-11-15	Sjogren syndrome;chronic interstitial cystitis	0	23	60
Sjogren	EFO_0000699	GCST90651182	Sicca syndrome (PheCode 709.2)	gwas	False	4862	210768	215630	40465716	Liu TY	2025-06-04	Sjogren syndrome	1	23	60
