gene	approved_name	wave62_score	wave62_call	manual_blocker	prior_context_blocker	max_l2g_score	best_l2g_disease	strong_l2g_disease_count	strong_l2g_diseases	supporting_l2g_disease_count	supporting_l2g_diseases	ms_max_l2g_score	ms_l2g_study_loci	strong_qtl_coloc_disease_count	strong_qtl_coloc_diseases	relevant_qtl_coloc_disease_count	relevant_qtl_coloc_diseases	myeloid_qtl_coloc_disease_count	max_qtl_h4	ms_max_qtl_h4	ms_max_relevant_qtl_h4	ms_relevant_qtl_biosamples	direction_proxy_values	local_positive_disease_count	local_negative_disease_count	local_positive_diseases	ms_wm_delta_log2	ms_wm_p	ms_wm_fdr	in_lipid_lysosomal_myeloid_neighborhood	residual_retained_disease_count	strict_core_covariate_surviving_disease_count	wave34_call	gwas_catalog_trait_count	chembl_target_id	druggable_activity_count	wave34a_call	wave34a_direction	wave34a_route_reason	wave55_score	wave55_genetic_diseases_ge_0_25	wave61_best_call	wave61_best_manual_blocker	wave61_best_target_suppression	wave61_best_selectivity
IFNAR2	interferon alpha and beta receptor subunit 2	2.2359038884996076	NO_GO_WAVE62_TARGET_RESOLUTION			0.769300639629364	SLE	1	SLE	1	SLE	0.0		1	SLE	1	SLE	1	0.9666032488702437	0.0	0.0		SLE:CD14-positive, CD16-negative classical monocyte:0;SLE:CD4-positive, alpha-beta T cell:0;SLE:CD8-positive, alpha-beta T cell:0.0956;SLE:T-helper 1 cell:0.0956;SLE:blood:0.0956;SLE:lymphoblastoid cell line:0;SLE:lymphoblastoid cell line:0.0956;SLE:macrophage:0.0956;SLE:naive regulatory T cell:-0.0956;SLE:naive regulatory T cell:0.0956;SLE:spleen:0;SLE:suprapubic skin:0	2.0	0.0	psoriasis;type 1 diabetes mellitus	0.1894182060730376	0.4923277084112737	0.9271619615463814	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	4.0		0.0				4.5	RA;SLE	NO_GO_WAVE61_GUARDRAIL		0.6611289298703412	-0.5097787971595411
BLTP1	bridge-like lipid transfer protein family member 1	2.2358325839697937	NO_GO_WAVE62_TARGET_RESOLUTION			0.7538641095161438	Celiac	1	Celiac	2	Celiac;Psoriasis	0.0		4	Celiac;Crohn;Psoriasis;T1D	4	Celiac;Crohn;Psoriasis;T1D	4	0.9819684744536497	0.0	0.0		Celiac:neutrophil:-0;Celiac:neutrophil:-0.00797;Celiac:neutrophil:-0.0108;Celiac:neutrophil:-0.0123;Celiac:neutrophil:-0.0124;Celiac:neutrophil:-0.0138;Celiac:neutrophil:-0.324;Celiac:neutrophil:-0.349;Crohn:neutrophil:-0.00133;Psoriasis:neutrophil:-0.087;T1D:lymphoblastoid cell line:-0.0134;T1D:lymphoblastoid cell line:-0.0167;T1D:lymphoblastoid cell line:-0.0374;T1D:lymphoblastoid cell line:0.131;T1D:neutrophil:-0;T1D:neutrophil:-0.0134;T1D:neutrophil:-0.0167;T1D:neutrophil:-0.0374;T1D:neutrophil:-0.131;T1D:neutrophil:0.0134;T1D:neutrophil:0.0167;T1D:neutrophil:0.0374	0.0	1.0		0.0	1.0	1.0	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.0		0.0				10.0	Celiac;Crohn;Psoriasis;T1D			0.0	0.0
GPR132	G protein-coupled receptor 132	2.2344840503099093	NO_GO_WAVE62_TARGET_RESOLUTION			0.763050377368927	Psoriasis	1	Psoriasis	1	Psoriasis	0.0		1	Psoriasis	1	Psoriasis	1	0.9714336729409824	0.0	0.0		Psoriasis:CD14-positive, CD16-negative classical monocyte:-0;Psoriasis:macrophage:-0;Psoriasis:macrophage:-0.0664;Psoriasis:thyroid gland:-0	0.0	1.0		-0.3260226900792062	0.1950179713965903	0.8993702893651148	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				2.0	Psoriasis			0.0	0.0
TTC34	tetratricopeptide repeat domain 34	2.2306290563325826	NO_GO_WAVE62_TARGET_RESOLUTION			0.7450170516967773	PBC	2	PBC;UC	3	MS;PBC;UC	0.3978502154350281		5	Celiac;MS;PBC;RA;UC	5	Celiac;MS;PBC;RA;UC	0	0.9856120046358053	0.9674284461684486	0.9674284461684486	CD4-positive, alpha-beta T cell;dorsolateral prefrontal cortex;lymphoblastoid cell line;thyroid gland	Celiac:CD4-positive, alpha-beta T cell:-0.0322;Celiac:CD4-positive, alpha-beta T cell:0.136;Celiac:T cell:0.136;Celiac:skin of body:-0;Celiac:thyroid gland:-0;MS:CD4-positive, alpha-beta T cell:-2;MS:CD4-positive, alpha-beta T cell:0.00296;MS:CD4-positive, alpha-beta T cell:0.129;MS:dorsolateral prefrontal cortex:0.00296;MS:lymphoblastoid cell line:-0;MS:lymphoblastoid cell line:-2;MS:lymphoblastoid cell line:0.149;MS:thyroid gland:0.00296;PBC:CD4-positive, alpha-beta T cell:1.59;RA:CD4-positive, alpha-beta T cell:0.00494;RA:skin of body:0.00494;UC:CD4-positive, alpha-beta T cell:1.62	0.0	2.0		-1.3941192396688022	0.1284532281054435	0.8989378106274888	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	6.0		0.0				10.0	PBC;RA;UC			0.0	0.0
ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	2.228805706464515	NO_GO_WAVE62_TARGET_RESOLUTION			0.804743230342865	SLE	1	SLE	1	SLE	0.0		1	SLE	1	SLE	1	0.9240624761216499	0.0	0.0		SLE:CD4-positive, alpha-beta T cell:0.139;SLE:T cell:-0.139;SLE:blood:-0.139;SLE:blood:0.139;SLE:central memory CD4-positive, alpha-beta T cell:-0.139;SLE:lymphoblastoid cell line:-0.139;SLE:macrophage:0.139;SLE:naive regulatory T cell:-0.139;SLE:neocortex:0	0.0	1.0		-0.1074123926177499	0.3772539498481645	0.9141270983319502	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	4.0		0.0				4.0	SLE			0.0	0.0
SPATA2	spermatogenesis associated 2	2.227333564240945	NO_GO_WAVE62_TARGET_RESOLUTION			0.8046449422836304	Psoriasis	1	Psoriasis	1	Psoriasis	0.0		1	Psoriasis	1	Psoriasis	0	0.9226886219573144	0.0	0.0		Psoriasis:skin of body:0.00602;Psoriasis:suprapubic skin:0.00602	0.0	0.0		-0.1733715515891933	0.5822829669404852	0.9460303616141402	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	4.0		0.0				4.0	Psoriasis			0.0	0.0
CCDC122	coiled-coil domain containing 122	2.2244390002603884	NO_GO_WAVE62_TARGET_RESOLUTION			0.7599919438362122	Psoriasis	1	Psoriasis	1	Psoriasis	0.0		1	Psoriasis	1	Psoriasis	0	0.9644470564241764	0.0	0.0		Psoriasis:CD4-positive, alpha-beta T cell:-0.552;Psoriasis:dorsolateral prefrontal cortex:-0.552;Psoriasis:skin of body:-0.552;Psoriasis:spleen:-0;Psoriasis:suprapubic skin:-0.552	1.0	0.0	type 1 diabetes mellitus	0.3898838207699753	0.6872138371807086	0.9632540240614348	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0		0.0				11.0	Crohn;Psoriasis;T1D			0.0	0.0
XCL2	X-C motif chemokine ligand 2	2.2237124511364144	NO_GO_WAVE62_TARGET_RESOLUTION			0.8487777709960938	Psoriasis	1	Psoriasis	1	Psoriasis	0.0		1	Psoriasis	1	Psoriasis	0	0.8749346801403205	0.0	0.0		Psoriasis:CD4-positive, alpha-beta T cell:-0;Psoriasis:lymphoblastoid cell line:-0	1.0	0.0	Sjogren syndrome	1.76466536735284	0.1208378580123067	0.8989378106274888	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				7.0	AITD;Psoriasis			0.0	0.0
CCR6	C-C motif chemokine receptor 6	2.2235347000229857	NO_GO_WAVE62_TARGET_RESOLUTION			0.7329581379890442	RA	1	RA	1	RA	0.0		2	Crohn;RA	2	Crohn;RA	0	0.9905765620339416	0.0	0.0		Crohn:B cell:0.00134;RA:B cell:-0.0627;RA:B cell:-0.151;RA:B cell:-0.154;RA:blood:0.0627;RA:blood:0.151;RA:blood:0.154	0.0	0.0		0.2229856175356008	0.7784945025694487	0.9741955192514664	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.0		0.0	PARK_MAPPED_GENE_NEEDS_COLOC	block CCR6-dependent pathogenic Th17 recruitment	Broad GWAS Catalog support is mapped-gene/top-association only; needs credible-set/eQTL coloc.	4.0	PBC;RA			0.0	0.0
PLD4	phospholipase D family member 4	2.2186064782397805	NO_GO_WAVE62_TARGET_RESOLUTION			0.7246325016021729	SLE	2	RA;SLE	2	RA;SLE	0.0		2	RA;SLE	2	RA;SLE	2	0.9939739766376079	0.0	0.0		RA:CD14-positive, CD16-negative classical monocyte:-0.162;RA:CD14-positive, CD16-negative classical monocyte:0.162;RA:blood:0;RA:dorsolateral prefrontal cortex:0.162;RA:lymphoblastoid cell line:0.162;RA:microglial cell:0;RA:spleen:0;SLE:CD14-positive, CD16-negative classical monocyte:-0.065;SLE:dorsolateral prefrontal cortex:-0.065;SLE:dorsolateral prefrontal cortex:0.065;SLE:lymphoblastoid cell line:0.065	0.0	0.0		0.0042569114949593	0.9935971791244276	0.9992380443970746	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0		0.0				6.0	RA;SLE			0.0	0.0
IP6K3	inositol hexakisphosphate kinase 3	2.214471035045314	NO_GO_WAVE62_TARGET_RESOLUTION			0.7282383441925049	Celiac	2	Celiac;RA	2	Celiac;RA	0.0		1	Celiac	0		0	0.9862326908528088	0.0	0.0			0.0	0.0		0.0	1.0	1.0	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0		0.0				10.0	Celiac;RA;UC			0.0	0.0
NELL2	neural EGFL like 2	2.209575636211187	NO_GO_WAVE62_TARGET_RESOLUTION			0.7171593308448792	SLE	1	SLE	1	SLE	0.0		6	Celiac;Crohn;Psoriasis;RA;T1D;UC	6	Celiac;Crohn;Psoriasis;RA;T1D;UC	0	0.9924163053663075	0.0	0.0		Celiac:blood plasma:-0.176;Crohn:blood plasma:-0.0261;Psoriasis:blood plasma:-0.011;RA:blood plasma:-0.0103;T1D:blood plasma:0.0614;UC:blood plasma:-0.0029	0.0	1.0		-0.0671745230923699	0.9665717035920746	0.9968305115940588	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				4.0	SLE			0.0	0.0
GLS	glutaminase	2.206807964599887	NO_GO_WAVE62_TARGET_RESOLUTION			0.749884307384491	SLE	1	SLE	1	SLE	0.0		1	SLE	0		0	0.956923657215396	0.0	0.0			0.0	0.0		0.0039523210165874	0.9817542295237708	0.9982687727683835	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	6.0		0.0				4.0	PBC;SLE			0.0	0.0
CEP43	centrosomal protein 43	2.2067339642739423	NO_GO_WAVE62_TARGET_RESOLUTION			0.7106650471687317	Crohn	1	Crohn	1	Crohn	0.0		2	Crohn;RA	2	Crohn;RA	0	0.9960689171052104	0.0	0.0		Crohn:blood plasma:0.00134;Crohn:dorsolateral prefrontal cortex:0.00134;RA:thyroid gland:-0.0627;RA:thyroid gland:-0.151;RA:thyroid gland:-0.154	1.0	0.0	type 1 diabetes mellitus	0.0	1.0	1.0	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	8.0		0.0				13.0	AITD;Crohn;RA;UC			0.0	0.0
COL4A2	collagen type IV alpha 2 chain	2.2039874792099	NO_GO_WAVE62_TARGET_RESOLUTION			0.7039874792098999	SLE	1	SLE	1	SLE	0.0		0		0		0	0.0	0.0	0.0			4.0	2.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	-0.5459652149974854	0.4263295541224172	0.9195199515584406	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				6.0	SLE			0.0	0.0
CCL2	C-C motif chemokine ligand 2	2.201845169067383	NO_GO_WAVE62_TARGET_RESOLUTION			0.7018451690673828	UC	2	Crohn;UC	2	Crohn;UC	0.0		4	Celiac;Crohn;SLE;UC	4	Celiac;Crohn;SLE;UC	0	1.0	0.0	0.0		Celiac:blood plasma:-0.0109;Crohn:sigmoid colon:-0.041;SLE:blood plasma:-0.0103;UC:sigmoid colon:-0.00436	1.0	2.0	type 1 diabetes mellitus	0.0490525604706171	0.90646856397048	0.9859682246933096	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	7.0		0.0				15.0	AS;Crohn;Psoriasis;RA;UC			0.0	0.0
LRRC43	leucine rich repeat containing 43	2.1996910772232785	NO_GO_WAVE62_TARGET_RESOLUTION			0.7155511379241943	Psoriasis	1	Psoriasis	1	Psoriasis	0.0		1	Psoriasis	1	Psoriasis	0	0.9841399392990842	0.0	0.0		Psoriasis:blood:0.0723	0.0	0.0		-2.646396901901304	0.013623051190841	0.8372898579012464	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0		0.0				2.0	Psoriasis			0.0	0.0
AHNAK2	AHNAK nucleoprotein 2	2.1994857931080958	NO_GO_WAVE62_TARGET_RESOLUTION			0.7085667252540588	SLE	1	SLE	2	RA;SLE	0.0		2	RA;SLE	2	RA;SLE	0	0.9909190678540367	0.0	0.0		RA:blood plasma:0.162;RA:dorsolateral prefrontal cortex:0;RA:fibroblast:0;RA:lymphoblastoid cell line:0.162;RA:skin of body:0;SLE:dorsolateral prefrontal cortex:-0.065;SLE:sigmoid colon:0.065;SLE:skin of body:-0.183;SLE:suprapubic skin:0.065;SLE:thyroid gland:0.065	0.0	3.0		-0.5172639002159958	0.1237679593861909	0.8989378106274888	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0		0.0				6.0	RA;SLE			0.0	0.0
USP34	ubiquitin specific peptidase 34	2.196786145117347	NO_GO_WAVE62_TARGET_RESOLUTION			0.7064682841300964	Psoriasis	1	Psoriasis	1	Psoriasis	0.0		3	MS;Psoriasis;UC	1	Psoriasis	0	0.9903178609872503	0.9720193794587838	0.0		Psoriasis:dorsolateral prefrontal cortex:-0;Psoriasis:dorsolateral prefrontal cortex:0.088;Psoriasis:dorsolateral prefrontal cortex:0.373;Psoriasis:suprapubic skin:0.373;Psoriasis:thyroid gland:-0.373	1.0	1.0	Crohn disease	0.0939231644604721	0.4837772362954095	0.926038761164836	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0		0.0				7.0	Crohn;Psoriasis			0.0	0.0
MGAT5	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase	2.195992857734016	NO_GO_WAVE62_TARGET_RESOLUTION			0.871484637260437	Crohn	2	Crohn;SLE	2	Crohn;SLE	0.0		1	Crohn	1	Crohn	0	0.8245082204735792	0.0	0.0		Crohn:CD4-positive, alpha-beta T cell:0.00934	0.0	0.0		-0.1209449296096512	0.5024163461789761	0.9293513275584998	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	6.0		0.0				8.0	Crohn;SLE			0.0	0.0
VCAM1	vascular cell adhesion molecule 1	2.1956000745809017	NO_GO_WAVE62_TARGET_RESOLUTION			0.7007710337638855	Crohn	1	Crohn	1	Crohn	0.0		2	Crohn;RA	2	Crohn;RA	0	0.9948290408170162	0.0	0.0		Crohn:blood plasma:-0.00415;Crohn:blood plasma:-0.0312;Crohn:blood plasma:-0.0368;RA:blood plasma:-0.0161	1.0	0.0	type 1 diabetes mellitus	0.9685619760485976	0.2213737142984286	0.8993702893651148	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0		0.0				3.0	Crohn			0.0	0.0
PRICKLE1	prickle planar cell polarity protein 1	2.1929808999218547	NO_GO_WAVE62_TARGET_RESOLUTION			0.8177543878555298	SLE	1	SLE	1	SLE	0.0		1	SLE	0		0	0.875226512066325	0.0	0.0			1.0	0.0	type 1 diabetes mellitus	0.5824035411474586	0.6102201653435044	0.9476308467322015	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0		0.0				3.0	SLE			0.0	0.0
CEBPG	CCAAT enhancer binding protein gamma	2.1868635765276645	NO_GO_WAVE62_TARGET_RESOLUTION			0.7011894583702087	Psoriasis	1	Psoriasis	1	Psoriasis	0.0		1	Psoriasis	1	Psoriasis	1	0.9856741181574559	0.0	0.0		Psoriasis:CD14-positive, CD16-negative classical monocyte:0.0668;Psoriasis:fibroblast:-0;Psoriasis:naive regulatory T cell:-0.0668	0.0	0.0		0.1842016137411679	0.3254382424780541	0.9123553860771748	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0		0.0				2.0	Psoriasis	NO_GO_WAVE61_GUARDRAIL		0.0	-0.0444880605722926
CAMK2G	calcium/calmodulin dependent protein kinase II gamma	2.182460399835631	NO_GO_WAVE62_TARGET_RESOLUTION			0.6912280917167664	Psoriasis	1	Psoriasis	2	Crohn;Psoriasis	0.0		2	Crohn;Psoriasis	2	Crohn;Psoriasis	2	0.9912323081188648	0.0	0.0		Crohn:CD14-positive, CD16-negative classical monocyte:-0.0319;Crohn:T-helper 17 cell:-0.0319;Crohn:dorsolateral prefrontal cortex:-0.0319;Crohn:dorsolateral prefrontal cortex:0.0319;Crohn:naive regulatory T cell:-0.0319;Crohn:neocortex:-0.0319;Crohn:neutrophil:-0.0319;Psoriasis:CD14-positive, CD16-negative classical monocyte:-0.0909;Psoriasis:T-helper 17 cell:-0.00452;Psoriasis:dorsolateral prefrontal cortex:-0.00452;Psoriasis:dorsolateral prefrontal cortex:-0.0337;Psoriasis:dorsolateral prefrontal cortex:0.0337;Psoriasis:memory regulatory T cell:0.032;Psoriasis:memory regulatory T cell:0.0337;Psoriasis:naive regulatory T cell:-0.00452;Psoriasis:neocortex:-0.00452;Psoriasis:neocortex:-0.0909;Psoriasis:neocortex:0.032;Psoriasis:neocortex:0.0337;Psoriasis:neutrophil:-0.0909;Psoriasis:neutrophil:0.032;Psoriasis:neutrophil:0.0337	0.0	1.0		0.1896839494675575	0.2241300788935251	0.8993702893651148	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	10.0		0.0				6.0	Crohn;Psoriasis			0.0	0.0
RFT1	RFT1 glycolipid translocator homolog	2.1808008754347545	NO_GO_WAVE62_TARGET_RESOLUTION			0.6905454397201538	Crohn	1	Crohn	1	Crohn	0.0		1	Crohn	1	Crohn	0	0.990255435714601	0.0	0.0		Crohn:CD4-positive, alpha-beta T cell:0.0272;Crohn:body of pancreas:-0.0272;Crohn:dorsolateral prefrontal cortex:0.0272;Crohn:skin of body:-0.0272;Crohn:thyroid gland:0.0272	1.0	0.0	psoriasis	-0.6140201861803476	0.0518866030998751	0.8815737414592851	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0		0.0				5.0	Crohn			0.0	0.0
MANBA	mannosidase beta	2.1803534047124193	NO_GO_WAVE62_TARGET_RESOLUTION			0.7436126470565796	PBC	1	PBC	1	PBC	0.0		1	PBC	1	PBC	1	0.9367407576558398	0.0	0.0		PBC:CD14-positive, CD16-negative classical monocyte:-0.0605;PBC:CD14-positive, CD16-negative classical monocyte:-0.229;PBC:CD14-positive, CD16-negative classical monocyte:0.0605;PBC:CD14-positive, CD16-negative classical monocyte:0.199;PBC:CD14-positive, CD16-negative classical monocyte:0.229;PBC:blood:0.0605;PBC:blood:0.199;PBC:blood:0.229;PBC:body of pancreas:0.199;PBC:body of pancreas:0.229;PBC:dorsolateral prefrontal cortex:0.0605;PBC:dorsolateral prefrontal cortex:0.199;PBC:dorsolateral prefrontal cortex:0.229;PBC:fibroblast:0.0605;PBC:fibroblast:0.199;PBC:fibroblast:0.229;PBC:lymphoblastoid cell line:-0.0605;PBC:lymphoblastoid cell line:-0.229;PBC:lymphoblastoid cell line:0.199;PBC:lymphoblastoid cell line:0.229;PBC:neutrophil:0.199;PBC:neutrophil:0.229;PBC:skin of body:0.199;PBC:skin of body:0.229;PBC:suprapubic skin:0.0605;PBC:suprapubic skin:0.199;PBC:suprapubic skin:0.229;PBC:thyroid gland:0.229;PBC:transverse colon:0.0605;PBC:transverse colon:0.199	0.0	2.0		0.2129710242573264	0.1581985428810276	0.8989378106274888	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	7.0		0.0				6.0	PBC;SLE			0.0	0.0
HBS1L	HBS1 like translational GTPase	2.177652581824122	NO_GO_WAVE62_TARGET_RESOLUTION			0.6963354349136353	Psoriasis	1	Psoriasis	1	Psoriasis	0.0		1	Psoriasis	1	Psoriasis	0	0.9813171469104865	0.0	0.0		Psoriasis:CD4-positive, alpha-beta T cell:0.247	0.0	0.0		0.1502776908365017	0.4777318726719056	0.9259761300234246	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0		0.0				6.0	AS;Psoriasis;RA			0.0	0.0
GNA12	G protein subunit alpha 12	2.1694752460623343	NO_GO_WAVE62_TARGET_RESOLUTION			0.6911797523498535	UC	1	UC	1	UC	0.0		1	UC	1	UC	1	0.9782954937124809	0.0	0.0		UC:CD14-positive, CD16-negative classical monocyte:-0.00761;UC:CD14-positive, CD16-negative classical monocyte:-0.0306;UC:CD14-positive, CD16-negative classical monocyte:0.00761;UC:CD14-positive, CD16-negative classical monocyte:0.0306;UC:fibroblast:0.00761;UC:fibroblast:0.0306;UC:lymphoblastoid cell line:0.00761;UC:macrophage:0.00761;UC:macrophage:0.0306	1.0	0.0	psoriasis	0.4786672750303289	0.1480708871574145	0.8989378106274888	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0		0.0				13.0	AS;Crohn;Psoriasis;RA;UC			0.0	0.0
ARAP1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1	2.1517158132168643	NO_GO_WAVE62_TARGET_RESOLUTION			0.6542414426803589	RA	1	RA	1	RA	0.05419270694255829		1	RA	1	RA	1	0.9974743705365056	0.0	0.0		RA:B cell:0.131;RA:CD14-low, CD16-positive monocyte:0.131;RA:CD14-positive, CD16-negative classical monocyte:0.131;RA:CD4-positive, alpha-beta T cell:0.131;RA:CD8-positive, alpha-beta T cell:0.131;RA:T-helper 1 cell:0.131;RA:T-helper 17 cell:0.131;RA:T-helper 2 cell:0.131;RA:blood:-0;RA:dorsolateral prefrontal cortex:-0;RA:lymphoblastoid cell line:-0;RA:memory regulatory T cell:0.131;RA:naive regulatory T cell:0.131;RA:neutrophil:-0	0.0	2.0		0.3118969500214366	0.1418450175858289	0.8989378106274888	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0		0.0				4.0	RA			0.0	0.0
KSR1	kinase suppressor of ras 1	2.15098659524812	NO_GO_WAVE62_TARGET_RESOLUTION			0.6527776122093201	Crohn	1	Crohn	1	Crohn	0.0		1	Crohn	1	Crohn	1	0.9982089830388001	0.0	0.0		Crohn:CD14-positive, CD16-negative classical monocyte:-0.031;Crohn:blood:-0.031	2.0	0.0	Crohn disease;ulcerative colitis	-0.1194827224331955	0.5990401833437612	0.9466965949245808	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	6.0		0.0				12.0	AS;Crohn;Psoriasis;UC			0.0	0.0
DLD	dihydrolipoamide dehydrogenase	2.1505545871586063	NO_GO_WAVE62_TARGET_RESOLUTION			0.7254254817962646	UC	1	UC	1	UC	0.0		1	UC	1	UC	1	0.9251291053623417	0.0	0.0		UC:CD14-positive, CD16-negative classical monocyte:-0;UC:dorsolateral prefrontal cortex:-0;UC:lymphoblastoid cell line:-0;UC:skin of body:-0	2.0	0.0	Crohn disease;type 1 diabetes mellitus	-0.2821114652681462	0.13357150371378	0.8989378106274888	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	6.0		0.0				12.0	AS;Crohn;Psoriasis;UC			0.0	0.0
MAGI3	membrane associated guanylate kinase, WW and PDZ domain containing 3	2.1467222774696073	NO_GO_WAVE62_TARGET_RESOLUTION			0.7028610110282898	RA	2	RA;T1D	2	RA;T1D	0.0		1	RA	1	RA	0	0.9438612664413176	0.0	0.0		RA:thyroid gland:1.85	0.0	1.0		-0.0575233332638704	0.8093573692798114	0.9761732664217524	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	10.0		0.0				10.0	AITD;RA;T1D;UC			0.0	0.0
HELZ2	helicase with zinc finger 2	2.143935262506494	NO_GO_WAVE62_TARGET_RESOLUTION			0.6481239199638367	UC	1	UC	1	UC	0.0		2	Crohn;UC	2	Crohn;UC	2	0.995811342542657	0.0	0.0		Crohn:dorsolateral prefrontal cortex:-0.00805;Crohn:dorsolateral prefrontal cortex:0.00805;Crohn:macrophage:-0.00805;UC:CD14-positive, CD16-negative classical monocyte:0.0241;UC:dorsolateral prefrontal cortex:-0.0241;UC:dorsolateral prefrontal cortex:0.0241;UC:macrophage:-0.0241	1.0	1.0	type 1 diabetes mellitus	-0.1756793739489746	0.6167023303375542	0.9485264259377106	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				3.0	UC			0.0	0.0
RGS19	regulator of G protein signaling 19	2.1410194712954675	NO_GO_WAVE62_TARGET_RESOLUTION			0.1446516066789627	UC	0		0		0.0		1	UC	1	UC	0	0.9963678646165047	0.0	0.0		UC:CD4-positive, alpha-beta T cell:0.0238;UC:body of pancreas:0.0238;UC:fibroblast:0.0238;UC:sigmoid colon:0.0238;UC:skin of body:0.0238;UC:suprapubic skin:0.0238;UC:thyroid gland:0.0238	3.0	1.0	Crohn disease;psoriasis;ulcerative colitis	-0.547193245331826	0.2871496956604559	0.9055783835864206	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
CCR1	C-C motif chemokine receptor 1	2.138617806840564	NO_GO_WAVE62_TARGET_RESOLUTION			0.7235309481620789	Celiac	1	Celiac	1	Celiac	0.0		1	Celiac	1	Celiac	0	0.9150868586784852	0.0	0.0		Celiac:fibroblast:0.00634;Celiac:fibroblast:0.278;Celiac:lymphoblastoid cell line:0.00634;Celiac:lymphoblastoid cell line:0.0105;Celiac:lymphoblastoid cell line:0.278	1.0	0.0	Crohn disease	-0.1695869527839413	0.5424422938803057	0.9390010612097776	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	4.0		0.0				9.0	Celiac;SLE			0.0	0.0
NFIA	nuclear factor I A	2.137753903865814	NO_GO_WAVE62_TARGET_RESOLUTION			0.6377539038658142	AS	1	AS	1	AS	0.0		0		0		0	0.0	0.0	0.0			3.0	3.0	Crohn disease;psoriasis;ulcerative colitis	0.0364112884747438	0.8646555945325676	0.9801638168834976	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0		0.0				13.0	AITD;AS;Celiac;UC			0.0	0.0
