gene	wave71_call	wave71_reason	meta_score	raw_channel_points	positive_channel_points	hard_no_channel_penalty	hard_block_penalty	soft_prior_penalty	text_prior_penalty	evidence_channel_count	positive_status_count	parked_status_count	hard_no_status_count	genetics_channel_count	perturbation_channel_count	modality_channel_count	expression_channel_count	reopener_channel_count	evidence_channels	hard_block_reason	soft_penalty_reason	top_calls	evidence_summary	blockers	source_waves
LAIR1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.1	0.020048	0.0	2.1	0.0	0.0	0.0	0	0	0	3	0	0	0	0	0				NO_GO_INSUFFICIENT_CONVERGENCE; PARK_BLOCKED_OR_DIRECTIONALLY_UNRESOLVED; DESCRIPTIVE_GENE_SIGNAL; ra_antitnf_down_nominal; null_or_weak; UNRESOLVED; NO_GO_MODEL_DIRECTION_SCREEN	collagen-binding inhibitory receptor; DESCRIPTIVE_GENE_SIGNAL; null_or_weak; 1; type 1 diabetes mellitus; no_clear_directional_model_support; GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	No local Wave68/Wave62 cross-autoimmune genetic anchor in this scout.	wave70;wave70b;wave70c
LILRB1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.1	0.368031	0.0	2.1	0.0	0.0	0.0	0	0	0	3	0	0	0	0	0				NO_GO_INSUFFICIENT_CONVERGENCE; NO_GO_MODEL_DIRECTION_SCREEN; PARK_BLOCKED_OR_DIRECTIONALLY_UNRESOLVED; DESCRIPTIVE_GENE_SIGNAL; null_or_weak; not_present_in_wave37_mouse_screen	myeloid inhibitory receptor; DESCRIPTIVE_GENE_SIGNAL; token_deletion_moves_nonremission_cells_toward_remission_centroid; suppression_or_antagonism_direction; GSE282122_Mono_macro_post_nonremission_to_remission_UC_only; remission_adjusted_down_fdr10; null_or_weak; 2; Crohn disease; ulcerative colitis	No local Wave68/Wave62 cross-autoimmune genetic anchor in this scout.	wave70;wave70b;wave70c
LILRB4	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.1	0.283301	0.0	2.1	0.0	0.0	0.0	0	0	0	3	0	0	0	0	0				PARK_BLOCKED_OR_DIRECTIONALLY_UNRESOLVED; DESCRIPTIVE_GENE_SIGNAL; null_or_weak; UNRESOLVED; NO_GO_INSUFFICIENT_CONVERGENCE; NO_GO_MODEL_DIRECTION_SCREEN	remission_adjusted_down_fdr10; null_or_weak; 1; type 1 diabetes mellitus; myeloid inhibitory receptor; DESCRIPTIVE_GENE_SIGNAL; token_deletion_moves_nonremission_cells_away_from_remission_centroid; restoration_or_agonism_direction; GSE282122_DC_post_nonremission_to_remission_UC_only	No local Wave68/Wave62 cross-autoimmune genetic anchor in this scout.	wave70;wave70b;wave70c
SH2D1B	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.1	-0.344403	0.0	2.1	0.0	0.0	0.0	0	0	0	3	0	0	0	0	0				NO_GO_LOW_TOKEN_SUPPORT; NO_GO_INSUFFICIENT_CONVERGENCE; NO_GO_LOCAL_SUPPORT_WEAK; DESCRIPTIVE_GENE_SIGNAL; null_or_weak; not_present_in_wave37_mouse_screen	insufficient_token_support; GSE282122_DC_post_nonremission_to_remission; null_or_weak; missing; 0; Fc receptor signaling adaptor; DESCRIPTIVE_GENE_SIGNAL		wave70;wave70b;wave70c
SIGLEC10	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.1	-0.08061	0.0	2.1	0.0	0.0	0.0	0	0	0	3	0	0	0	0	0				NO_GO_MODEL_DIRECTION_SCREEN; NO_GO_INSUFFICIENT_CONVERGENCE; PARK_BLOCKED_OR_DIRECTIONALLY_UNRESOLVED; DESCRIPTIVE_GENE_SIGNAL; null_or_weak; not_present_in_wave37_mouse_screen	token_deletion_moves_nonremission_cells_toward_remission_centroid; suppression_or_antagonism_direction; GSE282122_Mono_macro_post_nonremission_to_remission; GSE282122_Mono_macro_post_nonremission_to_remission_UC_only; null_or_weak; 0; sialic-acid inhibitory receptor; DESCRIPTIVE_GENE_SIGNAL	No local Wave68/Wave62 cross-autoimmune genetic anchor in this scout.	wave70;wave70b;wave70c
A4GNT	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.126196	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; -0.3152428595482235; 1.0	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38
ACSL3	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.261784	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0; 2; 3	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	wave25
AGRN	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.261784	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0; 4	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	wave25
AHI1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.030545	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_WAVE63_TRANSITION_CONTROLLER; PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	wave62_parked_target_resolution; 1.0; 0.0	cross_disease_target_resolved; broad_genetic_support; module_or_state_support; strict_residual_or_ms_expression; real_perturbation_support; foundation_model_support; repair_or_efferocytosis_guardrail; druggable_or_modality	wave63
AHR	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.153519	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0; 2	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	wave25
ALOX5	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.350959	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	wave25
AP2B1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.118811	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0; 4	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	wave25
APOL1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.261784	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0; 4	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	wave25
ARPC1B	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.500217	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	activate_or_restore; 0.0; 2.0; psoriasis; type 1 diabetes mellitus; -0.0238550060767988; 0.920009505703422	insufficient_directional_cross_disease_state_support; disease_state_direction_conflict; no_ms_directional_anchor; no_chembl_target; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38
ASPM	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.118811	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0; 4	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	wave25
AXIN1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.187174	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; -0.1472896811219346; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38
BCL10	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.030545	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_WAVE63_TRANSITION_CONTROLLER; PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	wave62_parked_target_resolution; 1.0; 0.0	cross_disease_target_resolved; broad_genetic_support; module_or_state_support; strict_residual_or_ms_expression; real_perturbation_support; foundation_model_support; repair_or_efferocytosis_guardrail; druggable_or_modality	wave63
BEAN1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.02087	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; 1.895895312215054; 0.9971256078463696	insufficient_directional_cross_disease_state_support; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38
BIRC3	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.053665	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0; 2	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	wave25
C15ORF48	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.261784	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0; 3	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	wave25
C1QTNF1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.497803	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0; 4	no_target_resolved_coloc_or_mr; Cell-state/module evidence is stronger than genetics; cannot anchor target causality. Perturbation/foundation evidence is contradicted or marked do-not-promote.	wave25
CALR	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.016687	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0; 1; 3	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	wave25
CCDC6	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.550109	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	activate_or_restore; 1.0; 2.0; Crohn disease; ulcerative colitis; 0.6338061022646375	insufficient_directional_cross_disease_state_support; disease_state_direction_conflict; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38
CCR6_TH17_TRAFFICKING	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.032813	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CROWDED_TRAFFICKING_NO_COLOC_LOCAL_SUPPORT; PARK_MAPPED_GENE_NEEDS_COLOC | NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY | PARK_MAPPED_GENE_NEEDS_COLOC |	CCR6_TH17_TRAFFICKING; block CCR6/CCL20-dependent pathogenic Th17 tissue entry; broad autoimmune mapped-gene signal and feasible chemokine-receptor modality; 0.0	Broad mapped-gene autoimmune signal is not target-resolved; local disease-cell-state and MS anchors are absent, and CCR6/CCL20/Th17 trafficking is crowded prior art with host-defense risk.; Broad GWAS Catalog support is mapped-gene/top-association only; needs credible-set/eQTL coloc.; Broad mapped-gene signal but crowded Th17/trafficking biology and no coloc-grade local support. | gate_local_cell_state; gate_druggable_surface; gate_perturbation_or_model | Broad GWAS Catalog support is mapped-gene/top-association only; needs credible-set/eQTL coloc. | | high | | high |	wave52
CD24	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.261784	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0; 4	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	wave25
CD5	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.030545	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_WAVE63_TRANSITION_CONTROLLER; PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	wave62_parked_target_resolution; 1.0; 5.0; 0.0	cross_disease_target_resolved; broad_genetic_support; module_or_state_support; strict_residual_or_ms_expression; real_perturbation_support; foundation_model_support; repair_or_efferocytosis_guardrail; druggable_or_modality	wave63
CD9	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.029022	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; 1.1100295973517351; 1.0	insufficient_directional_cross_disease_state_support; disease_state_direction_conflict; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38
CDC42SE1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.118811	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0; 3	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	wave25
CDH4	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.270326	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	activate_or_restore; 0.0; -0.2778004232209161; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38
CDK8	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.219818	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_WAVE63_TRANSITION_CONTROLLER; PARK_SELECTIVE_PERTURBATION_BUT_TRANSLATION_BLOCKED; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	prior_transition_controller_audit; 0.0; 1.0; 3.0	ms_target_resolved; cross_disease_target_resolved; broad_genetic_support; module_or_state_support; strict_residual_or_ms_expression; foundation_model_support; repair_or_efferocytosis_guardrail; no_manual_or_prior_blocker; not_generic_or_cytotoxic; Chemical matter exists, but Wave17 found broad IFN/IL-10/Treg prior art and no direct autoimmune APC inhibitor phenocopy.; ...(+3)	wave63
CDK8_CDK19_MEDIATOR_KINASE	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.219818	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_WAVE63_TRANSITION_CONTROLLER; PARK_SELECTIVE_PERTURBATION_BUT_TRANSLATION_BLOCKED; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	prior_transition_controller_audit; 0.0; 1.0; 3.0	ms_target_resolved; cross_disease_target_resolved; broad_genetic_support; module_or_state_support; strict_residual_or_ms_expression; foundation_model_support; repair_or_efferocytosis_guardrail; no_manual_or_prior_blocker; not_generic_or_cytotoxic; Chemical matter exists, but Wave17 found broad IFN/IL-10/Treg prior art and no direct autoimmune APC inhibitor phenocopy.; ...(+3)	wave63
CEBPA	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.059674	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	activate_or_restore; 0.0; 0.294811902805792; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38
CEBPB	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.076304	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	activate_or_restore; 0.0; -0.0039576040128572; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38
CFP	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.261784	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0; 4	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	wave25
CHST11	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.181467	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 2.0; Crohn disease; Sjogren syndrome; -0.2506943649676447; 0.9971256078463696	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38
CHUK	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.271636	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_WAVE63_TRANSITION_CONTROLLER; NO_GO_WAVE62_TARGET_RESOLUTION; NO_GO_DYNAMIC_CONTROLLER; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY; NO_GO_WAVE61_GUARDRAIL	prior_transition_controller_audit; 0.0; 1.0; 2.0	ms_target_resolved; cross_disease_target_resolved; broad_genetic_support; module_or_state_support; strict_residual_or_ms_expression; real_perturbation_support; foundation_model_support; repair_or_efferocytosis_guardrail; no_manual_or_prior_blocker; not_generic_or_cytotoxic; ...(+3)	wave63
CHUK_IKK	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.271636	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_WAVE63_TRANSITION_CONTROLLER; NO_GO_WAVE62_TARGET_RESOLUTION; NO_GO_DYNAMIC_CONTROLLER; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY; NO_GO_WAVE61_GUARDRAIL	prior_transition_controller_audit; 0.0; 1.0; 2.0	ms_target_resolved; cross_disease_target_resolved; broad_genetic_support; module_or_state_support; strict_residual_or_ms_expression; real_perturbation_support; foundation_model_support; repair_or_efferocytosis_guardrail; no_manual_or_prior_blocker; not_generic_or_cytotoxic; ...(+3)	wave63
CLEC7A	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.566739	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 3.0; Crohn disease; psoriasis; ulcerative colitis; -0.3549463925802421; 0.9971256078463696	no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38
COQ4	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.350543	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 1.0; Crohn disease; -0.6008962503040909; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38
CRTC2	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.087391	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 1.0; Crohn disease; -0.0615243246865482; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38
CTNNB1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.525818	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_WAVE63_TRANSITION_CONTROLLER; NO_GO_L1000_ONLY_CONTROLLER; NO_GO_L1000_ONLY	prior_transition_controller_audit; 0.0; 3.0; 1.0	ms_target_resolved; cross_disease_target_resolved; broad_genetic_support; strict_residual_or_ms_expression; real_perturbation_support; foundation_model_support; repair_or_efferocytosis_guardrail; druggable_or_modality; no_manual_or_prior_blocker; not_generic_or_cytotoxic; ...(+3)	wave63
CXCL1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.016687	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0; 3	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	wave25
CXCL2	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.016687	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0; 3	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	wave25
CXCL3	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.016687	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0; 3	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	wave25
CXCL8	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.361638	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0; 1; 3	no_target_resolved_coloc_or_mr; Cell-state/module evidence is stronger than genetics; cannot anchor target causality. Perturbation/foundation evidence is contradicted or marked do-not-promote.	wave25
CXCL9	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.118811	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0; 3	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	wave25
CYP1A1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.350959	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0; 1	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	wave25
CYP1B1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.26926	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	wave25
CYP24A1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.030545	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_WAVE63_TRANSITION_CONTROLLER; PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	wave62_parked_target_resolution; 1.0; 0.0	cross_disease_target_resolved; broad_genetic_support; module_or_state_support; strict_residual_or_ms_expression; real_perturbation_support; foundation_model_support; repair_or_efferocytosis_guardrail; druggable_or_modality	wave63
CYSLTR1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.153519	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	wave25
CYSLTR2	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.26926	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	wave25
