tissue_analysis	myeloid_analysis	dataset_path	disease_name	tissue_compartment	gene	myeloid_module	n_paired_donors	spearman_rho_all	spearman_p_all	n_case_paired_donors	spearman_rho_case	spearman_p_case	sender_tissue_delta	sender_tissue_p	sender_tissue_up_trend	sender_tissue_down_trend	all_link_positive	case_link_positive	bridge_link_positive	upregulated_bridge_link
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	TIMP1	lysosomal_apc	22	0.101072840203275	0.6544778869223145	9	-0.06666666666666667	0.8646897846262036	0.013951910459169409	0.9232911418468909	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	TIMP1	inflammatory_nfkb	22	-0.09655561829474874	0.6690506468846463	9	0.19999999999999998	0.6059012741795534	-0.09725926096958165	0.3596979030681308	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	TIMP1	lipid_loader_repair	12	0.09090909090909093	0.7787253962454419	6	0.2571428571428572	0.6227871720116619	0.5196050270933102	0.08977745362259716	True	False	False	False	False	False
psoriasis_skin_stromal	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	TIMP1	c15_mocci_costate	6	-0.14285714285714288	0.7871720116618076	3			0.33510154417224064	0.06921246171882542	True	False	False	False	False	False
psoriasis_keratinocyte	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	TIMP1	lipid_loader_repair	6	0.08571428571428573	0.8717434402332361	3			0.5446368962776809	0.006512440540916751	True	False	False	False	False	False
psoriasis_skin_stromal	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	TIMP1	lipid_loader_repair	6	-0.08571428571428573	0.8717434402332361	3			0.33510154417224064	0.06921246171882542	True	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	TIMP1	lysosomal_apc	12	0.034965034965034975	0.9140933424107599	6	-0.5428571428571429	0.26570262390670546	0.5196050270933102	0.08977745362259716	True	False	False	False	False	False
psoriasis_keratinocyte	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	TIMP1	c15_mocci_costate	6	-0.028571428571428574	0.9571545189504373	3			0.5446368962776809	0.006512440540916751	True	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	TLR7	inflammatory_nfkb	12	-0.7119510220637753	0.0093946589277794	6			-0.04385820030928393	0.12296988239870071	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	TLR7	c15_mocci_costate	12	-0.6865241998472118	0.01367196394438158	6			-0.04385820030928393	0.12296988239870071	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	TLR7	lysosomal_apc	12	-0.6211409427189059	0.03110679604938343	6			-0.04385820030928393	0.12296988239870071	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	TLR7	lysosomal_apc	12	-0.42457529398703864	0.16891114618613465	6			-0.03842526724299601	0.23758521128629184	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	TLR7	lipid_loader_repair	12	-0.38866713959604055	0.2118027719256541	6			-0.04385820030928393	0.12296988239870071	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	TLR7	inflammatory_nfkb	22	0.27595392882221204	0.21383234404476076	9	-0.15126584522688322	0.6976592749577054	0.1799495418009729	0.18358890865635527	False	False	False	False	False	False
psoriasis_skin_stromal	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	TLR7	lysosomal_apc	6	0.5428571428571429	0.26570262390670546	3			0.006703438011860674	0.7402163223035537	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	TLR7	inflammatory_nfkb	12	-0.34039226155857405	0.2789616450764852	6			-0.03842526724299601	0.23758521128629184	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	TLR7	lipid_loader_repair	22	-0.2353551631745945	0.29170979892497484	9	-0.15126584522688322	0.6976592749577054	0.1799495418009729	0.18358890865635527	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	TLR7	lysosomal_apc	12	-0.30526503703278923	0.3346151968129817	6	-0.5428571428571429	0.26570262390670546	-0.0024987838306554846	0.9457873928638663	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	TLR7	c15_mocci_costate	22	0.20534737986983367	0.35926525507112284	9	0.45379753568064973	0.21984567541906394	0.1799495418009729	0.18358890865635527	False	False	False	False	False	False
psoriasis_keratinocyte	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	TLR7	lipid_loader_repair	6	-0.4285714285714286	0.3965014577259473	3			0.02646052604776441	0.3560583340811222	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	TLR7	inflammatory_nfkb	22	-0.1696472191867802	0.45039000574834775	9	-0.43414083068696174	0.24297544549857342	0.0019422151903350521	0.9054938738090159	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	TLR7	lysosomal_apc	12	-0.2276721756467031	0.47667368931991283	6	-0.6375355777548621	0.1732603152985336	-0.00011170282537900774	0.9981866154369963	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	TLR7	c15_mocci_costate	12	-0.21960791068295102	0.4928368326772319	6			-0.03842526724299601	0.23758521128629184	False	False	False	False	False	False
psoriasis_skin_stromal	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	TLR7	c15_mocci_costate	6	0.3142857142857143	0.5440932944606415	3			0.006703438011860674	0.7402163223035537	False	False	False	False	False	False
psoriasis_skin_stromal	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	TLR7	inflammatory_nfkb	6	0.2571428571428572	0.6227871720116619	3			0.006703438011860674	0.7402163223035537	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	TLR7	lysosomal_apc	22	0.10061835069009033	0.6559387133260762	9	0.2468643939200371	0.5219368819347782	0.0019422151903350521	0.9054938738090159	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	TLR7	c15_mocci_costate	22	-0.08833355205932347	0.6958697084132854	9	-0.14471361022898727	0.7102883907159302	0.0019422151903350521	0.9054938738090159	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	TLR7	c15_mocci_costate	12	0.11570225319750486	0.720285494195845	6	0.15179418517972906	0.7740575031656568	-0.00011170282537900774	0.9981866154369963	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	TLR7	lipid_loader_repair	22	0.07780372466152333	0.7307317511963266	9	-0.1787638714593372	0.6453844327906324	0.0019422151903350521	0.9054938738090159	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	TLR7	lipid_loader_repair	12	-0.10980395534147551	0.7340764951747649	6			-0.03842526724299601	0.23758521128629184	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	TLR7	c15_mocci_costate	12	0.087719838227813	0.7863264698390713	6	0.8285714285714287	0.04156268221574335	-0.0024987838306554846	0.9457873928638663	False	False	False	True	True	False
psoriasis_keratinocyte	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	TLR7	inflammatory_nfkb	6	0.14285714285714288	0.7871720116618076	3			0.02646052604776441	0.3560583340811222	False	False	False	False	False	False
psoriasis_skin_stromal	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	TLR7	lipid_loader_repair	6	0.14285714285714288	0.7871720116618076	3			0.006703438011860674	0.7402163223035537	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	TLR7	inflammatory_nfkb	12	0.085843607211052	0.7908062230424722	6	0.030358837035945815	0.9544757346935634	-0.00011170282537900774	0.9981866154369963	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	TLR7	lipid_loader_repair	12	0.08070225116958794	0.8031113573515823	6	0.6	0.208	-0.0024987838306554846	0.9457873928638663	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	TLR7	lipid_loader_repair	12	-0.05971729197290573	0.8537360164988261	6	0.5161002296110789	0.29458374146246064	-0.00011170282537900774	0.9981866154369963	False	False	False	False	False	False
psoriasis_keratinocyte	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	TLR7	lysosomal_apc	6	0.08571428571428573	0.8717434402332361	3			0.02646052604776441	0.3560583340811222	False	False	False	False	False	False
psoriasis_keratinocyte	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	TLR7	c15_mocci_costate	6	0.08571428571428573	0.8717434402332361	3			0.02646052604776441	0.3560583340811222	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	TLR7	lysosomal_apc	22	-0.024712292133332422	0.9130746530742941	9	0.4369902195443293	0.23954482298124793	0.1799495418009729	0.18358890865635527	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	TLR7	inflammatory_nfkb	12	0.035087935291125194	0.9137923739106976	6	0.7714285714285715	0.07239650145772594	-0.0024987838306554846	0.9457873928638663	False	False	False	True	True	False
psoriasis_skin_stromal	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	TLR9	c15_mocci_costate	6	0.6546536707079772	0.15830242337545788	3			2.445108034141509e-05	0.4226497308103742	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	TLR9	lipid_loader_repair	12	-0.3743038536883952	0.2306453370560245	6	-0.4553825555391872	0.3641432519429781	0.009190694688965356	0.628039721797946	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	TLR9	lipid_loader_repair	12	-0.25441855972938315	0.4248760095106186	6			-0.013159207905368722	0.21208665489744347	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	TLR9	lysosomal_apc	12	-0.2502477636682457	0.43276515461801157	6			-0.013159207905368722	0.21208665489744347	False	False	False	False	False	False
psoriasis_skin_stromal	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	TLR9	lipid_loader_repair	6	-0.39279220242478635	0.4411128091213039	3			2.445108034141509e-05	0.4226497308103742	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	TLR9	lysosomal_apc	12	0.24173790550708862	0.44907989362854184	6	0.6982532518267538	0.12283946337339603	0.009190694688965356	0.628039721797946	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	TLR9	inflammatory_nfkb	12	-0.14180706607867258	0.6602108644840794	6			-0.013159207905368722	0.21208665489744347	False	False	False	False	False	False
psoriasis_skin_stromal	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	TLR9	lysosomal_apc	6	0.13093073414159545	0.8047261622231062	3			2.445108034141509e-05	0.4226497308103742	False	False	False	False	False	False
psoriasis_skin_stromal	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	TLR9	inflammatory_nfkb	6	0.13093073414159545	0.8047261622231062	3			2.445108034141509e-05	0.4226497308103742	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	TLR9	c15_mocci_costate	12	-0.06256194091706142	0.8468396190411115	6			-0.013159207905368722	0.21208665489744347	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	TLR9	inflammatory_nfkb	12	-0.06238397561473254	0.8472707832181421	6	-0.3946648814672956	0.4387392515170163	0.009190694688965356	0.628039721797946	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	TLR9	c15_mocci_costate	12	0.0	1.0	6	-0.5161002296110789	0.29458374146246064	0.009190694688965356	0.628039721797946	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	TLR9	lipid_loader_repair	12			6			0.0	1.0	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	TLR9	lysosomal_apc	12			6			0.0	1.0	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	TLR9	c15_mocci_costate	12			6			0.0	1.0	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	TLR9	inflammatory_nfkb	12			6			0.0	1.0	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	TLR9	lipid_loader_repair	12			6			0.0	1.0	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	TLR9	lysosomal_apc	12			6			0.0	1.0	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	TLR9	c15_mocci_costate	12			6			0.0	1.0	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	TLR9	inflammatory_nfkb	12			6			0.0	1.0	False	False	False	False	False	False
psoriasis_keratinocyte	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	TLR9	lipid_loader_repair	6			3			0.0	1.0	False	False	False	False	False	False
psoriasis_keratinocyte	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	TLR9	lysosomal_apc	6			3			0.0	1.0	False	False	False	False	False	False
psoriasis_keratinocyte	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	TLR9	c15_mocci_costate	6			3			0.0	1.0	False	False	False	False	False	False
psoriasis_keratinocyte	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	TLR9	inflammatory_nfkb	6			3			0.0	1.0	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	TLR9	lipid_loader_repair	22			9			0.0	1.0	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	TLR9	lysosomal_apc	22			9			0.0	1.0	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	TLR9	c15_mocci_costate	22			9			0.0	1.0	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	TLR9	inflammatory_nfkb	22			9			0.0	1.0	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	TLR9	lipid_loader_repair	22			9			0.0	1.0	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	TLR9	lysosomal_apc	22			9			0.0	1.0	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	TLR9	c15_mocci_costate	22			9			0.0	1.0	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	TLR9	inflammatory_nfkb	22			9			0.0	1.0	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	TNF	lipid_loader_repair	22	-0.6016404088887282	0.0030555360599909486	9	-0.6166666666666666	0.07692880993776312	0.009208782835461674	0.5139141239850047	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	TNF	inflammatory_nfkb	12	-0.6609219278790606	0.019284395481752738	6	-0.7944613465542746	0.05902759992532669	-0.026353522096577625	0.40966292473007754	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	TNF	lysosomal_apc	22	-0.41164870081860344	0.05697778524570916	9	-0.4666666666666666	0.2053863511058121	0.009208782835461674	0.5139141239850047	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	TNF	lipid_loader_repair	12	-0.5244755244755246	0.08001937592027474	6	-0.5428571428571429	0.26570262390670546	0.06164623730834242	0.3796368522523399	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	TNF	c15_mocci_costate	12	-0.43462800692046916	0.15797250211338487	6	-0.8827348295047495	0.01982041658888203	-0.026353522096577625	0.40966292473007754	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	TNF	inflammatory_nfkb	22	0.28514963297572	0.1983372302613968	9	0.16666666666666669	0.668231040071504	0.03532372330846155	0.25730694442653185	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	TNF	inflammatory_nfkb	22	-0.23918598962399623	0.28369601646162196	9	0.08333333333333334	0.831214097710308	0.009208782835461674	0.5139141239850047	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	TNF	c15_mocci_costate	22	0.22303783173348396	0.31841675008781417	9	0.0	1.0	0.03532372330846155	0.25730694442653185	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	TNF	lipid_loader_repair	12	-0.2801734259487322	0.3777640976947579	6	-0.41194292043554975	0.4170383519896916	-0.026353522096577625	0.40966292473007754	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	TNF	c15_mocci_costate	22	-0.18886080504589772	0.39993270745067083	9	-0.03333333333333333	0.9321567355405039	0.009208782835461674	0.5139141239850047	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	TNF	c15_mocci_costate	12	-0.2447552447552448	0.44326193645018325	6	-0.6	0.208	0.06164623730834242	0.3796368522523399	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	TNF	lipid_loader_repair	12	-0.23076923076923078	0.470531995381542	6	0.6	0.208	0.014623042738422753	0.42814589368378314	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	TNF	inflammatory_nfkb	12	0.23076923076923078	0.470531995381542	6	0.4285714285714286	0.3965014577259473	0.014623042738422753	0.42814589368378314	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	TNF	lysosomal_apc	22	-0.14737436476566912	0.5127986614526047	9	0.049999999999999996	0.8983528043506303	0.03532372330846155	0.25730694442653185	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	TNF	inflammatory_nfkb	12	-0.18181818181818185	0.5717012385276553	6	-0.3714285714285715	0.4684781341107872	0.06164623730834242	0.3796368522523399	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	TNF	c15_mocci_costate	12	0.16083916083916086	0.6175234895401425	6	0.3142857142857143	0.5440932944606415	0.014623042738422753	0.42814589368378314	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	TNF	lysosomal_apc	12	-0.1328671328671329	0.6805975082860817	6	-0.3714285714285715	0.4684781341107872	0.014623042738422753	0.42814589368378314	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	TNF	lysosomal_apc	12	-0.11188811188811189	0.729194990751066	6	0.028571428571428574	0.9571545189504373	0.06164623730834242	0.3796368522523399	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	TNF	c15_mocci_costate	12	0.10601302391103293	0.7429787033066659	6	-0.17393131069573453	0.7417339277316278	0.09213267465497055	0.19880260755188017	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	TNF	inflammatory_nfkb	12	-0.06007404688291866	0.8528705959383082	6	-0.43482827673933633	0.388865300128958	0.09213267465497055	0.19880260755188017	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	TNF	lipid_loader_repair	12	-0.053006511955516464	0.8700417356355481	6	-0.02898855178262242	0.9565293523898406	0.09213267465497055	0.19880260755188017	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	TNF	lysosomal_apc	12	-0.014367867997370882	0.9646513053606096	6	0.3825184261187248	0.4542074751137156	-0.026353522096577625	0.40966292473007754	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	TNF	lipid_loader_repair	22	-0.009599096555618296	0.9661826982649288	9	0.18333333333333335	0.6368198117628943	0.03532372330846155	0.25730694442653185	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	TNF	lysosomal_apc	12	0.010601302391103292	0.9739147664634064	6	-0.2608969660436018	0.6175338174259972	0.09213267465497055	0.19880260755188017	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	TNFRSF1A	lysosomal_apc	22	0.7357425183512141	9.526457164774284e-05	9	0.43333333333333335	0.24395243588005172	-0.06342105419437191	0.5013862324244641	False	False	True	False	True	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	TNFRSF1A	c15_mocci_costate	22	0.5539243365330322	0.007478262413787736	9	0.5	0.1704706607870538	-0.06342105419437191	0.5013862324244641	False	False	True	False	True	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	TNFRSF1A	lipid_loader_repair	22	0.497459062676454	0.018489200720397374	9	0.11666666666666665	0.765007942926146	-0.06342105419437191	0.5013862324244641	False	False	False	False	False	False
