candidate	gene	evidence_tier	gate	passed	wave61_call
SP100	SP100	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
SP100	SP100	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
SP100	SP100	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
SP100	SP100	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
SP100	SP100	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
SP100	SP100	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
SP100	SP100	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
SP100	SP100	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
SP100	SP100	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
SP100	SP100	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
SP100	SP100	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
UBE2L6	UBE2L6	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
UBE2L6	UBE2L6	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
UBE2L6	UBE2L6	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
UBE2L6	UBE2L6	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
UBE2L6	UBE2L6	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
UBE2L6	UBE2L6	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
UBE2L6	UBE2L6	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
UBE2L6	UBE2L6	real_direct_perturbation	cross_disease_recurrence	True	NO_GO_WAVE61_GUARDRAIL
UBE2L6	UBE2L6	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
UBE2L6	UBE2L6	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
UBE2L6	UBE2L6	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
UBE2L6	UBE2L6	real_direct_perturbation	druggable_or_modality	False	NO_GO_WAVE61_GUARDRAIL
UBE2L6	UBE2L6	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
KLF6	KLF6	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
KLF6	KLF6	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
KLF6	KLF6	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
KLF6	KLF6	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
KLF6	KLF6	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
KLF6	KLF6	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
KLF6	KLF6	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
KLF6	KLF6	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
KLF6	KLF6	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
KLF6	KLF6	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
KLF6	KLF6	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
KLF6	KLF6	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
KLF6	KLF6	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
UBA7	UBA7	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
UBA7	UBA7	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
UBA7	UBA7	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
UBA7	UBA7	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
UBA7	UBA7	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
UBA7	UBA7	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
UBA7	UBA7	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
UBA7	UBA7	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
UBA7	UBA7	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
UBA7	UBA7	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
UBA7	UBA7	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
UBA7	UBA7	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
UBA7	UBA7	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
HLX	HLX	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
HLX	HLX	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
HLX	HLX	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
HLX	HLX	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
HLX	HLX	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
HLX	HLX	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
HLX	HLX	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
HLX	HLX	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
HLX	HLX	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
HLX	HLX	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
HLX	HLX	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
HLX	HLX	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
HLX	HLX	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
DRAP1	DRAP1	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
DRAP1	DRAP1	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
DRAP1	DRAP1	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
DRAP1	DRAP1	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
DRAP1	DRAP1	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
DRAP1	DRAP1	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
DRAP1	DRAP1	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
DRAP1	DRAP1	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
DRAP1	DRAP1	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
DRAP1	DRAP1	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
DRAP1	DRAP1	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
DRAP1	DRAP1	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
DRAP1	DRAP1	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
CEBPB	CEBPB	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
CEBPB	CEBPB	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
CEBPB	CEBPB	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
CEBPB	CEBPB	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
CEBPB	CEBPB	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
CEBPB	CEBPB	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
CEBPB	CEBPB	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
CEBPB	CEBPB	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
CEBPB	CEBPB	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
CEBPB	CEBPB	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
CEBPB	CEBPB	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
CEBPB	CEBPB	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
CEBPB	CEBPB	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	genetic_support	True	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	no_manual_blocker	False	NO_GO_WAVE61_GUARDRAIL
IFNGR2	IFNGR2	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
IFNGR2	IFNGR2	real_direct_perturbation	real_perturbation	True	NO_GO_WAVE61_GUARDRAIL
IFNGR2	IFNGR2	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
IFNGR2	IFNGR2	real_direct_perturbation	not_generic_collapse	False	NO_GO_WAVE61_GUARDRAIL
IFNGR2	IFNGR2	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
IFNGR2	IFNGR2	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
IFNGR2	IFNGR2	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
IFNGR2	IFNGR2	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
IFNGR2	IFNGR2	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
IFNGR2	IFNGR2	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
IFNGR2	IFNGR2	real_direct_perturbation	genetic_support	True	NO_GO_WAVE61_GUARDRAIL
IFNGR2	IFNGR2	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
IFNGR2	IFNGR2	real_direct_perturbation	no_manual_blocker	False	NO_GO_WAVE61_GUARDRAIL
BIRC3	BIRC3	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
BIRC3	BIRC3	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
BIRC3	BIRC3	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
BIRC3	BIRC3	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
BIRC3	BIRC3	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
BIRC3	BIRC3	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
BIRC3	BIRC3	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
BIRC3	BIRC3	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
BIRC3	BIRC3	real_direct_perturbation	ms_nominal_anchor	True	NO_GO_WAVE61_GUARDRAIL
BIRC3	BIRC3	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
BIRC3	BIRC3	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
BIRC3	BIRC3	real_direct_perturbation	druggable_or_modality	False	NO_GO_WAVE61_GUARDRAIL
BIRC3	BIRC3	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
CUL1	CUL1	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
CUL1	CUL1	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
CUL1	CUL1	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
CUL1	CUL1	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
CUL1	CUL1	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
CUL1	CUL1	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
CUL1	CUL1	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
CUL1	CUL1	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
CUL1	CUL1	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
CUL1	CUL1	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
CUL1	CUL1	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
CUL1	CUL1	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
CUL1	CUL1	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
IFNGR1	IFNGR1	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
IFNGR1	IFNGR1	real_direct_perturbation	real_perturbation	True	NO_GO_WAVE61_GUARDRAIL
IFNGR1	IFNGR1	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
IFNGR1	IFNGR1	real_direct_perturbation	not_generic_collapse	False	NO_GO_WAVE61_GUARDRAIL
IFNGR1	IFNGR1	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
IFNGR1	IFNGR1	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
IFNGR1	IFNGR1	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
IFNGR1	IFNGR1	real_direct_perturbation	cross_disease_recurrence	True	NO_GO_WAVE61_GUARDRAIL
IFNGR1	IFNGR1	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
IFNGR1	IFNGR1	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
IFNGR1	IFNGR1	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
IFNGR1	IFNGR1	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
IFNGR1	IFNGR1	real_direct_perturbation	no_manual_blocker	False	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	genetic_support	True	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	no_manual_blocker	False	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	genetic_support	True	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
IRF1	IRF1	real_direct_perturbation	no_manual_blocker	False	NO_GO_WAVE61_GUARDRAIL
Med16_KO_unstimulated	MED16_KO_UNSTIMULATED	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
Med16_KO_unstimulated	MED16_KO_UNSTIMULATED	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
Med16_KO_unstimulated	MED16_KO_UNSTIMULATED	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
Med16_KO_unstimulated	MED16_KO_UNSTIMULATED	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
Med16_KO_unstimulated	MED16_KO_UNSTIMULATED	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
Med16_KO_unstimulated	MED16_KO_UNSTIMULATED	real_direct_perturbation	primary_or_relevant_system	True	NO_GO_WAVE61_GUARDRAIL
Med16_KO_unstimulated	MED16_KO_UNSTIMULATED	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
Med16_KO_unstimulated	MED16_KO_UNSTIMULATED	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
Med16_KO_unstimulated	MED16_KO_UNSTIMULATED	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
Med16_KO_unstimulated	MED16_KO_UNSTIMULATED	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
Med16_KO_unstimulated	MED16_KO_UNSTIMULATED	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
Med16_KO_unstimulated	MED16_KO_UNSTIMULATED	real_direct_perturbation	druggable_or_modality	False	NO_GO_WAVE61_GUARDRAIL
Med16_KO_unstimulated	MED16_KO_UNSTIMULATED	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
Gsk3b_KO_unstimulated	GSK3B_KO_UNSTIMULATED	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
Gsk3b_KO_unstimulated	GSK3B_KO_UNSTIMULATED	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
Gsk3b_KO_unstimulated	GSK3B_KO_UNSTIMULATED	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
Gsk3b_KO_unstimulated	GSK3B_KO_UNSTIMULATED	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
Gsk3b_KO_unstimulated	GSK3B_KO_UNSTIMULATED	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
Gsk3b_KO_unstimulated	GSK3B_KO_UNSTIMULATED	real_direct_perturbation	primary_or_relevant_system	True	NO_GO_WAVE61_GUARDRAIL
Gsk3b_KO_unstimulated	GSK3B_KO_UNSTIMULATED	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
Gsk3b_KO_unstimulated	GSK3B_KO_UNSTIMULATED	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
Gsk3b_KO_unstimulated	GSK3B_KO_UNSTIMULATED	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
Gsk3b_KO_unstimulated	GSK3B_KO_UNSTIMULATED	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
Gsk3b_KO_unstimulated	GSK3B_KO_UNSTIMULATED	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
Gsk3b_KO_unstimulated	GSK3B_KO_UNSTIMULATED	real_direct_perturbation	druggable_or_modality	False	NO_GO_WAVE61_GUARDRAIL
Gsk3b_KO_unstimulated	GSK3B_KO_UNSTIMULATED	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
TYK2	TYK2	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
TYK2	TYK2	real_direct_perturbation	real_perturbation	True	NO_GO_WAVE61_GUARDRAIL
TYK2	TYK2	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
TYK2	TYK2	real_direct_perturbation	not_generic_collapse	False	NO_GO_WAVE61_GUARDRAIL
TYK2	TYK2	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
TYK2	TYK2	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
TYK2	TYK2	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
TYK2	TYK2	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
TYK2	TYK2	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
TYK2	TYK2	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
TYK2	TYK2	real_direct_perturbation	genetic_support	True	NO_GO_WAVE61_GUARDRAIL
TYK2	TYK2	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
TYK2	TYK2	real_direct_perturbation	no_manual_blocker	False	NO_GO_WAVE61_GUARDRAIL
JAK1	JAK1	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
JAK1	JAK1	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
JAK1	JAK1	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
JAK1	JAK1	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
JAK1	JAK1	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
JAK1	JAK1	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
JAK1	JAK1	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
JAK1	JAK1	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
JAK1	JAK1	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
JAK1	JAK1	real_direct_perturbation	residual_support	True	NO_GO_WAVE61_GUARDRAIL
JAK1	JAK1	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
JAK1	JAK1	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
JAK1	JAK1	real_direct_perturbation	no_manual_blocker	False	NO_GO_WAVE61_GUARDRAIL
IFNG_8H	IFNG_8H	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
IFNG_8H	IFNG_8H	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
IFNG_8H	IFNG_8H	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
IFNG_8H	IFNG_8H	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
IFNG_8H	IFNG_8H	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
IFNG_8H	IFNG_8H	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
IFNG_8H	IFNG_8H	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
IFNG_8H	IFNG_8H	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
IFNG_8H	IFNG_8H	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
IFNG_8H	IFNG_8H	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
IFNG_8H	IFNG_8H	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
IFNG_8H	IFNG_8H	real_direct_perturbation	druggable_or_modality	False	NO_GO_WAVE61_GUARDRAIL
IFNG_8H	IFNG_8H	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
ZNF267	ZNF267	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
ZNF267	ZNF267	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
ZNF267	ZNF267	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
ZNF267	ZNF267	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
ZNF267	ZNF267	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
ZNF267	ZNF267	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
ZNF267	ZNF267	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
