evidence_tier	candidate	gene	source	dataset	system	perturbation_type	target_suppression	generic_ifn_suppression	target_vs_ifn_margin	selectivity_score	stress_induction	manual_blocker	gate_count	direct_priority_score	wave61_call	gate_real_perturbation	gate_selective_over_ifn	gate_not_generic_collapse	gate_stress_guardrail	gate_primary_or_relevant_system	gate_repair_or_efferocytosis_guardrail	gate_cross_disease_recurrence	gate_ms_nominal_anchor	gate_residual_support	gate_genetic_support	gate_druggable_or_modality	gate_no_manual_blocker	positive_disease_count	negative_disease_count	positive_diseases	ms_wm_delta_log2	ms_wm_p	ms_wm_fdr	opentargets_max_genetic_association	opentargets_disease_count	residual_retained_disease_count	strict_core_covariate_surviving_disease_count	top_retained_tests	wave34_call	gwas_catalog_trait_count	chembl_target_id	chembl_best_nM	druggable_activity_count	efferocytosis_screen_call	efferocytosis_median_efficient_minus_noneater_lfc	efferocytosis_contrast_fdr	geneformer_model_support_pass	wave57_call	l1000_wave24_call	l1000_promotion_gate	l1000_opposite_queries	l1000_best_rank	l1000_min_qval	l1000_contradicted_by_similar_hit	gate_lipid_apc_reduced	gate_ifn_not_collapsed	gate_stress_not_increased	gate_resolution_gain	gate_profibrosis_not_increased	gate_replicated_or_statistical
real_direct_perturbation	HERC6	HERC6	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0185235899074101	0.0411635331275781		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	0.0		-0.4004931500292095	0.6242740080214643	0.9490245393797272	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.0641004437858125	1.0	False													
real_direct_perturbation	CREB1	CREB1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0130107765708693	-0.0130107765708693	-0.0187626274609945	0.0127818908669448		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	1.0		0.0465617064066954	0.8143559520374598	0.9761732664217524	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.242058133690615	0.9965506589785832	False													
real_direct_perturbation	BRD9	BRD9	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0193631658143753	0.0430292573652784		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	1.0	0.0	psoriasis	-0.0210265996556291	0.9233472171389157	0.990032027436974	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.2959030148208191	0.920009505703422	False													
real_direct_perturbation	IRF9	IRF9	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0064350356779008	-0.0064350356779008	-0.0213314510985316	0.0331031453791795		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	1.0		-0.3776597906362031	0.0733152949220025	0.8989378106274888	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.1548997685988722	0.9971256078463696	False													
real_direct_perturbation	RELB	RELB	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0317980180385042	0.035490870274076	-0.0036928522355718	-0.0220752203992436	0.0408497070303817		3	2.5317980180385042	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	0.0		-0.1489688775836448	0.6709513631336148	0.958740636050232	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.3953160386774433	0.920009505703422	False													
real_direct_perturbation	GUK1	GUK1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.025108537999573	0.0557967511101624		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	1.0	0.0	Crohn disease	0.0751803588209671	0.8280222465902959	0.9761732664217524	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.4537016951357934	0.9971256078463696	False													
real_direct_perturbation	PIK3CA	PIK3CA	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0284997670990032	0.0633328157755627		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	0.0		0.2095050412142054	0.3410658394677561	0.9141270983319502	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.1790647935683836	1.0	False													
real_direct_perturbation	ZC3H3	ZC3H3	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0299868317849265	0.0666374039665033		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	1.0		-0.2994467503114535	0.3232569316686181	0.9123553860771748	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.889139716587416	0.920009505703422	False													
real_direct_perturbation	ZNF22	ZNF22	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.033140161806823	0.0736448040151622		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	1.0	1.0	ulcerative colitis	0.1093834014562986	0.5453278750433151	0.9390010612097776	0.0	0.0	0.0	0.0			0.0			0.0				False													
real_direct_perturbation	HERC5	HERC5	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0336998404732885	0.0748885343850856		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	1.0		0.0169398519808989	0.9496578798074654	0.9947112982412312	0.0	0.0	0.0	0.0			0.0			0.0				False													
real_direct_perturbation	NKX3-1	NKX31	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0340858051342352	0.0757462336316339		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0				False													
real_direct_perturbation	RAP1GAP	RAP1GAP	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0364574155696352	0.0810164790436339		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	1.0	2.0	type 1 diabetes mellitus	1.5508246128614245	0.120484603159065	0.8989378106274888	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.4387262179348394	1.0	False													
real_direct_perturbation	AKT1	AKT1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0379781565615717	0.0843959034701593		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	2.0		0.0072392895006583	0.9560583403032692	0.995447887770418	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.3268894417717318	0.9971256078463696	False													
real_direct_perturbation	ID2	ID2	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0174573086764553	0.0429686812431404	-0.025511372566685	-0.0398468555477795	0.0318566288468765		3	2.5174573086764553	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	2.0		0.395449986857793	0.2501059708880159	0.9004758652001262	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.607260121664916	0.920009505703422	False													
real_direct_perturbation	DTX3L	DTX3L	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0414492255086158	0.0921093900191464		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	2.0	0.0	Crohn disease;ulcerative colitis	-0.3962702113372458	0.0964600783800921	0.8989378106274888	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.0592974018889751	1.0	False													
real_direct_perturbation	H1F0	H1F0	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0415782224993143	0.0923960499984764		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	1.0		0.4063600602177128	0.1350657885386354	0.8989378106274888	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.0161743652734379	1.0	False													
real_direct_perturbation	JUNB	JUNB	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0417090304841513	0.0926867344092251		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	2.0		-0.1029568413074333	0.753744284294401	0.970567668619057	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.1941326671073322	1.0	False													
real_direct_perturbation	MAPK8	MAPK8	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.046315138162148	0.1029225292492177		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	2.0	0.0	Crohn disease;ulcerative colitis	-0.0373930633409838	0.8477438062005698	0.9764789562278756	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.3040193755370265	0.920009505703422	False													
real_direct_perturbation	RAPGEF1	RAPGEF1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0465468305420483	0.1034374012045519		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	2.0		0.2020602008985328	0.4478000122886101	0.9220434300923256	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.4756794012135988	0.9971256078463696	False													
real_direct_perturbation	MAFF	MAFF	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0127475598776013	-0.0127475598776013	-0.0474851789379336	0.0771947090229607		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	1.0	0.0	Sjogren syndrome	-0.1560438466704568	0.6149373459830343	0.9478221089588208	0.0	0.0	0.0	0.0			0.0			0.0				False													
real_direct_perturbation	MEF2A	MEF2A	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0479205763263496	0.1064901696141103		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	1.0	0.0	Crohn disease	-0.0778209822146429	0.6329579645276804	0.951174723850922	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.069722525326264	1.0	False													
real_direct_perturbation	JUN	JUN	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.017162086895154	-0.017162086895154	-0.0489844265883557	0.0		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	2.0		0.1265207912999919	0.779961469590927	0.9745041645639924	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.7022407406555038	1.0	False													
real_direct_perturbation	HES4	HES4	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0543510413543221	0.1207800918984936		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	0.0		-1.97024081900872	0.076323633291881	0.8989378106274888	0.0	0.0	0.0	0.0			0.0			0.0				False													
real_direct_perturbation	VAV1	VAV1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0547802292573229	0.121733842794051		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	0.0		-0.2394384495198434	0.1946745241393786	0.8993702893651148	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.2016859038826065	0.920009505703422	False													
real_direct_perturbation	NFE2L3	NFE2L3	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0591392298773281	0.1314205108385069		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	2.0	0.0	Crohn disease;type 1 diabetes mellitus	-0.0278671423345713	0.936860718208761	0.99290759090381	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.2512051224034715	0.920009505703422	False													
real_direct_perturbation	CLK1	CLK1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0023129917132058	0.0	0.0023129917132058	-0.059329752251426	0.1369838754769598		3	2.5023129917132056	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	1.0	0.0	type 1 diabetes mellitus	0.2693237528869794	0.2880144348022587	0.9055783835864206	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.7328661550269187	0.920009505703422	False													
real_direct_perturbation	ID2	ID2	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0643636002526876	0.1430302227837504		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	2.0		0.395449986857793	0.2501059708880159	0.9004758652001262	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.607260121664916	0.920009505703422	False													
real_direct_perturbation	TRIM21	TRIM21	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0581965949357964	-0.0581965949357964	-0.0684447168374849	0.0		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	1.0	0.0	type 1 diabetes mellitus	-0.1873908074301598	0.4963422533357349	0.9275874758277628	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.2955998778740747	0.920009505703422	False													
real_direct_perturbation	ZNFX1	ZNFX1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0707745621030467	0.1572768046734373		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	1.0	0.0	Crohn disease	-0.0351199376286945	0.8865422410809203	0.9842134382901514	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.3245984315505537	0.9965506589785832	False													
real_direct_perturbation	SOX4	SOX4	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0723768352270231	-0.0723768352270231	-0.0731591007575336	0.0		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	0.0		0.5311751608170248	0.2211898641027095	0.8993702893651148	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.4137975508120692	0.9965506589785832	False													
real_direct_perturbation	ID1	ID1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.081332195159608	-0.081332195159608	-0.0831882575327873	0.0		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	1.0	0.0	Sjogren syndrome	-0.3022614693919614	0.5542094885844353	0.9394407560829112	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.1261852759487618	0.9971256078463696	False													
real_direct_perturbation	REPIN1	REPIN1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0599619806812494	-0.0599619806812494	-0.0887783920302191	0.0640364696643769		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	1.0	0.0	psoriasis	-0.0895199254912526	0.4669043980906172	0.9239963547089984	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.4466542884550597	1.0	False													
real_direct_perturbation	IFNG_memory	IFNG_MEMORY	human_macrophage_RNAseq_descriptive	GSE294918	human macrophage IFN-gamma memory/ruxolitinib CPM table	cytokine_memory	0.0	0.0	0.0	-0.0933719296480615	0.2074931769956923		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0				False													
real_direct_perturbation	SOX2	SOX2	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.1097974073604739	0.2439942385788309		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	1.0	1.0	Crohn disease	-0.1879901948708697	0.7658907498413144	0.9731037064293462	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.0516994724043594	0.9971256078463696	False													
real_direct_perturbation	IFNG_positive_control	IFNG_POSITIVE_CONTROL	mouse_macrophage_RNAseq	GSE162464	primary mouse macrophage RNA-seq, triplicates	cytokine_stimulation	0.0	0.0	0.0	-0.2096578136440336	0.4659062525422969		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	False	True	False	False	False	False	False	False	True	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0				False													
real_direct_perturbation	IKBKB	IKBKB	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.170374459432409	0.3381196584159998	-0.1677451989835907	-0.2243907664006502	0.1258790387045767	broad_NFKB_host_defense	3	0.6703744594324088	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	False	1.0	0.0	type 1 diabetes mellitus	-0.1370685430982305	0.3069349723658185	0.9075477698307116	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	UNRESOLVED	0.1730418918207208	0.9971256078463696	False													
real_direct_perturbation	IRF9	IRF9	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0067186329070646	0.2516902754454422	-0.2449716425383776	-0.2482141636723261	0.0072056025198856		3	2.5067186329070648	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	1.0		-0.3776597906362031	0.0733152949220025	0.8989378106274888	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.1548997685988722	0.9971256078463696	False													
real_direct_perturbation	IFNAR1	IFNAR1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.3507928719514278	1.0094412999529745	-0.6586484280015467	-0.6589025927502802	0.0	generic_IFN_blockade_host_defense	3	-0.6492071280485723	NO_GO_WAVE61_GUARDRAIL	False	False	False	True	False	False	False	False	False	True	True	False	0.0	0.0		0.1620721610760434	0.4082807869531087	0.9175735237914778	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	4.0			0.0	UNRESOLVED	-0.0003772458494761	1.0	False													
real_direct_perturbation	ruxolitinib	RUXOLITINIB	human_macrophage_RNAseq_descriptive	GSE294918	human macrophage IFN-gamma memory/ruxolitinib CPM table	JAK_inhibitor	1.0198365329867134	3.245924547797378	-2.2260880148106645	-2.261522305659348	0.0		3	5.019836532986713	NO_GO_WAVE61_GUARDRAIL	True	False	False	True	False	False	False	False	False	False	False	True	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0				False													
real_direct_perturbation	ruxolitinib	RUXOLITINIB	human_macrophage_RNAseq_descriptive	GSE294918	human macrophage IFN-gamma memory/ruxolitinib CPM table	JAK_inhibitor	0.7613338105220838	3.349528138153343	-2.588194327631259	-2.632783417380891	0.0		3	4.761333810522084	NO_GO_WAVE61_GUARDRAIL	True	False	False	True	False	False	False	False	False	False	False	True	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0				False													
real_direct_perturbation	ruxolitinib	RUXOLITINIB	human_macrophage_RNAseq_descriptive	GSE294918	human macrophage IFN-gamma memory/ruxolitinib CPM table	JAK_inhibitor	0.9913150391191098	3.735873527849472	-2.744558488730362	-2.7580832665045834	0.0		3	4.99131503911911	NO_GO_WAVE61_GUARDRAIL	True	False	False	True	False	False	False	False	False	False	False	True	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0				False													
real_direct_perturbation	ruxolitinib	RUXOLITINIB	human_macrophage_RNAseq_descriptive	GSE294918	human macrophage IFN-gamma memory/ruxolitinib CPM table	JAK_inhibitor	0.9468639501073736	4.099711571915987	-3.152847621808613	-3.16990119272749	0.0		3	4.946863950107374	NO_GO_WAVE61_GUARDRAIL	True	False	False	True	False	False	False	False	False	False	False	True	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0				False													
real_direct_perturbation	IKBKG	IKBKG	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.1828389573779459	0.1167521319102101	0.0660868254677357	0.0354575807819541	0.0680649881906258	broad_NFKB_host_defense	2	0.7005677477689232	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	False	0.0	0.0		-0.0218800817989031	0.9312169256758616	0.991945427665568	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.1939762283348947	1.0	False													
real_direct_perturbation	KIN	KIN	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.1728664566193899	0.384147681376422		2	1.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	False	False	False	False	False	False	False	False	True	0.0	0.0		-0.8338929281065024	0.3575363775233505	0.9141270983319502	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.7527045446911151	0.920009505703422	False													
l1000_reversal_support_only	BRD-K05197617	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	6.279186430125714		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	ifn_lysosomal_apc_state;mif_cd74_receptor_state	1.0	2.85209566712362e-08	False						
l1000_reversal_support_only	BRD-A20131130	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				15.869414075873902	6.199748544195767		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	ifn_lysosomal_apc_state;mif_cd74_receptor_state	3.0	3.08543314439944e-07	False						
l1000_reversal_support_only	KIN-001-220	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				12.05804225221134	5.978864268300309		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	ifn_lysosomal_apc_state;mif_cd74_receptor_state	11.0	8.83733908701768e-06	False						
l1000_reversal_support_only	BRD-K92301463	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				19.253125522260586	5.9775800950305635		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	ifn_lysosomal_apc_state;mif_cd74_receptor_state	14.0	8.92001488176717e-06	False						
l1000_reversal_support_only	BRD-K35024477	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				15.6781536503504	5.928045753519664		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	ifn_lysosomal_apc_state;mif_cd74_receptor_state	18.0	8.83733908701768e-06	False						
l1000_reversal_support_only	BRD-K33583600	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				23.215496126639767	5.895368181230982		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	ifn_lysosomal_apc_state;mif_cd74_receptor_state	23.0	8.83733908701768e-06	False						
l1000_reversal_support_only	QL-X-138	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	4.216493184104822		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	mif_cd74_receptor_state	1.0	3.08543314439944e-07	False						
l1000_reversal_support_only	WAY-170523	MMP13	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				-0.1851266117016177	4.198178821115594		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	mif_cd74_receptor_state	3.0	3.27392831556839e-07	False						
l1000_reversal_support_only	BRD-K05153001	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	4.170980023100146		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	mif_cd74_receptor_state	6.0	3.22959318770476e-07	False						
l1000_reversal_support_only	arvanil	CNR1	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				-16.286749608568396	4.146859741791891		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	ifn_lysosomal_apc_state	4.0	4.70712929556801e-06	False						
l1000_reversal_support_only	KO-143	ABCG2	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	4.080928585016225		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	ifn_lysosomal_apc_state	9.0	4.70712929556801e-06	False						
