evidence_tier	candidate	gene	source	dataset	system	perturbation_type	target_suppression	generic_ifn_suppression	target_vs_ifn_margin	selectivity_score	stress_induction	manual_blocker	gate_count	direct_priority_score	wave61_call	gate_real_perturbation	gate_selective_over_ifn	gate_not_generic_collapse	gate_stress_guardrail	gate_primary_or_relevant_system	gate_repair_or_efferocytosis_guardrail	gate_cross_disease_recurrence	gate_ms_nominal_anchor	gate_residual_support	gate_genetic_support	gate_druggable_or_modality	gate_no_manual_blocker	positive_disease_count	negative_disease_count	positive_diseases	ms_wm_delta_log2	ms_wm_p	ms_wm_fdr	opentargets_max_genetic_association	opentargets_disease_count	residual_retained_disease_count	strict_core_covariate_surviving_disease_count	top_retained_tests	wave34_call	gwas_catalog_trait_count	chembl_target_id	chembl_best_nM	druggable_activity_count	efferocytosis_screen_call	efferocytosis_median_efficient_minus_noneater_lfc	efferocytosis_contrast_fdr	geneformer_model_support_pass	wave57_call	l1000_wave24_call	l1000_promotion_gate	l1000_opposite_queries	l1000_best_rank	l1000_min_qval	l1000_contradicted_by_similar_hit	gate_lipid_apc_reduced	gate_ifn_not_collapsed	gate_stress_not_increased	gate_resolution_gain	gate_profibrosis_not_increased	gate_replicated_or_statistical
real_direct_perturbation	SOX9	SOX9	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.3035349790216474	0.129217785133305	0.1743171938883423	0.1551609201775471	0.0425694971351003		5	2.881115439110421	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	True	False	False	False	True	True	3.0	0.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	-0.5961302839286642	0.2997522078010685	0.9075477698307116	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	UNRESOLVED	-0.1867543016951117	1.0	False													
real_direct_perturbation	PDCD5	PDCD5	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0792422201543072	0.0	0.0792422201543072	0.0237874054661671	0.1232329215292001		5	2.5911359228873905	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	True	False	False	False	True	True	3.0	0.0	Crohn disease;psoriasis;ulcerative colitis	-0.2754837917490116	0.4896212069481396	0.9271619615463814	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	UNRESOLVED	0.4111839998383905	0.920009505703422	False													
real_direct_perturbation	CASP8	CASP8	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.101107440684024	0.0557319208350214	0.0453755198490025	0.0034833489727077	0.0930937130584328		5	2.602849115170378	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	True	False	False	False	True	True	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	-0.3627815685608038	0.0737162362572369	0.8989378106274888	0.0	0.0	1.0	0.0	ibd_uc_epithelial|complement_phagocytosis:0.302,p=0.00021;ibd_uc_epithelial|lysosomal_apc:0.306,p=0.0004;ibd_uc_epithelial|lipid_loader_repair:0.282,p=0.0025;ibd_uc_epithelial|core_lysosomal_lipid:0.249,p=0.0053	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0			0.0	UNRESOLVED	-0.2539592438363941	1.0	False													
real_direct_perturbation	RUNX1	RUNX1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0001246849374553	0.0002770776387896		5	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	True	2.0	0.0	Crohn disease;ulcerative colitis	-0.4044088648372987	0.0108331283041592	0.8349413280632139	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	5.0			0.0	UNRESOLVED	0.5256576038423345	0.920009505703422	False													
real_direct_perturbation	NFKBIA	NFKBIA	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.000407829735903	0.0		5	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	True	0.0	1.0		0.2903271300158536	0.3094393661733699	0.9088031205133466	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	7.0			0.0	UNRESOLVED	-1.1853633836430455	0.920009505703422	False													
real_direct_perturbation	ATF3	ATF3	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0008369248717864	0.0		5	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	True	False	False	False	True	True	3.0	1.0	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus	0.3182548771815856	0.3695433226980207	0.9141270983319502	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	UNRESOLVED	0.3357368346306388	0.9971256078463696	False													
real_direct_perturbation	TRAF3	TRAF3	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.00141097830447	0.0		5	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	True	0.0	0.0		0.0134360980412804	0.9462497901456196	0.9944057947422876	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	5.0			0.0	UNRESOLVED	-1.3982296971228692	0.920009505703422	False													
real_direct_perturbation	ARID5B	ARID5B	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0012376993934346	-0.0012376993934346	-0.0035534934622838	0.0		5	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	True	1.0	0.0	psoriasis	0.6326873195137814	0.075697519230288	0.8989378106274888	0.0	0.0	0.0	0.0		PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE	13.0			0.0	UNRESOLVED	-0.5590327861440646	0.9965506589785832	False													
real_direct_perturbation	IRF5	IRF5	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0036262518537249	0.0		5	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	True	0.0	0.0		-0.160335979633075	0.5711412387155418	0.9431647247323408	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	21.0			0.0	UNRESOLVED	0.1436995868634513	0.920009505703422	False													
real_direct_perturbation	FBXO6	FBXO6	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0055549147284474	0.0123442549521055		5	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	True	False	True	False	False	True	3.0	0.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	-0.3268818328465048	0.467803580504313	0.9239963547089984	0.0	0.0	2.0	0.0	ibd_crohn_myeloid|hla_ii_apc:0.356,p=0.0079;ibd_uc_myeloid|hla_ii_apc:0.263,p=0.0095;ibd_uc_myeloid|lipid_loader_repair:0.272,p=0.013;ibd_uc_myeloid|c1q_phagocytic_myeloid:0.277,p=0.014;ibd_crohn_myeloid|complement_effector:0.321,p=0.02;ibd_crohn_myeloid|c1q_phagocytic_myeloid:0.417,p=0.021;ibd_crohn_myeloid|lipid_loader_repair:0.403,p=0.023;ibd_crohn_myeloid|complement_phagocytosis:0.398,p=0.028		0.0			0.0	UNRESOLVED	-0.1869282413480155	0.920009505703422	False													
real_direct_perturbation	STAT3	STAT3	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.006237879831838	0.0		5	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	True	2.0	0.0	Crohn disease;ulcerative colitis	-0.0052452399033047	0.9827297093959808	0.9982687727683835	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.0	CHEMBL4296101		0.0	UNRESOLVED	-0.486572487053398	0.920009505703422	False													
real_direct_perturbation	PTGES3	PTGES3	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0068671860593831	0.0		5	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	True	False	False	False	False	True	True	0.0	0.0		0.4320648854278541	0.1500753529637361	0.8989378106274888	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.2756019370495204	0.9965506589785832	False													
real_direct_perturbation	TRAF1	TRAF1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0157673800295721	0.0	0.0157673800295721	-0.0092245344593101	0.0555375877530717		5	2.515767380029572	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	True	0.0	0.0		-0.1130879043054875	0.7367002437914002	0.9693303715651268	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	5.0			0.0	UNRESOLVED	-0.6374638876297964	0.920009505703422	False													
real_direct_perturbation	MAP3K14	MAP3K14	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0994831222909603	0.1071902006980239	-0.0077070784070636	-0.0142015201876741	0.0144320928458011		5	2.5994831222909602	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	True	0.0	0.0		-0.1913507073950526	0.3346744955431435	0.9141270983319502	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	6.0			0.0	UNRESOLVED	0.2062610907916475		False													
real_direct_perturbation	NFKB1	NFKB1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0185665131714457	0.0	0.0185665131714457	-0.0207445484518429	0.0873579147184194		5	2.5185665131714456	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	True	0.0	0.0		-0.1807165347874555	0.6530965209801629	0.9541025386945516	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.0			0.0	UNRESOLVED	-0.1254413543536999	0.9971256078463696	False													
real_direct_perturbation	TBX21	TBX21	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0099135523684361	0.0333000128612611	-0.0233864604928249	-0.0267628204941599	0.0		5	2.509913552368436	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	True	0.0	1.0		-0.3498728575468508	0.7287737220810949	0.9683074309967752	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	4.0			0.0	UNRESOLVED	-0.0482331210322815	1.0	False													
real_direct_perturbation	CSF2	CSF2	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.015563546942201	-0.015563546942201	-0.0300935051009289	0.0322887959082841		5	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	True	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	8.0			0.0	UNRESOLVED	-0.1124089936673524	0.9971256078463696	False													
real_direct_perturbation	ETS1	ETS1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0322420704707813	0.0716490454906253		5	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	True	2.0	1.0	Crohn disease;ulcerative colitis	0.0153749961763871	0.9662802005584104	0.9967096674502096	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	17.0	CHEMBL2169736		0.0	UNRESOLVED	-0.4695309152609193	0.920009505703422	False													
real_direct_perturbation	MAP3K14	MAP3K14	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0336217827059362	0.0747150726798582		5	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	True	0.0	0.0		-0.1913507073950526	0.3346744955431435	0.9141270983319502	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	6.0			0.0	UNRESOLVED	0.2062610907916475		False													
real_direct_perturbation	USP18	USP18	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0342322557441129	0.0760716794313621		5	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	True	False	False	False	True	True	3.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus	0.0285672239772472	0.977573107765436	0.9979621421870412	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	UNRESOLVED	-0.335856830158487	0.920009505703422	False													
real_direct_perturbation	ZFP36L1	ZFP36L1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0347031256553365	0.077118057011859		5	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	True	0.0	2.0		-0.0670408425299662	0.8367440032626986	0.9761732664217524	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	8.0			0.0	UNRESOLVED	-0.2667659263369951		False													
real_direct_perturbation	STAT3	STAT3	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.042388907849859	0.0941975729996868		5	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	True	2.0	0.0	Crohn disease;ulcerative colitis	-0.0052452399033047	0.9827297093959808	0.9982687727683835	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.0	CHEMBL4296101		0.0	UNRESOLVED	-0.486572487053398	0.920009505703422	False													
real_direct_perturbation	STAT5A	STAT5A	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0441366865703297	0.0980815257118439		5	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	True	1.0	0.0	Crohn disease	0.0433370143865445	0.688333952928131	0.9632853705790064	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	5.0			0.0	UNRESOLVED	-0.1906947195207481	0.9971256078463696	False													
real_direct_perturbation	BATF	BATF	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0432642873331035	-0.0432642873331035	-0.0448220357310207	0.0		5	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	True	1.0	1.0	psoriasis	0.8304611445930812	0.2431926658736085	0.9004758652001262	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	6.0			0.0	UNRESOLVED	0.2339745660670392	0.9965506589785832	False													
real_direct_perturbation	PTGS2	PTGS2	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0456549629145633	0.101455473143474		5	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	True	2.0	0.0	Crohn disease;Sjogren syndrome	-0.3302668666926305	0.2953446140272054	0.9075477698307116	0.0	0.0	1.0	0.0	ibd_crohn_myeloid|hla_ii_apc:0.337,p=0.012;ibd_crohn_myeloid|mif_cd74_receptor_state:0.313,p=0.038	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	4.0			0.0	UNRESOLVED	0.1975779614558408	1.0	False													
real_direct_perturbation	STAT2	STAT2	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0028490798127559	0.0468791632316255	-0.0440300834188696	-0.0480422353438398	0.0		5	2.502849079812756	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	True	2.0	0.0	psoriasis;type 1 diabetes mellitus	-0.2552245703450637	0.0197850926034403	0.8372898579012464	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	5.0			0.0				False													
real_direct_perturbation	STAT4	STAT4	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0502650068931169	0.1117000153180375		5	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	True	2.0	0.0	Crohn disease;ulcerative colitis	0.8684079555977076	0.4607005214454064	0.9239963547089984	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	31.0	CHEMBL4523296		0.0	UNRESOLVED	-0.0419731364238392	1.0	False	NO_GO_MODEL_SCREEN												
real_direct_perturbation	TRAFD1	TRAFD1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0557751862704644	0.1239448583788099		5	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	True	1.0	0.0	psoriasis	0.3114017677765446	0.2433679254244176	0.9004758652001262	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	4.0			0.0	UNRESOLVED	-0.0775555865165287	1.0	False													
real_direct_perturbation	RNF114	RNF114	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0561619748984837	0.1248043886632971		5	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	True	2.0	1.0	Crohn disease;ulcerative colitis	0.0255523480037602	0.9159266322384516	0.9882111716135832	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	4.0			0.0	UNRESOLVED	0.2152636574429139	1.0	False													
real_direct_perturbation	NFKB1	NFKB1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0575319521525182	0.1278487825611517		5	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	True	0.0	0.0		-0.1807165347874555	0.6530965209801629	0.9541025386945516	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.0			0.0	UNRESOLVED	-0.1254413543536999	0.9971256078463696	False													
real_direct_perturbation	NFKB1	NFKB1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0593355131224822	0.1318566958277383		5	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	True	0.0	0.0		-0.1807165347874555	0.6530965209801629	0.9541025386945516	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.0			0.0	UNRESOLVED	-0.1254413543536999	0.9971256078463696	False													
real_direct_perturbation	TRAFD1	TRAFD1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0608815885567037	0.1352924190148971		5	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	True	1.0	0.0	psoriasis	0.3114017677765446	0.2433679254244176	0.9004758652001262	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	4.0			0.0	UNRESOLVED	-0.0775555865165287	1.0	False													
real_direct_perturbation	SOCS1	SOCS1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0660591651929318	0.1467981448731819		5	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	True	2.0	0.0	psoriasis;type 1 diabetes mellitus	-0.2314987582193453	0.6621199257200553	0.9565159769539632	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.0			0.0	UNRESOLVED	0.0720347469065618	1.0	False													
real_direct_perturbation	STAT6	STAT6	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0710254691302791	0.1578343758450647		5	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	True	False	False	False	True	True	3.0	1.0	psoriasis;type 1 diabetes mellitus;ulcerative colitis	-0.1708806836331611	0.3072955713562637	0.9075477698307116	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	UNRESOLVED	-0.3321128820739696	0.9971256078463696	False													
real_direct_perturbation	PPARG	PPARG	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0538090722099651	-0.0538090722099651	-0.0718142396098501	0.0		5	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	True	False	False	True	True	1.0	2.0	ulcerative colitis	1.33861418076643	0.0023372069061631	0.8344760564031432	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0			0.0	UNRESOLVED	-0.9775030223770492	0.920009505703422	False													
real_direct_perturbation	IFNAR2	IFNAR2	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.6611289298703412	1.1205011385471957	-0.4593722086768544	-0.5097787971595411	0.1120146410726369		5	4.661128929870341	NO_GO_WAVE61_GUARDRAIL	True	False	False	True	False	False	False	False	False	True	True	True	2.0	0.0	psoriasis;type 1 diabetes mellitus	0.1894182060730376	0.4923277084112737	0.9271619615463814	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	4.0			0.0	UNRESOLVED	-0.3717311517760717	0.920009505703422	False													
real_direct_perturbation	STAT2	STAT2	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.7054128313832698	1.314542040638374	-0.609129209255104	-0.6135408238992132	0.0		5	4.70541283138327	NO_GO_WAVE61_GUARDRAIL	True	False	False	True	False	False	False	False	False	True	True	True	2.0	0.0	psoriasis;type 1 diabetes mellitus	-0.2552245703450637	0.0197850926034403	0.8372898579012464	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	5.0			0.0				False													
real_direct_perturbation	STAT1	STAT1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0203842553210002	0.6961633422412986	-0.6757790869202983	-0.7164923004190509	0.0904738077750058	generic_IFN_transcription_axis	5	-0.9796157446789997	NO_GO_WAVE61_GUARDRAIL	False	False	False	True	False	False	True	False	True	True	True	False	3.0	0.0	Crohn disease;psoriasis;ulcerative colitis	0.5378996098681981	0.1363451431707629	0.8989378106274888	0.1650265748367996	3.0	2.0	0.0	ibd_crohn_myeloid|hla_ii_apc:0.74,p=0.00061;ibd_crohn_stromal|complement_effector:0.524,p=0.001;ibd_crohn_myeloid|c1q_phagocytic_myeloid:0.942,p=0.0025;psoriasis_skin_stromal|hif_nampt_metabolic:0.578,p=0.0041;ibd_crohn_myeloid|complement_phagocytosis:0.916,p=0.0042;ibd_crohn_stromal|inflammatory_nfkb:0.707,p=0.0043;psoriasis_skin_stromal|inflammatory_nfkb:0.553,p=0.0063;ibd_crohn_myeloid|lipid_loader_repair:0.878,p=0.0069	PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE	5.0			0.0	UNRESOLVED	0.3194300436646786	1.0	False													
real_direct_perturbation	RFX5	RFX5	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.5517938735080701	0.0	0.5517938735080701	0.5231987939104686	0.0635446213280031	nonselective_MHCII_host_defense	4	6.313393270463303	NO_GO_WAVE61_GUARDRAIL	True	True	True	True	False	False	False	False	False	False	False	False	1.0	1.0	type 1 diabetes mellitus	0.0043302351443461	0.9786885809467264	0.9982687727683835	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.207967572525812	0.920009505703422	False													
real_direct_perturbation	CHUK	CHUK	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.672021576511123	0.269125495016825	0.402896081494298	0.3353338408117842	0.1501383126278085	broad_NFKB_host_defense	4	4.339688496917016	NO_GO_WAVE61_GUARDRAIL	True	False	True	True	False	False	False	False	False	False	True	False	2.0	0.0	Crohn disease;psoriasis	0.2237878248965508	0.3211760938016935	0.9120391943246274	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0			0.0	UNRESOLVED	0.3121510024535778	0.920009505703422	False													
