pathology	cell_type	n	pct_detected	mean_expr	gene
MS_periplaque_white_matter	immune	772	0.44041450777202074	1.7797928	APOE
MS_periplaque_white_matter	lymphocytes	81	0.037037037037037035	0.037037037	APOE
MS_periplaque_white_matter	neurons	120	0.008333333333333333	0.008333334	APOE
MS_periplaque_white_matter	oligodendrocytes	17563	0.03097420714001025	0.03245459	APOE
MS_periplaque_white_matter	opc	645	0.023255813953488372	0.026356589	APOE
MS_periplaque_white_matter	vascular_cells	120	0.058333333333333334	0.1	APOE
chronic_active_MS_lesion_edge	astrocytes	4046	0.4802273850716757	1.2876916	APOE
chronic_active_MS_lesion_edge	immune	2873	0.5617821092934215	2.591716	APOE
chronic_active_MS_lesion_edge	lymphocytes	219	0.1324200913242009	0.16894977	APOE
chronic_active_MS_lesion_edge	neurons	364	0.10164835164835165	0.11813187	APOE
chronic_active_MS_lesion_edge	oligodendrocytes	12658	0.11565808184547322	0.13438141	APOE
chronic_active_MS_lesion_edge	opc	567	0.14462081128747795	0.16578484	APOE
chronic_active_MS_lesion_edge	vascular_cells	795	0.18867924528301888	0.26415095	APOE
chronic_inactive_MS_lesion_edge	astrocytes	1681	0.44675788221296847	0.8661511	APOE
chronic_inactive_MS_lesion_edge	immune	847	0.4132231404958678	1.1310508	APOE
chronic_inactive_MS_lesion_edge	lymphocytes	66	0.09090909090909091	0.13636364	APOE
chronic_inactive_MS_lesion_edge	neurons	918	0.09694989106753812	0.11220044	APOE
chronic_inactive_MS_lesion_edge	oligodendrocytes	11193	0.03859555079067274	0.041722506	APOE
chronic_inactive_MS_lesion_edge	opc	536	0.08022388059701492	0.09328358	APOE
chronic_inactive_MS_lesion_edge	vascular_cells	269	0.13011152416356878	0.32713756	APOE
control_white_matter	astrocytes	328	0.6585365853658537	1.4664634	APOE
control_white_matter	immune	289	0.4844290657439446	3.7439446	APOE
control_white_matter	lymphocytes	16	0.0	0.0	APOE
control_white_matter	neurons	34	0.029411764705882353	0.029411765	APOE
control_white_matter	oligodendrocytes	4264	0.02931519699812383	0.0325985	APOE
control_white_matter	opc	295	0.04067796610169491	0.044067796	APOE
control_white_matter	vascular_cells	65	0.16923076923076924	0.33846155	APOE
MS_lesion_core	astrocytes	1687	0.01066982809721399	0.011855365	ABCG1
MS_lesion_core	immune	651	0.09216589861751152	0.11213518	ABCG1
MS_lesion_core	lymphocytes	24	0.0	0.0	ABCG1
MS_lesion_core	neurons	1367	0.11485003657644477	0.13021214	ABCG1
MS_lesion_core	oligodendrocytes	19	0.10526315789473684	0.10526316	ABCG1
MS_lesion_core	opc	132	0.21212121212121213	0.25	ABCG1
MS_lesion_core	vascular_cells	459	0.19389978213507625	0.32461873	ABCG1
MS_periplaque_white_matter	astrocytes	469	0.0767590618336887	0.08955224	ABCG1
MS_periplaque_white_matter	immune	772	0.12953367875647667	0.1658031	ABCG1
MS_periplaque_white_matter	lymphocytes	81	0.18518518518518517	0.20987654	ABCG1
MS_periplaque_white_matter	neurons	120	0.1	0.1	ABCG1
MS_periplaque_white_matter	oligodendrocytes	17563	0.23982235381199113	0.3320048	ABCG1
MS_periplaque_white_matter	opc	645	0.16434108527131783	0.19224806	ABCG1
MS_periplaque_white_matter	vascular_cells	120	0.275	0.53333336	ABCG1
chronic_active_MS_lesion_edge	astrocytes	4046	0.030400395452298567	0.031636182	ABCG1
chronic_active_MS_lesion_edge	immune	2873	0.19422206752523494	0.24399583	ABCG1
chronic_active_MS_lesion_edge	lymphocytes	219	0.0593607305936073	0.06849315	ABCG1
chronic_active_MS_lesion_edge	neurons	364	0.03571428571428571	0.041208792	ABCG1
chronic_active_MS_lesion_edge	oligodendrocytes	12658	0.12624427239690314	0.15428978	ABCG1
chronic_active_MS_lesion_edge	opc	567	0.19223985890652556	0.21516755	ABCG1
chronic_active_MS_lesion_edge	vascular_cells	795	0.21132075471698114	0.36226416	ABCG1
chronic_inactive_MS_lesion_edge	astrocytes	1681	0.030339083878643664	0.036287922	ABCG1
chronic_inactive_MS_lesion_edge	immune	847	0.15466351829988192	0.20425029	ABCG1
chronic_inactive_MS_lesion_edge	lymphocytes	66	0.030303030303030304	0.030303031	ABCG1
chronic_inactive_MS_lesion_edge	neurons	918	0.0664488017429194	0.0751634	ABCG1
chronic_inactive_MS_lesion_edge	oligodendrocytes	11193	0.18377557401947645	0.23827392	ABCG1
chronic_inactive_MS_lesion_edge	opc	536	0.22388059701492538	0.28917912	ABCG1
chronic_inactive_MS_lesion_edge	vascular_cells	269	0.18587360594795538	0.30111524	ABCG1
control_white_matter	astrocytes	328	0.027439024390243903	0.030487806	ABCG1
control_white_matter	immune	289	0.14878892733564014	0.1764706	ABCG1
control_white_matter	lymphocytes	16	0.125	0.1875	ABCG1
control_white_matter	neurons	34	0.058823529411764705	0.05882353	ABCG1
control_white_matter	oligodendrocytes	4264	0.24390243902439024	0.3227017	ABCG1
control_white_matter	opc	295	0.2271186440677966	0.2779661	ABCG1
control_white_matter	vascular_cells	65	0.13846153846153847	0.24615385	ABCG1
MS_lesion_core	astrocytes	1687	0.006520450503852994	0.0065204506	ITGB2
MS_lesion_core	immune	651	0.20430107526881722	0.23963134	ITGB2
MS_lesion_core	lymphocytes	24	0.08333333333333333	0.083333336	ITGB2
MS_lesion_core	neurons	1367	0.002926115581565472	0.0029261156	ITGB2
MS_lesion_core	oligodendrocytes	19	0.0	0.0	ITGB2
MS_lesion_core	opc	132	0.0	0.0	ITGB2
MS_lesion_core	vascular_cells	459	0.0	0.0	ITGB2
MS_periplaque_white_matter	astrocytes	469	0.0042643923240938165	0.0042643924	ITGB2
MS_periplaque_white_matter	immune	772	0.16709844559585493	0.20725389	ITGB2
MS_periplaque_white_matter	lymphocytes	81	0.0	0.0	ITGB2
MS_periplaque_white_matter	neurons	120	0.0	0.0	ITGB2
MS_periplaque_white_matter	oligodendrocytes	17563	0.00170813642316233	0.0017081364	ITGB2
MS_periplaque_white_matter	opc	645	0.0031007751937984496	0.0031007752	ITGB2
MS_periplaque_white_matter	vascular_cells	120	0.0	0.0	ITGB2
chronic_active_MS_lesion_edge	astrocytes	4046	0.006920415224913495	0.007167573	ITGB2
chronic_active_MS_lesion_edge	immune	2873	0.23807866341802994	0.3306648	ITGB2
chronic_active_MS_lesion_edge	lymphocytes	219	0.1278538812785388	0.1324201	ITGB2
chronic_active_MS_lesion_edge	neurons	364	0.008241758241758242	0.008241759	ITGB2
chronic_active_MS_lesion_edge	oligodendrocytes	12658	0.004503081055458998	0.004503081	ITGB2
chronic_active_MS_lesion_edge	opc	567	0.005291005291005291	0.005291005	ITGB2
chronic_active_MS_lesion_edge	vascular_cells	795	0.005031446540880503	0.0050314465	ITGB2
chronic_inactive_MS_lesion_edge	astrocytes	1681	0.005353955978584176	0.005353956	ITGB2
chronic_inactive_MS_lesion_edge	immune	847	0.17355371900826447	0.21605667	ITGB2
chronic_inactive_MS_lesion_edge	lymphocytes	66	0.16666666666666666	0.16666667	ITGB2
chronic_inactive_MS_lesion_edge	neurons	918	0.0054466230936819175	0.005446623	ITGB2
chronic_inactive_MS_lesion_edge	oligodendrocytes	11193	0.0016974895023675511	0.0016974895	ITGB2
chronic_inactive_MS_lesion_edge	opc	536	0.0018656716417910447	0.0018656716	ITGB2
chronic_inactive_MS_lesion_edge	vascular_cells	269	0.011152416356877323	0.0111524165	ITGB2
control_white_matter	astrocytes	328	0.003048780487804878	0.0030487804	ITGB2
control_white_matter	immune	289	0.2698961937716263	0.4013841	ITGB2
control_white_matter	lymphocytes	16	0.0	0.0	ITGB2
control_white_matter	neurons	34	0.0	0.0	ITGB2
control_white_matter	oligodendrocytes	4264	0.0021106941838649157	0.0023452158	ITGB2
control_white_matter	opc	295	0.0	0.0	ITGB2
control_white_matter	vascular_cells	65	0.0	0.0	ITGB2
