gene_or_target	target_chembl_id	molecule_chembl_id	standard_type	standard_value_nM	pchembl_value	document_chembl_id	assay_chembl_id
CDK8	CHEMBL5719	CHEMBL1984548	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL550418	Ki	1258.93	5.90	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1986666	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1969664	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL398951	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1971289	Ki	630.96	6.20	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1988437	Ki	1995.26		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2007603	Ki	79.43	7.10	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1985406	Ki	1584.89	5.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1988201	Ki	1258.93	5.90	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1421720	Ki	398.11	6.40	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1233887	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1992607	Ki	100000.0	4.00	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2003689	Ki	630.96	6.20	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL38380	Ki	1258.93	5.90	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL576113	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1996649	Ki	501.19	6.30	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1986756	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL483158	Ki	3162.28	5.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1972339	Ki	12.59	7.90	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1990885	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1727312	Ki	63095.73	4.20	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1990223	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1974998	Ki	3981.07	5.40	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2006149	Ki	1584.89	5.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2004438	Ki	1.995	8.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1964382	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL101311	Ki	3162.28	5.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1981720	Ki	125.89	6.90	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL191003	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2002471	Ki	1000.0	6.00	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1973359	Ki	125.89	6.90	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1983595	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1995740	Ki	1000.0	6.00	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1988581	Ki	50.12	7.30	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1990162	Ki	2511.89	5.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1975500	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2005699	Ki	501.19	6.30	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2006564	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1986943	Ki	0.7943	9.10	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1979690	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL234085	Ki	1584.89	5.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1965789	Ki	3162.28	5.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1978166	Ki	100.0	7.00	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1978167	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL422897	Ki	1.995	8.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1998405	Ki	2511.89	5.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL243664	Ki	630.96	6.20	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL225519	Ki	10.0	8.00	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL522892	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1994159	Ki	31622.78	4.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1986658	Ki	3981.07	5.40	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1976376	Ki	251.19	6.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1988622	Ki	12589.25	4.90	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1983575	Ki	630.96	6.20	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1968868	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1971223	Ki	2511.89	5.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1981047	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1991063	Ki	12.59	7.90	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1996980	Ki	1.585	8.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1998470	Ki	7.943	8.10	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1992354	Ki	794.33	6.10	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1976196	Ki	1584.89	5.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1997197	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1983630	Ki	25118.86	4.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1994669	Ki	794.33	6.10	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1975903	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL117697	Ki	3162.28	5.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL458997	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1988805	Ki	158.49	6.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1969942	Ki	125.89	6.90	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1982660	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1978567	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1977223	Ki	158.49	6.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1995765	Ki	5011.87	5.30	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1996176	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL424872	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1984760	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1997846	Ki	3162.28	5.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL360847	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL103667	Ki	158.49	6.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2007073	Ki	398.11	6.40	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1995811	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL49120	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1992231	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1987240	Ki	31622.78	4.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1983111	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1988141	Ki	251.19	6.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1992937	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1977134	Ki	25.12	7.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1985206	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL259084	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1991078	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1977749	Ki	501.19	6.30	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2001613	Ki	10000.0	5.00	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL261849	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1983923	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL939	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL565612	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1993904	Ki	2.512	8.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1997275	Ki	251.19	6.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1994438	Ki	12.59	7.90	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1967513	Ki	63.1	7.20	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1980376	Ki	3162.28	5.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1988872	Ki	2511.89	5.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2000724	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1982660	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1965660	Ki	15.85	7.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1993634	Ki	3162.28	5.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1982413	Ki	1995.26	5.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2002182	Ki	63095.73	4.20	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2003638	Ki	1258.93	5.90	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1985042	Ki	39810.72	4.40	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1987535	Ki	79.43	7.10	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1983393	Ki	63.1	7.20	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1981792	Ki	100.0	7.00	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2002586	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2006674	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1984236	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1981133	Ki	316.23	6.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1992371	Ki	316.23	6.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2007421	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1973138	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1979970	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2002599	Ki	100.0	7.00	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1992673	Ki	63095.73	4.20	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL422897	Ki	1.995	8.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1983268	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1969151	Ki	15.85	7.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1967252	Ki	25.12	7.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1981492	Ki	19952.62	4.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1993335	Ki	2511.89	5.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1988692	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2007574	Ki	1.259	8.90	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2004637	Ki	1000.0	6.00	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1993374	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1994318	Ki	1584.89	5.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1998680	Ki	501.19	6.30	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL592030	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1970317	Ki	1584.89	5.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1999506	Ki	2511.89	5.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1967719	Ki	1995.26	5.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2002613	Ki	31.62	7.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1994526	Ki	2511.89	5.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2002736	Ki	2511.89	5.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1997007	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1973936	Ki	3162.28	5.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1970352	Ki	1000.0	6.00	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1965631	Ki	3162.28	5.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1964444	Ki	199.53	6.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2002690	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1978083	Ki	3162.28	5.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1980167	Ki	794.33	6.10	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL377408	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL278041	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL215152	Ki	1995.26		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1998432	Ki	25.12	7.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2006765	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1986590	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1870106	Ki	3981.07	5.40	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL406845	Ki	794.33	6.10	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1980246	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1983980	Ki	630.96	6.20	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL482538	Ki	1258.93	5.90	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1980297	Ki	158.49	6.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1999484	Ki	1995.26	5.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1984296	Ki	1000.0	6.00	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL554	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1986899	Ki	316.23	6.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1996837	Ki	19952.62	4.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1984038	Ki	3162.28		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1965683	Ki	39810.72	4.40	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1968606	Ki	3162.28	5.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1964718	Ki	19952.62	4.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1993661	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1968705	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1964441	Ki	39.81	7.40	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1991410	Ki	63.1	7.20	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1980391	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1986684	Ki	1995.26	5.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL546797	Ki	2511.89	5.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL3775614	IC50	270.0	6.57	CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3775680	IC50	100.0	7.00	CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3775134	IC50	25.0	7.60	CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3775423	IC50	94.0	7.03	CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3774402	IC50	9.0	8.05	CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3775935	IC50	5.0	8.30	CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3775773	IC50	27.0	7.57	CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3774885	IC50	11.0	7.96	CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3775562	IC50	140.0	6.85	CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3775384	IC50	13.0	7.89	CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3775024	IC50	43.0	7.37	CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3775076	IC50	56.0	7.25	CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3775123	IC50	160.0	6.80	CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3774959	IC50	18.0	7.75	CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3774874	IC50	10000.0		CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3775049	IC50	10000.0		CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3775910	IC50	1900.0	5.72	CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3774945	IC50	2000.0	5.70	CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3775576	IC50	65.0	7.19	CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3775576	IC50	340.0	6.47	CHEMBL3774357	CHEMBL3776908
CDK8	CHEMBL5719	CHEMBL3775576	IC50	710.0	6.15	CHEMBL3774357	CHEMBL3779074
CDK8	CHEMBL5719	CHEMBL3775576	IC50	49.0	7.31	CHEMBL3774357	CHEMBL3779075
CDK8	CHEMBL5719	CHEMBL3775535	IC50	55.0	7.26	CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3775775	IC50	76.0	7.12	CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3775519	IC50	200.0	6.70	CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3774757	IC50	1900.0	5.72	CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3775895	IC50	1500.0	5.82	CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3775496	IC50	110.0	6.96	CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3774400	IC50	710.0	6.15	CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3775547	IC50	82.0	7.09	CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3775578	IC50	10000.0		CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3774744	IC50	30000.0		CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3774509	IC50	313.0	6.50	CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3775321	IC50	53.0	7.28	CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3775317	IC50	42.0	7.38	CHEMBL3774357	CHEMBL3779189
CDK8	CHEMBL5719	CHEMBL3798663	IC50	5.5	8.26	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3798944	IC50	1.6	8.80	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3798294	IC50	28.0	7.55	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3798318	IC50	26.9	7.57	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3798430	IC50	20.5	7.69	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3800311	IC50	2.4	8.62	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3797571	IC50	2.4	8.62	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3797317	IC50	3.7	8.43	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3797855	IC50	1.7	8.77	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3798712	IC50	555.0	6.26	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3799742	IC50	10.8	7.97	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3799307	IC50	2.3	8.64	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3800432	IC50	14.2	7.85	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3798632	IC50	3.9	8.41	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3800210	IC50	7.0	8.15	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3798987	IC50	2.4	8.62	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3797495	IC50	4.5	8.35	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3799679	IC50	4.2	8.38	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3799396	IC50	2.7	8.57	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3798129	IC50	12.0	7.92	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3798886	IC50	10.4	7.98	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3798587	IC50	37.4	7.43	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3797689	IC50	702.0	6.15	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3798778	IC50	49.2	7.31	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3800399	IC50	141.0	6.85	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3799159	IC50	146.0	6.84	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3798362	IC50	79.3	7.10	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3799116	IC50	3.8	8.42	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3800307	IC50	20.6	7.69	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3800037	IC50	4.3	8.37	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3797212	IC50	14.7	7.83	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3798726	IC50	3.3	8.48	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3799826	IC50	32.8	7.48	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3797558	IC50	5.0	8.30	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3798419	IC50	16.4	7.79	CHEMBL3797072	CHEMBL3803436
CDK8	CHEMBL5719	CHEMBL3799581	IC50	2.1	8.68	CHEMBL3797072	CHEMBL3803436
