gene	n_paired_donors	mean_delta	median_delta	sd_delta	dz	positive_fraction	wilcoxon_p	wilcoxon_fdr_bh	n_samples	n_donors	n_foamy	n_non_foamy	mean_foamy	mean_non_foamy	raw_mean_delta	gee_coef_foamy	gee_se	gee_p	model_status	modality	fdr_bh	adequate_reporting_coverage	passes_convergence_gate
TMX3	10	-0.0449340753969258	-0.0313134756304385	0.0518860507794124	-0.866014559249419	0.2	0.0144328239388418	0.299322687687737	17	12	10	7	21.3139766079778	21.459680753671	-0.145704145693177	-0.125601393596844	0.102690856721985	0.221291168333474	ok	proteomics	0.47635928883774	FALSE	FALSE
FAHD2A	10	-0.0069704913060851	-0.00763742358406648	0.0298082532391714	-0.233844340027449	0.3	0.308063229907199	0.837780909563191	32	20	17	15	21.3305310647911	21.159365881013	0.171165183778136	0.144944038958394	0.118500640016964	0.221273106697935	ok	proteomics	0.47635928883774	TRUE	FALSE
PEPD	10	0.013824633696854	0.0185572491157271	0.0539267789950864	0.256359344178773	0.7	0.475532659596901	0.905849723120519	32	20	17	15	23.1875555364465	23.2892220224852	-0.10166648603866	-0.129308729985763	0.105765714892235	0.221482360324117	ok	proteomics	0.47635928883774	TRUE	FALSE
SPTBN2	10	-0.00345878109710949	-0.00204041407420507	0.0127997204505508	-0.270223174831966	0.3	0.528612125255688	0.964263921110291	32	20	17	15	23.768005630067	23.8422667103486	-0.0742610802815875	-0.0758669739086259	0.0620198908611383	0.221228330744424	ok	proteomics	0.47635928883774	TRUE	FALSE
OMG	10	0.00246444902855175	0.0110521288264909	0.0372289300176432	0.0661971490285598	0.5	0.759765825978067	1	32	20	17	15	23.5225946293643	23.3108385566033	0.211756072760934	-0.358797051094644	0.293077302555922	0.220861582508983	ok	proteomics	0.47635928883774	TRUE	FALSE
CHMP2B	10	0.0129942238034307	-0.00333186171664899	0.0431226177451449	0.30133198035951	0.5	0.838463781922464	1	32	20	17	15	21.1534852676939	21.1520147009793	0.00147056671462664	-0.0371378668255275	0.0303700330347447	0.221387949509901	ok	proteomics	0.47635928883774	TRUE	FALSE
NCAM1	10	0.0153980328334265	-0.013718652480912	0.0687327831893811	0.224027489051329	0.4	0.838463781922464	1	32	20	17	15	25.6744847726796	25.6426594342927	0.0318253383869376	0.0896574587970136	0.0733737059473828	0.221734479373185	ok	proteomics	0.476579310058176	TRUE	FALSE
VPS53	10	-0.033920367587899	-0.0288293162813481	0.0362954619001181	-0.934562223818639	0.2	0.0190588916017305	0.338796700953688	27	16	15	12	20.1420803885017	20.0371146735993	0.104965714902413	0.105264210123651	0.0863179071547132	0.222656574879221	ok	proteomics	0.477915360790014	TRUE	FALSE
HP1BP3	10	-0.0819746296933283	-0.0714060616558547	0.137476190993512	-0.596282375158307	0.1	0.0527870006322246	0.482286389372285	32	20	17	15	22.6667957645837	22.5857912267094	0.0810045378742537	0.0743621125792039	0.060965776693804	0.222565218739363	ok	proteomics	0.477915360790014	TRUE	FALSE
GRIPAP1	10	-0.0309489919442507	-0.0255230160290107	0.0447905713779062	-0.690971135043766	0.2	0.0831311427008039	0.550231530657708	32	20	17	15	22.8405496410831	22.740520001631	0.10002963945206	0.118949771263805	0.0977275848955064	0.22354465359185	ok	proteomics	0.479498006119807	TRUE	FALSE
SNCB	10	0.00485563666687701	-0.00187288043105069	0.0539615985508073	0.0899831879944255	0.2	0.528612125255688	0.964263921110291	32	20	17	15	23.7086733193085	23.5403239787185	0.16834934059008	0.193328938354997	0.158938396150024	0.223841511827246	ok	proteomics	0.479717751807964	TRUE	FALSE
JPT1	10	-0.0108741512899654	-0.00117253176332939	0.0292800683127643	-0.371384081956697	0.5	0.540817904242618	0.964263921110291	32	20	17	15	21.8418974044842	22.0139817339755	-0.172084329491305	-0.182160264908223	0.14983991278831	0.224099521907147	ok	proteomics	0.479717751807964	TRUE	FALSE
UFSP2	10	0.00627969148193966	0.00156877632303987	0.0412744739538777	0.152144676367212	0.5	0.759765825978067	1	32	20	17	15	21.2768410981585	21.3177855217353	-0.0409444235767964	-0.0766973621598764	0.06308254116448	0.224051402652989	ok	proteomics	0.479717751807964	TRUE	FALSE
RAP1GAP	10	-0.000129570691809705	-0.000705847841795468	0.0113353618009412	-0.0114306622130885	0.4	0.838463781922464	1	30	19	16	14	20.205071145864	20.3320610180136	-0.126989872149601	-0.119465278046346	0.0983610227582166	0.224534285398318	ok	proteomics	0.480325192906557	TRUE	FALSE
CD44	10	0.107068251612938	0.100096359748685	0.0572755010380717	1.86935512867479	1	0.00592153702414877	0.272182974860348	32	20	17	15	27.0080018088792	26.9037945190783	0.104207289800911	0.0903042591117976	0.0743798386018152	0.224711095095304	ok	proteomics	0.480380371974572	TRUE	FALSE
LASP1	10	-0.0148934071585603	0.00879414417200818	0.0417862244771363	-0.356419067406039	0.6	0.610298655976554	0.991220451757667	32	20	17	15	24.6198781610969	24.5414589049538	0.0784192561431318	0.072469049118054	0.0597587944396975	0.225247361693587	ok	proteomics	0.481203396606648	TRUE	FALSE
NDUFA8	10	-0.0105940354015877	-0.0109174146590761	0.0333718272338081	-0.317454460235704	0.4	0.475532659596901	0.905849723120519	20	13	11	9	23.5801787143278	23.652385024963	-0.0722063106352095	-0.0762314418909924	0.0629771983671001	0.226102050944896	ok	proteomics	0.482705116815915	FALSE	FALSE
RPS3A	10	0.0292601371495946	0.0263180728381224	0.0734883266971153	0.39816034007947	0.7	0.262192602406773	0.806593233815048	32	20	17	15	22.9130662704931	22.8388644111225	0.074201859370639	0.0647698486797798	0.0535583315879777	0.226535003121743	ok	proteomics	0.483233057825208	TRUE	FALSE
UROD	10	-0.00551193888669749	-0.00144644194203227	0.0209534684977198	-0.263056156420943	0.4	0.540817904242618	0.964263921110291	32	20	17	15	20.7939739262342	20.7274066885257	0.0665672377085116	0.0671792118081869	0.0555647741197598	0.226653166386422	ok	proteomics	0.483233057825208	TRUE	FALSE
TOMM70	10	-0.0251635321951111	0.000418611545643287	0.0694903216338919	-0.362115638601943	0.5	0.759765825978067	1	32	20	17	15	22.8039377151152	22.9017099365002	-0.0977722213849752	-0.0634936435905607	0.0526151987136131	0.227526587975671	ok	proteomics	0.484770312358076	TRUE	FALSE
DENND10	10	-0.0280136468966809	-0.0206409686017471	0.0348559803146396	-0.803697002460009	0.1	0.0190588916017305	0.338796700953688	27	18	14	13	19.4351379413722	19.1122014572492	0.322936484122977	0.206232828471237	0.171009294278478	0.227827367244698	ok	proteomics	0.485086248464114	TRUE	FALSE
ACTR1B	10	0.00135940030274824	-0.00326354653058248	0.0366599641608572	0.0370813320161318	0.5	0.838463781922464	1	32	20	17	15	22.6732944809114	22.7499286902925	-0.0766342093811581	-0.0791324398738037	0.0656606708290873	0.228136686484444	ok	proteomics	0.485419932914393	TRUE	FALSE
RPS2	10	0.137573727166312	0.0928781367600267	0.184158137480779	0.747041260561573	0.9	0.0108269212771313	0.293188890507795	32	20	17	15	22.8837786228552	22.811881478086	0.0718971447691743	0.0607200821066487	0.0504404203249287	0.228667624592714	ok	proteomics	0.486105758347214	TRUE	FALSE
CASKIN1	10	-0.00680847196936977	-0.00110751733278356	0.0126408080694549	-0.53861050116105	0.2	0.108319380730004	0.596399543069647	32	20	17	15	20.1229172379716	20.2926929693333	-0.169775731361778	-0.106342725340341	0.0883577527355916	0.228764640127564	ok	proteomics	0.486105758347214	TRUE	FALSE
PSMB6	10	0.0246847457192335	0.00677376302829447	0.0593832089962143	0.41568561444376	0.7	0.358951435852626	0.853658649396203	32	20	17	15	22.0878044477274	22.1870351068526	-0.0992306591251406	-0.1225271314327	0.10185464461304	0.228991540983849	ok	proteomics	0.486263078684661	TRUE	FALSE
PCCB	10	-0.0190950971724761	-0.00817109182998104	0.0407430017118757	-0.468671830011736	0.4	0.308063229907199	0.837780909563191	32	20	17	15	22.5421770018494	22.6100389715052	-0.0678619696557661	-0.083057439013899	0.0690907536739906	0.229305476229318	ok	proteomics	0.486604883179094	TRUE	FALSE
PC	10	-0.00629533216330048	-0.00916433701995611	0.0196993039100469	-0.319571300186388	0.3	0.262192602406773	0.806593233815048	32	20	17	15	23.4190932379676	23.26960116527	0.149492072697598	0.0834804637123653	0.0695456505259424	0.229995947113789	ok	proteomics	0.487207698891955	TRUE	FALSE
LSM2	10	0.00380270698340176	-0.000705896141570187	0.0399596900478342	0.0951635755645172	0.5	0.838463781922464	1	32	20	17	15	22.2206704879107	22.1756114459558	0.0450590419549073	0.0438818704257304	0.036561139535498	0.23004902978174	ok	proteomics	0.487207698891955	TRUE	FALSE
TMEM14C	10	-0.00293830336658606	0.00513006975783402	0.0527173032838479	-0.0557369816654929	0.6	0.838463781922464	1	31	19	16	15	21.0022999036143	20.8533087429222	0.148991160692084	0.152879548281129	0.127320095732725	0.229848365132705	ok	proteomics	0.487207698891955	TRUE	FALSE
DFFA	10	0.00415255549534699	0.0156510374561721	0.0503829273559966	0.0824198932707063	0.7	0.414823067184775	0.867355401336879	32	20	17	15	21.7684044189126	21.7198545457334	0.0485498731791694	0.0591298410981827	0.0493325164521963	0.230684410251418	ok	proteomics	0.487903662905426	TRUE	FALSE
DDB1	10	-0.00361132001430439	0.00921093970485887	0.0364507054923082	-0.0990740773197504	0.7	1	1	32	20	17	15	22.8203221466905	22.9006765540288	-0.0803544073382874	-0.0948076540133089	0.0790981390185516	0.23068044634453	ok	proteomics	0.487903662905426	TRUE	FALSE
PRKAR2A	10	-0.0187943807114096	-0.0360734261218314	0.0765543780573804	-0.245503669265297	0.3	0.414823067184775	0.867355401336879	32	20	17	15	21.8778733818046	21.9173131697811	-0.0394397879765087	-0.0333564949896636	0.0278473959869521	0.230982525169932	ok	proteomics	0.488209576455516	TRUE	FALSE
ARFGEF1	10	-0.00718115797202352	-0.02747884055795	0.124701243975992	-0.0575868992406049	0.4	1	1	31	19	17	14	19.6735707870905	19.8231067596556	-0.149535972565083	-0.110772881306245	0.0925194250530196	0.231192282054873	ok	proteomics	0.488328452335028	TRUE	FALSE
LRRC47	10	0.010272366824924	0.0068342584541855	0.0251513399018792	0.408422249669349	0.7	0.308063229907199	0.837780909563191	32	20	17	15	22.9606007569019	23.155376029712	-0.194775272810038	-0.210171864166049	0.175666664229512	0.231531026836192	ok	proteomics	0.488719440189732	TRUE	FALSE
POLR2A	10	0.0225093081908218	0.0300746923313659	0.0474137265463186	0.474742439171753	0.6	0.22127181567247	0.742589494275625	29	20	15	14	21.5285141178956	21.2085458695325	0.319968248363153	0.284292567942458	0.238035337992841	0.232349198128458	ok	proteomics	0.490121219659565	TRUE	FALSE
CLIC1	10	0.00230954503664781	-0.000209346375186378	0.0385078959919709	0.0599758822743618	0.5	1	1	32	20	17	15	24.4372771278791	24.5309896912411	-0.0937125633620433	-0.116788125700859	0.0978377693163729	0.232598618317077	ok	proteomics	0.490322203357603	TRUE	FALSE
SRRM1	10	0.00390308785694701	0.00504716438187772	0.0643894154217304	0.0606169171032695	0.5	1	1	14	13	6	8	20.0022013868931	19.8555446241437	0.14665676274938	0.158163484593962	0.132875633064949	0.23392371490885	ok	proteomics	0.492788964983478	FALSE	FALSE
APOE	10	1.5153171305794	1.56496669857881	0.422050850392205	3.59036625366646	1	0.00592153702414877	0.272182974860348	32	20	17	15	23.6955766194534	23.5089472102541	0.186629409199362	0.215135431666076	0.180863446072296	0.234246531524237	ok	proteomics	0.492816280938226	TRUE	FALSE
ABI1	10	-0.0464090337728297	-0.0806104793432815	0.151714614279234	-0.305896923597702	0.2	0.153576396549984	0.678424684837983	32	20	17	15	23.700181905168	23.6085670088522	0.0916148963157646	0.0780071359559555	0.0655769806156316	0.23422307599055	ok	proteomics	0.492816280938226	TRUE	FALSE
RPL29	10	0.00524196551065553	0.0159944013657824	0.0868021320412132	0.0603898243901045	0.7	0.475532659596901	0.905849723120519	32	20	17	15	22.3462694182868	22.2713658349358	0.0749035833509879	0.10613734617675	0.0893230182082922	0.23473814992325	ok	proteomics	0.493524160545842	TRUE	FALSE
NAA50	10	0.0487242370587026	0.0419595643771329	0.0883674514624074	0.551382169026686	0.7	0.126278928554698	0.629396089976903	29	19	16	13	20.4772576034213	20.4425355700771	0.0347220333441136	0.106338769173364	0.089693634873132	0.235789131466359	ok	proteomics	0.495383577161396	TRUE	FALSE
AIFM1	10	-0.00695476300163497	-0.011292696460477	0.0542084466363105	-0.128296666537876	0.3	0.22127181567247	0.742589494275625	32	20	17	15	22.5116065391243	22.5639550490573	-0.0523485099330259	-0.0752223175894532	0.0634759391966302	0.235996707740341	ok	proteomics	0.495383577161396	TRUE	FALSE
HGS	10	0.00562086798767404	0.000958208750359214	0.0313075351743045	0.179537225028412	0.5	0.610298655976554	0.991220451757667	32	20	17	15	23.5656280472806	23.5804716833366	-0.0148436360560211	0.048675473811724	0.0410826886261749	0.236089752586192	ok	proteomics	0.495383577161396	TRUE	FALSE
CNDP2	10	0.00656634597558945	0.0139827687787411	0.0503239887829379	0.130481429123435	0.7	0.414823067184775	0.867355401336879	32	20	17	15	26.485699253419	26.5601845374004	-0.0744852839813994	-0.101541610377412	0.0859494944188271	0.237439803396457	ok	proteomics	0.497559956919717	TRUE	FALSE
C9orf64	10	-0.000848816160121377	-0.00310656778358465	0.0212883571143385	-0.0398723187309587	0.4	0.683480902201426	1	32	20	17	15	23.1242688058513	23.1942013995874	-0.0699325937361159	-0.0837312111653329	0.0708536561246419	0.23730545564132	ok	proteomics	0.497559956919717	TRUE	FALSE
HPCAL4	10	0.00662556400536552	0.00158249944521281	0.0213696898312669	0.310044930819322	0.6	0.40694121691803	0.867355401336879	29	18	15	14	20.6317895248775	20.7601541199802	-0.128364595102738	-0.153243661767992	0.129955445981937	0.23831793383272	ok	proteomics	0.499071328190838	TRUE	FALSE
ATP2A2	10	-0.066078830923507	-0.0543647633259707	0.05470556526209	-1.2078996096088	0	0.00592153702414871	0.272182974860348	32	20	17	15	22.8014053283467	22.7151547714053	0.0862505569414722	0.0824527855640569	0.0700456302553833	0.23914377753189	ok	proteomics	0.499819719443126	TRUE	FALSE
PEBP1	10	0.0308785992202118	0.0466787988490489	0.067532233462968	0.457242380960855	0.8	0.126278928554698	0.629396089976903	32	20	17	15	28.8396088773671	28.9701456872858	-0.13053680991878	-0.132588066066253	0.112590641075188	0.238951408519537	ok	proteomics	0.499819719443126	TRUE	FALSE
CCDC47	10	-0.0326787334717415	-0.0084327488817504	0.0666430060777779	-0.490355033408948	0.5	0.308063229907199	0.837780909563191	27	17	16	11	18.3097592722226	18.062565806284	0.247193465938658	0.270782983895315	0.230127019610063	0.239328246224154	ok	proteomics	0.499819719443126	TRUE	FALSE
EWSR1	10	0.00766677410729091	0.00691246791044817	0.0575773916354255	0.133155981706087	0.5	0.683480902201426	1	23	16	12	11	20.8340258985463	20.7611643423869	0.0728615561593351	0.0800593783302766	0.0680583016698123	0.239460940720316	ok	proteomics	0.499819719443126	TRUE	FALSE
NUP188	10	0.0109843861462765	-0.00514704761784503	0.0485995698845079	0.226018176135711	0.4	0.918812683274642	1	32	20	17	15	17.0730908276553	16.8702362680896	0.202854559565679	0.248144026996408	0.210859833238508	0.239267437577113	ok	proteomics	0.499819719443126	TRUE	FALSE
ANKFY1	10	-0.0145781571939315	-0.0258116234213313	0.104090290825398	-0.140052997050273	0.4	0.358951435852626	0.853658649396203	32	20	17	15	22.5864138149529	22.6258880995144	-0.0394742845614573	-0.0596782462719441	0.0507891698734726	0.239987061872632	ok	proteomics	0.500589405781535	TRUE	FALSE
COPS3	10	-0.0193069728815261	-0.0222568807841713	0.0292212822768468	-0.660716141701412	0.2	0.102917539402853	0.588505606955251	32	20	17	15	21.8532161071637	21.8977086896078	-0.0444925824440681	-0.03764273604851	0.0320631014603031	0.240386844028538	ok	proteomics	0.500766568994617	TRUE	FALSE
SYNCRIP	10	-0.0262590586498489	-0.0033156284224603	0.072441009969654	-0.362488853494023	0.5	0.414823067184775	0.867355401336879	32	20	17	15	23.2991501500559	23.2448482198361	0.0543019302197827	-0.0556705235756194	0.0474156199827452	0.240356289847829	ok	proteomics	0.500766568994617	TRUE	FALSE
TIAL1	10	0.0129207096532772	0.0003857137902126	0.0822386798313767	0.157112318434221	0.6	0.540817904242618	0.964263921110291	29	18	16	13	19.253457310621	19.1819115316167	0.071545779004289	0.107693287972616	0.0918095567351734	0.240792844607757	ok	proteomics	0.501284056739053	TRUE	FALSE
PRKDC	10	-0.0242831906679498	-0.0442972836785376	0.110747616221931	-0.219266034758598	0.2	0.22127181567247	0.742589494275625	32	20	17	15	21.6742104152269	21.5639326421945	0.110277773032443	0.0792636986797662	0.0676987799714872	0.24166749585184	ok	proteomics	0.501791321347718	TRUE	FALSE
HECTD4	10	-0.0230192727551843	-0.0433148391768922	0.0772159590128694	-0.29811548091176	0.4	0.414823067184775	0.867355401336879	21	17	11	10	19.3360721265828	19.5451662135049	-0.209094086922107	-0.259615697398076	0.221600400900877	0.241378229669613	ok	proteomics	0.501791321347718	TRUE	FALSE
LANCL1	10	-0.0105773804071138	-0.00669037555396867	0.0343996995372425	-0.307484674267644	0.4	0.414823067184775	0.867355401336879	32	20	17	15	24.7438512631429	24.5390799311501	0.204771331992845	0.157041719045821	0.134094162250854	0.241546458446263	ok	proteomics	0.501791321347718	TRUE	FALSE
PDE1B	10	-0.0195186036691085	-0.0213775501356094	0.0230844195572107	-0.845531490221576	0.4	0.0831311427008039	0.550231530657708	26	17	13	13	21.0927100312615	21.312413178034	-0.219703146772414	-0.249317228651914	0.213159801824855	0.242151542966207	ok	proteomics	0.502468400636337	TRUE	FALSE
RPL32	10	0.0500513175497853	0.0283352637723214	0.110193803726429	0.454211723864662	0.7	0.22127181567247	0.742589494275625	28	19	15	13	21.4563812567401	21.5338069369493	-0.0774256802092097	-0.0730316246834963	0.0624713613047048	0.242386842139949	ok	proteomics	0.502607758531713	TRUE	FALSE
PYCR3	10	-0.000778504997113763	0.000261415876646588	0.00759835359482331	-0.102457063546523	0.5	1	1	26	19	14	12	21.0279233817619	21.1322120786179	-0.104288696855999	-0.103728975919415	0.0887577815416078	0.242534709005401	ok	proteomics	0.502607758531713	TRUE	FALSE
PPP2R5D	10	-0.00382921569117493	-0.00958932882377362	0.0248390723150824	-0.154160978421478	0.4	0.475532659596901	0.905849723120519	32	20	17	15	22.1572852423711	22.1801125388465	-0.0228272964753913	-0.0482528367012855	0.0413121219026523	0.242804047410708	ok	proteomics	0.50283832995668	TRUE	FALSE
CNTN2	10	-0.00242633804094197	-0.000472824757016589	0.0140444583733253	-0.172761239803331	0.4	0.918812683274642	1	32	20	17	15	22.4360352912996	22.6278353789821	-0.191800087682417	-0.167612174963432	0.143708590878046	0.243479546065016	ok	proteomics	0.50390919715863	TRUE	FALSE
CDH2	10	-0.00501990646099617	0.00449554009997656	0.0411239766350933	-0.122067632358112	0.5	1	1	32	20	17	15	23.5657235238199	23.6036160166268	-0.0378924928068685	-0.0966009796169487	0.0829689341197253	0.244301237741699	ok	proteomics	0.505281038528182	TRUE	FALSE
SEMA7A	10	-0.0119875276239917	-0.0104779110518048	0.0146518895763147	-0.818155744455645	0.2	0.0414910873877316	0.44582820057862	15	13	7	8	20.4663845591063	20.3745532955652	0.091831263541021	0.232900708938659	0.200243090569047	0.244793044193852	ok	proteomics	0.50531257208348	FALSE	FALSE
ITGA1	10	-0.00238890787889404	-0.00368532711912536	0.007704825796776	-0.310053457651652	0.3	0.343252562436031	0.853658649396203	20	16	9	11	21.4321480215744	20.9719817799103	0.46016624166408	0.271431582219369	0.23329297691197	0.244635034961781	ok	proteomics	0.50531257208348	TRUE	FALSE
TUBA4A	10	0.0078881169080741	0.0118616315992452	0.039058809596182	0.20195487239952	0.7	0.358951435852626	0.853658649396203	32	20	17	15	27.3530635775182	27.5398421401615	-0.186778562643234	-0.162960662704791	0.140081376241288	0.244696231061329	ok	proteomics	0.50531257208348	TRUE	FALSE
MAPK1	10	-0.0294632164600398	-0.025238986324994	0.0979065379233231	-0.30093206322048	0.3	0.262192602406773	0.806593233815048	32	20	17	15	25.9480222142999	26.0626594067411	-0.114637192441212	-0.0640392565294946	0.0551227579732587	0.245334136490812	ok	proteomics	0.506101094797193	TRUE	FALSE
NIBAN1	10	-0.103305385895926	-0.0825824452407088	0.219536070438584	-0.470562243778641	0.3	0.185143724157873	0.704059519908048	29	18	15	14	19.3879112998421	19.2268010096176	0.161110290224446	0.153090963434829	0.131845343992036	0.24558478296131	ok	proteomics	0.506289821516479	TRUE	FALSE
PCBP1	10	0.0509296937304417	0.0278657673394515	0.0611670138483409	0.832633318617093	0.8	0.0249324556028632	0.363845543463064	32	20	17	15	25.0741574263984	25.0333033090561	0.0408541173422314	0.0455729506482973	0.0392936888402917	0.246128893361102	ok	proteomics	0.506398678096619	TRUE	FALSE
CAMKK2	10	-0.0394277759459881	-0.0182201492720365	0.048451472853214	-0.813758047468163	0.2	0.0323129112432441	0.411107258306191	32	20	17	15	20.4961211851152	20.3431884793565	0.152932705758726	0.150942942153625	0.13010175031765	0.245970855368355	ok	proteomics	0.506398678096619	TRUE	FALSE
OPA3	10	-0.00700383942680032	-0.00576753465169364	0.0183707094079599	-0.381250351919758	0.3	0.262192602406773	0.806593233815048	29	18	16	13	20.0977092008711	20.2849884046805	-0.1872792038094	-0.20837340402425	0.179574994202995	0.245898268121141	ok	proteomics	0.506398678096619	TRUE	FALSE
SYP	10	0.00548561403450183	-0.00231818134157418	0.0293463554441292	0.186926585992784	0.3	0.838463781922464	1	32	20	17	15	23.4764138775259	23.5578563438654	-0.0814424663394995	-0.177524817613625	0.15311173702294	0.246274364984429	ok	proteomics	0.506398678096619	TRUE	FALSE
ABI2	10	-0.054650125227049	-0.0494005204020069	0.073888577537181	-0.739628871587748	0.2	0.0527870006322246	0.482286389372285	32	20	17	15	21.8844579565136	21.9787281334827	-0.0942701769690899	-0.0818322743200248	0.0706276368310191	0.246601402924757	ok	proteomics	0.506743580557914	TRUE	FALSE
SYNJ2BP	10	0.0100327280599258	0.00695951058147748	0.0266409017556912	0.376591158660107	0.5	0.358951435852626	0.853658649396203	26	18	14	12	21.3405065942694	21.2664242418135	0.0740823524558678	0.0699154091494855	0.0605129680643178	0.247935280542499	ok	proteomics	0.508827178971413	TRUE	FALSE
PRDX4	10	-0.00424895737195998	-0.000592462091006878	0.0233734558115498	-0.181785586445475	0.5	0.683480902201426	1	31	20	16	15	23.870128511563	23.6271055083238	0.243023003239166	0.143364994483677	0.124070133920052	0.247879284584474	ok	proteomics	0.508827178971413	TRUE	FALSE
ARPC1A	10	0.0111655999731402	-0.011043460844564	0.0930194722992741	0.120035081872071	0.3	0.308063229907199	0.837780909563191	32	20	17	15	24.1521645081616	24.2117651002943	-0.0596005921327425	-0.0603263230055685	0.0523113453181493	0.248821403676102	ok	proteomics	0.510316495869555	TRUE	FALSE
ERBIN	10	0.110748685265614	0.0746634222845366	0.154164777059654	0.718378655474329	0.7	0.0665457213437162	0.514554351548001	32	20	17	15	21.7097321046141	21.6101286112384	0.0996034933756604	0.0990847219892823	0.0860878765831755	0.24974381940148	ok	proteomics	0.511548673223508	TRUE	FALSE
NRAS	10	0.0113038639875014	0.00482970068806714	0.044221672882017	0.255618190149884	0.5	0.475532659596901	0.905849723120519	20	13	10	10	20.9997505685504	21.1696618039964	-0.169911235445969	-0.21496742447811	0.186709396511465	0.249589242253555	ok	proteomics	0.511548673223508	FALSE	FALSE
NLGN3	10	0.000796508522035078	-0.00116710226361601	0.0268646833828554	0.0296489078499022	0.5	1	1	31	20	16	15	19.296127234723	19.3555889917933	-0.0594617570703768	-0.111082250393553	0.0965599050486627	0.249980287312143	ok	proteomics	0.511703535353879	TRUE	FALSE
PIN1	10	-0.0109098640397195	-0.0180054624239592	0.0290755671297553	-0.375224462210217	0.2	0.262192602406773	0.806593233815048	32	20	17	15	22.9296392098368	23.0648900583437	-0.135250848506907	-0.106595737438435	0.092874287865975	0.251075013677163	ok	proteomics	0.513283816521244	TRUE	FALSE
MGST3	10	0.0064679009950116	-0.0116097106366643	0.089832567857292	0.0719995114164665	0.5	1	1	32	20	17	15	23.2218748453611	23.2841087356645	-0.0622338903034034	-0.0745254863971256	0.0649217209758737	0.250998128613917	ok	proteomics	0.513283816521244	TRUE	FALSE
SNCG	10	0.0227315184383657	0.00514436810514995	0.0382769142200495	0.593870193079957	0.6	0.123534253752569	0.629396089976903	32	20	17	15	24.8237364465717	24.6602689275296	0.163467519042115	0.165898875170514	0.144605881313582	0.25127894699919	ok	proteomics	0.513370796663084	TRUE	FALSE
SRP54	10	-0.0126476300477438	-0.0208423612328768	0.0499256245350834	-0.25332943083879	0.2	0.308063229907199	0.837780909563191	32	20	17	15	21.6274231117682	21.4163038736029	0.211119238165274	0.169906763098056	0.148257597165506	0.251785225766831	ok	proteomics	0.514074969938569	TRUE	FALSE
HP	10	0.00170138244038117	0	0.00592552769224928	0.287127582342854	0.4	0.726286148878805	1	32	20	17	15	25.0507806568289	24.6600315415936	0.390749115235366	0.215619832636524	0.188547359579131	0.252796004443107	ok	proteomics	0.515807626769418	TRUE	FALSE
HNRNPD	10	-0.048252271361622	-0.0497734947927305	0.0599795985834641	-0.804478064228405	0.2	0.0323129112432441	0.411107258306191	32	20	17	15	23.716622456447	23.6157279464122	0.100894510034738	0.0875379223536949	0.0766443981772494	0.253399684200144	ok	proteomics	0.516548084817588	TRUE	FALSE
MINDY3	10	-0.000108076336732074	-0.00547668060847034	0.0384928028768682	-0.00280770244447492	0.4	0.838463781922464	1	20	13	13	7	20.1481640966767	20.1911910106678	-0.0430269139911168	-0.0984461513782536	0.0862104212753271	0.253483671927147	ok	proteomics	0.516548084817588	FALSE	FALSE
GPD2	10	0.108083891457861	0.135208809497219	0.122592264228244	0.881653439866553	0.8	0.0323129112432441	0.411107258306191	32	20	17	15	22.8504839036371	22.7516053613452	0.098878542291974	0.0922438386886452	0.080817997647573	0.253712891615089	ok	proteomics	0.51668419220717	TRUE	FALSE
PDE12	10	-0.010161053137137	-0.0111701119581919	0.0174311384001921	-0.582925389257713	0.3	0.102917539402853	0.588505606955251	18	11	11	7	21.352953220158	21.2829414960708	0.0700117240871698	-0.0878570515361786	0.0771478122179657	0.254780509210708	ok	proteomics	0.517706161060263	FALSE	FALSE
NT5DC1	10	0.0267285179878296	0.0500386552964339	0.128530719895869	0.207954316364866	0.8	0.126278928554698	0.629396089976903	31	20	16	15	22.0416151936823	22.0835684692138	-0.0419532755315899	-0.0519015711136618	0.045575765015223	0.254787589505185	ok	proteomics	0.517706161060263	TRUE	FALSE
SLC1A3	10	0.0508887788943216	0.081422942612998	0.201447215443199	0.252615945980502	0.6	0.475532659596901	0.905849723120519	32	20	17	15	26.2661834730349	26.3165842318767	-0.0504007588417998	-0.141261742666622	0.123946141839288	0.254410215020941	ok	proteomics	0.517706161060263	TRUE	FALSE
EIF3A	10	-0.00452499049856226	-0.00120976588956309	0.0508646677317812	-0.0889613694602976	0.4	0.683480902201426	1	32	20	17	15	22.122226988278	22.0798644669625	0.0423625213155461	0.0469173726091582	0.041205820248256	0.254865717768115	ok	proteomics	0.517706161060263	TRUE	FALSE
MTR	10	-0.0301839990649706	-0.0114140284702973	0.0810456158643261	-0.372432225272987	0.4	0.414823067184775	0.867355401336879	28	19	14	14	22.056131911341	22.1838538530781	-0.127721941737072	-0.126794306788069	0.111426625466247	0.255154934232635	ok	proteomics	0.51796288819018	TRUE	FALSE
SIK3	10	-0.0233462369988183	-0.0325939401902769	0.117099700356817	-0.1993705955496	0.4	0.759765825978067	1	32	20	17	15	20.1215511960177	20.0419946367733	0.0795565592443452	0.0700439618006909	0.0616183405475588	0.255647471723115	ok	proteomics	0.518631765019917	TRUE	FALSE
