cell_state	gene	n	remission_adjusted_delta	remission_adjusted_p	formula	remission_adjusted_fdr
Mono_macro	AL008726.1	29	-0.37251917340190144	0.053621716487117194	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06767185115538339
Mono_macro	AL121832.2	29	-0.9759064610767445	0.04052532612605968	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.056123336090867
Mono_macro	AL133342.1	29	-1.548652298279897	0.006666311546983998	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023511212213918005
Mono_macro	AL136162.1	29	-0.7952319492052784	0.05136138503229349	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06596795613430438
Mono_macro	AL138966.2	29	-1.131147049123196	0.009184463999503475	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.026705829775067403
Mono_macro	AL139385.1	29	-0.47934957957564706	0.008575963344268283	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.025849837057058764
Mono_macro	AL158212.2	29	-1.1039172382628306	0.03041191808054855	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04664853166736304
Mono_macro	AL160006.1	29	-0.8127017878654527	0.013746425402561052	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.031527054219288676
Mono_macro	AL356417.3	29	-1.0711595791135158	0.026373356635973864	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04348889360774888
Mono_macro	AL358473.1	29	-0.5517913529694135	0.0012393685214142909	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012778709657305518
Mono_macro	AL390036.1	29	-1.7023013828864715	0.005898720832768722	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02323304285557702
Mono_macro	AL450326.1	29	-0.9982078228599829	0.06757441485365574	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.08060208417497182
Mono_macro	AL645933.2	29	-1.1947587167540785	0.016503196490603545	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03405725853876379
Mono_macro	ALCAM	29	-0.9325077269658172	0.027833629299351296	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04468648079495007
Mono_macro	ANKRD20A4	29	-0.4758256657862864	0.012304259604457446	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.029678420155284043
Mono_macro	ANKRD22	29	-2.624790194174948	0.0010557190538770754	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012377667186547817
Mono_macro	AP000487.1	29	-0.7731074898469462	0.030493630514239038	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04664853166736304
Mono_macro	AP001330.5	29	-1.2024511458071134	0.017903184383460374	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0354338707823494
Mono_macro	AP001412.1	29	-0.8356365437961857	0.018133150962093607	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03559514786167002
Mono_macro	AP4S1	29	-1.3765959757748465	0.025493504997879387	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.042806570784096575
Mono_macro	APOL1	29	-2.124509761931786	0.005649491266523771	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02302909647375249
Mono_macro	APOL3	29	-2.166985670013894	0.007423660324100207	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.024049068521786728
Mono_macro	APOL4	29	-1.3151900117840825	0.022298036826531115	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03985491942410546
Mono_macro	APOL6	29	-1.307170687483167	0.001228003225119716	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012778709657305518
Mono_macro	AREG	29	-1.2841251014351598	0.011513866911926601	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02896546353711122
Mono_macro	ARHGAP29	29	-1.0580501886732936	0.0028146666249804437	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.017205949790036555
Mono_macro	ARHGAP31	29	-1.9632448191743865	0.00014701106306949782	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.007837786068337288
Mono_macro	ARHGEF26	29	-0.6495699716203456	0.01369444369387367	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.031527054219288676
Mono_macro	ARHGEF3	29	-1.991063526694942	9.413163873280711e-05	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.007080790544647911
Mono_macro	ARL3	29	1.0054762603132832	0.004160619816457285	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.020899219012039564
Mono_macro	ARMH1	29	-2.214054267796863	0.009572927591403334	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02723363699834743
Mono_macro	ATG16L1	29	-1.0283493314524124	0.07733560885003395	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0897995860349333
Mono_macro	ATG3	29	-0.4613596377926942	0.017427130225524657	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.034964172689464
Mono_macro	ATG4D	29	-1.8320228765281956	0.007762918872082211	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02452504409166406
Mono_macro	ATP1B3	29	-0.7909529253126587	0.0049231965706131135	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.022325055423400533
Mono_macro	ATP5PB	29	-0.7699210286275875	0.002715981777053619	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.017115201856331287
Mono_macro	ATP6V1B2	29	-0.5167272487397278	0.024089361912221746	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.041522093805664205
Mono_macro	AXL	29	1.5226307150162794	0.018734859250315625	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03618585758753856
Mono_macro	B2M	29	-0.5342926600893007	0.00019786227650511133	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.008181145936638972
Mono_macro	BAG3	29	1.0806201190571925	0.009114686680633022	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.026677986784468193
Mono_macro	BASP1	29	-1.231066555265081	0.0008885692509848922	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012015838368909999
Mono_macro	BEX4	29	0.7855277814156243	0.010214910044251681	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.027912195848027035
Mono_macro	BHLHE41	29	-1.6262165608418089	0.010185612436128397	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.027912195848027035
Mono_macro	BLNK	29	1.4316202684997414	0.004476535453988236	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.021561034686614227
Mono_macro	BLOC1S5	29	-1.4729101495494463	0.03221399238594523	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04830511961715137
Mono_macro	BST1	29	-1.211287223776361	0.020874134779972443	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03850961592135522
Mono_macro	C12ORF60	29	-0.6299135420281656	0.05258428965796159	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0668615612860631
Mono_macro	C14ORF28	29	-0.5504032668146097	0.1238015617080285	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.13250771935275624
Mono_macro	C15ORF41	29	0.7930913106835173	0.07909507774095763	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.09110517697000962
Mono_macro	C1ORF54	29	0.7872325269602214	0.03965795933884492	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.055477402678053275
Mono_macro	C4ORF3	29	-0.48931888816943964	0.0153238701499718	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03294199204556085
Mono_macro	CAB39L	29	-0.9989228688640714	0.06265284136472501	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.07574076612955637
Mono_macro	CAHM	29	-2.005165830403616	0.0006549451071614172	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.011331376879442459
Mono_macro	CALCOCO2	29	-0.718116002583816	0.0001984563965374534	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.008181145936638972
Mono_macro	CALHM6	29	-0.9312964607650571	0.050343379879300536	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06526628975834363
Mono_macro	CARD16	29	-0.7671629982994228	0.01622642184572528	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03392392039724433
Mono_macro	CARD19	29	-0.9657748143125534	0.006168222070267593	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02323304285557702
Mono_macro	CARS	29	-1.8782194456960135	0.0017142957410597284	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.013975041500400534
Mono_macro	CASP4	29	-0.7246019576004594	0.01050265197542636	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.028123555011165154
Mono_macro	CASP5	29	-2.299339808006555	0.0018350262529806584	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.014471036046821565
Mono_macro	CAST	29	-0.42895642644256204	0.028097045383465958	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04491985616978487
Mono_macro	CAVIN1	29	-2.20474241442572	0.0009001186944204933	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012015838368909999
Mono_macro	CC2D1B	29	-1.3343386350879736	0.0108204140830114	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02839008748761313
Mono_macro	CCDC151	29	-1.649385729661207	0.0005841579266884716	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.011331376879442459
Mono_macro	CCDC88C	29	-1.472150508164641	0.024648063857509044	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04210365116849469
Mono_macro	CCDC91	29	0.6853806926542669	0.022071813411498026	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03956808010871613
Mono_macro	CCL23	29	-1.6669510420780278	0.006326871553605463	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023372569185892023
Mono_macro	CCT6B	29	-1.164882295126859	0.03623131013009037	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.052022692469809007
Mono_macro	CD163	29	-1.038947754246303	0.0656307137281328	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.07865350101906939
Mono_macro	CD47	29	-0.46590158762674877	0.0037380415088929726	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.020318925630482515
Mono_macro	CD48	29	-0.43117343030193156	0.006189534983740201	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02323304285557702
Mono_macro	CD53	29	-0.6688135467651086	1.911119371288572e-05	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.005817447366202413
Mono_macro	CD74	29	0.6921578525043761	0.002813755844241812	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.017205949790036555
Mono_macro	CD82	29	-2.6224431975896136	0.00046201090681405365	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.010654251517742267
Mono_macro	CDA	29	-1.7647519331513828	0.006849995840577706	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023511212213918005
Mono_macro	CDC40	29	-0.481112399504266	0.07913340601468642	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.09110517697000962
Mono_macro	CDC42EP4	29	-2.6981821856563015	0.000106452001977289	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.007080790544647911
Mono_macro	CDCA3	29	-0.360086814150548	0.08414700997505667	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0957926177708396
Mono_macro	CDK1	29	-0.8942228435242724	0.10466945101494313	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.11502303570017577
Mono_macro	CDK16	29	-0.5987885143452433	0.03262983064441858	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04859354426693257
Mono_macro	CDKN2B	29	-2.0315740088490033	0.006538535091484232	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023424289638223246
Mono_macro	CEACAM4	29	-1.1914749540641625	0.06849270642409319	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.08137853175446513
Mono_macro	CENPU	29	-1.5746224056259852	0.03527229306329786	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05103388984825767
Mono_macro	CFL2	29	-1.6364974345466297	0.006407697888615984	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023424289638223246
Mono_macro	CHI3L1	29	-2.5882173620025806	0.001243014740724569	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012778709657305518
Mono_macro	CHMP5	29	-0.8171780447608491	0.002750001936651827	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.01713411979142037
Mono_macro	CHRNB1	29	-1.9542517789045162	0.005238687944073601	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.022414244655359346
Mono_macro	CIITA	29	0.716919248217929	0.02358572502432133	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04107137158838499
Mono_macro	CIP2A	29	-1.9809350972052648	0.0056192518229515485	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02302909647375249
Mono_macro	CIRBP	29	0.4628240639352333	0.0042549589306653465	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.021160825744123955
Mono_macro	CLEC10A	29	1.234497240844116	0.00822630238955129	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.025345004528131706
Mono_macro	CLEC12A	29	-1.5854520727465187	7.041570941124705e-05	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.007062896186629864
Mono_macro	CLEC4D	29	-1.6119400155978076	0.06095452133059569	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.07415889805369036
Mono_macro	CLEC4E	29	-1.5091345289898335	0.01438138964213377	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.032000694496092975
Mono_macro	CLEC6A	29	-1.4944745937405979	0.0015077414955749586	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.013718251217325946
Mono_macro	CLEC9A	29	3.16528150291363	2.315541491064527e-05	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.005873756915667018
Mono_macro	CLIP1	29	-0.6642954380229884	0.009215181523250933	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.026705829775067403
Mono_macro	CLIP4	29	-1.3545803134278658	0.018177308756778157	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.035606002481102135
Mono_macro	CLMN	29	-1.4938173972981927	0.02895908694887817	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0455798659112643
Mono_macro	CLU	29	-1.449757101127212	0.028344116553801802	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04504288036272666
Mono_macro	COL24A1	29	-0.5406519647866074	0.006515533694293365	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023424289638223246
Mono_macro	COL4A2	29	-1.9458876289415366	0.002710344974992084	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.017115201856331287
Mono_macro	COL8A1	29	-0.5270616728017106	0.004448132416348409	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0215341584088288
Mono_macro	COLEC12	29	-2.190683987617443	0.0002098457911013166	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.008181145936638972
Mono_macro	CORO1C	29	-0.643689268349092	0.004202344588907456	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02097038840759721
Mono_macro	CPAMD8	29	-0.7674190434860328	0.00930614387606504	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02673399814542284
Mono_macro	CPLANE1	29	1.1914460923518022	0.029091943326776493	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04564735849830291
Mono_macro	CPM	29	-1.806744703932421	0.000700977279542429	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.011331376879442459
Mono_macro	CPNE2	29	-1.3682043174856136	0.036359849636737544	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05215805009153115
Mono_macro	CRADD	29	-2.6828478902451	7.11220162984337e-05	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.007062896186629864
Mono_macro	CREB3L1	29	-0.26665292061366114	0.07936911112211854	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.09130747326369193
Mono_macro	CSE1L	29	-0.7872434867088721	0.08770178271739587	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.09902233924026448
Mono_macro	CST3	29	1.0649061084097173	0.0005986095898905846	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.011331376879442459
Mono_macro	CSTA	29	-0.7079356723152631	0.006727288728750243	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023511212213918005
Mono_macro	CTSB	29	-0.7908869650949993	0.006942249512006493	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023544668136517222
Mono_macro	CTSD	29	0.016676602488655934	0.9699573234709232	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.9699573234709232
Mono_macro	CTSS	29	-0.7250115314038408	0.00024771547102592656	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.008354656651676695
Mono_macro	CTTNBP2	29	2.0311251938105928	0.011584851517392	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.029033770921640323
Mono_macro	CXCL10	29	-2.5203904300209707	0.0178890538720396	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0354338707823494
Mono_macro	CXCL5	29	-3.1065761275281494	9.484765078829955e-05	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.007080790544647911
Mono_macro	CXCL9	29	-2.5554175936415575	0.029890161201830443	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.046326706058234156
Mono_macro	CXCR6	29	-0.47671648067821304	0.004305833863318819	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.021208670355893987
Mono_macro	CYB5R4	29	-0.6771121183861154	0.010837477549476497	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02839008748761313
Mono_macro	CYBB	29	-0.5631086946485739	0.008559538110863811	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.025849837057058764
Mono_macro	CYP27A1	29	-1.9790979216514857	0.0002155859609366393	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.008181145936638972
Mono_macro	CYP27B1	29	-3.005271295804174	0.0002993274802143916	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.008376547124301003
Mono_macro	CYTH1	29	-0.6571742453333871	0.002226570253945707	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.01591004660331158
Mono_macro	DAPL1	29	-1.6879794083246538	0.0061757776079500535	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02323304285557702
Mono_macro	DBR1	29	-1.2709169069697601	0.03232769498899561	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.048380286896019004
Mono_macro	DCAF17	29	-1.3718381397647854	0.028268416917350585	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.045004739067162756
Mono_macro	DCST1-AS1	29	-0.5630613978890061	0.03482540618130102	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05072178775879441
Mono_macro	DECR1	29	-0.756577030223905	0.034880813085713454	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.050753917319747495
Mono_macro	DEFB1	29	-1.4516878006853844	0.019418126073694354	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03680496623183413
Mono_macro	DENND2C	29	-0.5727993506506843	0.11797681121491968	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.1276195498714341
Mono_macro	DGAT2	29	-1.4929339879680101	0.0009473722761295663	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012015838368909999
Mono_macro	DHRS13	29	-0.9087968202451151	0.020673383226367942	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.038278454100403904
Mono_macro	DHX32	29	-1.759794569590667	0.005103374906377353	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.022414244655359346
Mono_macro	DHX57	29	-1.5144022451986274	0.026074648685021223	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.043230517754468734
Mono_macro	DICER1	29	-0.6727600563542309	0.0026471413578465575	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.017115201856331287
Mono_macro	DIXDC1	29	-1.1996495334842976	0.002633340403530434	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.017115201856331287
Mono_macro	DLC1	29	-1.5985246200913708	0.016490340822224572	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03405725853876379
Mono_macro	DLEU7	29	-1.842130996377286	0.0008732028381946817	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012015838368909999
Mono_macro	DLL1	29	-2.2721118989407687	0.0007221705369946902	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.011331376879442459
Mono_macro	DLST	29	-0.8713665066792786	0.07117619119505927	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.08423807387160202
Mono_macro	DNASE1L3	29	1.7646325465373822	0.015190393650430924	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.032814041424872854
Mono_macro	DOCK8	29	-0.4084830500593032	0.05029698714686837	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06526173438834924
Mono_macro	DPYSL3	29	-0.615441209400268	0.019364210527770466	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.036802218175453816
Mono_macro	DST	29	1.269056724327669	0.008868675082207674	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.026524392483432274
Mono_macro	DUOX2	29	-1.666908821745103	0.0012909895501866447	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012842392780288061
Mono_macro	DVL1	29	1.0760588611909847	0.030350711838396542	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04664853166736304
Mono_macro	DYNLT1	29	-0.8395739878788748	0.0008167280630756628	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.011890695228114116
Mono_macro	EAF1-AS1	29	-1.6704015625402953	0.002050088476121936	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.015295267944399935
Mono_macro	EARS2	29	-0.8378691178044166	0.0654499078274061	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.07853278086886896
Mono_macro	EBPL	29	1.0261759068021097	0.002443870347724397	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.016679689099715393
Mono_macro	EFHC1	29	1.5300021244784325	0.0256884149950103	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04288067515368941
Mono_macro	EHF	29	2.84573130042118	1.0872260968607522e-05	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.004136895298555162
Mono_macro	EHMT1	29	0.9016483614714441	0.0035668219519140025	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.01988535901396744
Mono_macro	EIF1B	29	-0.6906720032398289	0.000598742407287146	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.011331376879442459
Mono_macro	EIF4G2	29	-0.43310565745282986	0.0008234724369341863	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.011890695228114116
Mono_macro	ELL2	29	-1.1365511306918399	0.00485933036416544	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.022325055423400533
Mono_macro	ELOB	29	-0.45186197299617525	0.006137208689327345	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02323304285557702
Mono_macro	ELOC	29	-0.6562186007421084	0.0021485968743856438	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.015572211632452142
Mono_macro	ELOVL3	29	-1.0504564833427148	0.010422984221291315	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.028113360680359082
Mono_macro	ELOVL7	29	-0.835786525023468	0.0513000043309213	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06594515914623071
Mono_macro	EMCN	29	-0.825037819650454	0.004062817371442311	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02081276652755856
Mono_macro	EME2	29	-1.1021584076835969	0.04265201188846077	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05811670733593311
Mono_macro	EPB41L3	29	-0.7659442583652198	0.0005318351007133637	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.011056346100118585
Mono_macro	EPHB1	29	-0.5275631060246848	0.003207324189338241	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.01856101679153157
Mono_macro	ERCC5	29	-1.4039253608191797	0.004762521631343168	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.022234840254307674
Mono_macro	ERH	29	-0.4877523649249579	0.0020054384595129637	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.015158068115404244
Mono_macro	ERLIN1	29	-1.5768933234512088	0.005563878805304083	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02302616948799433
Mono_macro	ESYT2	29	-1.0327297365349983	0.01723034826569867	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03482321943969258
Mono_macro	ETFBKMT	29	-1.687784767659617	0.009239503062722091	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.026705829775067403
Mono_macro	ETV7	29	-2.2967355266810197	0.0009469454788772973	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012015838368909999
