cell_state	gene	n	remission_adjusted_delta	remission_adjusted_p	formula	remission_adjusted_fdr
Mono_macro	EXOC3L4	29	-0.4279060719410974	0.07350734802418313	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.08639241984000519
Mono_macro	EXOSC8	29	-0.963739732230919	0.04400011846438782	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.059054832718516984
Mono_macro	FAM111A-DT	29	-1.280897923684448	0.0013403118729720166	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.013230561967532025
Mono_macro	FAM124B	29	-1.1995763290483024	0.029580198515774824	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04611679749672269
Mono_macro	FAM161A	29	1.2417621530613803	0.02743956217217331	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04436541742947818
Mono_macro	FAM177A1	29	-0.607009419614277	0.009696138596437844	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.027257050672191932
Mono_macro	FAM20A	29	-1.6748088008278192	0.002698239111092777	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.017115201856331287
Mono_macro	FAM219A	29	-1.5694645936467433	0.004132556285230731	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02085116389839453
Mono_macro	FAM49A	29	-0.905776910856476	0.0046665743228514744	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.022064099107795457
Mono_macro	FAS	29	-1.2693929721918724	0.07193880135010662	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.08488777703043232
Mono_macro	FBP1	29	-1.2929900343305052	0.018615060628885273	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03613791106781044
Mono_macro	FCER1G	29	-0.5132705945827192	0.0067322105916125885	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023511212213918005
Mono_macro	FCGR1B	29	-2.3469498301463507	0.0010764349798604526	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012377667186547817
Mono_macro	FCGR3A	29	-1.2846620878891382	0.005196849321481487	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.022414244655359346
Mono_macro	FCN1	29	-1.030190378926584	0.0368975263949897	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05278010824546459
Mono_macro	FFAR2	29	-2.911919545711659	8.0936183044993e-05	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.007080790544647911
Mono_macro	FGD6	29	-1.9966585141064106	0.00027575594715666883	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.008376547124301003
Mono_macro	FGR	29	-1.0289496551654576	0.008157426066301116	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.025275060450117084
Mono_macro	FHL2	29	-0.6288223995343918	0.13011775974222906	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.1386829344031321
Mono_macro	FKBP15	29	-1.0323308118090941	0.0010621420489377825	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012377667186547817
Mono_macro	FKBP1A	29	-0.6457031584742687	0.0019220530084361673	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.01477456908504973
Mono_macro	FLVCR2	29	-1.9179474251881317	0.0005124916859761144	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.011056346100118585
Mono_macro	FOLH1	29	-0.8158755745918318	0.00025799531053140914	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.008354656651676695
Mono_macro	FOSL1	29	-1.0683234072227727	0.052167597599451096	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06655413541187306
Mono_macro	FPR1	29	-2.015030314767382	0.01569425273063229	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0334563663633408
Mono_macro	FPR2	29	-3.4280381145971743	0.0012820160942475063	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012842392780288061
Mono_macro	FRMD3	29	-1.4963241546030606	0.008342225028196787	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.025547015076288752
Mono_macro	FRMD6	29	-1.5739039329289133	0.0022678924345734264	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.01605456876939886
Mono_macro	FXYD1	29	-0.9729972072578945	0.02562353245518091	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04288067515368941
Mono_macro	FYCO1	29	-1.6132979994563563	0.008284536906467379	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.025472858932612828
Mono_macro	GAL	29	-0.9808517527099374	0.057835111811679885	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.07138390480161702
Mono_macro	GALNT2	29	-0.8639168487520867	0.019206084625219014	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03672319195927555
Mono_macro	GATM	29	2.118788623833727	0.0011673661934243932	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012778709657305518
Mono_macro	GBE1	29	-1.59246621120829	0.02606155078105764	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.043230517754468734
Mono_macro	GBP1	29	-1.975566390892784	0.0027128689493738146	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.017115201856331287
Mono_macro	GBP2	29	-1.179314485269185	0.005221270807278249	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.022414244655359346
Mono_macro	GCH1	29	-1.4004094070516337	0.00043415339789145785	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.010388258645119284
Mono_macro	GDF15	29	1.9462745312128944	0.02242028626398032	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03995746568358085
Mono_macro	GDPD5	29	-0.8387559632428778	0.15285297516713917	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.16033234197407706
Mono_macro	GEMIN7	29	-0.9869765183714123	0.04621898753861632	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.060957798122854456
Mono_macro	GGA2	29	0.5297612503297018	0.05736176374520345	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.07094221084152462
Mono_macro	GGT5	29	-2.4333902455143583	0.004870051376054946	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.022325055423400533
Mono_macro	GLIPR1	29	0.31856532146202154	0.07803046103868512	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.09010801343010527
Mono_macro	GLIPR2	29	-1.2315345415658396	0.0027581204657674053	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.01713411979142037
Mono_macro	GLRX	29	-0.5272975027140953	0.0310481390342093	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0471609457186293
Mono_macro	GLT1D1	29	-1.7697938559895403	0.004343755688763484	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.021326439220316202
Mono_macro	GLTP	29	-0.5092829743106427	0.12943864296202745	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.13805579158248477
Mono_macro	GMPR	29	-1.5998345339116167	0.0035475172080556747	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.01988535901396744
Mono_macro	GNG7	29	1.3562834020834398	0.018290707584534608	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.035782078333755366
Mono_macro	GOLGA7	29	-0.7575122051110825	0.001187701507027721	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012778709657305518
Mono_macro	GPD2	29	-1.6290466683712013	0.0077829147807317615	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02452504409166406
Mono_macro	GPI	29	-0.5280638846750487	0.007773837498817807	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02452504409166406
Mono_macro	GPR4	29	-0.22308548366256647	0.06112602898363626	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.07430815983473993
Mono_macro	GPX3	29	-1.1037357675034158	0.05277963618057235	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06697778068458236
Mono_macro	GRB10	29	-1.1287843882930284	0.005804452032112278	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023208644650378096
Mono_macro	GSDME	29	-1.12196905317516	0.021649133980197535	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03894796917004805
Mono_macro	GSR	29	-0.7386680784646973	0.015199670962243995	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.032814041424872854
Mono_macro	GSTO1	29	-0.6778415104138931	0.005975736849089854	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02323304285557702
Mono_macro	GSTT2B	29	-1.01273454934894	0.012294525303850333	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.029678420155284043
Mono_macro	GTF2B	29	0.4440524039504443	0.06470616774892335	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0779135975584346
Mono_macro	H2AFX	29	1.1287466001617796	0.0028202588724338313	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.017205949790036555
Mono_macro	H3F3A	29	-0.3777611196224119	0.000282886340026445	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.008376547124301003
Mono_macro	HCK	29	-0.5245330349766538	0.010706913874238569	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.028329196907323537
Mono_macro	HDAC9	29	1.0610445675226625	0.0148500827094236	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.032567472454960694
Mono_macro	HECA	29	-0.6075878311615919	0.02292977475379169	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.040345800202625376
Mono_macro	HFE	29	-2.089902365155089	0.0029751635454064677	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.017969043317891443
Mono_macro	HIPK2	29	-0.5784163613546	0.028220670968089206	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.045004739067162756
Mono_macro	HIVEP2	29	-1.790516243156051	0.008529881544080487	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.025849837057058764
Mono_macro	HK3	29	-1.724931045325325	0.0002974278038293903	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.008376547124301003
Mono_macro	HLA-DMA	29	0.6629358538271957	0.0016638673012599314	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.013975041500400534
Mono_macro	HLA-DPA1	29	0.8226671315810627	0.0015977759371174974	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.013801035522254389
Mono_macro	HLA-DPB1	29	0.9077219623148246	0.001096165461372981	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012450476359773708
Mono_macro	HLA-DQA1	29	1.0667282250724015	0.0007046540730425792	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.011331376879442459
Mono_macro	HLA-DQB1	29	0.9740689413125679	6.249531126176252e-05	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.007062896186629864
Mono_macro	HLA-DRA	29	0.5377470542986733	0.0012845041281344086	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012842392780288061
Mono_macro	HLA-DRB1	29	0.8296375809049696	0.00016993885693503976	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.007837786068337288
Mono_macro	HNRNPM	29	-0.5201276510596163	0.0064235590948502445	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023424289638223246
Mono_macro	HOXA5	29	-1.139278130049222	0.05268160841285145	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06692938898527538
Mono_macro	HSD11B1	29	-2.0731448899172253	0.027806651191402434	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04468648079495007
Mono_macro	HSD17B1	29	-0.7860493119898972	0.04465316398392126	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05956364205392477
Mono_macro	HSD17B8	29	2.022514743486066	0.001591336899811857	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.013801035522254389
Mono_macro	HSD3B7	29	-1.3420557605615444	0.03521104860847922	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05103388984825767
Mono_macro	HSPBAP1	29	1.2918003718534323	0.001377802913096496	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.013328937995177202
Mono_macro	HTRA4	29	-1.9296803662151452	0.0016864865216777176	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.013975041500400534
Mono_macro	ICK	29	-1.295196756776698	0.0407478330345407	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.056328975366549454
Mono_macro	IFI27L1	29	-0.8913822905606923	0.025509566163715896	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.042806570784096575
Mono_macro	IFI30	29	0.7453931817803642	0.007177556859056561	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023676136961150777
