cell_state	gene	n_patient_units	n_remission	n_non_remission	mean_delta_remission	mean_delta_non_remission	raw_delta_remission_minus_non	raw_t	raw_p	raw_fdr	mean_delta	paired_p	paired_fdr	n	remission_adjusted_delta	remission_adjusted_p	formula	remission_adjusted_fdr	approved_name	wave62_score	wave62_call	manual_blocker	prior_context_blocker	max_l2g_score	best_l2g_disease	strong_l2g_disease_count	strong_l2g_diseases	ms_max_l2g_score	strong_qtl_coloc_disease_count	strong_qtl_coloc_diseases	myeloid_qtl_coloc_disease_count	max_qtl_h4	ms_max_relevant_qtl_h4	gwas_catalog_trait_count	chembl_target_id	druggable_activity_count	wave55_score	wave55_genetic_diseases_ge_0_25	has_cross_autoimmune_genetics	has_any_druggability_flag	manual_or_prior_blocked	wave68_posthoc_blocker	perturbation_strength	integrated_score	wave68_call	wave68_call_priority
DC	AC002398.2	29	13	16	-0.05873808487599827	0.0	-0.05873808487599827			1.0	-0.017758025660185525	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC002401.3	29	13	16	0.26730525773740405	0.0	0.26730525773740405			1.0	0.08081321745549425	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC002401.4	29	13	16	-0.06941175699088065	0.0	-0.06941175699088065			1.0	-0.02098494978794066	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC002464.1	29	13	16	-0.035075814989946316	0.0	-0.035075814989946316			1.0	-0.03181294847925364	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC002511.2	29	13	16	0.0	-0.2038168449076976	0.2038168449076976			1.0	-0.07583882601216656	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC002550.2	29	13	16	0.12038228319410542	0.0	0.12038228319410542			1.0	0.0727892875127149	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC003002.3	29	13	16	0.0	0.13375615560324738	-0.13375615560324738			1.0	0.0497697323174874	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC003098.1	29	13	16	0.09441470332309608	0.0	0.09441470332309608			1.0	0.028543980074424397	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC004158.1	29	13	16	0.0	-0.05332864682065605	0.05332864682065605			1.0	-0.01984321742163946	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC004233.2	29	13	16	0.0	0.04652143245729519	-0.04652143245729519			1.0	0.03462060089845223	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC004381.1	29	13	16	0.0	-0.05332864682065605	0.05332864682065605			1.0	-0.01984321742163946	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC004408.1	29	13	16	0.0	0.04571417849095102	-0.04571417849095102			1.0	0.034019853760707736	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC004702.1	29	13	16	0.0	-0.06478553650924924	0.06478553650924924			1.0	-0.048212492285952924	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC004835.1	29	13	16	-0.035075814989946316	0.0	-0.035075814989946316			1.0	-0.03181294847925364	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC004877.1	29	13	16	0.0	0.02992893506363011	-0.02992893506363011			1.0	0.022272695861306126	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC004884.2	29	13	16	0.12601382657606786	0.0	0.12601382657606786			1.0	0.07619440676692475	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC004944.1	29	13	16	0.09441470332309608	0.0	0.09441470332309608			1.0	0.028543980074424397	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC005009.1	29	13	16	-0.05488319627222126	0.0	-0.05488319627222126			1.0	-0.03318518844366867	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC005086.1	29	13	16	-0.06941175699088065	0.0	-0.06941175699088065			1.0	-0.02098494978794066	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC005162.1	29	13	16	-0.06941175699088065	0.0	-0.06941175699088065			1.0	-0.02098494978794066	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC005197.1	29	13	16	0.0	-0.05332864682065605	0.05332864682065605			1.0	-0.01984321742163946	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC005324.3	29	13	16	0.0	0.032120558465620945	-0.032120558465620945			1.0	0.03585550712441408	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC005329.1	29	13	16	-0.11381228121885417	0.0	-0.11381228121885417			1.0	-0.06881672817884206	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC005329.2	29	13	16	0.0	-0.10579305772904268	0.10579305772904268			1.0	-0.039364858689876346	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC005342.1	29	13	16	0.0	0.04652143245729519	-0.04652143245729519			1.0	0.03462060089845223	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC005392.2	29	13	16	0.05805067234204876	0.0	0.05805067234204876			1.0	0.05265060979860237	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC005487.1	29	13	16	0.0	-0.02411622559711791	0.02411622559711791			1.0	-0.0179469585839017	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC005522.1	29	13	16	-0.037750439528641	0.0	-0.037750439528641			1.0	-0.034238770735279055	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC005546.1	29	13	16	0.0	0.0972922065854861	-0.0972922065854861			1.0	0.036201751287622735	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC005586.1	29	13	16	-0.05873808487599827	0.0	-0.05873808487599827			1.0	-0.017758025660185525	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC005695.1	29	13	16	0.0	-0.02411622559711791	0.02411622559711791			1.0	-0.0179469585839017	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC005757.1	29	13	16	0.0	-0.05568607589393414	0.05568607589393414			1.0	-0.04144080066525331	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC005775.1	29	13	16	-0.035075814989946316	0.0	-0.035075814989946316			1.0	-0.03181294847925364	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC005789.1	29	13	16	0.0	0.04571417849095102	-0.04571417849095102			1.0	0.034019853760707736	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC005821.1	29	13	16	0.05805067234204876	0.0	0.05805067234204876			1.0	0.05265060979860237	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC005920.3	29	13	16	-0.035075814989946316	0.0	-0.035075814989946316			1.0	-0.03181294847925364	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC006030.1	29	13	16	0.0	0.02992893506363011	-0.02992893506363011			1.0	0.022272695861306126	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC006042.1	29	13	16	0.0	0.19077449115000794	-0.19077449115000794			1.0	0.07098585717209598	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC006213.3	29	13	16	-0.10081349878466445	0.0	-0.10081349878466445			1.0	-0.030478499632572972	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC006262.2	29	13	16	0.0	0.08471962812115304	-0.08471962812115304			1.0	0.06304716511341621	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC006273.1	29	13	16	0.0	-0.1001735843612961	0.1001735843612961			1.0	-0.07454778371073198	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC006305.2	29	13	16	-0.035075814989946316	0.0	-0.035075814989946316			1.0	-0.03181294847925364	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC006369.1	29	13	16	-0.10237222407102041	0.0	-0.10237222407102041			1.0	-0.030949742161006173	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC006378.1	29	13	16	0.0	0.0972922065854861	-0.0972922065854861			1.0	0.036201751287622735	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC006441.1	29	13	16	-0.10081349878466445	0.0	-0.10081349878466445			1.0	-0.030478499632572972	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC006449.3	29	13	16	-0.17329852336049223	0.0	-0.17329852336049223			1.0	-0.05239257682991626	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC006482.1	29	13	16	-0.035075814989946316	0.0	-0.035075814989946316			1.0	-0.03181294847925364	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC006511.4	29	13	16	0.0	0.04652143245729519	-0.04652143245729519			1.0	0.03462060089845223	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC007100.1	29	13	16	-0.10081349878466445	0.0	-0.10081349878466445			1.0	-0.030478499632572972	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC007298.2	29	13	16	-0.05488319627222126	0.0	-0.05488319627222126			1.0	-0.03318518844366867	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC007308.1	29	13	16	-0.040172782619874337	0.0	-0.040172782619874337			1.0	-0.03643577958546742	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC007349.2	29	13	16	-0.035075814989946316	0.0	-0.035075814989946316			1.0	-0.03181294847925364	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC007362.1	29	13	16	0.0	0.047496711335749474	-0.047496711335749474			1.0	0.017673194915627712	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC007402.1	29	13	16	-0.06941175699088065	0.0	-0.06941175699088065			1.0	-0.02098494978794066	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC007405.1	29	13	16	-0.035075814989946316	0.0	-0.035075814989946316			1.0	-0.03181294847925364	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC007557.3	29	13	16	-0.06941175699088065	0.0	-0.06941175699088065			1.0	-0.02098494978794066	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC007663.2	29	13	16	0.0	-0.02411622559711791	0.02411622559711791			1.0	-0.0179469585839017	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC007687.1	29	13	16	0.0	-0.02411622559711791	0.02411622559711791			1.0	-0.0179469585839017	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC007749.1	29	13	16	0.0	-0.05332864682065605	0.05332864682065605			1.0	-0.01984321742163946	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC007750.1	29	13	16	0.0	-0.05332864682065605	0.05332864682065605			1.0	-0.01984321742163946	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC007786.3	29	13	16	0.0	0.039541395903295216	-0.039541395903295216			1.0	0.044139232636236515	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC007920.2	29	13	16	0.09441470332309608	0.0	0.09441470332309608			1.0	0.028543980074424397	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC007950.1	29	13	16	0.0	-0.06478553650924924	0.06478553650924924			1.0	-0.048212492285952924	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC008073.1	29	13	16	0.0	-0.03430832986664948	0.03430832986664948			1.0	-0.038297670548818025	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC008115.2	29	13	16	0.0	-0.10579305772904268	0.10579305772904268			1.0	-0.039364858689876346	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC008147.1	29	13	16	0.0	-0.05332864682065605	0.05332864682065605			1.0	-0.01984321742163946	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC008269.1	29	13	16	0.0	0.02992893506363011	-0.02992893506363011			1.0	0.022272695861306126	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC008429.3	29	13	16	-0.10237222407102041	0.0	-0.10237222407102041			1.0	-0.030949742161006173	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC008453.1	29	13	16	-0.06941175699088065	0.0	-0.06941175699088065			1.0	-0.02098494978794066	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC008543.5	29	13	16	-0.040172782619874337	0.0	-0.040172782619874337			1.0	-0.03643577958546742	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC008555.5	29	13	16	0.0	-0.06141099885523349	0.06141099885523349			1.0	-0.06855181267560947	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC008592.4	29	13	16	-0.040172782619874337	0.0	-0.040172782619874337			1.0	-0.03643577958546742	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC008619.1	29	13	16	-0.11184455973427844	0.0	-0.11184455973427844			1.0	-0.03381347154757255	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC008641.1	29	13	16	0.0	-0.09532135146368931	0.09532135146368931			1.0	-0.07093681969390832	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC008750.3	29	13	16	0.0	-0.02411622559711791	0.02411622559711791			1.0	-0.0179469585839017	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC008759.2	29	13	16	-0.040172782619874337	0.0	-0.040172782619874337			1.0	-0.03643577958546742	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC008761.1	29	13	16	0.0	0.0972922065854861	-0.0972922065854861			1.0	0.036201751287622735	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC008770.2	29	13	16	-0.040172782619874337	0.0	-0.040172782619874337			1.0	-0.03643577958546742	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC008805.2	29	13	16	0.0	-0.06478553650924924	0.06478553650924924			1.0	-0.048212492285952924	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC008808.1	29	13	16	-0.11381228121885417	0.0	-0.11381228121885417			1.0	-0.06881672817884206	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC008840.1	29	13	16	0.0	-0.02411622559711791	0.02411622559711791			1.0	-0.0179469585839017	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC008870.3	29	13	16	-0.05488319627222126	0.0	-0.05488319627222126			1.0	-0.03318518844366867	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC008870.4	29	13	16	-0.06941175699088065	0.0	-0.06941175699088065			1.0	-0.02098494978794066	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC008914.1	29	13	16	-0.11381228121885417	0.0	-0.11381228121885417			1.0	-0.06881672817884206	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC008937.1	29	13	16	0.21367584039662327	0.0	0.21367584039662327			1.0	0.06459967267804889	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC009060.1	29	13	16	-0.17329852336049223	0.0	-0.17329852336049223			1.0	-0.05239257682991626	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC009061.1	29	13	16	0.0	0.04652143245729519	-0.04652143245729519			1.0	0.03462060089845223	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC009065.3	29	13	16	-0.037750439528641	0.0	-0.037750439528641			1.0	-0.034238770735279055	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC009090.2	29	13	16	-0.10237222407102041	0.0	-0.10237222407102041			1.0	-0.030949742161006173	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC009095.1	29	13	16	0.0	0.02992893506363011	-0.02992893506363011			1.0	0.022272695861306126	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC009107.2	29	13	16	0.0	0.039541395903295216	-0.039541395903295216			1.0	0.044139232636236515	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC009139.1	29	13	16	0.0	0.0972922065854861	-0.0972922065854861			1.0	0.036201751287622735	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC009163.2	29	13	16	0.0	0.02992893506363011	-0.02992893506363011			1.0	0.022272695861306126	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC009271.1	29	13	16	0.0	0.04571417849095102	-0.04571417849095102			1.0	0.034019853760707736	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC009276.1	29	13	16	0.0	0.04571417849095102	-0.04571417849095102			1.0	0.034019853760707736	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC009336.1	29	13	16	0.0	0.1701273240395847	-0.1701273240395847			1.0	0.06330319034031058	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC009387.1	29	13	16	0.0	0.0972922065854861	-0.0972922065854861			1.0	0.036201751287622735	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC009435.1	29	13	16	0.0	-0.06141099885523349	0.06141099885523349			1.0	-0.06855181267560947	0.32303728760298706	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.4907473449581406	0.4907473449581406	DESCRIPTIVE_GENE_SIGNAL	2
