gene	approved_name	wave62_score	wave62_call	manual_blocker	prior_context_blocker	max_l2g_score	best_l2g_disease	strong_l2g_disease_count	strong_l2g_diseases	supporting_l2g_disease_count	supporting_l2g_diseases	ms_max_l2g_score	ms_l2g_study_loci	strong_qtl_coloc_disease_count	strong_qtl_coloc_diseases	relevant_qtl_coloc_disease_count	relevant_qtl_coloc_diseases	myeloid_qtl_coloc_disease_count	max_qtl_h4	ms_max_qtl_h4	ms_max_relevant_qtl_h4	ms_relevant_qtl_biosamples	direction_proxy_values	local_positive_disease_count	local_negative_disease_count	local_positive_diseases	ms_wm_delta_log2	ms_wm_p	ms_wm_fdr	in_lipid_lysosomal_myeloid_neighborhood	residual_retained_disease_count	strict_core_covariate_surviving_disease_count	wave34_call	gwas_catalog_trait_count	chembl_target_id	druggable_activity_count	wave34a_call	wave34a_direction	wave34a_route_reason	wave55_score	wave55_genetic_diseases_ge_0_25	wave61_best_call	wave61_best_manual_blocker	wave61_best_target_suppression	wave61_best_selectivity	gene_norm
TYK2	tyrosine kinase 2	1.4414478540420532	NO_GO_WAVE62_TARGET_RESOLUTION	prior_art_autoimmune_kinase_class	prior_branch_blocker_or_directionality_unresolved	0.9414478540420532	T1D	6	Crohn;PBC;Psoriasis;RA;SLE;T1D	6	Crohn;PBC;Psoriasis;RA;SLE;T1D	0.0		7	AS;Crohn;PBC;Psoriasis;RA;SLE;T1D	6	Crohn;PBC;Psoriasis;RA;SLE;T1D	6	1.0	0.0	0.0		Crohn:CD14-positive, CD16-negative classical monocyte:-0.28;Crohn:CD4-positive, alpha-beta T cell:-0.28;Crohn:blood:-0.28;Crohn:body of pancreas:-0.28;Crohn:fibroblast:-0.0363;Crohn:fibroblast:-0.28;Crohn:frontal cortex:-0.0363;Crohn:frontal cortex:-0.28;Crohn:neutrophil:-0.28;Crohn:sigmoid colon:-0.0363;Crohn:skin of body:-0.0363;Crohn:skin of body:-0.28;Crohn:spleen:-0.28;Crohn:suprapubic skin:-0.28;Crohn:transverse colon:-0.0363;Crohn:transverse colon:-0.28;PBC:CD14-positive, CD16-negative classical monocyte:0.0529;PBC:CD14-positive, CD16-negative classical monocyte:0.205;PBC:CD14-positive, CD16-negative classical monocyte:0.241;PBC:blood:0.0529;PBC:blood:0.205;PBC:blood:0.241;PBC:lymphoblastoid cell line:-0.0529;PBC:lymphoblastoid cell line:-0.205;PBC:lymphoblastoid cell line:-0.241;PBC:neutrophil:-0;PBC:neutrophil:0.0529;PBC:neutrophil:0.205;PBC:neutrophil:0.241;PBC:suprapubic skin:0.0529;PBC:suprapubic skin:0.205;PBC:suprapubic skin:0.241;Psoriasis:CD14-positive, CD16-negative cl	2.0	0.0	psoriasis;type 1 diabetes mellitus	-0.0976695299908261	0.5321339034622258	0.9357323188472788	False	1.0	0.0	PARK_GENETIC_DRUGGABLE_NEEDS_CELL_STATE	36.0	CHEMBL3553	17132.0	DEMOTE_PRIOR_ART_BLOCKED	inhibit TYK2	Direct clinical or therapeutic-class prior art blocks novelty.	18.5	AITD;Crohn;PBC;Psoriasis;RA;SLE;T1D	NO_GO_WAVE61_GUARDRAIL	generic_JAK_STAT_axis	0.6408352558212436	-0.4053316992344634	TYK2
RUNX1	RUNX family transcription factor 1	1.419094443321228	NO_GO_WAVE62_TARGET_RESOLUTION			0.919094443321228	RA	1	RA	1	RA	0.0		0		0		0	0.0	0.0	0.0			2.0	0.0	Crohn disease;ulcerative colitis	-0.4044088648372987	0.0108331283041592	0.8349413280632139	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	5.0		0.0				10.0	Celiac;RA;SLE	NO_GO_WAVE61_GUARDRAIL		0.0	-0.0001246849374553	RUNX1
IRF5	interferon regulatory factor 5	1.4188385009765625	NO_GO_WAVE62_TARGET_RESOLUTION	prior_art_or_crowded_TF_axis	prior_branch_blocker_or_directionality_unresolved	0.9188385009765624	UC	7	Crohn;PBC;Psoriasis;RA;SLE;Sjogren;UC	7	Crohn;PBC;Psoriasis;RA;SLE;Sjogren;UC	0.0		7	Crohn;PBC;Psoriasis;RA;SLE;Sjogren;UC	7	Crohn;PBC;Psoriasis;RA;SLE;Sjogren;UC	7	1.0	0.0	0.0		Crohn:CD14-positive, CD16-negative classical monocyte:-0.00923;Crohn:CD14-positive, CD16-negative classical monocyte:0.00923;Crohn:CD14-positive, CD16-negative classical monocyte:0.0162;Crohn:T cell:0.00923;Crohn:T cell:0.0162;Crohn:blood:-0.00923;Crohn:blood:-0.0162;Crohn:blood:0.00923;Crohn:blood:0.0162;Crohn:body of pancreas:0.00923;Crohn:lymphoblastoid cell line:-0.00923;Crohn:lymphoblastoid cell line:-0.0162;Crohn:lymphoblastoid cell line:0.00923;Crohn:macrophage:-0.00923;Crohn:macrophage:0.00923;Crohn:macrophage:0.0162;Crohn:neutrophil:0.0162;Crohn:skin of body:-0.0162;Crohn:spleen:-0.00923;Crohn:spleen:0.00923;Crohn:suprapubic skin:-0.0162;Crohn:thyroid gland:-0.0162;PBC:CD14-positive, CD16-negative classical monocyte:-0.0521;PBC:T-helper 1 cell:-0.0114;PBC:blood:-0.0521;PBC:blood:0.0114;PBC:blood:0.0662;PBC:blood:0.417;PBC:blood:0.46;PBC:cortex of kidney:0.0521;PBC:dorsolateral prefrontal cortex:0.0521;PBC:lymphoblastoid cell line:-0.0521;PBC:lymphoblastoid cell line:0;PBC:lymp	0.0	0.0		-0.160335979633075	0.5711412387155418	0.9431647247323408	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	21.0		0.0	PARK_PRIOR_ART_OR_CROWDING	inhibit IRF5 activation	Target is plausible but prior-art/crowding risk is high.	18.0	AITD;AS;Crohn;MS;PBC;Psoriasis;RA;SLE;Sjogren;UC	NO_GO_WAVE61_GUARDRAIL		0.0	-0.0036262518537249	IRF5
FOXN3	forkhead box N3	1.336312115192413	NO_GO_WAVE62_TARGET_RESOLUTION			0.8363121151924133	T1D	1	T1D	1	T1D	0.0		0		0		0	0.0	0.0	0.0			0.0	2.0		0.1976575634868602	0.1563323099282382	0.8989378106274888	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				4.0	T1D	NO_GO_WAVE61_GUARDRAIL		0.0	-0.0290688812953411	FOXN3
MYC	MYC proto-oncogene, bHLH transcription factor	1.284252643585205	NO_GO_WAVE62_TARGET_RESOLUTION			0.7842526435852051	RA	2	MS;RA	2	MS;RA	0.6827977895736694	5f67f6ab21693a4070b1f8eaa9f5d054	0		0		0	0.0	0.0	0.0			2.0	2.0	Crohn disease;type 1 diabetes mellitus	0.1796494504019694	0.5466328849061214	0.9390010612097776	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				16.0	AITD;MS;RA;SLE	NO_GO_WAVE61_GUARDRAIL		0.0734323538208265	0.0528308602834423	MYC
MAPK14	mitogen-activated protein kinase 14	1.254088282585144	NO_GO_WAVE62_TARGET_RESOLUTION			0.754088282585144	AS	3	AS;Celiac;T1D	3	AS;Celiac;T1D	0.0		0		0		0	0.0	0.0	0.0			2.0	0.0	psoriasis;ulcerative colitis	0.024228322440198	0.831669682060653	0.9761732664217524	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				14.0	AS;Celiac;RA;T1D;UC	NO_GO_WAVE61_GUARDRAIL		0.0	-0.0355935028077412	MAPK14
ETS2	ETS proto-oncogene 2, transcription factor	1.2288841779557549	NO_GO_WAVE62_TARGET_RESOLUTION			0.234247475862503	Psoriasis	0		0		0.0		2	AS;UC	2	AS;UC	2	0.9946367020932516	0.0	0.0		AS:CD14-positive, CD16-negative classical monocyte:-0;AS:CD14-positive, CD16-negative classical monocyte:-0.0397;UC:CD14-positive, CD16-negative classical monocyte:-0.00998;UC:CD14-positive, CD16-negative classical monocyte:-0.0107;UC:CD14-positive, CD16-negative classical monocyte:-0.0138;UC:CD14-positive, CD16-negative classical monocyte:-0.0143;UC:CD14-positive, CD16-negative classical monocyte:-0.0187;UC:CD14-positive, CD16-negative classical monocyte:-0.0197;UC:CD14-positive, CD16-negative classical monocyte:-0.0549;UC:CD14-positive, CD16-negative classical monocyte:-0.171;UC:CD14-positive, CD16-negative classical monocyte:0.0905	2.0	0.0	Crohn disease;ulcerative colitis	-0.0607605098234369	0.8649092339386921	0.9801638168834976	False	0.0	0.0		0.0		0.0				0.0		NO_GO_WAVE61_GUARDRAIL		0.0	-0.0144257685862167	ETS2
INPP5D	inositol polyphosphate-5-phosphatase D	1.1307186484336853	NO_GO_WAVE62_TARGET_RESOLUTION			0.6307186484336853	Psoriasis	1	Psoriasis	1	Psoriasis	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		-0.3037841690561134	0.0943958111282368	0.8989378106274888	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0		0.0				2.0	Psoriasis			0.0	0.0	INPP5D
CSF2	colony stimulating factor 2	1.0977787971496582	NO_GO_WAVE62_TARGET_RESOLUTION			0.5977787971496582	Psoriasis	1	Psoriasis	1	Psoriasis	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.0	1.0	1.0	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	8.0		0.0				2.5	Psoriasis	NO_GO_WAVE61_GUARDRAIL		0.0	-0.0300935051009289	CSF2
CD40	CD40 molecule	0.9509171346732832	NO_GO_WAVE62_TARGET_RESOLUTION	prior_art_costimulation_axis		0.9517133235931396	RA	1	RA	1	RA	0.0		6	Celiac;Crohn;PBC;Psoriasis;RA;T1D	6	Celiac;Crohn;PBC;Psoriasis;RA;T1D	0	0.9992038110801436	0.0	0.0		Celiac:blood plasma:-0.192;Crohn:blood plasma:-0.00415;PBC:blood plasma:0;Psoriasis:blood plasma:-0.0117;RA:blood plasma:0;RA:dorsolateral prefrontal cortex:0.0349;RA:dorsolateral prefrontal cortex:0.105;RA:dorsolateral prefrontal cortex:0.117;RA:lymphoblastoid cell line:-0.117;RA:lymphoblastoid cell line:0;RA:thyroid gland:0.0349;RA:thyroid gland:0.105;RA:thyroid gland:0.117;T1D:blood plasma:-0.0655	2.0	1.0	Crohn disease;ulcerative colitis	-0.5445775168848961	0.0540269612921963	0.8904676266102052	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	CHEMBL1250358	0.0				24.0	AITD;AS;Crohn;MS;Psoriasis;RA;SLE;UC			0.0	0.0	CD40
MAP3K14	mitogen-activated protein kinase kinase kinase 14	0.9301450550556184	NO_GO_WAVE62_TARGET_RESOLUTION			0.4301450550556183	T1D	0		1	T1D	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		-0.1913507073950526	0.3346744955431435	0.9141270983319502	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	6.0		0.0				2.0	T1D	NO_GO_WAVE61_GUARDRAIL		0.0994831222909603	-0.0142015201876741	MAP3K14
CIITA	class II major histocompatibility complex transactivator	0.8631280672216812	NO_GO_WAVE62_TARGET_RESOLUTION	direct_antigen_presentation_host_defense		0.8668828010559082	Celiac	1	Celiac	1	Celiac	0.0		1	Celiac	1	Celiac	1	0.996245266165773	0.0	0.0		Celiac:CD14-positive, CD16-negative classical monocyte:0.131;Celiac:fibroblast:0.131;Celiac:macrophage:0.131	2.0	0.0	Crohn disease;type 1 diabetes mellitus	-0.1592290360524426	0.5752493711426078	0.944231150833099	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	5.0		0.0				10.0	Celiac;Crohn;RA			0.0	0.0	CIITA
CHST11	carbohydrate sulfotransferase 11	0.7377994656562805	NO_GO_WAVE62_TARGET_RESOLUTION			0.7377994656562805	Celiac	1	Celiac	1	Celiac	0.0		0		0		0	0.0	0.0	0.0			2.0	1.0	Crohn disease;Sjogren syndrome	-0.2506943649676447	0.1533386150844086	0.8989378106274888	False	0.0	0.0		0.0		0.0				4.0	Celiac			0.0	0.0	CHST11
NFKB1	nuclear factor kappa B subunit 1	0.6339803040027618	NO_GO_WAVE62_TARGET_RESOLUTION			0.1339803040027618	PBC	0		0		0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		-0.1807165347874555	0.6530965209801629	0.9541025386945516	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.0		0.0				20.0	AITD;AS;Crohn;PBC;Psoriasis;RA;UC	NO_GO_WAVE61_GUARDRAIL		0.0185665131714457	-0.0207445484518429	NFKB1
TRAFD1	TRAF-type zinc finger domain containing 1	0.5945623219013214	NO_GO_WAVE62_TARGET_RESOLUTION			0.0945623219013214	Crohn	0		0		0.0		0		0		0	0.0	0.0	0.0			1.0	0.0	psoriasis	0.3114017677765446	0.2433679254244176	0.9004758652001262	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	4.0		0.0				3.0	AITD	NO_GO_WAVE61_GUARDRAIL		0.0	-0.0557751862704644	TRAFD1
MAP3K7	mitogen-activated protein kinase kinase kinase 7	0.5615189224481583	NO_GO_WAVE62_TARGET_RESOLUTION			0.0615189224481582	T1D	0		0		0.0		0		0		0	0.0	0.0	0.0			1.0	0.0	type 1 diabetes mellitus	0.0860286578201066	0.6114001490483829	0.9476308467322015	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	5.0		0.0				0.0		NO_GO_WAVE61_GUARDRAIL	broad_NFKB_MAPK_host_defense	0.2001608278741221	-0.0056941980235292	MAP3K7
SYK	spleen associated tyrosine kinase	0.5538840889930725	NO_GO_WAVE62_TARGET_RESOLUTION			0.0538840889930725	T1D	0		0		0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		-0.0717819514112196	0.7728653669980862	0.9733233960040236	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0		0.0				0.5				0.0	0.0	SYK
SOX4	SRY-box transcription factor 4	0.5519176125526428	NO_GO_WAVE62_TARGET_RESOLUTION			0.5519176125526428	Crohn	3	Crohn;RA;T1D	3	Crohn;RA;T1D	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.5311751608170248	0.2211898641027095	0.8993702893651148	False	0.0	0.0		0.0		0.0				16.0	AITD;AS;Crohn;Psoriasis;RA;T1D;UC	NO_GO_WAVE61_GUARDRAIL		0.0	-0.0731591007575336	SOX4
TSC22D1	TSC22 domain family member 1	0.5355917811393738	NO_GO_WAVE62_TARGET_RESOLUTION			0.5355917811393738	Psoriasis	1	Psoriasis	1	Psoriasis	0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		0.5011187293717914	0.1786542100198899	0.8993702893651148	False	0.0	0.0		0.0		0.0				2.0	Psoriasis	NO_GO_WAVE61_GUARDRAIL		0.0	-0.0048101180633716	TSC22D1
LHX2	LIM homeobox 2	0.3330745100975036	NO_GO_WAVE62_TARGET_RESOLUTION			0.3330745100975036	SLE	0		1	SLE	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.1614119352184504	0.8939418631098478	0.9842134382901514	False	0.0	0.0		0.0		0.0				8.0	AS;RA			0.0	0.0	LHX2
DNM1L	dynamin 1 like	0.0717681869864463	NO_GO_WAVE62_TARGET_RESOLUTION			0.0717681869864463	AS	0		0		0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		-0.1084471133018052	0.4251374779291153	0.9195199515584406	False	0.0	0.0		0.0		0.0				0.0		NO_GO_WAVE61_GUARDRAIL		0.0	-0.01810613991651	DNM1L
