gene	target_id	approved_name	wave55_score	closed_axis	n_diseases_genetic_ge_0_25	diseases_genetic_ge_0_25	n_diseases_genetic_ge_0_5	diseases_genetic_ge_0_5	n_diseases_overall_ge_0_3	ms_genetic_association	ms_overall_score	max_overall_score	max_clinical_score	max_literature_score	local_positive_disease_count	local_negative_disease_count	local_positive_diseases	ms_wm_delta_log2	ms_wm_p	ms_wm_fdr	strict_residual_disease_count	in_lipid_lysosomal_myeloid_neighborhood	best_direct_selectivity_score	best_direct_target_suppression	direct_evidence_calls	foundation_recommendation
PDCL3	ENSG00000115539	phosducin like 3	2.0	False	0		0		0	0.0	0.0	0.026985615428867613	0.0	0.0	2	0	Crohn disease;ulcerative colitis	-0.0738739694970505	0.8203970296830171	0.9761732664217524	0	False				
PDE4DIP	ENSG00000178104	phosphodiesterase 4D interacting protein	2.0	False	0		0		0	0.0	0.0	0.09239496367117545	0.0	0.0	2	2	Crohn disease;type 1 diabetes mellitus	0.2619036114596547	0.2544249159158509	0.9016709895684596	0	False				
PDHX	ENSG00000110435	pyruvate dehydrogenase complex component X	2.0	False	0		0		0	0.0	0.0	0.03166683298473623	0.0	0.26044767849519856	1	0	type 1 diabetes mellitus	0.5106424577003112	0.0003284313817801	0.7061565610737713	0	False				
PDP1	ENSG00000164951	pyruvate dehydrogenase phosphatase catalytic subunit 1	2.0	False	0		0		0	0.0	0.0	0.02560962457792286	0.0	0.21062943906227027	2	0	type 1 diabetes mellitus;ulcerative colitis	0.1121228618093184	0.6763154766909527	0.9604606324595966	0	False				
PDSS1	ENSG00000148459	decaprenyl diphosphate synthase subunit 1	2.0	False	1	SLE	0		0	0.0	0.0	0.2068135201799965	0.0	0.0	0	0		0.1026634200237959	0.7992055529800747	0.9754873976997136	0	False				
PECAM1	ENSG00000261371	platelet and endothelial cell adhesion molecule 1	2.0	False	0		0		0	0.0	0.0	0.033386752312085224	0.0	0.0	2	0	Crohn disease;psoriasis	0.1565042158498766	0.43966270337394	0.9214560346888634	0	False				
PELI2	ENSG00000139946	pellino E3 ubiquitin protein ligase family member 2	2.0	False	1	UC	0		0	0.0	0.0	0.2875744076260605	0.0	0.0	0	2		0.0826682708648931	0.7252848400321682	0.9677805697088556	0	False				
PER3	ENSG00000049246	period circadian regulator 3	2.0	False	1	Crohn	0		0	0.0	0.0	0.2811088178236418	0.0	0.021277577916406734	0	2		0.5761285111766572	0.1294387003210964	0.8989378106274888	0	False				
PEX3	ENSG00000034693	peroxisomal biogenesis factor 3	2.0	False	0		0		0	0.0	0.0	0.10690986753009754	0.0	0.0	2	1	Crohn disease;type 1 diabetes mellitus	0.4439854236547198	0.605331999281048	0.9468238779494486	0	False				
PHACTR3	ENSG00000087495	phosphatase and actin regulator 3	2.0	False	1	UC	0		0	0.0	0.0	0.22428336918265562	0.0	0.0	0	2		-1.5935409468083117	0.1843481602239192	0.8993702893651148	0	False				
PHC1	ENSG00000111752	polyhomeotic homolog 1	2.0	False	1	T1D	0		0	0.0	0.0	0.2264012371022699	0.0	0.0	0	1		-0.2052268241019579	0.371273246780832	0.9141270983319502	0	False				
PHIP	ENSG00000146247	PHIP subunit of CUL4-Ring ligase complex	2.0	False	1	T1D	0		0	0.0	0.0	0.24248869103722662	0.0	0.0	0	1		0.182189713179623	0.3009878043787975	0.9075477698307116	0	False				
PICK1	ENSG00000100151	protein interacting with PRKCA 1	2.0	False	0		0		1	0.0	0.35551273213904155	0.35551273213904155	0.0	0.0	2	1	Crohn disease;psoriasis	-0.077280475367921	0.7296029560374775	0.9685875581422176	0	False				
PIEZO1	ENSG00000103335	piezo type mechanosensitive ion channel component 1 (Er blood group)	2.0	False	0		0		0	0.0	0.0	0.03471374188378362	0.0	0.285507347383646	2	1	Crohn disease;type 1 diabetes mellitus	-0.4368143265590394	0.0365784763844778	0.8506970233122761	0	False				
PIK3CB	ENSG00000051382	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	2.0	False	0		0		1	0.0	0.4681647087890833	0.4681647087890833	0.0	0.22272204339220508	2	0	Crohn disease;ulcerative colitis	0.3444610026127783	0.1275385694135675	0.8989378106274888	0	False				
PIKFYVE	ENSG00000115020	phosphoinositide kinase, FYVE-type zinc finger containing	2.0	False	0		0		1	0.0	0.49775372349290975	0.49775372349290975	0.1767389924389785	0.06898325856231867	2	0	Crohn disease;psoriasis	0.018184324050269	0.9141341743012624	0.9881183066087238	0	False				
PITX2	ENSG00000164093	paired like homeodomain 2	2.0	False	1	AS	0		0	0.0	0.0	0.16666038210338677	0.0	0.0	0	0		-0.2095221035623586	0.8416268675204182	0.9761732664217524	0	False				
PJA2	ENSG00000198961	praja ring finger ubiquitin ligase 2	2.0	False	1	Psoriasis	0		0	0.0	0.0	0.18600447839110898	0.0	0.0	0	1		0.2527798122504379	0.2067630563468306	0.8993702893651148	0	False				
PKIG	ENSG00000168734	cAMP-dependent protein kinase inhibitor gamma	2.0	False	1	Psoriasis	0		0	0.0	0.0	0.1690480592757703	0.0	0.0	0	2		-0.2692984422933744	0.8295473090989629	0.9761732664217524	0	False				
PLA2G2A	ENSG00000188257	phospholipase A2 group IIA	2.0	False	0		0		0	0.0	0.0	0.2805380057978789	0.42555155832813474	0.690121754181999	2	0	Crohn disease;ulcerative colitis	0.0	1.0	1.0	0	False				
PLA2G2C	ENSG00000187980	phospholipase A2 group IIC	2.0	False	1	UC	0		0	0.0	0.0	0.27419319856080504	0.0	0.0	0	1		0.0	1.0	1.0	0	False				
PLA2G4A	ENSG00000116711	phospholipase A2 group IVA	2.0	False	1	AS	0		0	0.0	0.0	0.19388669110648804	0.0	0.0	0	1		0.0515638973050567	0.8622080548257594	0.9799447573450102	0	False				
PLCG1	ENSG00000124181	phospholipase C gamma 1	2.0	False	0		0		0	0.0	0.0	0.1847899273423509	0.0	0.0	2	0	psoriasis;type 1 diabetes mellitus	-0.4447841384727908	0.0476444131968569	0.8744776374054363	0	False				
PLCH2	ENSG00000149527	phospholipase C eta 2	2.0	False	1	Celiac	0		0	0.0	0.0	0.17335344283338341	0.0	0.0	0	2		0.464890814761155	0.6306251075359451	0.9500527916792992	0	False				
PLET1	ENSG00000188771	placenta expressed transcript 1	2.0	False	1	SLE	0		0	0.0	0.0	0.16142115891470527	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
PLK1	ENSG00000166851	polo like kinase 1	2.0	False	0		0		1	0.0	0.5261379875719714	0.5261379875719714	0.0	0.0	2	0	Sjogren syndrome;psoriasis	-1.818720560949864	0.0655127037664409	0.8989378106274888	0	False				
PLPP1	ENSG00000067113	phospholipid phosphatase 1	2.0	False	1	T1D	0		0	0.0	0.0	0.22843153205030356	0.0	0.0	0	1		-0.0130845350100443	0.9636511647946244	0.9960253115511778	0	False				
PLSCR5	ENSG00000231213	phospholipid scramblase family member 5	2.0	False	1	SLE	0		0	0.0	0.0	0.17297981446051708	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
PMFBP1	ENSG00000118557	polyamine modulated factor 1 binding protein 1	2.0	False	1	T1D	0		0	0.0	0.0	0.20407887483982073	0.0	0.0	0	1		1.7148651843794216	0.0599907704756453	0.8989378106274888	0	False				
PNOC	ENSG00000168081	prepronociceptin	2.0	False	1	UC	0		0	0.0	0.0	0.2724214551115849	0.0	0.0	0	1		0.0	1.0	1.0	0	False				
PNPT1	ENSG00000138035	polyribonucleotide nucleotidyltransferase 1	2.0	False	1	AITD	0		0	0.0	0.0	0.24485995058987997	0.0	0.012158615952232422	0	0		-0.4217941556253652	0.1583512589364955	0.8989378106274888	0	False				
POC1A	ENSG00000164087	POC1 centriolar protein A	2.0	False	0		0		0	0.0	0.0	0.019103529378375277	0.0	0.0	2	0	psoriasis;type 1 diabetes mellitus	-1.6534059458306554	0.1084924178131636	0.8989378106274888	0	False				
PODXL	ENSG00000128567	podocalyxin like	2.0	False	1	Celiac	0		0	0.0	0.0	0.1790621521783478	0.0	0.0	0	1		-0.3098368554367727	0.6848838850020882	0.9625330737114284	0	False				
POLR1F	ENSG00000105849	RNA polymerase I subunit F	2.0	False	1	AS	0		0	0.0	0.0	0.15283259670484123	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
POM121C	ENSG00000272391	POM121 transmembrane nucleoporin C	2.0	False	1	SLE	0		0	0.0	0.0	0.18499481607346738	0.0	0.0	0	1		0.1877041186053212	0.4872405953859098	0.926038761164836	0	False				
POM121L12	ENSG00000221900	POM121 transmembrane nucleoporin like 12	2.0	False	1	SLE	0		0	0.0	0.0	0.2077371329982529	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
PPAN	ENSG00000130810	peter pan homolog	2.0	False	0		0		1	0.0	0.4619748183558772	0.4619748183558772	0.0	0.0	2	0	Crohn disease;type 1 diabetes mellitus	-0.0476351702147841	0.8957824377873671	0.984377618503351	0	False				
PPARGC1A	ENSG00000109819	PPARG coactivator 1 alpha	2.0	False	1	AS	0		0	0.0	0.0	0.17729902101229175	0.0	0.0	0	1		-1.924697539540789	0.16693135377082	0.8989378106274888	0	False				
PPDPFL	ENSG00000168333	pancreatic progenitor cell differentiation and proliferation factor like	2.0	False	1	UC	0		0	0.0	0.0	0.20766443836760265	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
PPFIA2	ENSG00000139220	PPFI scaffold protein A2	2.0	False	1	UC	0		0	0.0	0.0	0.24501811172504012	0.0	0.0	0	2		-0.73611990082511	0.4452634621828784	0.921965936323299	0	False				
PPHLN1	ENSG00000134283	periphilin 1	2.0	False	1	SLE	0		0	0.0	0.0	0.27752290837522753	0.0	0.11016202322761441	0	0		0.078573888114283	0.5866111378596929	0.9464449594593544	0	False				
PPM1G	ENSG00000115241	protein phosphatase, Mg2+/Mn2+ dependent 1G	2.0	False	0		0		0	0.0	0.0	0.09839792105520367	0.0	0.0	2	1	Crohn disease;psoriasis	0.0008046170297575	0.996484087230886	0.999536131442628	0	False				
PPP1R3B	ENSG00000173281	protein phosphatase 1 regulatory subunit 3B	2.0	False	1	SLE	0		0	0.0	0.0	0.19963443559420557	0.0	0.08164004002926062	0	2		0.3478119052365667	0.2563038346710776	0.9037679420388188	0	False				
PPP2R3A	ENSG00000073711	protein phosphatase 2 regulatory subunit B''alpha	2.0	False	1	T1D	0		0	0.0	0.0	0.29357149436794683	0.0	0.0	0	1		0.8983606504957962	0.36115153464712	0.9141270983319502	0	False				
PPP4R1	ENSG00000154845	protein phosphatase 4 regulatory subunit 1	2.0	False	0		0		1	0.0	0.3325209330629493	0.3325209330629493	0.0	0.0	2	1	psoriasis;ulcerative colitis	-0.2266349932461331	0.1338343109951004	0.8989378106274888	0	False				
PRELID2	ENSG00000186314	PRELI domain containing 2	2.0	False	0		0		0	0.0	0.0	0.09777390373709913	0.0	0.0	2	0	Crohn disease;type 1 diabetes mellitus	1.1231083454712731	0.1402785817125904	0.8989378106274888	0	False				
PRIM2	ENSG00000146143	DNA primase subunit 2	2.0	False	1	Celiac	0		0	0.0	0.0	0.20692624454958783	0.0	0.030396539880581056	0	0		-0.9450364473326128	0.2170835459176399	0.8993702893651148	0	False				
PRKD2	ENSG00000105287	protein kinase D2	2.0	False	1	T1D	0		0	0.0	0.0	0.26462267908652354	0.0	0.09760666694986585	0	0		0.1364495065629682	0.4895461211078127	0.9271619615463814	0	False				
PRKG1	ENSG00000185532	protein kinase cGMP-dependent 1	2.0	False	1	AS	0		0	0.0	0.0	0.24828159398168956	0.0	0.0	0	0		0.4918041440216356	0.6764653166102446	0.9604606324595966	0	False				
PRM2	ENSG00000122304	protamine 2	2.0	False	1	Crohn	0		0	0.0	0.0	0.21664263048876034	0.0	0.06839221473130737	0	0		0.0	1.0	1.0	0	False				
PRMT8	ENSG00000111218	protein arginine methyltransferase 8	2.0	False	1	UC	0		0	0.0	0.0	0.20513908713347367	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
PRPF40A	ENSG00000196504	pre-mRNA processing factor 40A	2.0	False	1	AITD	0		0	0.0	0.0	0.24137666144636133	0.0	0.0	0	0		0.1790760221367122	0.1974261822815881	0.8993702893651148	0	False				
PRR16	ENSG00000184838	proline rich 16	2.0	False	1	UC	0		0	0.0	0.0	0.20363399448815261	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
PRRX1	ENSG00000116132	paired related homeobox 1	2.0	False	0		0		0	0.0	0.0	0.14017668267653877	0.0	0.030396539880581056	2	0	type 1 diabetes mellitus;ulcerative colitis	-0.0355932139764285	0.9744593038394244	0.9978591419243252	0	False				
PRSS53	ENSG00000151006	serine protease 53	2.0	False	1	Psoriasis	0		0	0.0	0.0	0.22932850398612106	0.0	0.03343619386863916	0	1		0.5703320341585023	0.4610610967194574	0.9239963547089984	0	False				
PRSS55	ENSG00000184647	serine protease 55	2.0	False	1	AITD	0		0	0.0	0.0	0.1665345630419278	0.0	0.24624638453505435	0	0		0.0	1.0	1.0	0	False				
PRXL2C	ENSG00000158122	peroxiredoxin like 2C	2.0	False	1	AS	0		0	0.0	0.0	0.2338677907310612	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
PSAP	ENSG00000197746	prosaposin	2.0	False	0		0		1	0.0	0.529188276860166	0.529188276860166	0.0	0.10034988522306655	1	1	type 1 diabetes mellitus	0.4733416802617221	0.0222704205658317	0.8451477443363756	0	False				
PSMG1	ENSG00000183527	proteasome assembly chaperone 1	2.0	False	0		0		0	0.0	0.0	0.10822162845333666	0.0	0.09118961964174316	2	0	Sjogren syndrome;ulcerative colitis	-0.4325697307383338	0.4004673768740654	0.9157809859344704	0	False				
PSMG2	ENSG00000128789	proteasome assembly chaperone 2	2.0	False	0		0		0	0.0	0.0	0.11881146642103241	0.0	0.0	1	2	Sjogren syndrome	0.3913053178008727	0.0363186802773479	0.8506970233122761	0	False				
PTGES3	ENSG00000110958	prostaglandin E synthase 3	2.0	False	1	AITD	0		0	0.0	0.0	0.1668977521011358	0.0	0.0	0	0		0.4320648854278541	0.1500753529637361	0.8989378106274888	0	False	-0.0068671860593831	0.0	null_or_wrong_direction	
PTP4A1	ENSG00000112245	protein tyrosine phosphatase 4A1	2.0	False	0		0		0	0.0	0.0	0.01888129445779932	0.0	0.0	2	0	Crohn disease;type 1 diabetes mellitus	0.3401024888072754	0.1791786702045464	0.8993702893651148	0	False				
PTPN12	ENSG00000127947	protein tyrosine phosphatase non-receptor type 12	2.0	False	0		0		1	0.0	0.45223854989488066	0.45223854989488066	0.0	0.0	2	2	Crohn disease;ulcerative colitis	0.1311346639678614	0.4875995521708531	0.926038761164836	0	False				
PYGL	ENSG00000100504	glycogen phosphorylase L	2.0	False	0		0		0	0.0	0.0	0.0334377373525984	0.0	0.10182840859994653	2	0	psoriasis;type 1 diabetes mellitus	-0.1848427994656614	0.4545074774440426	0.9234563450681982	0	False				
RAB44	ENSG00000255587	RAB44, member RAS oncogene family	2.0	False	1	UC	0		0	0.0	0.0	0.2562441012209232	0.0	0.0	0	0		-0.3837285651524178	0.7096917432197487	0.9669212366619434	0	False				
RAD51C	ENSG00000108384	RAD51 paralog C	2.0	False	0		0		1	0.0	0.3695798546847018	0.3695798546847018	0.0	0.0	2	2	Sjogren syndrome;psoriasis	-0.421516652449986	0.6330295350349253	0.951174723850922	0	False				
RAPGEF4	ENSG00000091428	Rap guanine nucleotide exchange factor 4	2.0	False	1	AS	0		0	0.0	0.0	0.21592325332710197	0.0	0.0	0	0		0.1437773945495326	0.8948088930112741	0.9842134382901514	0	False				
RASA3	ENSG00000185989	RAS p21 protein activator 3	2.0	False	0		0		0	0.0	0.0	0.12745505534556958	0.0	0.0	2	1	Crohn disease;ulcerative colitis	-0.0750173593161473	0.7704249997063175	0.9733233960040236	0	False				
RAVER1	ENSG00000161847	ribonucleoprotein, PTB binding 1	2.0	False	0		0		0	0.0	0.0	0.11351776539885362	0.0	0.030396539880581056	2	1	Crohn disease;type 1 diabetes mellitus	-0.0596808137571418	0.7667134175267714	0.9732130574513772	0	False				
RECQL4	ENSG00000160957	RecQ like helicase 4	2.0	False	0		0		0	0.0	0.0	0.27841435696287875	0.0	0.01823792392834863	2	0	Crohn disease;psoriasis	-0.1913098158967807	0.8338579124203143	0.9761732664217524	0	False				
RGS4	ENSG00000117152	regulator of G protein signaling 4	2.0	False	1	SLE	0		0	0.0	0.0	0.2633545613029081	0.0	0.0	0	0		1.4546491526976395	0.2627871961783414	0.9049965616313804	0	False				
RGS6	ENSG00000182732	regulator of G protein signaling 6	2.0	False	1	AS	0		0	0.0	0.0	0.2428145392119474	0.0	0.0	0	0		-0.3041114765634383	0.7972870117373655	0.9754873976997136	0	False				
RGS7	ENSG00000182901	regulator of G protein signaling 7	2.0	False	1	AITD	0		0	0.0	0.0	0.2578354087145332	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
RHOA	ENSG00000067560	ras homolog family member A	2.0	False	0		0		0	0.0	0.0	0.04686708838217504	0.0	0.024148362238461615	1	0	type 1 diabetes mellitus	0.3112501901114335	0.010265008753075	0.8349413280632139	0	False				
RHOH	ENSG00000168421	ras homolog family member H	2.0	False	1	AITD	0		0	0.0	0.0	0.21207505444154992	0.0	0.030396539880581056	0	0		-0.3334554052974798	0.1247829585782344	0.8989378106274888	0	False				
RNF123	ENSG00000164068	ring finger protein 123	2.0	False	0		0		0	0.0	0.0	0.1532204929634395	0.0	0.07903100368951074	2	0	psoriasis;type 1 diabetes mellitus	-0.7026466043952055	0.0073163155353268	0.8344760564031432	0	False				
RNF141	ENSG00000110315	ring finger protein 141	2.0	False	0		0		0	0.0	0.0	0.08100243187790643	0.0	0.0	2	0	Crohn disease;Sjogren syndrome	-0.008313922671931	0.950649647790263	0.99490243847872	0	False				
RORB	ENSG00000198963	RAR related orphan receptor B	2.0	False	1	Psoriasis	0		0	0.0	0.0	0.1754449738640436	0.0	0.07599134970145263	0	1		0.0	1.0	1.0	0	False				
RP1	ENSG00000104237	RP1 axonemal microtubule associated	2.0	False	1	SLE	0		0	0.0	0.0	0.27933905320645286	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
RPAP1	ENSG00000103932	RNA polymerase II associated protein 1	2.0	False	1	Crohn	0		0	0.0	0.0	0.26538996690376326	0.0	0.0	0	1		-0.1824920963408409	0.4391990888691685	0.9214560346888634	0	False				
RPIA	ENSG00000153574	ribose 5-phosphate isomerase A	2.0	False	1	AITD	0		0	0.0	0.0	0.20114432201894122	0.0	0.0	0	1		0.4271459078426689	0.2330631779360596	0.9004758652001262	0	False				
RPRM	ENSG00000177519	reprimo, TP53 dependent G2 arrest mediator homolog	2.0	False	1	UC	0		0	0.0	0.0	0.2628691814569239	0.0	0.0	0	0		1.3595872388419168	0.2022374952809494	0.8993702893651148	0	False				
RPS23	ENSG00000186468	ribosomal protein S23	2.0	False	1	AS	0		0	0.0	0.0	0.18222218777271432	0.0	0.0	0	1		0.1812317751466636	0.1565818813044183	0.8989378106274888	0	False				
RPS6	ENSG00000137154	ribosomal protein S6	2.0	False	1	SLE	0		0	0.0	0.0	0.16668055917611743	0.0	0.05695129485958867	0	1		0.1411502149075278	0.294075013385691	0.9072437157604004	0	False				
RPS9	ENSG00000170889	ribosomal protein S9	2.0	False	1	Crohn	0		0	0.0	0.0	0.21607908331017897	0.0	0.0	0	0		0.1639836984031113	0.2399096473980295	0.9004758652001262	0	False				
RWDD1	ENSG00000111832	RWD domain containing 1	2.0	False	1	UC	0		0	0.0	0.0	0.2768599460145197	0.0	0.0	0	1		-0.0404083871326541	0.7993416786291629	0.9754873976997136	0	False				
S100A13	ENSG00000189171	S100 calcium binding protein A13	2.0	False	0		0		1	0.0	0.33820581230754454	0.33820581230754454	0.0	0.0	1	1	psoriasis	0.7158992683570791	0.0391456612373678	0.852879556624094	0	False				
S100A6	ENSG00000197956	S100 calcium binding protein A6	2.0	False	0		0		0	0.0	0.0	0.07428555079162505	0.0	0.6109704515996791	2	0	psoriasis;ulcerative colitis	0.469817119457824	0.1737956990226714	0.8993702893651148	0	False				
S100Z	ENSG00000171643	S100 calcium binding protein Z	2.0	False	1	Celiac	0		0	0.0	0.0	0.27195819112712505	0.0	0.0	0	0		-0.6270769619445407	0.5330029823929253	0.9357323188472788	0	False				
SALL1	ENSG00000103449	spalt like transcription factor 1	2.0	False	1	Crohn	0		0	0.0	0.0	0.19663584783694896	0.0	0.0	0	3		-0.0275600656408521	0.9571407509114832	0.995447887770418	0	False				
SAMD9L	ENSG00000177409	sterile alpha motif domain containing 9 like	2.0	False	0		0		0	0.0	0.0	0.013844414346919727	0.0	0.04255515583281348	2	0	Crohn disease;ulcerative colitis	-0.4777422952444325	0.2379517951313894	0.9004758652001262	0	False				
SAXO6	ENSG00000111554	stabilizer of axonemal microtubules 6	2.0	False	1	UC	0		0	0.0	0.0	0.2955424440629588	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
SBK1	ENSG00000188322	SH3 domain binding kinase 1	2.0	False	1	Psoriasis	0		0	0.0	0.0	0.2682170831184275	0.0	0.0	0	0		-1.0929601572855434	0.2918140145094856	0.9055783835864206	0	False				
SCARF1	ENSG00000074660	scavenger receptor class F member 1	2.0	False	0		0		0	0.0	0.0	0.03080078508942305	0.0	0.0	2	1	Crohn disease;ulcerative colitis	-0.0528203454172651	0.7699311026515796	0.9733233960040236	0	False				
SCEL	ENSG00000136155	sciellin	2.0	False	1	AS	0		0	0.0	0.0	0.18323581526809027	0.0	0.0	0	1		0.0	1.0	1.0	0	False				
SCLT1	ENSG00000151466	sodium channel and clathrin linker 1	2.0	False	1	Celiac	0		0	0.0	0.0	0.18166034639249168	0.0	0.0	0	0		-0.62656480712225	0.4124582076437427	0.9182855687364296	0	False				
SCML4	ENSG00000146285	Scm polycomb group protein like 4	2.0	False	1	AITD	0		0	0.0	0.0	0.20136610948203687	0.0	0.0	0	0		-0.5653180414154837	0.55258238082058	0.9394407560829112	0	False				
SCN1A	ENSG00000144285	sodium voltage-gated channel alpha subunit 1	2.0	False	1	T1D	0		1	0.0	0.0	0.3557672770175741	0.4863446380892969	0.01823792392834863	0	0		-0.9089790244237674	0.4783860661291138	0.9259761300234246	0	False				
SCN7A	ENSG00000136546	sodium voltage-gated channel alpha subunit 7	2.0	False	1	UC	0		0	0.0	0.0	0.29712641262883877	0.4863446380892969	0.09118961964174316	0	1		0.0	1.0	1.0	0	False				
SCYGR1	ENSG00000284629	small cysteine and glycine repeat containing 1	2.0	False	1	SLE	0		0	0.0	0.0	0.23238310202907156	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
SDC1	ENSG00000115884	syndecan 1	2.0	False	0		0		0	0.0	0.0	0.018180454340506448	0.0	0.14952733445921831	2	0	Crohn disease;ulcerative colitis	0.7638477344311725	0.4914506783900333	0.9271619615463814	0	False				
SDF2L1	ENSG00000128228	stromal cell derived factor 2 like 1	2.0	False	0		0		0	0.0	0.0	0.025819583915691825	0.0	0.0	2	0	Crohn disease;psoriasis	-0.6117636282907117	0.1347218513033183	0.8989378106274888	0	False				
SDK1	ENSG00000146555	sidekick cell adhesion molecule 1	2.0	False	1	UC	0		0	0.0	0.0	0.23402589053838752	0.0	0.0	0	0		0.235826264900206	0.4084850500598198	0.9175735237914778	0	False				
SEC24A	ENSG00000113615	SEC24 homolog A, COPII component	2.0	False	0		0		0	0.0	0.0	0.12380401157851254	0.0	0.0	2	0	Crohn disease;ulcerative colitis	0.431586029821231	0.1685837048117001	0.8989378106274888	0	False				
SEL1L	ENSG00000071537	SEL1L adaptor subunit of SYVN1 ubiquitin ligase	2.0	False	1	AS	0		0	0.0	0.0	0.17297981446051708	0.0	0.0	0	1		-0.0498567277886685	0.6373383809780909	0.9516720539073452	0	False				
SEMA5B	ENSG00000082684	semaphorin 5B	2.0	False	1	Celiac	0		0	0.0	0.0	0.27547205131467467	0.0	0.0	0	0		-0.5024508263598222	0.6257382408748321	0.9496514626470688	0	False				
SEPTIN9	ENSG00000184640	septin 9	2.0	False	1	UC	0		0	0.0	0.0	0.27480367438185527	0.0	0.09777553661586905	0	0		0.0	1.0	1.0	0	False				
SGCG	ENSG00000102683	sarcoglycan gamma	2.0	False	1	UC	0		0	0.0	0.0	0.18392787059647547	0.0	0.1400571235897573	0	0		1.1770614508818693	0.214059839912703	0.8993702893651148	0	False				
SGSM1	ENSG00000167037	small G protein signaling modulator 1	2.0	False	1	Celiac	0		0	0.0	0.0	0.21918314490957075	0.0	0.0	0	0		-2.205688755312542	0.0265148815880337	0.8472374898464006	0	False				
SGSM3	ENSG00000100359	small G protein signaling modulator 3	2.0	False	0		0		0	0.0	0.0	0.10740464463112835	0.0	0.1168323750347419	2	1	Crohn disease;type 1 diabetes mellitus	-0.1480859068723035	0.1027821330585522	0.8989378106274888	0	False				
SH2D2A	ENSG00000027869	SH2 domain containing 2A	2.0	False	1	AITD	0		0	0.0	0.0	0.27606490811606543	0.0	0.030396539880581056	0	1		-0.946424833172608	0.3920396353884667	0.9157809859344704	0	False				
SH3PXD2A	ENSG00000107957	SH3 and PX domains 2A	2.0	False	1	RA	0		0	0.0	0.0	0.25847314364161356	0.0	0.012158615952232422	0	1		0.0649910340318911	0.8523869964521494	0.9776178645902064	0	False				
SHANK2	ENSG00000162105	SH3 and multiple ankyrin repeat domains 2	2.0	False	1	Psoriasis	0		0	0.0	0.0	0.2781514908860914	0.0	0.3586791705908564	0	0		-0.0551596773973841	0.959288600422966	0.995447887770418	0	False				
SHCBP1L	ENSG00000157060	SHC binding and spindle associated 1 like	2.0	False	1	AITD	0		0	0.0	0.0	0.277416610655893	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
SHE	ENSG00000169291	Src homology 2 domain containing E	2.0	False	1	T1D	0		0	0.0	0.0	0.15505402345979521	0.0	0.0	0	3		-0.4224603153791157	0.4954091671330607	0.9275293950310824	0	False				
SHISA2	ENSG00000180730	shisa family member 2	2.0	False	1	Sjogren	0		0	0.0	0.0	0.2726758193036988	0.0	0.0	0	0		-1.733352943624574	0.1077746162879148	0.8989378106274888	0	False				
SIL1	ENSG00000120725	SIL1 nucleotide exchange factor	2.0	False	0		0		0	0.0	0.0	0.028827228665406743	0.0	0.23709301106853223	2	1	Crohn disease;psoriasis	-0.3387930249875897	0.1028574300232259	0.8989378106274888	0	False				
SIRPA	ENSG00000198053	signal regulatory protein alpha	2.0	False	0		0		0	0.0	0.0	0.042132103434056004	0.0	0.34652055463862397	2	0	Crohn disease;psoriasis	0.1677681996050939	0.2355404004395136	0.9004758652001262	0	False				
SIVA1	ENSG00000184990	SIVA1 apoptosis inducing factor	2.0	False	0		0		0	0.0	0.0	0.08849995782508994	0.0	0.0	1	0	Sjogren syndrome	0.535106158601943	0.0260456265807082	0.8472374898464006	0	False				
SKOR2	ENSG00000215474	SKI family transcriptional corepressor 2	2.0	False	1	AS	0		0	0.0	0.0	0.16226745658752995	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
SLA	ENSG00000155926	Src like adaptor	2.0	False	1	AITD	0		0	0.0	0.0	0.2981349527859821	0.0	0.0	0	0		-0.3110201052103178	0.0857155112688935	0.8989378106274888	0	False				
SLC11A2	ENSG00000110911	solute carrier family 11 member 2	2.0	False	0		0		0	0.0	0.0	0.02068374188957083	0.0	0.1701159241383319	2	0	Crohn disease;ulcerative colitis	-0.1439325886341915	0.2284026709129856	0.9004758652001262	0	False				
SLC13A3	ENSG00000158296	solute carrier family 13 member 3	2.0	False	1	SLE	0		0	0.0	0.0	0.18918088604990377	0.0	0.012158615952232422	0	1		-0.9351988122421866	0.4004591265958765	0.9157809859344704	0	False				
SLC16A11	ENSG00000174326	solute carrier family 16 member 11	2.0	False	1	T1D	0		0	0.0	0.0	0.25298724772329867	0.0	0.030396539880581056	0	0		-0.5770420878496707	0.620008713259048	0.948619874806708	0	False				
