gene	target_id	approved_name	wave55_score	closed_axis	n_diseases_genetic_ge_0_25	diseases_genetic_ge_0_25	n_diseases_genetic_ge_0_5	diseases_genetic_ge_0_5	n_diseases_overall_ge_0_3	ms_genetic_association	ms_overall_score	max_overall_score	max_clinical_score	max_literature_score	local_positive_disease_count	local_negative_disease_count	local_positive_diseases	ms_wm_delta_log2	ms_wm_p	ms_wm_fdr	strict_residual_disease_count	in_lipid_lysosomal_myeloid_neighborhood	best_direct_selectivity_score	best_direct_target_suppression	direct_evidence_calls	foundation_recommendation
SLC16A12	ENSG00000152779	solute carrier family 16 member 12	2.0	False	1	SLE	0		0	0.0	0.0	0.21927453629877086	0.0	0.0	0	1		-1.179213315789966	0.3357432680129031	0.9141270983319502	0	False				
SLC22A16	ENSG00000004809	solute carrier family 22 member 16	2.0	False	1	UC	0		0	0.0	0.0	0.25979792142665453	0.0	0.0	0	1		0.0	1.0	1.0	0	False				
SLC24A2	ENSG00000155886	solute carrier family 24 member 2	2.0	False	1	UC	0		0	0.0	0.0	0.2884163314577441	0.0	0.0	0	0		-1.32119318849025	0.2768522876885324	0.9049965616313804	0	False				
SLC26A1	ENSG00000145217	solute carrier family 26 member 1	2.0	False	1	SLE	0		0	0.0	0.0	0.22444871045553838	0.0	0.0	0	0		-2.0845052199868555	0.0426141385982069	0.8665399879407999	0	False				
SLC35C1	ENSG00000181830	solute carrier family 35 member C1	2.0	False	0		0		1	0.0	0.369233794899744	0.369233794899744	0.0	0.0	2	0	Crohn disease;ulcerative colitis	-1.3016149347558272	0.1346820517860726	0.8989378106274888	0	False				
SLC35F4	ENSG00000151812	solute carrier family 35 member F4	2.0	False	1	SLE	0		0	0.0	0.0	0.2973395434473369	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
SLC36A1	ENSG00000123643	solute carrier family 36 member 1	2.0	False	0		0		1	0.0	0.3695798546847018	0.3695798546847018	0.0	0.0	2	2	type 1 diabetes mellitus;ulcerative colitis	-0.1786002447922321	0.671213044984497	0.958740636050232	0	False				
SLC40A1	ENSG00000138449	solute carrier family 40 member 1	2.0	False	0		0		0	0.0	0.0	0.024392270409190318	0.0	0.20061716321183495	2	1	type 1 diabetes mellitus;ulcerative colitis	0.0783271195631307	0.7422272405942073	0.9695483591044076	0	False				
SLC45A1	ENSG00000162426	solute carrier family 45 member 1	2.0	False	1	Psoriasis	0		0	0.0	0.0	0.2814226179690494	0.0	0.030396539880581056	0	2		0.5941339519785691	0.5646525538670024	0.9421446607973148	0	False				
SLC48A1	ENSG00000211584	solute carrier family 48 member 1	2.0	False	1	AITD	0		0	0.0	0.0	0.2625840202466913	0.0	0.0	0	1		0.1084323520179584	0.6916211188669723	0.9645410601391506	0	False				
SLC4A3	ENSG00000114923	solute carrier family 4 member 3	2.0	False	1	UC	0		0	0.0	0.0	0.19549895433365705	0.0	0.012158615952232422	0	0		-1.1360379651092476	0.2664618891041637	0.9049965616313804	0	False				
SLC68A1	ENSG00000138111	solute carrier family 68 member 1	2.0	False	1	UC	0		0	0.0	0.0	0.20816717681023905	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
SLC9B1	ENSG00000164037	solute carrier family 9 member B1	2.0	False	1	T1D	0		0	0.0	0.0	0.19929995660774305	0.0	0.012158615952232422	0	0		1.9088886741882276	0.0715170472316371	0.8989378106274888	0	False				
SLITRK5	ENSG00000165300	SLIT and NTRK like family member 5	2.0	False	1	AS	0		0	0.0	0.0	0.18766154148244354	0.0	0.0	0	0		-1.6066320166451056	0.0670432088267031	0.8989378106274888	0	False				
SLU7	ENSG00000164609	spliceosome associated SLU7	2.0	False	1	SLE	0		0	0.0	0.0	0.1723897778574046	0.0	0.02735688589252295	0	1		0.2996686410390783	0.0994148556240734	0.8989378106274888	0	False				
SMAD2	ENSG00000175387	SMAD family member 2	2.0	False	0		0		0	0.0	0.0	0.28211032444915163	0.0	0.16203927996330716	2	0	Crohn disease;type 1 diabetes mellitus	0.0210213542618848	0.8162228485634115	0.9761732664217524	0	False				
SMARCE1	ENSG00000073584	SWI/SNF related BAF chromatin remodeling complex subunit E1	2.0	False	1	T1D	0		0	0.0	0.0	0.24482597593918456	0.0	0.09422927362980127	0	0		0.1202464847533519	0.53126952629353	0.9357323188472788	0	False				
SMG7	ENSG00000116698	SMG7 nonsense mediated mRNA decay factor	2.0	False	1	SLE	0		0	0.0	0.0	0.28487624922446525	0.0	0.21429560615809645	0	0		0.2766512504021055	0.1192031026219335	0.8989378106274888	0	False				
SNRK	ENSG00000163788	SNF related kinase	2.0	False	0		0		1	0.0	0.423498337503696	0.423498337503696	0.0	0.0	2	2	psoriasis;ulcerative colitis	-0.0520977742760848	0.7078881698777968	0.9669212366619434	0	False				
SNRPD2	ENSG00000125743	small nuclear ribonucleoprotein D2 polypeptide	2.0	False	0		0		1	0.0	0.44305242457885446	0.44305242457885446	0.0	0.0	2	0	Sjogren syndrome;type 1 diabetes mellitus	0.4867161038071117	0.0697356916276679	0.8989378106274888	0	False				
SNX2	ENSG00000205302	sorting nexin 2	2.0	False	1	SLE	0		0	0.0	0.0	0.1773564607848434	0.0	0.0	0	0		0.0789575259024566	0.6042499230674168	0.9467974668802988	0	False				
SOAT1	ENSG00000057252	sterol O-acyltransferase 1	2.0	False	0		0		0	0.0	0.0	0.013886716047949868	0.0	0.11421296718727393	2	0	psoriasis;type 1 diabetes mellitus	0.1161250027438391	0.405540256964342	0.9169361006874864	0	False				
SON	ENSG00000159140	SON DNA and RNA binding protein	2.0	False	1	Psoriasis	0		2	0.0	0.4619748183558772	0.4619748183558772	0.0	0.0	0	0		-0.1389107394992876	0.2599163350149371	0.9049965616313804	0	False				
SORCS1	ENSG00000108018	sortilin related VPS10 domain containing receptor 1	2.0	False	1	Crohn	0		0	0.0	0.0	0.17729902101229175	0.0	0.0	0	1		1.6513294203417137	0.1576463683912395	0.8989378106274888	0	False				
SOX11	ENSG00000176887	SRY-box transcription factor 11	2.0	False	1	Crohn	0		0	0.0	0.0	0.20670182928573758	0.0	0.0	0	1		-0.7019547579121879	0.4711632647127294	0.9239963547089984	0	False				
SPAG1	ENSG00000104450	sperm associated antigen 1	2.0	False	1	RA	0		0	0.0	0.0	0.2555846461515237	0.0	0.030396539880581056	0	0		-0.399706612641121	0.3094579291727326	0.9088031205133466	0	False				
SPATA31C2	ENSG00000177910	SPATA31 subfamily C member 2	2.0	False	1	Psoriasis	0		0	0.0	0.0	0.2084739040942312	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
SPATA31D1	ENSG00000214929	SPATA31 subfamily D member 1	2.0	False	1	SLE	0		0	0.0	0.0	0.19178202734843156	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
SPATS2L	ENSG00000196141	spermatogenesis associated serine rich 2 like	2.0	False	1	Crohn	0		1	0.0	0.0	0.3029899649157253	0.0	0.0	0	1		0.6526572426768364	0.0640002877145035	0.8989378106274888	0	False				
SPDEF	ENSG00000124664	SAM pointed domain containing ETS transcription factor	2.0	False	1	Celiac	0		0	0.0	0.0	0.28064011086568474	0.0	0.0	0	1		0.0	1.0	1.0	0	False				
SPDYE21	ENSG00000230358	speedy/RINGO cell cycle regulator family member E21	2.0	False	1	SLE	0		0	0.0	0.0	0.18496580429117257	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
SPEF2	ENSG00000152582	sperm flagellar and cilia associated 2	2.0	False	1	AS	0		0	0.0	0.0	0.24586143552661094	0.0	0.0	0	0		-1.1460798193578654	0.327398032587484	0.9136659261486608	0	False				
SPINT1	ENSG00000166145	serine peptidase inhibitor, Kunitz type 1	2.0	False	0		0		0	0.0	0.0	0.03862109481455134	0.0	0.317643841752072	2	1	psoriasis;type 1 diabetes mellitus	0.0824181959860634	0.7526536524773401	0.970415871093437	0	False				
SPP1	ENSG00000118785	secreted phosphoprotein 1	2.0	False	0		0		0	0.0	0.0	0.030232838200606665	0.0	0.24865361583409226	2	0	type 1 diabetes mellitus;ulcerative colitis	0.0019111874426158	0.994792495277153	0.9992380443970746	0	True				
SPPL2C	ENSG00000185294	signal peptide peptidase like 2C	2.0	False	1	SLE	0		0	0.0	0.0	0.17046867176062305	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
SPPL3	ENSG00000157837	signal peptide peptidase like 3	2.0	False	1	SLE	0		0	0.0	0.0	0.23296307576318934	0.0	0.0	0	0		-0.1070466790882811	0.4838164031572308	0.926038761164836	0	False				
SPSB4	ENSG00000175093	splA/ryanodine receptor domain and SOCS box containing 4	2.0	False	1	Crohn	0		0	0.0	0.0	0.23173202248255673	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
SREBF1	ENSG00000072310	sterol regulatory element binding transcription factor 1	2.0	False	0		0		1	0.0	0.3714277539581253	0.3714277539581253	0.0	0.06079307976116211	2	0	Crohn disease;psoriasis	-0.2508282923452505	0.1661248853674225	0.8989378106274888	0	False				
SRGAP2	ENSG00000266028	SLIT-ROBO Rho GTPase activating protein 2	2.0	False	1	SLE	0		0	0.0	0.0	0.21764436479377455	0.0	0.0	0	0		-0.4478063666738272	0.0094610892788707	0.8349413280632139	0	False				
SSU72L6	ENSG00000230268	SSU72 like 6	2.0	False	1	Sjogren	0		0	0.0	0.0	0.1859470496328953	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
ST3GAL2	ENSG00000157350	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	2.0	False	0		0		0	0.0	0.0	0.1462362198336094	0.0	0.0	2	0	Crohn disease;ulcerative colitis	-0.3093876729285227	0.2246710574305573	0.8993702893651148	0	False				
STAM2	ENSG00000115145	signal transducing adaptor molecule 2	2.0	False	1	SLE	0		0	0.0	0.0	0.2999763979877811	0.0	0.0	0	0		0.0238089241535917	0.894010397267725	0.9842134382901514	0	False				
STH	ENSG00000256762	saitohin	2.0	False	1	T1D	0		0	0.0	0.0	0.18829194086043094	0.0	0.012158615952232422	0	1		0.0	1.0	1.0	0	False				
STK11	ENSG00000118046	serine/threonine kinase 11	2.0	False	0		0		0	0.0	0.0	0.19394008576434835	0.0	0.10773884691005951	2	0	Crohn disease;psoriasis	0.0617731801848009	0.683046813716694	0.9617696594904316	0	False				
STMND1	ENSG00000230873	stathmin domain containing 1	2.0	False	1	SLE	0		0	0.0	0.0	0.20317391480292887	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
STOX2	ENSG00000173320	storkhead box 2	2.0	False	1	T1D	0		0	0.0	0.0	0.15740230234523392	0.0	0.0	0	0		-0.2687361583603707	0.7732183972111311	0.9733233960040236	0	False				
STRN	ENSG00000115808	striatin	2.0	False	1	T1D	0		0	0.0	0.0	0.23476861486187453	0.0	0.0	0	1		0.1856132342193852	0.104488854412455	0.8989378106274888	0	False				
STX8	ENSG00000170310	syntaxin 8	2.0	False	1	AS	0		0	0.0	0.0	0.24157718848357623	0.0	0.0	0	1		0.5404699190562479	0.3523080072374657	0.9141270983319502	0	False				
SYNPR	ENSG00000163630	synaptoporin	2.0	False	1	UC	0		0	0.0	0.0	0.19157580450575618	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
SYT13	ENSG00000019505	synaptotagmin 13	2.0	False	1	AITD	0		0	0.0	0.0	0.24085321861833978	0.0	0.0	0	1		0.0	1.0	1.0	0	False				
SYT4	ENSG00000132872	synaptotagmin 4	2.0	False	1	AS	0		0	0.0	0.0	0.16294535604701949	0.0	0.0	0	1		-0.8792439046693965	0.5037918215317962	0.9299116980283588	0	False				
TACC2	ENSG00000138162	transforming acidic coiled-coil containing protein 2	2.0	False	1	T1D	0		0	0.0	0.0	0.24368821852898362	0.0	0.0	0	0		-1.3332097409334684	0.1900859979288996	0.8993702893651148	0	False				
TAFA4	ENSG00000163377	TAFA chemokine like family member 4	2.0	False	1	SLE	0		0	0.0	0.0	0.2650476412794284	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
TBC1D14	ENSG00000132405	TBC1 domain family member 14	2.0	False	1	Crohn	0		0	0.0	0.0	0.2834980672266855	0.0	0.0	0	2		-0.4462335567887265	0.1596076652558684	0.8989378106274888	0	False				
TBC1D5	ENSG00000131374	TBC1 domain family member 5	2.0	False	1	Sjogren	0		0	0.0	0.0	0.23478576971544218	0.0	0.0	0	0		0.0672623639203724	0.7170266077824473	0.9675476994272892	0	False				
TBL1XR1	ENSG00000177565	TBL1X/Y related 1	2.0	False	0		0		0	0.0	0.0	0.14840553775559273	0.0	0.0	2	0	Crohn disease;ulcerative colitis	-0.2423220888250004	0.0765713863131983	0.8989378106274888	0	False				
TBX15	ENSG00000092607	T-box transcription factor 15	2.0	False	1	UC	0		0	0.0	0.0	0.237878482049945	0.0	0.0	0	0		-1.1133560509917024	0.2898328343875567	0.9055783835864206	0	False				
TBX5	ENSG00000089225	T-box transcription factor 5	2.0	False	1	T1D	0		0	0.0	0.0	0.19991616000202767	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
TCHP	ENSG00000139437	trichoplein keratin filament binding	2.0	False	1	AITD	0		0	0.0	0.0	0.26715793186624137	0.0	0.024317231904464845	0	0		-0.3127387270656037	0.2885997443175273	0.9055783835864206	0	False				
TDRKH	ENSG00000182134	tudor and KH domain containing	2.0	False	1	Crohn	0		0	0.0	0.0	0.2774846792645928	0.0	0.0	0	1		-1.208353732474949	0.2764343081216937	0.9049965616313804	0	False				
TENM2	ENSG00000145934	teneurin transmembrane protein 2	2.0	False	1	SLE	0		0	0.0	0.0	0.24879893743648385	0.0	0.0	0	1		0.2584575866977283	0.7725468963777731	0.9733233960040236	0	False				
TENM3	ENSG00000218336	teneurin transmembrane protein 3	2.0	False	1	UC	0		0	0.0	0.0	0.26617852563534167	0.0	0.012158615952232422	0	0		-2.256608358881176	0.0999095494989009	0.8989378106274888	0	False				
TEX48	ENSG00000230601	testis expressed 48	2.0	False	1	Crohn	0		0	0.0	0.0	0.2640458266615331	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
TEX9	ENSG00000151575	testis expressed 9	2.0	False	0		0		0	0.0	0.0	0.02096599059789521	0.0	0.0	2	1	Crohn disease;type 1 diabetes mellitus	-1.4687341324779672	0.2175687571936216	0.8993702893651148	0	False				
TFCP2L1	ENSG00000115112	transcription factor CP2 like 1	2.0	False	1	Celiac	0		1	0.0	0.42403450289571015	0.42403450289571015	0.0	0.012158615952232422	0	2		-0.4576363871782511	0.1937837037253225	0.8993702893651148	0	False				
THAP5	ENSG00000177683	THAP domain containing 5	2.0	False	1	T1D	0		0	0.0	0.0	0.15614456782900418	0.0	0.0	0	2		0.0640530117194391	0.8068483530277589	0.9761732664217524	0	False				
THAP6	ENSG00000174796	THAP domain containing 6	2.0	False	1	SLE	0		0	0.0	0.0	0.2350478669019503	0.0	0.0	0	0		-0.544318534950258	0.1116466113378606	0.8989378106274888	0	False				
THBS1	ENSG00000137801	thrombospondin 1	2.0	False	0		0		0	0.0	0.0	0.013669996083251647	0.0	0.11243052775872671	2	0	type 1 diabetes mellitus;ulcerative colitis	-0.3781946529852629	0.6414116282574588	0.9522989948798676	0	False				
THSD7B	ENSG00000144229	thrombospondin type 1 domain containing 7B	2.0	False	1	RA	0		0	0.0	0.0	0.2519541707794922	0.0	0.0	0	0		-0.7903202932482258	0.4593324833876981	0.9239963547089984	0	False				
THUMPD2	ENSG00000138050	THUMP domain 2 tRNA and snRNA guanosine methyltransferase	2.0	False	1	SLE	0		0	0.0	0.0	0.1953957435240835	0.0	0.0	0	0		0.1388538345315986	0.7160468751879577	0.9671696940017394	0	False				
TIMM44	ENSG00000104980	translocase of inner mitochondrial membrane 44	2.0	False	0		0		1	0.0	0.3695798546847018	0.3695798546847018	0.0	0.0	2	0	psoriasis;type 1 diabetes mellitus	-0.368137326619566	0.0418611098135503	0.8637425879971958	0	False				
TMC1	ENSG00000165091	transmembrane channel like 1	2.0	False	1	AS	0		0	0.0	0.0	0.23271632981023715	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
TMEM116	ENSG00000198270	transmembrane protein 116	2.0	False	1	SLE	0		0	0.0	0.0	0.19256658146222594	0.0	0.021277577916406734	0	0		-0.3030200186112415	0.6217618821311358	0.9490245393797272	0	False				
TMEM132D	ENSG00000151952	transmembrane protein 132D	2.0	False	1	UC	0		0	0.0	0.0	0.2297890271773312	0.0	0.0	0	1		0.0	1.0	1.0	0	False				
TMEM17	ENSG00000186889	transmembrane protein 17	2.0	False	1	Crohn	0		0	0.0	0.0	0.26563018810440137	0.0	0.0	0	0		-0.727654424472945	0.3930714585010086	0.9157809859344704	0	False				
TMEM179	ENSG00000258986	transmembrane protein 179	2.0	False	1	Celiac	0		0	0.0	0.0	0.2741829772551621	0.0	0.0	0	1		0.0	1.0	1.0	0	False				
TMEM196	ENSG00000173452	transmembrane protein 196	2.0	False	1	Psoriasis	0		0	0.0	0.0	0.23718978115104605	0.0	0.0	0	1		0.0	1.0	1.0	0	False				
TMEM200C	ENSG00000206432	transmembrane protein 200C	2.0	False	0		0		0	0.0	0.0	0.13593966423360374	0.0	0.0	2	0	Crohn disease;Sjogren syndrome	1.549636682036697	0.1786702939827814	0.8993702893651148	0	False				
TMEM217	ENSG00000172738	transmembrane protein 217	2.0	False	1	AS	0		0	0.0	0.0	0.21107128324736474	0.0	0.0	0	0		0.2369662237639733	0.819265384059092	0.9761732664217524	0	False				
TMEM217B	ENSG00000286105	transmembrane protein 217B	2.0	False	1	AS	0		0	0.0	0.0	0.20096106821725923	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
TMEM266	ENSG00000169758	transmembrane protein 266	2.0	False	1	UC	0		0	0.0	0.0	0.2945042545938934	0.0	0.0	0	0		0.3780440082909431	0.7111198148945815	0.9669212366619434	0	False				
TMEM45A	ENSG00000181458	transmembrane protein 45A	2.0	False	0		0		0	0.0	0.0	0.025847781997705988	0.0	0.0	2	0	Sjogren syndrome;type 1 diabetes mellitus	0.0	1.0	1.0	0	False				
TMTC2	ENSG00000179104	transmembrane O-mannosyltransferase targeting cadherins 2	2.0	False	0		0		0	0.0	0.0	0.14859984169185048	0.0	0.0	2	0	Crohn disease;type 1 diabetes mellitus	-1.2334300835272245	0.1009905402930082	0.8989378106274888	0	False				
TNFRSF13B	ENSG00000240505	TNF receptor superfamily member 13B	2.0	False	1	SLE	0		0	0.0	0.0	0.2805336200906106	0.0	0.6962251931604148	0	1		0.0	1.0	1.0	0	False				
TNFRSF4	ENSG00000186827	TNF receptor superfamily member 4	2.0	False	0		0		0	0.0	0.0	0.052364948321709424	0.0	0.4306818187813128	2	0	Crohn disease;Sjogren syndrome	1.3576975710509442	0.1998018064134559	0.8993702893651148	0	False				
TNFSF10	ENSG00000121858	TNF superfamily member 10	2.0	False	0		0		0	0.0	0.0	0.029371332340359217	0.0	0.24156805721761776	2	0	psoriasis;type 1 diabetes mellitus	-0.4322101223605017	0.1192901302669038	0.8989378106274888	0	False				
TNP2	ENSG00000178279	transition protein 2	2.0	False	1	PBC	0		0	0.0	0.0	0.2503371296619905	0.0	0.030396539880581056	0	0		0.0	1.0	1.0	0	False				
TNPO1	ENSG00000083312	transportin 1	2.0	False	1	AITD	0		0	0.0	0.0	0.18509729345794573	0.0	0.0	0	1		0.2116397674806336	0.1639379360984561	0.8989378106274888	0	False				
TNRC6A	ENSG00000090905	trinucleotide repeat containing adaptor 6A	2.0	False	1	AS	0		0	0.0	0.0	0.2238745699989507	0.0	0.0	0	0		-0.032019272576429	0.8085800487366792	0.9761732664217524	0	False				
TOX	ENSG00000198846	thymocyte selection associated high mobility group box	2.0	False	1	SLE	0		0	0.0	0.0	0.18894920658784203	0.0	0.030396539880581056	0	2		-1.3561842999103098	0.1744130616258168	0.8993702893651148	0	False				
TOX3	ENSG00000103460	TOX high mobility group box family member 3	2.0	False	0		0		0	0.0	0.0	0.10801789891627706	0.0	0.0	2	0	type 1 diabetes mellitus;ulcerative colitis	0.0	1.0	1.0	0	False				
TP53	ENSG00000141510	tumor protein p53	2.0	False	0		0		2	0.0	0.4698044817612213	0.4698044817612213	0.0	0.9477972590328113	2	0	type 1 diabetes mellitus;ulcerative colitis	-0.1318970509071508	0.6369465311516589	0.9516720539073452	0	False				
TPRG1	ENSG00000188001	tumor protein p63 regulated 1	2.0	False	1	UC	0		0	0.0	0.0	0.20832845976124081	0.0	0.0	0	0		-1.3291300675291349	0.2719188115563462	0.9049965616313804	0	False				
TRANK1	ENSG00000168016	tetratricopeptide repeat and ankyrin repeat containing 1	2.0	False	1	UC	0		0	0.0	0.0	0.20811950675547322	0.0	0.0	0	0		0.0213126309858306	0.8803394502243416	0.9829791567022153	0	False				
TRAPPC5	ENSG00000181029	trafficking protein particle complex subunit 5	2.0	False	0		0		1	0.0	0.4347519295921756	0.4347519295921756	0.0	0.0	2	0	Crohn disease;psoriasis	0.5589604686971068	0.5038594195703181	0.9299116980283588	0	False				
TRIM22	ENSG00000132274	tripartite motif containing 22	2.0	False	0		0		1	0.0	0.0	0.46659848046785096	0.0	0.03647584785669726	2	1	Crohn disease;ulcerative colitis	-0.3234664427861329	0.0650580012010343	0.8989378106274888	0	False	-0.011492191273493	0.0	null_or_wrong_direction	
TRIML1	ENSG00000184108	tripartite motif family like 1	2.0	False	1	Sjogren	0		0	0.0	0.0	0.2083258934204921	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
TRPC7	ENSG00000069018	transient receptor potential cation channel subfamily C member 7	2.0	False	1	T1D	0		1	0.0	0.0	0.3039590283996451	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
TSC22D1	ENSG00000102804	TSC22 domain family member 1	2.0	False	1	Psoriasis	0		1	0.0	0.0	0.30589899312130453	0.0	0.0	0	1		0.5011187293717914	0.1786542100198899	0.8993702893651148	0	False	-0.0048101180633716	0.0	null_or_wrong_direction	
TTC6	ENSG00000139865	tetratricopeptide repeat domain 6	2.0	False	1	AITD	0		0	0.0	0.0	0.29361583809264347	0.0	0.0	0	0		-0.9696692883536366	0.3405024348140535	0.9141270983319502	0	False				
TTK	ENSG00000112742	TTK protein kinase	2.0	False	0		0		1	0.0	0.3751572347557488	0.3751572347557488	0.0	0.0	2	0	Crohn disease;psoriasis	-0.3512816609561233	0.7435230068274352	0.9698808796025667	0	False				
TTN	ENSG00000155657	titin	2.0	False	1	RA	0		1	0.0	0.4189903223592969	0.4189903223592969	0.0	0.06079307976116211	0	0		0.0157469558599263	0.9552992555435792	0.995447887770418	0	False				
TUBA3C	ENSG00000198033	tubulin alpha 3c	2.0	False	1	UC	0		0	0.0	0.0	0.25870589827929125	0.42555155832813474	0.0	0	0		0.0	1.0	1.0	0	False				
TUBB2A	ENSG00000137267	tubulin beta 2A class IIa	2.0	False	0		0		0	0.0	0.0	0.25870589827929125	0.42555155832813474	0.0	2	2	Crohn disease;type 1 diabetes mellitus	0.0300957411986502	0.923488775927924	0.990032027436974	0	False				
TUSC1	ENSG00000198680	tumor suppressor candidate 1	2.0	False	1	SLE	0		0	0.0	0.0	0.2078687102797299	0.0	0.0	0	0		-0.0839514346483438	0.8365777861234134	0.9761732664217524	0	False				
TYR	ENSG00000077498	tyrosinase	2.0	False	1	T1D	0		0	0.0	0.0	0.2889889724090295	0.0	0.04907859103051817	0	0		0.0	1.0	1.0	0	False				
TYRP1	ENSG00000107165	tyrosinase related protein 1	2.0	False	1	AS	0		0	0.0	0.0	0.17297981446051708	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
UBA3	ENSG00000144744	ubiquitin like modifier activating enzyme 3	2.0	False	0		0		0	0.0	0.0	0.0723110480694397	0.0	0.0	2	0	Crohn disease;psoriasis	0.0801585502420216	0.6048722607673068	0.9468238779494486	0	False				
UCP1	ENSG00000109424	uncoupling protein 1	2.0	False	1	UC	0		0	0.0	0.0	0.23491285490931849	0.0	0.06079307976116211	0	0		0.0	1.0	1.0	0	False				
UGT1A6	ENSG00000167165	UDP glucuronosyltransferase family 1 member A6	2.0	False	1	T1D	0		0	0.0	0.0	0.2907553704625839	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
UGT1A7	ENSG00000244122	UDP glucuronosyltransferase family 1 member A7	2.0	False	1	T1D	0		0	0.0	0.0	0.15319406524858062	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
UHRF2	ENSG00000147854	ubiquitin like with PHD and ring finger domains 2	2.0	False	1	AS	0		0	0.0	0.0	0.21966255498437118	0.0	0.0	0	0		0.0937747144900171	0.5987468460922477	0.9466965949245808	0	False				
