analysis	disease_name	compartment	role	gene
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	MERTK
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	MIF
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	MMP12
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	MMP14
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	MMP3
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	MMP9
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	MSR1
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	MYD88
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	NAMPT
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	NFKB1
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	NFKBIA
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	NPC1
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	NPC2
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	OSM
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	OSMR
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	P2RX7
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	PDCD1
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	PDCD1LG2
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	PLA2G7
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	PROS1
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	PTGER4
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	PTGS2
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	PTPN2
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	RELA
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	S100A12
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	S100A8
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	S100A9
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	SCARB1
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	SCARB2
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	SEMA4D
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	SEMA7A
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	SERPINE1
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	SIGLEC10
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	SLC15A4
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	SOCS3
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	SPP1
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	STAT1
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	STAT3
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	SYK
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	TBXAS1
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	TGFB1
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	TGFB2
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	TGFB3
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	TIMP1
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	TLR7
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	TLR9
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	TNF
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	TNFRSF1A
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	TNFRSF1B
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	TNFSF10
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	TNFSF13B
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	TNFSF14
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	TRAF2
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	TRAF3
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	TRAF6
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	TREM1
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	TREM2
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	TYRO3
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	TYROBP
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	UNC93B1
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	VCAM1
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	VEGFA
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	VEGFB
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	ADORA2A
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	ADORA2B
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	ALOX5
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	ANGPT1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	ANGPT2
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	ANXA1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	AREG
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	AXL
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	C1QA
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	C1QB
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	C1QC
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	C1R
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	C1S
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	C2
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	C3
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	C3AR1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	C5AR1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CALR
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CCL13
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CCL2
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CCL20
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CCL3
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CCL4
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CCL5
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CCL7
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CCL8
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CCR2
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CCR5
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CCR6
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CD200
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CD200R1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CD24
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CD27
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CD274
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CD36
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CD40
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CD40LG
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CD44
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CD70
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CD74
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CFB
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CFD
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CHUK
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CIITA
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CSF1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CSF2
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CSF3
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CXCL1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CXCL10
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CXCL11
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CXCL12
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CXCL13
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CXCL2
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CXCL3
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CXCL8
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CXCL9
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CXCR3
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CXCR4
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	DDT
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	EGF
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	EREG
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	FCER1G
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	FPR2
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	GAS6
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	GPR65
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	HBEGF
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	HIF1A
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	HLA-DRA
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	HLA-DRB1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	HMGB1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	ICAM1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	IFI30
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	IFNG
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	IFNGR1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	IFNGR2
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	IL10
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	IL12A
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	IL12B
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	IL18
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	IL1A
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	IL1B
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	IL23A
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	IL33
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	IL34
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	IL6
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	IL6ST
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	IRF1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	IRF5
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	ITGAM
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	ITGAV
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	ITGB1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	ITGB2
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	ITGB3
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	JAK1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	JAK2
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	LGALS1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	LGALS3
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	LIF
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	LILRB1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	LILRB2
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	LILRB3
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	LILRB4
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	LIPA
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	LRP1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	MARCO
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	MERTK
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	MIF
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	MMP12
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	MMP14
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	MMP3
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	MMP9
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	MSR1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	MYD88
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	NAMPT
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	NFKB1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	NFKBIA
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	NPC1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	NPC2
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	OSM
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	OSMR
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	P2RX7
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	PDCD1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	PDCD1LG2
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	PLA2G7
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	PROS1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	PTGER4
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	PTGS2
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	PTPN2
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	RELA
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	S100A12
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	S100A8
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	S100A9
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	SCARB1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	SCARB2
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	SEMA4D
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	SEMA7A
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	SERPINE1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	SIGLEC10
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	SLC15A4
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	SOCS3
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	SPP1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	STAT1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	STAT3
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	SYK
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	TBXAS1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	TGFB1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	TGFB2
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	TGFB3
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	TIMP1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	TLR7
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	TLR9
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	TNF
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	TNFRSF1A
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	TNFRSF1B
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	TNFSF10
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	TNFSF13B
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	TNFSF14
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	TRAF2
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	TRAF3
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	TRAF6
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	TREM1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	TREM2
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	TYRO3
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	TYROBP
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	UNC93B1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	VCAM1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	VEGFA
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	VEGFB
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	ADORA2A
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	ADORA2B
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	ALOX5
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	ANGPT1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	ANGPT2
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	ANXA1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	AREG
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	AXL
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	C1QA
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	C1QB
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	C1QC
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	C1R
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	C1S
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	C2
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	C3
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	C3AR1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	C5AR1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CALR
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CCL13
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CCL2
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CCL20
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CCL3
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CCL4
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CCL5
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CCL7
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CCL8
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CCR2
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CCR5
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CCR6
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CD200
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CD200R1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CD24
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CD27
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CD274
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CD36
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CD40
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CD40LG
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CD44
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CD70
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CD74
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CFB
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CFD
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CHUK
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CIITA
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CSF1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CSF2
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CSF3
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CXCL1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CXCL10
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CXCL11
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CXCL12
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CXCL13
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CXCL2
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CXCL3
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CXCL8
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CXCL9
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CXCR3
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CXCR4
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	DDT
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	EGF
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	EREG
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	FCER1G
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	FPR2
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	GAS6
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	GPR65
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	HBEGF
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	HIF1A
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	HLA-DRA
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	HLA-DRB1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	HMGB1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	ICAM1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	IFI30
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	IFNG
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	IFNGR1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	IFNGR2
